"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_chest_pain","pct_headache","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_none_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_most_time","pct_feel_depressed_little_time","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_chills","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_chest_pain","coef_pct_headache","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_attended_public_event","coef_pct_used_public_transit","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_most_time","coef_pct_wear_mask_none_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_little_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_most_time","coef_pct_feel_depressed_little_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_chills","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_chest_pain","pvals_pct_headache","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_attended_public_event","pvals_pct_used_public_transit","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_none_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_most_time","pvals_pct_feel_depressed_little_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_chills","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-07-21,0,0.217000936987511,0.418580360283966,0.112497888389967,133072.6551,1961525.5005,682645.4385,4858016.0193,2441969.6319,551300.9997,2459251.7949,7711301.1306,6501549.7206,12704118.0213,8151996.2871,10087598.5431,2409133.5222,933236.802,9346193.7504,838184.9055,594506.4072,13388491.6761,179734.4952,1023104.0496,1662544.0806,14046942.0864,471803.0499,2799710.406,5744590.9812,5696200.9248,3195471.9387,129616.2225,309350.7177,197016.6582,3504822.6564,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"2",2020-07-22,0,0.395623696203893,0.704639597699957,0.222125054437655,114062.2758,1959797.2842,831272.0403,4944426.8343,2823905.4342,580680.6768,2625160.5597,7545392.3658,6052213.4826,11829640.5735,7611064.5852,9914776.9131,2035838.8014,919411.0716,8374936.1898,699927.6015,554757.4323,13162095.3408,226396.3353,1057668.3756,1911407.2278,14141993.9829,454520.8869,2813536.1364,5879391.8526,5552758.9719,2747863.917,122703.3573,302437.8525,350827.9089,3598146.3366,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"3",2020-07-23,3,0.767216999324739,1.39165677481548,0.422964867994052,131344.4388,1790432.0868,838184.9055,4555578.1668,3074496.7977,556485.6486,2782428.243,6807444.0057,5438696.6961,11245503.4641,7025199.2595,9370388.7786,1971894.7983,926323.9368,8126073.0426,877933.8804,649809.3288,13265788.3188,188375.5767,1016191.1844,1852647.8736,13661549.8515,528834.1878,2801438.6223,5924325.4764,5532020.3763,2602693.7478,190103.793,454520.8869,383664.0186,3615428.4996,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"4",2020-07-24,0,1.67342226750169,3.18553166217962,0.87908154190325,164180.5485,2056577.397,884846.7456,4375843.6716,3093507.177,547844.5671,2785884.6756,5530292.16,5233038.9564,11119343.6742,7092599.6952,9563949.0042,2110152.1023,815718.0936,8482085.6004,831272.0403,527105.9715,13284798.6981,285155.6895,1244315.736,2219029.7292,14038301.0049,385392.2349,2554303.6914,5981356.6143,5156997.4392,2782428.243,126159.7899,430325.8587,247134.9309,3202384.8039,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"5",2020-07-25,0,2.07181072402072,3.65464883737442,1.17450399947345,167636.9811,1999546.2591,941877.8835,4484721.2985,3167820.4779,630798.9495,2619975.9108,5469804.5895,5511281.7807,11878030.6299,7142717.9679,9802442.8536,1805986.0335,917682.8553,7989543.9549,812261.661,654993.9777,12830277.8112,205657.7397,1150992.0558,1729944.5163,13891402.6194,473531.2662,2452338.9297,5668549.464,5120704.8969,2441969.6319,158995.8996,335273.9622,409587.2631,3019193.8761,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"6",2020-07-26,1,0.653077173967682,1.1568026276965,0.368697118199763,77769.7335,2174096.1054,852010.6359,4944426.8343,3580864.1736,620429.6517,2925870.1959,5837914.6614,6112701.0531,11898769.2255,7030383.9084,9631349.4399,2134347.1305,1123340.595,8577137.4969,910769.9901,653265.7614,12959894.0337,278242.8243,1116427.7298,1876842.9018,13751417.0991,357740.7741,2671822.3998,6586232.3193,5155269.2229,2549119.0425,122703.3573,438966.9402,323176.4481,3736403.6406,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"7",2020-07-27,0,0.478985518672527,0.891919010592751,0.257228654589969,81226.1661,1871658.2529,858923.5011,4868385.3171,3314718.8634,537475.2693,2813536.1364,7070132.8833,6556852.6422,11618798.1849,8233222.4532,10433241.8031,2689104.5628,960888.2628,8739589.8291,850282.4196,741404.7927,12894221.8143,278242.8243,1327270.1184,2072131.3437,13863751.1586,352556.1252,2656268.4531,6064310.9967,5433512.0472,2528380.4469,131344.4388,435510.5076,309350.7177,2981173.1175,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"8",2020-07-28,0,0.0903640377619851,0.17077052999092,0.0478165601587326,153811.2507,1876842.9018,934965.0183,4984175.8092,3492725.1423,599691.0561,2575042.287,6821269.7361,6164547.5421,12258238.2159,8207299.2087,10367569.5837,2467892.8764,1131981.6765,8307535.7541,921139.2879,603147.4887,13058402.3628,210842.3886,1204566.7611,1824996.4128,13919054.0802,501182.727,2804895.0549,6510190.8021,5222669.6586,2680463.4813,164180.5485,245406.7146,349099.6926,3451247.9511,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"9",2020-07-29,0,1.01223814413226,1.62275357643979,0.631411987200347,62215.7868,1899309.7137,751774.0905,5376480.9093,2823905.4342,667091.4918,2580226.9359,6233676.1941,5611518.3261,11782978.7334,7384668.2499,10374482.4489,1776606.3564,940149.6672,7733767.9425,791523.0654,746589.4416,12591783.9618,233309.2005,1259869.6827,1844006.7921,14014105.9767,432054.075,2747863.917,6148993.5954,4700748.336,2167183.2402,107149.4106,468346.6173,375022.9371,3380391.0828,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
"10",2020-07-30,0,0.581397205455993,0.909623937801671,0.371607096586478,110605.8432,2129162.4816,941877.8835,4991088.6744,2944880.5752,637711.8147,2552575.4751,6862746.9273,4403495.1324,10984542.8028,6587960.5356,10002915.9444,1819811.7639,983355.0747,7906589.5725,845097.7707,642896.4636,12054308.6925,160724.1159,1225305.3567,1776606.3564,13761786.3969,312807.1503,2730581.754,6852377.6295,4709389.4175,2270876.2182,155539.467,418228.3446,297253.2036,3665546.7723,0.975540467583078,-2.1363765588594e-06,8.81802494108135e-07,-1.45092523341677e-06,-5.36295544289424e-07,-2.85552175491382e-07,-7.14770505284045e-07,4.88948439500248e-07,-1.80971167864474e-07,-1.55271539217112e-07,5.24832725540532e-07,-3.51762056436359e-07,-6.74157272482454e-07,-5.36008086968295e-07,-3.65973168514818e-07,2.57943636930619e-07,-1.1268726686835e-07,-1.02539751998116e-07,-2.98694511291167e-07,-1.45873709630107e-06,1.68837657673221e-06,8.39338787928264e-07,9.54803908508196e-07,-6.59605522488896e-07,-8.11270944088207e-07,-6.20061403191673e-07,4.2981460410899e-07,-1.32712904882422e-06,3.42294162653832e-06,2.36822247336811e-06,1.45250822554533e-06,-4.22268207537229e-07,0.768770609683048,0.00111620668734547,4.54957225534431e-08,0.000117772663821894,5.17457556022683e-05,0.00635775661521832,0.0507117574412067,0.00377923946716859,0.00584822122914344,0.0189798648281715,6.79036807139949e-09,7.8273015959333e-06,4.69419213475749e-11,0.00285270225123671,0.022129800375494,0.0114603392643066,0.000625641401289086,0.0291846715734668,0.000139755091689774,0.000518781417130407,2.8061813875251e-08,2.43586597160136e-05,2.68935019047783e-06,0.0504372183419449,6.49290919780019e-05,1.65571241157038e-07,0.000548816925759185,2.32761043522199e-14,0.000318095380961838,1.77028229922651e-06,8.04326434483732e-08,0.00868633879966039,618.746985128848,139.913724784281,3919.90978879024
