"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_difficulty_breathing","pct_chest_pain","pct_eye_pain","pct_tested_recently","pct_worked_outside_home","pct_ate_outside_home","pct_enough_toEat_notToo_worried","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_chest_pain","coef_pct_eye_pain","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_enough_toEat_notToo_worried","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_chest_pain","pvals_pct_eye_pain","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_enough_toEat_notToo_worried","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-21,110,92.6792383302134,103.694468202585,82.83413152462,3116772.5472,12134787.2334,4950168.1632,5419975.7898,7081490.5668,30961468.4652,52343444.8368,43806696.4998,19892342.4336,22825775.4192,41789961.3222,25885254.3534,23925812.7888,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"2",2020-08-22,90,115.569647735268,132.292916332565,100.960382822601,3747002.2902,13280659.4934,5855407.2486,4102222.6908,9854501.436,33184460.6496,52183022.7204,39498216.8022,21324682.7586,21095508.3066,41583704.3154,27214466.175,24349785.525,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"3",2020-08-23,121,104.263818584034,113.843492748978,95.4902524792921,4170975.0264,14174439.8562,5694985.1322,5763737.4678,7940894.7618,29242660.0752,50074617.762,44391091.3524,21508022.3202,22734105.6384,41881631.103,27626980.1886,25518575.2302,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"4",2020-08-24,73,87.5469601674762,94.0127583368607,81.5258521306524,2864680.65,12719182.086,5683526.4096,5465810.6802,7803390.0906,33390717.6564,50223581.1558,46602624.8142,22413261.4056,23559133.6656,41136814.134,27409264.4592,25965465.4116,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"5",2020-08-25,65,77.5050042407465,86.3940622277133,69.5305386442544,3735543.5676,11836860.4458,5053296.6666,5408517.0672,7597133.0838,28646806.5,45731761.8966,47152643.499,21301765.3134,21611150.8236,42339980.007,27054044.0586,24865428.042,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"6",2020-08-26,120,110.874514881189,121.810508188242,100.920341216715,3070937.6568,13337953.1064,4824122.2146,4663700.0982,9739914.21,34376167.8,46384909.0848,44906733.8694,21221554.2552,23433087.717,38524225.3812,27168631.2846,24705005.9256,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"7",2020-08-27,115,105.338770306716,114.708500869512,96.7343871257965,2830304.4822,12409796.5758,6382508.4882,5798113.6356,9407611.2546,32439643.6806,50108993.9298,43279595.2602,22768481.8062,22115334.618,39486758.0796,27913448.2536,26057135.1924,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"8",2020-08-28,121,115.736913459787,128.533012430723,104.214729616003,2795928.3144,11573309.826,5236636.2282,5030379.2214,9132601.9122,39532592.97,52160105.2752,44116082.01,22298674.1796,23879977.8984,39291959.7954,27615521.466,24361244.2476,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"9",2020-08-29,110,105.359363162666,112.342168541664,98.8105851092384,3517827.8382,12799393.1442,5672067.687,5099131.557,8857592.5698,32015670.9444,53500775.8194,44643183.2496,21072590.8614,23329959.2136,41056603.0758,26859245.7744,24452914.0284,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
"10",2020-08-30,111,139.303851137653,151.477665993213,128.108410005807,4423066.9236,12902521.6476,5408517.0672,6153334.0362,8490913.4466,31580239.4856,52893463.5216,45307789.1604,20912168.745,22676812.0254,38650271.3298,26377979.4252,23822684.2854,5.07279777148337,8.2140904528629e-08,5.25410969572091e-08,-4.26239376168818e-08,6.98371291044527e-08,3.07318631017894e-08,1.7907694282082e-08,2.17704090163653e-08,-1.08918052540492e-08,-2.22691628492189e-08,-3.01743884924248e-08,-5.62847403083848e-08,3.57313725284928e-08,-2.00737904954454e-08,1.33658789864772e-07,4.26448674373367e-05,1.53378380097859e-05,0.0392769308040666,0.000230700150040218,0.0922206190098289,0.00279629236406901,1.79060332853189e-10,0.0533688866754396,0.0511537672039475,0.0330460032424945,1.31536529299144e-07,0.00794157006286439,0.074065380015927,849.906285267733,89.9285293612944,1512.44929675524
