"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_difficulty_breathing","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_headache","pct_feel_nervous_all_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_enough_toEat_not_worried","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_fever","coef_pct_difficulty_breathing","coef_pct_stuffy_runny_nose","coef_pct_aches_muscle_pain","coef_pct_sore_throat","coef_pct_headache","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_most_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_little_time","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_difficulty_breathing","pvals_pct_stuffy_runny_nose","pvals_pct_aches_muscle_pain","pvals_pct_sore_throat","pvals_pct_headache","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_most_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-08-17,19,15.988400410772,20.7395998608442,12.3256451141951,2770710.8976,8593219.3056,16262868.312,25388144.4204,16132363.8132,31321079.712,2399275.0164,18150164.1408,22707782.7912,7589338.5456,12407966.1936,19103850.8628,25578881.7648,50194038,22958752.9812,30768945.294,22085376.72,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"2",2020-08-18,13,14.6253474156662,17.9126694374754,11.941312699124,3674203.5816,8292055.0776,18722376.174,25849929.57,16072130.9676,31321079.712,2439430.2468,19334743.4376,25578881.7648,8101317.7332,12668975.1912,19264471.7844,22747938.0216,49692097.62,20378779.428,28891688.2728,19625868.858,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"3",2020-08-19,0,9.78486275382384,11.6336706976873,8.22986498407614,3373039.3536,8954616.3792,18692259.7512,27355750.71,15489880.1268,30738828.8712,3352961.7384,18310785.0624,24976553.3088,7880463.966,12759324.4596,18702298.5588,22737899.214,51077453.0688,22868403.7128,27857691.09,20880719.808,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"4",2020-08-20,24,19.2885657114105,24.1695893288518,15.3932597753854,3112030.356,8201705.8092,20549439.1572,24836010.0024,15399530.8584,29755025.7264,2640206.3988,16604187.7704,26231404.2588,8462714.8068,13943903.7564,20428973.466,26412102.7956,52593313.0164,19144006.0932,29393628.6528,18923152.326,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"5",2020-08-21,15,12.9989764517639,15.6490269746174,10.7976929854863,3112030.356,9075082.0704,18752492.5968,25418260.8432,14666697.9036,32636163.5076,3553737.8904,19144006.0932,25839890.7624,6475030.902,12287500.5024,19585713.6276,24916320.4632,51659703.9096,21021263.1144,26853810.33,20539400.3496,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"6",2020-08-22,19,15.7323368349492,19.1120075768262,12.9503099710156,3222457.2396,8191667.0016,16292984.7348,26432180.4108,13682894.7588,32967444.1584,3212418.432,19113889.6704,23571120.2448,6685845.8616,14927706.9012,18481444.7916,25337950.3824,52804127.976,19264471.7844,28781261.3892,19906955.4708,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"7",2020-08-23,12,12.745354219125,15.0007410467692,10.8290686216434,3724397.6196,8864267.1108,17728534.2216,27787419.4368,14736969.5568,31551972.2868,3031719.8952,17708456.6064,27315595.4796,7298213.1252,13622661.9132,18009620.8344,25689308.6484,52753933.938,20398857.0432,29002115.1564,20499245.1192,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"8",2020-08-24,0,9.53228674946411,12.534553160095,7.24912085125499,3282690.0852,8783956.65,17587990.9152,28821416.6196,15610345.818,30989799.0612,3443311.0068,17035856.4972,25859968.3776,7659610.1988,12187112.4264,17055934.1124,25608998.1876,54701462.6124,17889155.1432,30226849.6836,20298468.9672,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"9",2020-08-25,37,25.6897345772187,31.5619214362392,20.9100850840526,2871098.9736,8181628.194,16714614.654,26201287.836,14094485.8704,32525736.624,2479585.4772,18822764.25,28731067.3512,6635651.8236,12879790.1508,20298468.9672,25006669.7316,49762369.2732,20157925.6608,29905607.8404,21181884.036,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
"10",2020-08-26,18,17.103709629996,20.7803598186056,14.0775658198803,3152185.5864,9416401.5288,21161806.4208,25629075.8028,14084447.0628,29413706.268,2941370.6268,17567913.3,23812051.6272,6906699.6288,15770966.7396,17337020.7252,22446773.7936,52944671.2824,19937071.8936,29744986.9188,21332466.15,4.29580018968007,-9.06285072625425e-08,-1.02852540180059e-07,2.36060768032751e-08,-4.18055735776208e-08,-5.96778897853365e-08,-3.84882860624159e-08,-1.51543707057211e-07,3.8477411279943e-08,2.98047305796729e-08,-8.06192196124498e-08,6.54033168856175e-08,5.63673996254057e-08,3.58947034231624e-08,-4.87518647698134e-08,-3.79223788258404e-08,4.83081280754649e-08,4.89820925298341e-08,0.0361987394635448,0.0757468338772622,0.00607896830770843,0.0297161246436343,0.128503637825446,0.0204359190285207,0.0627624929131181,0.00852918886316292,0.121966745516036,0.0837694964733207,0.0380948492546335,0.00375807920227739,0.0358265773235028,0.0666860546048337,0.00360404890735551,0.0292216935547047,0.039066249887135,0.0367624681878701,535.791073109955,93.3955227467672,210.235979677361
