"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_difficulty_breathing","pct_stuffy_runny_nose","pct_sore_throat","pct_chest_pain","pct_headache","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_direct_contact_with_non_hh","pct_wear_mask_most_time","pct_wear_mask_some_time","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_depressed_all_time","pct_feel_depressed_some_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_notToo_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_fever","coef_pct_difficulty_breathing","coef_pct_stuffy_runny_nose","coef_pct_sore_throat","coef_pct_chest_pain","coef_pct_headache","coef_pct_tested_recently","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_most_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_notToo_worried","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_difficulty_breathing","pvals_pct_stuffy_runny_nose","pvals_pct_sore_throat","pvals_pct_chest_pain","pvals_pct_headache","pvals_pct_tested_recently","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_notToo_worried","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-17,2,10.6331671946042,15.9834682573107,7.07382420187131,396557.0028,1425360.5478,5577985.7658,2012713.8444,998874.7146,6423475.2246,7343786.7594,12001460.9904,25114029.8094,18353855.2428,8118195.246,4036651.0002,355404.861,1066214.583,3692469.4506,841748.355,4620263.193,22252085.4024,13217319.7254,4059097.623,1069955.6868,5813675.3052,927793.7424,3752327.1114,8035890.9624,9087141.1302,15940843.2918,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"2",2020-08-18,6,4.93698054415916,7.02087401880777,3.47161576010518,239430.6432,1320609.6414,5836121.928,2222215.6572,886641.6006,6120445.8168,9068435.6112,9749316.5028,25132735.3284,18799046.595,7852576.8762,4205000.6712,385333.6914,1313127.4338,4238670.6054,576129.9852,4567887.7398,21844305.0882,13673734.389,5102865.5832,976428.0918,5895979.5888,733256.3448,3475485.4302,7979774.4054,9883996.2396,16008183.1602,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"3",2020-08-19,13,6.95725297684087,9.95598720287851,4.86173475290995,437709.1446,1286939.7072,6008212.7028,1975302.8064,875418.2892,6603048.207,9098364.4416,11066185.0404,23146209.2106,18069531.354,7923657.8484,4160107.4256,411521.418,1242046.4616,4470619.041,755702.9676,4743719.6184,22914260.775,14070291.3918,4313492.6814,991392.507,5577985.7658,512531.2206,3976793.3394,7792719.2154,9588449.0394,16109192.9628,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"4",2020-08-20,4,2.97901693789374,4.63407341066306,1.91506286798076,220725.1242,1189671.0084,5873532.966,2008972.7406,879159.393,6573119.3766,7429832.1468,12551403.249,23318299.9854,16651653.0138,8806558.3452,4582852.155,400298.1066,1159742.178,4074062.0382,632246.5422,4575369.9474,22169781.1188,13984246.0044,4878399.3552,1025062.4412,6075552.5712,729515.241,3647576.205,7601922.9216,8885121.525,16169050.6236,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"5",2020-08-21,5,6.72008690926115,9.23885260724083,4.88800611805733,246912.8508,1324350.7452,6199008.9966,2098759.2318,1189671.0084,6591824.8956,10086015.8448,13198614.2064,23419309.788,17620598.898,8264098.2942,4508030.079,512531.2206,1331832.9528,4309751.5776,710809.722,4953221.4312,21219540.7536,13834601.8524,4526735.598,953981.469,6004471.599,819301.7322,4212482.8788,7826389.1496,9996229.3536,16213943.8692,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"6",2020-08-22,10,9.69196805707658,14.3247207004187,6.5574922390387,239430.6432,1331832.9528,5809934.2014,2379342.0168,1193412.1122,6109222.5054,8058337.5852,12252114.945,23471685.2412,17542035.7182,8189276.2182,4350903.7194,419003.6256,1537593.6618,3894489.0558,826783.9398,5166464.3478,21290621.7258,14130149.0526,4590334.3626,1141036.659,6393546.3942,662175.3726,3561530.8176,7998479.9244,9644565.5964,16546902.1074,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"7",2020-08-23,7,3.48056719798147,5.14175180589981,2.35607405354809,288064.9926,1054991.2716,6090516.9864,2297037.7332,998874.7146,6711540.2172,8727995.1654,12023907.6132,24264799.2468,18885091.9824,8241651.6714,4418243.5878,415262.5218,1264493.0844,3804702.5646,650952.0612,4874658.2514,21559981.1994,12966665.7708,4066579.8306,778149.5904,5263733.0466,950240.3652,3763550.4228,8047114.2738,9034765.677,15813645.7626,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"8",2020-08-24,2,1.06837978154104,2.23720845309609,0.510205187194798,276841.6812,1129813.3476,5892238.485,2061348.1938,1156001.0742,6314983.2144,14807288.8404,12629966.4288,24926974.6194,19386399.8916,7994738.8206,4470619.041,490084.5978,980169.1956,4167589.6332,808078.4208,4691344.1652,22772098.8306,13580206.794,4257376.1244,924052.6386,5630361.219,508790.1168,3164973.8148,7886246.8104,9521109.171,16008183.1602,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"9",2020-08-25,10,9.77794001021722,14.5682130796497,6.56278915750906,404039.2104,1391690.6136,6733986.84,2431717.47,998874.7146,6849961.0578,9547296.8976,10531207.197,25009278.903,19135745.937,7732861.5546,4380832.5498,467637.975,1264493.0844,4433208.003,935275.95,4874658.2514,22390506.243,13554019.0674,4455654.6258,886641.6006,6030659.3256,662175.3726,3318359.0706,8144382.9726,9072176.715,15349748.8914,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
"10",2020-08-26,7,7.18668617595807,10.8740223307744,4.7497105137937,235689.5394,1361761.7832,6820032.2274,2368118.7054,1290680.811,6655423.6602,8705548.5426,11256981.3342,23654999.3274,17205336.3762,8522234.4564,4601557.674,415262.5218,995133.6108,4208741.775,699586.4106,5271215.2542,20703268.4292,14463107.2908,4481842.3524,785631.798,6015694.9104,587353.2966,4208741.775,8099489.727,9861549.6168,16000700.9526,-10.7543868150685,1.62850161026535e-06,1.20335370217096e-06,1.72336441458975e-07,4.92761933741233e-07,-6.42822006303585e-07,3.55808571791918e-07,-1.10556153303682e-07,-1.03026034462454e-07,9.67118770893251e-08,-7.20214714565026e-08,-4.76115440231968e-07,2.13064385556592e-07,9.11712362869409e-07,6.21013371553459e-07,-2.93682329372314e-07,1.46865689475156e-06,-5.41498753565587e-07,-1.75878753017663e-07,1.64251973694159e-07,-3.32461892823073e-07,5.17772285839526e-07,3.29608445547754e-07,3.74649854563277e-07,6.13852068570479e-07,2.69904803420066e-07,1.52142593358817e-07,4.32273077669143e-07,0.015860824727172,0.00172112775517761,4.0668977497219e-08,0.0295240546333362,0.000764763028481647,0.070312283631056,0.00258044271810044,0.0311877492151029,0.000196717537140014,0.0231971353268176,0.12595303411754,2.63298849897423e-06,0.0328127378247213,0.052504119001747,0.0197225347609719,0.0488569624878561,5.41969327117735e-06,8.05116269638908e-05,0.0297237653793741,0.069021807897222,0.00858360089446674,0.0672703716101181,0.00661976978185594,0.10152557297993,3.25174974243151e-06,0.031112857855919,0.136768459989733,3.61508043701641e-06,626.727382520766,133.294708092898,1155.67002432669
