"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_difficulty_breathing","pct_stuffy_runny_nose","pct_tested_recently","pct_grocery_outside_home","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_some_time","pct_feel_depressed_most_time","pct_worried_ill_covid19_somewhat","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_fever","coef_pct_difficulty_breathing","coef_pct_stuffy_runny_nose","coef_pct_tested_recently","coef_pct_grocery_outside_home","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_some_time","coef_pct_feel_depressed_most_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_difficulty_breathing","pvals_pct_stuffy_runny_nose","pvals_pct_tested_recently","pvals_pct_grocery_outside_home","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_depressed_most_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-07-21,0,0.253869602561351,0.586127342011842,0.109958656566744,48771.0804,211921.9565,974840.9999,1413200.1154,4122898.1181,3801241.2307,38900.7427,152119.3222,49932.2966,1498549.5061,40061.9589,78962.7016,4231471.8328,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"2",2020-07-22,0,0.224796760977041,0.458933403880208,0.110110929643638,34836.486,271724.5908,901103.7712,1284305.1172,4172249.8066,3746083.4612,19160.0673,178827.2948,57480.2019,1664603.4227,16837.6349,52254.729,4214053.5898,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"3",2020-07-23,0,0.53637837211987,1.23467903398588,0.233017448388333,51674.1209,252564.5235,925489.3114,1253532.8879,4209989.3331,3990519.4713,63286.2829,135862.2954,75479.053,1620477.2071,17418.243,55157.7695,4348174.0609,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"4",2020-07-24,1,0.541070470439152,0.924330204206376,0.316723669365111,33675.2698,217728.0375,995742.8915,1475325.1821,4353980.1419,3845367.4463,45868.0399,160247.8356,60383.2424,1784208.6913,22643.7159,80123.9178,4265147.1026,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"5",2020-07-25,1,0.460338195597105,0.850222120699821,0.249242226432751,48771.0804,281594.9285,982388.9052,1329592.549,4338303.7232,3769888.3933,32514.0536,193923.1054,83607.5664,1729050.9218,21482.4997,89413.6474,4100254.4022,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"6",2020-07-26,0,0.0723853701957205,0.191349407152706,0.0273825871547645,54577.1614,240371.7534,1070060.7283,1136830.6598,4456167.1675,3948135.08,24385.5402,142829.5926,54577.1614,1733695.7866,23804.9321,42964.9994,4079352.5106,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"7",2020-07-27,0,0.0875454475380537,0.219796331934301,0.0348695782008273,50512.9047,200309.7945,1010258.094,1119412.4168,4409137.9114,3909814.9454,15676.4187,178246.6867,91736.0798,1796982.0695,30772.2293,55157.7695,4164701.9013,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"8",2020-07-28,0,0.42007267362532,0.693176704908307,0.254568640113298,49351.6885,251403.3073,987033.77,1400426.7372,4186184.401,3807047.3117,35997.7022,148635.6736,60383.2424,1785950.5156,23224.324,64447.4991,4115930.8209,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"9",2020-07-29,0,0.735734857990626,1.79535553580099,0.301503390536507,58060.81,196245.5378,919683.2304,1331334.3733,3827368.5952,3787306.6363,11031.5539,141087.7683,86510.6069,1766790.4483,22643.7159,65028.1072,4295338.7238,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
"10",2020-07-30,1,0.998043802795,1.95954971328113,0.508326696458043,53996.5533,271143.9827,1014902.9588,1235534.0368,4102576.8346,3825626.7709,53996.5533,141668.3764,62705.6748,1886976.325,15095.8106,49351.6885,4267469.535,-13.6955990089786,1.50552734131988e-05,5.84640650372396e-06,1.98951522617577e-06,2.42631514158168e-06,-1.49722364379821e-06,-1.53888773906301e-06,1.29434845356379e-05,-1.79955334009482e-06,8.56580295419239e-06,1.68787346289497e-06,-2.29914359248125e-05,1.24192946018714e-05,3.25164855553052e-06,0.0444929540339707,0.000491937554261656,0.0320582242748638,0.019246332895771,0.000375208657627419,0.0411682724455762,0.0629409000885295,0.0103503657231547,0.00170664090880634,0.120521101118659,0.0599618071223716,0.012428717584146,0.0237111902716863,0.00468972096473402,288.016619024333,81.3608367279976,223.060757465957
