"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_difficulty_breathing","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_cmnty_sick","pct_ever_tested","pct_used_public_transit","pct_wear_mask_all_time","pct_wear_mask_half_time","pct_feel_nervous_all_time","pct_feel_depressed_all_time","pct_feel_depressed_little_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_notTooWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_chills","pct_finances_very_worried","pct_finances_notToo_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_nausea","coef_pct_anosmia_ageusia","coef_pct_eye_pain","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_used_public_transit","coef_pct_wear_mask_all_time","coef_pct_wear_mask_half_time","coef_pct_feel_nervous_all_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_little_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_enough_toEat_very_worried","coef_pct_enough_toEat_somewhat_worried","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_notToo_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_nausea","pvals_pct_anosmia_ageusia","pvals_pct_eye_pain","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_used_public_transit","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_half_time","pvals_pct_feel_nervous_all_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_little_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_enough_toEat_very_worried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_notToo_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-20,17,9.70910859939593,11.4839225315123,8.20858809663617,4454210.8476,1659411.8844,1970788.9428,478457.4312,3216297.1764,2475827.3424,3387174.8304,8809692.384,14349925.6548,5099748.6516,584781.3048,759456.24,10396955.9256,10776684.0456,4803560.718,2065720.9728,4393454.3484,653132.3664,6949024.596,9436243.782,11126033.916,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"2",2020-08-21,12,14.3046274299855,17.4198579467286,11.7465002605902,4442819.004,1644222.7596,1940410.6932,634145.9604,3554255.2032,2354314.344,2787204.4008,9603324.1548,14247399.0624,4625088.5016,649335.0852,960712.1436,10469104.2684,10928575.2936,4803560.718,1621439.0724,4609899.3768,698699.7408,6440188.9152,10028619.6492,11467789.224,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"3",2020-08-22,13,14.1861774415958,18.5080124801341,10.8735408850872,4761790.6248,1340440.2636,1864465.0692,691105.1784,3015041.2728,2240395.908,2946690.2112,8931205.3824,14581559.808,4947857.4036,611362.2732,805023.6144,11262736.0392,10628590.0788,4511170.0656,1940410.6932,4564332.0024,1036657.7676,5760475.5804,9288149.8152,13347443.418,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"4",2020-08-23,13,10.9377507636996,13.700210046781,8.73230347274285,4458008.1288,1693587.4152,2232801.3456,846793.7076,3497295.9852,2270774.1576,3201108.0516,9542567.6556,12971512.5792,4514967.3468,558200.3364,1017671.3616,10389361.3632,10256456.5212,5183288.838,1913829.7248,3409958.5176,972103.9872,5840218.4856,8919813.5388,11763977.1576,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"5",2020-08-24,4,6.3224126563411,7.77268459385314,5.14274074991719,4541548.3152,1579668.9792,1959397.0992,812618.1768,3049216.8036,2525191.998,3049216.8036,8764125.0096,13233524.982,5194680.6816,387322.6824,687307.8972,10062795.18,10552644.4548,4989627.4968,1921424.2872,3736524.7008,729077.9904,6288297.6672,9823566.4644,11399438.1624,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"6",2020-08-25,5,11.130990351273,13.0711974442666,9.47877550839673,4446616.2852,1644222.7596,2179639.4088,668321.4912,3311229.2064,2342922.5004,3330215.6124,9652688.8104,14061332.2836,5441503.9596,543011.2116,759456.24,10689346.578,10594414.548,4556737.44,1993572.63,4161820.1952,820212.7392,6242730.2928,9694458.9036,11703220.6584,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"7",2020-08-26,17,12.7410860072393,16.631174104641,9.76090272535655,3926388.7608,1723965.6648,2191031.2524,907550.2068,3330215.6124,2491016.4672,3083392.3344,10503279.7992,14482830.4968,5141518.7448,725280.7092,748064.3964,10100767.992,9865336.5576,4161820.1952,1807505.8512,4237765.8192,824010.0204,6812322.4728,9333717.1896,10901994.3252,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"8",2020-08-27,17,19.9827700204524,25.3652072092967,15.7424733177003,4309914.162,1480939.668,2054329.1292,611362.2732,3296040.0816,2468232.78,3766902.9504,9827363.7456,13879062.786,4431427.1604,596173.1484,535416.6492,9686864.3412,10172916.3348,4902290.0292,1966991.6616,4401048.9108,1234116.39,6576891.0384,9888120.2448,11593099.5036,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"9",2020-08-28,16,18.0616041028336,22.2723841646185,14.6469071454741,4404846.192,1629033.6348,2141666.5968,805023.6144,3322621.05,2859352.7436,3277053.6756,9443838.3444,14513208.7464,5426314.8348,740469.834,569592.18,9891917.526,10826048.7012,4344089.6928,2004964.4736,4492183.6596,1192346.2968,6504742.6956,9386879.1264,11232357.7896,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
"10",2020-08-29,8,9.02215717437237,11.5097517216244,7.0722046876256,4583318.4084,1344237.5448,1583466.2604,683510.616,2802393.5256,2969473.8984,3318823.7688,10093173.4296,14980274.334,5304801.8364,508835.6808,706294.3032,10028619.6492,11482978.3488,4890898.1856,1716371.1024,4302319.5996,987293.112,6261716.6988,9914701.2132,11729801.6268,-0.342347859506136,1.99069938461493e-07,3.10732743111333e-07,3.59702186944499e-07,-4.85174022485205e-07,2.90355701908959e-07,1.01264305482437e-07,-1.06692554075115e-07,2.17870625304232e-07,-1.36514197642903e-07,-2.50638056053121e-07,6.29236392334429e-07,-2.75689960465892e-07,-2.23979367333778e-07,6.53115514331296e-08,-1.75876000816493e-07,3.39553725247093e-07,5.40229494839326e-07,3.07474419521122e-07,-1.18244888286715e-07,-9.02564376904992e-08,1.74335118041758e-07,0.809372073155232,0.00109997940491692,0.00885425527989696,0.00183326614126532,1.31889753824009e-06,0.00149713841954235,0.00763959330138322,0.107677283629508,6.6332554481091e-07,1.51779235736624e-06,0.00116806220393253,0.000315782291147603,0.0915522638648106,0.000326314167446344,0.0793527559521891,0.0261840725345727,0.0112128649708418,4.68913609378011e-13,0.00106128043225524,0.101834140917804,0.0617633804911628,0.000556308606546161,738.927860605806,119.69525896074,3758.26709205197
