"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_chest_pain","pct_headache","pct_cmnty_sick","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_worried_ill_covid19_very","pct_enough_toEat_very_worried","pct_chills","pct_finances_very_worried","pct_finances_notToo_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_fever","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_aches_muscle_pain","coef_pct_chest_pain","coef_pct_headache","coef_pct_cmnty_sick","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_attended_public_event","coef_pct_used_public_transit","coef_pct_wear_mask_most_time","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_wear_mask_none_time","coef_pct_no_public","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_little_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_most_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_little_time","coef_pct_worried_ill_covid19_very","coef_pct_enough_toEat_very_worried","coef_pct_chills","coef_pct_finances_very_worried","coef_pct_finances_notToo_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_aches_muscle_pain","pvals_pct_chest_pain","pvals_pct_headache","pvals_pct_cmnty_sick","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_attended_public_event","pvals_pct_used_public_transit","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_wear_mask_none_time","pvals_pct_no_public","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_most_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_worried_ill_covid19_very","pvals_pct_enough_toEat_very_worried","pvals_pct_chills","pvals_pct_finances_very_worried","pvals_pct_finances_notToo_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-25,10,7.04959227525415,13.5829130857517,3.65876973029109,6607853.1909,12295095.8624,8255061.269,11073955.4627,6299714.9592,11876636.5354,17773108.8704,23913048.4502,28097641.7202,17662787.7751,20078439.3446,16924777.6893,16019383.8727,6501336.2713,4679136.111,2556406.0704,9266972.0052,1875458.6201,2750419.0311,2788460.7881,9685431.3322,17225307.5696,3355282.9674,4348172.8251,4652506.8811,9183280.1398,7566505.4673,5044336.9782,7197500.4244,13558082.1948,4431864.6905,11754902.913,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"2",2020-08-26,0,0.994479448912308,2.63222451763628,0.375723790916222,8631674.6633,13284181.5444,9643585.3995,11598931.7093,4473710.6232,11675015.2233,16784023.1884,23677189.5568,25195055.6611,18579594.1188,25548844.0012,16042208.9269,13006476.7183,3682442.0776,3956342.728,3438974.8328,9772927.3733,2925411.1133,3134640.7768,2408043.2181,9396313.979,19781713.64,3286807.8048,3043340.56,6486119.5685,6459490.3386,7566505.4673,6527965.5012,6588832.3124,12420633.6605,4306326.8924,8304515.5531,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"3",2020-08-27,4,4.76869705211348,9.97698110209217,2.2792938407057,7566505.4673,11458177.2084,8296907.2017,12546171.4586,7178479.5459,11686427.7504,19150220.4738,20869707.8902,24586387.5491,19420316.9485,22878312.6598,15429736.6392,18126897.2105,4226439.2027,2746614.8554,3419953.9543,6246456.4994,2643902.1115,3556904.2795,3146053.3039,8951225.4221,17674200.3022,4526969.083,2354784.7583,4641094.354,9316426.2893,7661609.8598,4370997.8793,7205108.7758,10982655.2459,8677324.7717,9449572.4388,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"4",2020-08-28,0,0.101118412114705,0.381328297161276,0.0268139903194093,6543182.204,12534758.9315,7570309.643,10393008.0124,5717676.0771,10769621.4067,16072642.3325,26572167.2645,26123274.5319,18727956.9711,25556452.3526,18305693.4684,13561886.3705,3887867.5654,4800869.7334,2392826.5153,8369186.54,1320048.9679,3457995.7113,3062361.4385,7045333.3964,16148725.8465,5382908.6155,4431864.6905,5352475.2099,5797563.7668,5923101.5649,4302522.7167,5436167.0753,9890856.82,4526969.083,9955527.8069,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"5",2020-08-29,1,0.824452353439631,1.84627563739133,0.368158290845753,8019202.3756,11576106.6551,7566505.4673,11735882.0345,4789457.2063,11655994.3448,16593814.4034,25195055.6611,26199358.0459,19313800.0289,22478874.2113,16814456.594,14718355.7833,3435170.6571,4705765.3409,2366197.2854,8734387.4072,2324351.3527,5093791.2623,2537385.1919,7669218.2112,16434039.024,3085186.4927,3652008.672,6432861.1087,7756714.2523,8452878.4054,3621575.2664,6817082.8544,12355962.6736,7832797.7663,9206105.194,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"6",2020-08-30,0,1.37282127437696,3.1917005240928,0.590480916726253,7471401.0748,13466781.978,9453376.6145,11929894.9952,6079072.7686,12063041.1447,16757393.9585,26655859.1299,27595490.5278,15760699.9251,20824057.7818,15429736.6392,15646574.6541,3435170.6571,3530275.0496,2689552.2199,7007291.6394,2400434.8667,3111815.7226,3085186.4927,8582220.3792,19983334.9521,4074272.1747,4705765.3409,7787147.6579,8007789.8485,5683438.4958,4808478.0848,6805670.3273,13078756.0566,4313935.2438,9369684.7491,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"7",2020-08-31,0,0.191273377443711,0.54284790429092,0.0673954981303893,6189393.8639,13154839.5706,9510439.25,10541370.8647,7809972.7121,10986459.4216,17738871.2891,24810833.9154,26416196.0608,19294779.1504,22988633.7551,18876319.8234,16841085.8239,4565010.84,4781848.8549,3241157.6964,6512748.7984,1635795.551,3355282.9674,2807481.6666,8023006.5513,17225307.5696,3058557.2628,2845523.4236,5276391.6959,7832797.7663,6295910.7835,4412843.812,6714370.1105,12557583.9857,5436167.0753,10522349.9862,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"8",2020-09-01,4,4.91266656274608,9.09278101856699,2.65422566621173,9289797.0594,10712558.7712,9122413.3286,12180970.5914,5911689.0378,9510439.25,17818758.9788,24476066.4538,26427608.5879,20439836.0361,21101762.6079,17978534.3582,14779222.5945,3781350.6458,4127530.6345,2350980.5826,6725782.6376,2548797.719,4306326.8924,2697160.5713,9240342.7753,15216702.8,3355282.9674,2134142.5677,4907386.653,9586522.764,7071962.6263,4108509.756,8023006.5513,13995562.4003,6025814.3088,8422444.9998,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"9",2020-09-02,0,0.690128704493601,1.61874336961156,0.294226767322795,5740501.1313,12314116.7409,7703455.7925,11975545.1036,6257869.0265,10704950.4198,14954214.6767,25362439.3919,27991124.8006,17316607.7864,21136000.1892,17849192.3844,14733572.4861,4755219.625,3515058.3468,2655314.6386,8932204.5436,1521670.28,4945428.41,4017209.5392,6387211.0003,19020878.5,5436167.0753,3933517.6738,7151850.316,6022010.1331,6075268.5929,3781350.6458,4987274.3427,10678321.1899,7608351.4,10179974.1732,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
"10",2020-09-03,3,0.813757991738774,2.09794513078653,0.315643178365899,8019202.3756,11705448.6289,8407228.297,12055432.7933,7566505.4673,12123907.9559,14608034.688,26252616.5057,28466646.7631,22166931.8039,23878810.8689,19599113.2064,17092161.4201,4253068.4326,6676328.3535,3457995.7113,8483311.811,2948236.1675,2305330.4742,3636791.9692,7547484.5888,20348535.8193,5325845.98,4370997.8793,5223133.2361,7471401.0748,6246456.4994,5017707.7483,5512250.5893,10868529.9749,5679634.3201,11203297.4365,-13.5354283516339,-1.3960185359745e-07,-6.57615534644527e-08,1.48898158140065e-07,3.08107727759112e-07,-1.17745894047427e-07,-1.63519554841239e-07,2.27685101203193e-07,-1.54009016062981e-07,2.13791266982519e-07,3.01863290330415e-07,-2.32320103236872e-07,-1.76328141269774e-07,-1.15960180151533e-07,-1.92707967085202e-07,-2.73338169775e-07,-3.03899709214866e-07,3.52913193051704e-07,3.76418964079168e-07,-3.81696359930117e-07,4.24024308486769e-07,1.84268213552865e-07,-2.63896461419319e-07,2.37177152918622e-07,2.01459773233584e-07,2.56176853913247e-07,2.62523334860393e-07,-1.50155113897807e-07,6.02185155166705e-07,2.03535664359824e-07,1.13015008288404e-07,3.13778466879712e-07,2.94602208603262e-07,0.000381504871141991,0.130591041690324,0.154574248512131,0.0380563609950872,2.66499745897995e-05,0.0988360798742563,0.0104718106674242,5.39117589440062e-05,0.0122591967165895,0.000606988910155011,1.64459008369827e-05,6.7666949295207e-05,0.000982373896434233,0.00387924734267959,0.0199516172292374,0.00501798670884127,0.00722519581343568,4.1324273020179e-05,0.039394052708721,4.08232102666714e-05,0.000197656456712579,5.86229819459908e-05,1.16227886376756e-09,0.00523133313883638,0.0102404601980283,0.000786713149850168,0.000190544109624307,0.105611555146896,7.43908071551641e-08,5.47020244550397e-05,0.0226804085832764,1.44660991447384e-08,1.12248301147694e-08,319.093245872064,67.8335018975514,317.631948496831
