"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_headache","pct_ever_tested","pct_tested_recently","pct_grocery_outside_home","pct_ate_outside_home","pct_attended_public_event","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_finances_notToo_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_cough","coef_pct_headache","coef_pct_ever_tested","coef_pct_tested_recently","coef_pct_grocery_outside_home","coef_pct_ate_outside_home","coef_pct_attended_public_event","coef_pct_direct_contact_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_most_time","coef_pct_wear_mask_some_time","coef_pct_wear_mask_none_time","coef_pct_no_public","coef_pct_feel_nervous_all_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_all_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_notToo_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_headache","pvals_pct_ever_tested","pvals_pct_tested_recently","pvals_pct_grocery_outside_home","pvals_pct_ate_outside_home","pvals_pct_attended_public_event","pvals_pct_direct_contact_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_most_time","pvals_pct_wear_mask_some_time","pvals_pct_wear_mask_none_time","pvals_pct_no_public","pvals_pct_feel_nervous_all_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_all_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_notToo_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-10,5,3.13222415328834,5.13316812298585,1.91126180000044,287766.9324,524492.6352,907008.5168,634201.9448,2093863.7752,921382.1964,224992.0868,1216775.9792,2327069.3932,144616.8172,13493.6584,3226.7444,193311.3236,28454.0188,134936.584,1685827.2788,31094.0824,781165.4852,185391.1328,166324.0068,517745.806,1066585.6944,593720.9696,645642.2204,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"2",2020-08-11,0,2.47397028977726,3.75452388332671,1.6301744734881,231152.2352,523025.9332,969783.3624,887648.0504,1973300.8708,950422.896,199764.8124,1212669.2136,2415364.8536,163390.6028,9973.5736,7333.51,105895.8844,52801.272,158403.816,1665000.1104,71868.398,801992.6536,153417.0292,147256.8808,552066.6328,1111760.116,641535.4548,748018.02,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"3",2020-08-12,8,6.89036211758804,9.39263449132238,5.05471496366171,252566.0844,440890.6212,1045758.526,1008504.2952,1934286.5976,910235.2612,208271.684,1202402.2996,2447632.2976,116749.4792,10266.914,3226.7444,119682.8832,44294.4004,117629.5004,1666173.472,57201.378,873274.3708,188324.5368,123496.3084,572013.78,1129360.54,577880.588,726017.49,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"4",2020-08-13,8,7.18217236730024,10.1891114283019,5.06262006030567,298327.1868,492225.1912,961276.4908,921968.8772,2019355.3136,1067172.3752,323261.1208,1234083.0628,2379870.6652,134643.2436,6453.4888,0,125843.0316,61894.8244,153417.0292,1680253.8112,34907.5076,811966.2272,215018.5132,98855.7148,528012.72,1134934.0076,638308.7104,720150.682,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"5",2020-08-14,11,12.2204338148444,17.919061916926,8.33408597589199,240539.128,466997.9168,991783.8924,875621.094,1959220.5316,1156054.5164,288353.6132,1375766.476,2397764.4296,135523.2648,3520.0848,7333.51,127603.074,48694.5064,127309.7336,1785856.3552,55441.3356,822526.4816,170137.432,124963.0104,492225.1912,1195655.4704,514519.0616,576413.886,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"6",2020-08-15,5,6.33937572789812,9.45766351638895,4.24921911736694,280726.7628,484598.3408,1011144.3588,437957.2172,2050156.0556,1041358.42,240832.4684,1165734.7496,2405684.6204,137576.6476,13200.318,3520.0848,132883.2012,42534.358,154297.0504,1640359.5168,66001.59,842180.2884,133469.882,97389.0128,560866.8448,1115573.5412,537399.6128,669402.7928,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"7",2020-08-16,18,14.5960312721278,19.9653722050427,10.670681553491,294513.7616,480784.9156,1021704.6132,712523.8316,2138451.516,1081839.3952,247285.9572,1038425.016,2384270.7712,139336.69,8506.8716,0,126136.372,41067.656,124963.0104,1638012.7936,49281.1872,831033.3532,145496.8384,125256.3508,575240.5244,1164854.7284,541506.3784,664122.6656,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"8",2020-08-17,6,7.3034487791016,10.5713129616811,5.04576529540925,268699.8064,469637.9804,1087706.2032,628628.4772,2066583.118,986210.4248,261659.6368,1212669.2136,2386324.154,161043.8796,8506.8716,3520.0848,85362.0564,62481.5052,105602.544,1730415.0196,47227.8044,777645.4004,178057.6228,106189.2248,640655.4336,1109413.3928,616308.1804,739217.808,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"9",2020-08-18,0,3.38904102432311,5.1203767398035,2.24311601434738,248165.9784,454090.9392,936049.2164,760631.6572,2085650.244,951009.5768,264006.36,1353179.2652,2348189.902,161337.22,17600.424,3520.0848,166324.0068,35200.848,131123.1588,1691400.7464,55734.676,844233.6712,163683.9432,121736.266,652682.39,1110000.0736,591960.9272,684656.4936,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
"10",2020-08-19,11,9.82352241065659,14.9660224609817,6.44804541782989,271339.87,526839.3584,1250216.7848,514519.0616,2128771.2828,968903.3412,396889.5612,1211789.1924,2485766.5496,172190.8148,3520.0848,3226.7444,102082.4592,65414.9092,168670.73,1661480.0256,58374.7396,740097.8292,171604.134,124376.3296,553533.3348,1084772.7992,684949.834,689936.6208,9.99799247301828,5.10513281873425e-06,-2.04683968806455e-06,2.7568944543924e-06,7.5460174725417e-07,1.85830552577703e-06,-1.45236495726511e-06,1.46997251635294e-06,1.86387936362006e-06,-1.94929339619779e-06,-4.05771682300503e-06,-3.07806762890833e-05,-3.70308093407406e-05,-9.87882003832774e-06,-9.53844611921291e-06,-4.27609568380086e-06,-3.13548836475554e-06,-6.47655922270591e-06,-2.05000443688843e-06,-6.29813228806368e-06,-3.96478751108964e-06,-2.77061468077203e-06,4.33789954925485e-06,-2.92787490991559e-06,-2.33056439368989e-06,0.0241195848089432,0.000397974476082188,0.00566685203435649,3.557146152411e-08,0.00670830328852798,0.00108677706323347,0.0142148753083643,0.0785106785386215,0.0049486213859881,0.130750539386693,0.0153739217827693,0.000501836676848065,0.0169099222182314,2.23196673586846e-05,0.00421995622252644,0.0429819866028021,0.000304001929500206,0.0137450383021248,0.0137940913945425,8.89941322014489e-05,0.0178923561893431,0.00244204716029377,6.09599434767803e-07,0.00269716708769921,0.00537840555221099,494.735652436502,110.948107808917,314.584881492578
