"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_eye_pain","pct_cmnty_sick","pct_ever_tested","pct_worked_outside_home","pct_ate_outside_home","pct_no_public","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_notTooWorried","pct_enough_toEat_somewhat_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_difficulty_breathing","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_eye_pain","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_no_public","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_enough_toEat_somewhat_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_difficulty_breathing","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_eye_pain","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_no_public","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"11",2020-08-18,28,37.3367198534702,43.6059036595147,31.9688512890695,1250801.3085,6092944.4562,4095089.2155,1843646.8602,8217593.2542,9554065.8852,14745748.0287,12508013.085,2686652.6736,19687269.9105,7563064.3503,7131280.8849,3327474.1659,10914526.4865,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"12",2020-08-19,34,33.9579732108403,38.2582107757132,30.1410839975867,1860781.1247,6630960.3615,4005991.0401,2258296.0611,7953725.5809,9968715.0861,14769735.999,11647873.0071,3128716.6977,18950496.537,5671441.5495,6305409.336,3070460.1984,12555989.0256,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"13",2020-08-20,36,34.4625866179519,39.7613140051257,29.8699855906858,1110300.3396,6744046.5072,3228095.4318,1963586.7117,8375228.4876,10599256.0197,15276910.2282,12127632.4131,2779177.7019,17350156.2327,5996992.575,6219738.0135,3378876.9594,13762241.2464,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"14",2020-08-21,42,35.4867724475293,40.6697487982241,30.9643176059577,740200.2264,6089517.6033,3892904.8944,2618115.6156,8375228.4876,7987994.1099,15862902.0741,13241359.6056,2936812.9353,18638652.9231,6260860.2483,6925669.7109,3502243.6638,11366871.0693,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"15",2020-08-22,32,33.9195365517586,38.5517020414162,29.8439471920089,815590.9902,7347172.6176,3622183.5153,2357674.7952,7258074.4422,9828214.1172,14773162.8519,13364726.31,3269217.6666,19659855.0873,5866772.1648,5633746.1676,3204107.4615,13525788.3963,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"16",2020-08-23,39,36.2402369760435,40.5683089210009,32.3739098575022,1518095.8347,6980499.3573,4071101.2452,2854568.4657,7888615.3758,9567773.2968,14766309.1461,14780016.5577,3152704.668,18772300.1862,6456190.8636,6867413.2116,3012203.6991,12494305.6734,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"17",2020-08-24,30,28.2283640399729,30.9522836888201,25.7441597648917,812164.1373,6853705.8,3454267.7232,2683225.8207,7809797.7591,10410779.1102,15684705.7233,13443543.9267,2299418.2959,19097851.2117,6199176.8961,6610399.2441,3032764.8165,12141339.8247,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"18",2020-08-25,42,35.0437706421273,38.641824207579,31.7807423951057,1076031.8106,6925669.7109,3605049.2508,2669518.4091,7916030.199,8937232.3632,14396209.0329,13518934.6905,2525590.5873,19783221.7917,6164908.3671,6839998.3884,3598195.545,12206450.0298,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"19",2020-08-26,31,35.0673110685397,41.1304509730257,29.8979533772727,908116.0185,7076451.2385,2816873.0838,2786031.4077,7902322.7874,8827573.0704,14235146.9466,14159756.1828,3104728.7274,18899093.7435,5825649.93,5106010.821,2251442.3553,13765668.0993,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"20",2020-08-27,33,30.3557135028013,33.8025265024088,27.2603689016704,1576352.334,6929096.5638,3872343.777,2275430.3256,7432843.9401,10523865.2559,16092501.2184,14111780.2422,2556432.2634,18176027.7816,6223164.8664,7336892.0589,2765470.2903,12155047.2363,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"21",2020-08-28,30,29.9822710843465,33.2585218030374,27.0287592665392,1048616.9874,6942803.9754,3718135.3965,2926532.3766,7576771.7619,10078374.3789,16061659.5423,14313964.5633,2330259.972,18528993.6303,5654307.285,6027834.2511,3084167.61,11103003.396,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"22",2020-08-29,28,31.9490129195763,36.9523245929758,27.623145168228,1466693.0412,6548715.8919,3690720.5733,2789458.2606,8409497.0166,9269637.0945,14893102.7034,14272842.3285,2929959.2295,19368572.5908,4718776.4433,6929096.5638,2854568.4657,11898033.2688,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"23",2020-08-30,27,26.0407338375244,30.2606079924176,22.409325647611,1216532.7795,7045609.5624,2460480.3822,2415931.2945,7412282.8227,11394285.8925,15694986.282,13707411.6,1727133.8616,19502219.8539,5160840.4674,6891401.1819,2875129.5831,11455969.2447,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"24",2020-08-31,30,27.9175094723935,32.257205132848,24.1616510770649,1322765.2194,5743405.4604,3334327.8717,3389157.5181,6720058.5369,10911099.6336,13734826.4232,14464746.0909,2457053.5293,18878532.6261,5075169.1449,6445910.3049,3635890.9269,12179035.2066,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"25",2020-09-01,27,33.3164580282347,37.7177929125882,29.4287202360844,705931.6974,7035329.0037,3419999.1942,2594127.6453,7525368.9684,9475248.2685,13628593.9833,14152902.477,2323406.2662,19635867.117,6630960.3615,7590479.1735,3543365.8986,12717051.1119,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"26",2020-09-02,32,27.7401482181131,34.0131405151833,22.6240744461504,2100660.8277,7292342.9712,3663305.7501,2618115.6156,9036611.0973,10424486.5218,15420838.05,11483384.0679,1857354.2718,18337089.8679,5184828.4377,5774247.1365,2659237.8504,14457892.3851,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"27",2020-09-03,27,33.2537532472411,38.5602546974541,28.6775103978088,1949879.3001,7275208.7067,2642103.5859,2957374.0527,7833785.7294,11558774.8317,15348874.1391,14015828.361,2426211.8532,18446749.1607,6027834.2511,7600759.7322,3639317.7798,12127632.4131,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
