"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_eye_pain","pct_cmnty_sick","pct_ever_tested","pct_worked_outside_home","pct_ate_outside_home","pct_no_public","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_notTooWorried","pct_enough_toEat_somewhat_worried","pct_finances_not_worried","coef_(Intercept)","coef_pct_difficulty_breathing","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_eye_pain","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_no_public","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_enough_toEat_somewhat_worried","coef_pct_finances_not_worried","pvals_(Intercept)","pvals_pct_difficulty_breathing","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_eye_pain","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_no_public","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_finances_not_worried","aic","deviance","null_deviance"
"1",2020-08-08,38,38.3368164491729,43.9334423219968,33.4531376960122,1733987.5674,6932523.4167,4273285.5663,3348035.2833,7957152.4338,9697993.707,14930798.0853,10979636.6916,3214388.0202,18974484.5073,7696711.6134,6072383.3388,3803806.719,11260638.6294,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"2",2020-08-09,37,34.6094586867113,39.8514697819846,30.0569749908864,1291923.5433,6415068.6288,4129357.7445,3169838.9325,7730980.1424,9262783.3887,15667571.4588,10482743.0211,3276071.3724,19728392.1453,6586411.2738,5565209.1096,4393225.4178,12192742.6182,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"3",2020-08-10,37,38.9051192647578,43.841973127372,34.5241830381952,1439278.218,6593264.9796,3454267.7232,2820299.9367,9608895.5316,8841280.482,14752601.7345,10489596.7269,2813446.2309,18124624.9881,6089517.6033,6415068.6288,3865490.0712,12343524.1458,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"4",2020-08-11,32,33.6962772553822,38.1011290440011,29.800668099896,1312484.6607,6634387.2144,4328115.2127,3029337.9636,7306050.3828,9907031.7339,14128914.5067,10664366.2248,3457694.5761,18285687.0744,6456190.8636,5668014.6966,3694147.4262,13446970.7796,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"5",2020-08-12,34,34.1955562983695,38.9163663773716,30.047411395399,1521522.6876,6915389.1522,3827794.6893,2792885.1135,8056531.1679,10050959.5557,14982200.8788,10205167.9362,3491963.1051,18833983.5384,6610399.2441,6977072.5044,3978576.2169,14005547.8023,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"6",2020-08-13,36,32.8876115136197,37.3442781561209,28.962803526395,1405009.689,6565850.1564,4208175.3612,2645530.4388,8234727.5187,10739756.9886,14111780.2422,9896751.1752,3337754.7246,18371358.3969,6192323.1903,6281421.3657,3409718.6355,12322963.0284,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"7",2020-08-14,34,36.1956247355645,41.325998044474,31.7021563178676,832725.2547,7563064.3503,3670159.4559,3149277.8151,8508875.7507,9811079.8527,14180317.3002,10880257.9575,3132143.5506,18350797.2795,7004487.3276,7360880.0292,3639317.7798,11596470.2136,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"8",2020-08-15,35,39.8069609120109,46.509951909935,34.0700016228544,1631181.9804,6079237.0446,4005991.0401,3471401.9877,8025689.4918,9221661.1539,14738894.3229,11394285.8925,3683866.8675,17593462.7886,5811942.5184,5524086.8748,4448055.0642,12487451.9676,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"9",2020-08-16,31,31.3670136946103,35.1122190657451,28.0212864437764,1480400.4528,7066170.6798,3402864.9297,3228095.4318,8042823.7563,9667152.0309,15999976.1901,11767812.8586,3053325.9339,18333663.015,6168335.22,6949657.6812,3557073.3102,13628593.9833,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
"10",2020-08-17,39,36.9552519065555,41.9435264271319,32.5602246594496,1134288.3099,6915389.1522,4526872.6809,2878556.436,8899536.9813,8926951.8045,13885607.9508,11017332.0735,3135570.4035,17915586.9612,6514447.3629,7340318.9118,3567353.8689,12124205.5602,4.08058410827918,9.1024276183274e-08,5.68946708618061e-08,-4.97997948923324e-08,-1.03260019173422e-07,4.83060421226137e-08,-5.26047224217429e-08,-4.36416795525988e-08,3.1630389435218e-08,1.12889424943838e-07,-3.11299394474742e-08,5.60007588876128e-08,-4.22767990126468e-08,1.10581709529998e-07,-3.24081532873651e-08,1.24137271434467e-08,0.0662285650202908,0.120866866136864,0.149155579179908,0.0403483954144929,0.0618249632898867,0.0056778811067763,0.0106169503521587,0.0792604806901111,0.0407963579324977,0.130599220845093,0.0452614947293811,0.117560652460912,0.0152648316689244,0.0796469083460078,603.955002766103,56.2544123703814,260.169559467328
