"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_cmnty_sick","pct_worked_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_used_public_transit","pct_wear_mask_all_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notWorried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_not_worried","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_fever","coef_pct_stuffy_runny_nose","coef_pct_aches_muscle_pain","coef_pct_sore_throat","coef_pct_cmnty_sick","coef_pct_worked_outside_home","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_used_public_transit","coef_pct_wear_mask_all_time","coef_pct_wear_mask_half_time","coef_pct_wear_mask_some_time","coef_pct_feel_nervous_most_time","coef_pct_feel_nervous_some_time","coef_pct_feel_nervous_little_time","coef_pct_feel_depressed_some_time","coef_pct_feel_depressed_little_time","coef_pct_feel_depressed_none_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_somewhat","coef_pct_worried_ill_covid19_notWorried","coef_pct_enough_toEat_somewhat_worried","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_stuffy_runny_nose","pvals_pct_aches_muscle_pain","pvals_pct_sore_throat","pvals_pct_cmnty_sick","pvals_pct_worked_outside_home","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_used_public_transit","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_half_time","pvals_pct_wear_mask_some_time","pvals_pct_feel_nervous_most_time","pvals_pct_feel_nervous_some_time","pvals_pct_feel_nervous_little_time","pvals_pct_feel_depressed_some_time","pvals_pct_feel_depressed_little_time","pvals_pct_feel_depressed_none_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_worried_ill_covid19_notWorried","pvals_pct_enough_toEat_somewhat_worried","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-08-02,0,0.126177227790393,0.262199137050461,0.0607198520634517,2140198.7112,4723569.8828,7290727.4278,2994116.3788,7836586.19,28719737.2508,24833871.409,20056256.1042,10592902.712,18013339.1526,6139559.9392,1378158.261,945794.885,5404542.2,9874098.5994,6036873.6374,13738346.2724,32157026.09,13160060.257,9517398.8142,6917814.016,5734219.2742,17018903.3878,9420117.0546,15662363.2956,15959613.1166,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"2",2020-08-03,0,0.35482326390505,0.633976208599969,0.198587181822266,2475280.3276,4215542.916,7804158.9368,2718484.7266,9571444.2362,27384815.3274,27482097.087,16251458.3954,10365911.9396,18159261.792,5215383.223,1226831.0794,1561912.6958,4545219.9902,12230478.9986,5096483.2946,12441256.1444,33243339.0722,16667608.1448,9117462.6914,8236522.3128,7279918.3434,16305503.8174,9241767.162,13695109.9348,15073268.1958,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"3",2020-08-04,0,0.0686024219164327,0.150082812011413,0.0313579698416255,2383403.1102,5885546.4558,7955486.1184,3453502.4658,8020340.6248,27617210.642,26206625.1278,19980592.5134,10533452.7478,17678257.5362,7614999.9598,1264662.8748,540454.22,5528846.6706,12646628.748,4750592.5938,12273715.3362,34448551.9828,13846437.1164,10041639.4076,7879822.5276,7193445.6682,19369879.2448,11457629.464,13851841.6586,15051650.027,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"4",2020-08-05,0,0.144048057973224,0.293490043569137,0.0707003302514729,1972657.903,4658715.3764,6663800.5326,1988871.5296,10122707.5406,28822423.5526,24633903.3476,21353346.2322,11322515.909,19153697.5568,5604510.2614,735017.7392,1059290.2712,5469396.7064,10965816.1238,6350337.085,12354783.4692,31567930.9902,15067863.6536,10782061.689,7928463.4074,4691142.6296,19191529.3522,10868534.3642,12349378.927,14284205.0346,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"5",2020-08-06,0,0.177860823154838,0.365262959659029,0.0866073922273621,2026703.325,4993796.9928,7663640.8396,3350816.164,10149730.2516,28903491.6856,24439339.8284,19315833.8228,8544581.2182,15948804.0322,5939591.8778,864726.752,1632171.7444,5388328.5734,11192806.8962,6998882.149,13414073.7404,30908576.8418,14894918.3032,9117462.6914,9139080.8602,6934027.6426,16808126.242,11408988.5842,15732622.3442,15148931.7866,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"6",2020-08-07,0,0.0850775189828819,0.1910980224804,0.0378768139111697,3269748.031,4755997.136,8209499.6018,4166902.0362,11052288.799,27579378.8466,24877107.7466,20758846.5902,11738665.6584,17916057.393,6793509.5454,740422.2814,783658.619,4075024.8188,11317111.3668,6507068.8088,12030510.9372,32346185.067,15159740.871,9657916.9114,8371635.8678,7523122.7424,18748356.8918,10063257.5764,15246213.5462,15694790.5488,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"7",2020-08-08,0,0.417034627917696,0.729699490973561,0.238341787316325,1994276.0718,5788264.6962,7458268.236,3177870.8136,7025904.86,28152260.3198,26590347.624,20731823.8792,11268470.487,20580496.6976,5226192.3074,1032267.5602,875535.8364,6323314.374,10295652.891,5728814.732,10695589.0138,34372888.392,14435532.2162,11419797.6686,5334283.1514,5934187.3356,18661884.2166,9863289.515,13511355.5,15856926.8148,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"8",2020-08-09,0,0.214471467237379,0.405238114075645,0.113508598182766,2486089.412,6561114.2308,8371635.8678,3907484.0106,10841511.6532,24104258.212,27211869.977,19045606.7128,9106653.607,20515642.1912,6442214.3024,1491653.6472,1172785.6574,4112856.6142,10960411.5816,4993796.9928,11592743.019,34248583.9214,14651713.9042,11230638.6916,8863449.208,6744868.6656,17970102.815,11565720.308,11949442.8042,14311227.7456,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"9",2020-08-10,0,0.190286454111833,0.383410471971613,0.0944390862155049,1864567.059,4588456.3278,7809563.479,2831980.1128,11500865.8016,29162909.7112,24531217.0458,18359229.8534,11387370.4154,17602593.9454,5339687.6936,1610553.5756,1783498.926,6469237.0134,10090280.2874,5658555.6834,9857884.9728,35053860.7092,14797636.5436,9355262.5482,6777295.9188,6080109.975,21147973.6286,10609116.3386,15046245.4848,16710844.4824,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
"10",2020-08-11,0,0.135934564536153,0.271230383541261,0.0681273447110788,2010489.6984,5739623.8164,8068981.5046,3394052.5016,8652672.0622,25136525.7722,26330929.5984,16975667.0502,9749794.1288,17553953.0656,6398977.9648,1670003.5398,767444.9924,7025904.86,7852799.8166,6420596.1336,10522643.6634,34070234.0288,14359868.6254,9236362.6198,8085195.1312,6209818.9878,19159102.099,9339048.9216,15321877.137,15343495.3058,7.25345835726232,-8.1929091170581e-08,1.41361329828257e-07,8.51256686994561e-08,1.53180280918834e-07,4.01436141122628e-08,-2.81572845352876e-08,3.86985758866136e-08,-6.42132577295463e-08,-8.44437089141176e-08,3.01703591681258e-08,-5.03442839323481e-07,-2.6225107099395e-07,1.26503017143803e-07,8.46322835986368e-08,7.4416329936932e-08,-2.02659482466877e-07,-9.31778922055195e-08,-1.23139365078778e-07,5.6682975966112e-08,1.04394581532618e-07,-1.84191110470229e-07,-5.41391571577061e-08,-9.09210448632189e-08,-3.18751290904651e-08,7.13268735147578e-08,-3.40708520736944e-08,0.0168086648259816,0.0723938932415612,5.30207054222254e-05,0.0397027231407063,0.000248333618275499,0.00815129333205591,0.0917823863799013,0.071752531363799,0.00939424704460966,0.0569965101197244,0.113064997154251,2.18829034115647e-13,0.0187260809436357,0.0648447728283957,0.00120791599688872,0.0330855881439875,0.00164097498616291,0.086351914836677,0.0197912317884545,0.00990339148368938,5.78119571581141e-05,0.000176646665919272,0.0630375044910741,0.000355401135937067,0.150635543211553,0.00189333940719871,0.139318307021675,442.825638989685,51.3615258313133,1788.88898017561
