"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_fatigue","pct_stuffy_runny_nose","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_half_time","coef_(Intercept)","coef_pct_fever","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_anosmia_ageusia","coef_pct_eye_pain","coef_pct_headache","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_half_time","pvals_(Intercept)","pvals_pct_fever","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_anosmia_ageusia","pvals_pct_eye_pain","pvals_pct_headache","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_half_time","aic","deviance","null_deviance"
"11",2020-09-05,0,2.22044604925031e-16,Inf,2.22044604925031e-16,795565.524,3089232.2565,1161269.031,1494251.6979,1081070.8935,2225017.1268,3602500.3365,1236976.0728,1038084.6918,3021224.2359,3256044.3825,320792.55,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"12",2020-09-06,0,2.22044604925031e-16,Inf,2.22044604925031e-16,655699.9722,2659370.2395,977775.6924,1791305.5992,942488.5119,2416209.4866,3572345.8368,873838.9062,957244.9692,2824257.6102,3079608.48,277806.3483,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"13",2020-09-07,0,2.22044604925031e-16,Inf,2.22044604925031e-16,762844.6839,2778705.0681,906559.7463,1603962.75,686496.057,2620875.1335,3579403.2729,1094544.1806,1045783.713,3275933.5206,2888416.1202,178360.6578,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"14",2020-09-08,0,2.22044604925031e-16,Inf,2.22044604925031e-16,871272.5658,3247703.7762,830211.1194,1483986.3363,908484.5016,2606760.2613,3550531.9434,991890.5646,1106092.7124,3313787.0415,3256685.9676,306677.6778,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"15",2020-09-09,1,1.00000000000085,7.38922758972059,0.135332142346358,764127.8541,3125802.6072,1324873.2315,1546220.091,986116.2987,2451496.6671,3420290.1681,959811.3096,1102243.2018,3463917.9549,2843505.1632,354796.5603,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"16",2020-09-10,0,9.32886251812497e-11,Inf,2.22044604925031e-16,1095185.7657,3035980.6932,1524406.1976,1549428.0165,1220294.8602,2545168.0917,3594801.3153,1041934.2024,1533388.389,3331109.8392,2903172.5775,417030.315,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"17",2020-09-11,2,2.0000000000016,8.22677076862231,0.486217510187929,717292.1418,3118745.1711,1392239.667,1425602.0922,1309475.1891,2606118.6762,3381795.0621,1074013.4574,1362085.1673,3487656.6036,2616384.0378,426012.5064,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"18",2020-09-12,0,2.22044604925031e-16,Inf,2.22044604925031e-16,964943.9904,3073192.629,1446774.4005,1349253.4653,1078504.5531,2402736.1995,3270159.2547,1298568.2424,1628342.9838,3376662.3813,2683750.4733,618488.0364,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"19",2020-09-13,0,2.22044604925031e-16,Inf,2.22044604925031e-16,781450.6518,3293256.3183,1103526.372,1428810.0177,765411.0243,2214751.7652,3239363.1699,1150362.0843,1347970.2951,3207925.5,2942309.2686,624262.3023,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"20",2020-09-14,0,2.22044604925031e-16,Inf,2.22044604925031e-16,761561.5137,3005826.1935,970076.6712,1328722.7421,867423.0552,1979290.0335,3426706.0191,1107375.8826,1488477.432,3431838.6999,2712621.8028,716650.5567,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"21",2020-09-16,0,4.20629570650785e-11,Inf,2.22044604925031e-16,886670.6082,2844146.7483,1451265.4962,1321665.306,846892.332,2232716.148,3633296.4213,1151645.2545,1475645.73,3238721.5848,2264153.8179,461299.6869,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"22",2020-11-15,3,3.00000000000255,9.51960184435515,0.945417691534236,313093.5288,2110173.3939,1207463.1582,561386.9625,590899.8771,2059488.171,1555202.2824,1705333.1958,2199995.3079,3641637.0276,2241698.3394,925165.7142,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"23",2020-11-16,4,4.00000000000183,10.8736320143958,1.47144946406426,341964.8583,1957476.1401,1321023.7209,394574.8365,787866.5028,1627701.3987,2026125.7458,2004953.4375,2710697.0475,3920726.5461,1932454.3212,1022686.6494,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"24",2020-11-17,4,4.00000000000229,10.8736320143949,1.47144946406471,225196.3701,2581738.4424,1548786.4314,112277.3925,962377.65,1125340.2654,1355669.3163,1260073.1364,2103757.5429,3207925.5,1673895.5259,953395.4586,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"25",2020-11-19,5,5.00000000000364,12.2303063443182,2.0441025184664,197608.2108,1437792.2091,1652723.2176,300903.4119,675589.1103,1085561.9892,1181799.7542,1458322.9323,2767798.1214,3510753.6672,1848406.6731,927732.0546,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"26",2020-11-20,6,6.00000000000409,13.5761272012167,2.65171351641598,450392.7402,1716881.7276,2358466.8276,598598.8983,1022686.6494,1026536.16,1458322.9323,2138403.1383,2016501.9693,3427347.6042,1468588.2939,927732.0546,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
