"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_fatigue","pct_stuffy_runny_nose","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_half_time","coef_(Intercept)","coef_pct_fever","coef_pct_fatigue","coef_pct_stuffy_runny_nose","coef_pct_anosmia_ageusia","coef_pct_eye_pain","coef_pct_headache","coef_pct_cmnty_sick","coef_pct_ever_tested","coef_pct_ate_outside_home","coef_pct_spent_time_with_non_hh","coef_pct_wear_mask_all_time","coef_pct_wear_mask_half_time","pvals_(Intercept)","pvals_pct_fever","pvals_pct_fatigue","pvals_pct_stuffy_runny_nose","pvals_pct_anosmia_ageusia","pvals_pct_eye_pain","pvals_pct_headache","pvals_pct_cmnty_sick","pvals_pct_ever_tested","pvals_pct_ate_outside_home","pvals_pct_spent_time_with_non_hh","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_half_time","aic","deviance","null_deviance"
"1",2020-08-26,0,2.22044604925031e-16,Inf,2.22044604925031e-16,845609.1618,2653595.9736,1015629.2133,1272904.8384,869347.8105,2706847.5369,2902530.9924,1006647.0219,789791.2581,2608043.4315,3251553.2868,460658.1018,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"2",2020-08-27,0,2.22044604925031e-16,Inf,2.22044604925031e-16,1074013.4574,2907663.6732,829569.5343,1749602.5677,1004080.6815,2645255.3673,3401042.6151,1121490.7548,980342.0328,2957707.311,3188677.947,565236.4731,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"3",2020-08-28,0,2.22044604925031e-16,Inf,2.22044604925031e-16,947621.1927,2856978.4503,967510.3308,1423035.7518,934789.4907,2900606.2371,3379228.7217,1032310.4259,944413.2672,2439948.1353,3159806.6175,516476.0055,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"4",2020-08-29,0,2.22044604925031e-16,Inf,2.22044604925031e-16,718575.312,3043679.7144,1090694.67,1444208.0601,1058615.415,2702998.0263,3385002.9876,1074013.4574,866781.4701,2806934.8125,3129652.1178,358004.4858,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"5",2020-08-30,1,1.00000000000043,7.38922758971788,0.135332142346293,751296.1521,3762896.6115,1530180.4635,1448699.1558,1258148.3811,2656803.8991,3207925.5,916825.1079,813529.9068,2762665.4406,3248345.3613,288713.295,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"6",2020-08-31,0,2.22044604925031e-16,Inf,2.22044604925031e-16,1207463.1582,3032131.1826,1401221.8584,1684160.8875,945054.8523,2602269.1656,3328543.4988,938639.0013,791716.0134,2657445.4842,3331109.8392,307319.2629,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"7",2020-09-01,1,1.00000000000006,7.38922758972054,0.135332142346144,891803.289,3132860.0433,1936945.4169,1698275.7597,1095185.7657,2517579.9324,2975030.1087,920674.6185,1023328.2345,2908946.8434,3084741.1608,311168.7735,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"8",2020-09-02,0,3.52533839164521e-11,Inf,2.22044604925031e-16,831494.2896,3091798.5969,1401221.8584,1390314.9117,943771.6821,2393112.423,3493430.8695,1095185.7657,677513.8656,2847996.2589,3639712.2723,469640.2932,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"9",2020-09-03,0,2.22044604925031e-16,Inf,2.22044604925031e-16,839193.3108,3234872.0742,1217086.9347,1842632.4072,1193989.8711,2695940.5902,3773803.5582,1009213.3623,754504.0776,2814633.8337,3243854.2656,541497.8244,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
"10",2020-09-04,1,1.0000000000008,7.38922758971844,0.135332142346382,1069522.3617,2856978.4503,1087486.7445,1265847.4023,815454.6621,2506672.9857,3433763.4552,680080.206,871914.1509,2656162.314,3315070.2117,370194.6027,-1382.95496000524,0.000135466979476924,-3.61309244209332e-05,0.000564143101474051,-0.000974227118643225,-0.00022845569276236,0.000315382214669881,8.8600832450993e-05,-0.000130992784703785,-0.00014540441845216,0.00044381532022011,0.000110112142892897,-0.000744171762803418,0.999595298921487,0.99969612710745,0.999625711470173,0.99959672226533,0.99959656044731,0.999616904657544,0.999599140580338,0.999649439192384,0.999597872646612,0.999595241107895,0.999596642757128,0.99961422476761,0.999610226803904,55.2756993576186,3.56007672717393e-10,64.9885655128928
