"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_headache","pct_grocery_outside_home","pct_attended_public_event","pct_wear_mask_none_time","pct_feel_depressed_all_time","pct_feel_depressed_little_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_enough_toEat_very_worried","pct_chills","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_aches_muscle_pain","coef_pct_sore_throat","coef_pct_chest_pain","coef_pct_headache","coef_pct_grocery_outside_home","coef_pct_attended_public_event","coef_pct_wear_mask_none_time","coef_pct_feel_depressed_all_time","coef_pct_feel_depressed_little_time","coef_pct_worried_ill_covid19_very","coef_pct_worried_ill_covid19_somewhat","coef_pct_worried_ill_covid19_notTooWorried","coef_pct_enough_toEat_very_worried","coef_pct_chills","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_aches_muscle_pain","pvals_pct_sore_throat","pvals_pct_chest_pain","pvals_pct_headache","pvals_pct_grocery_outside_home","pvals_pct_attended_public_event","pvals_pct_wear_mask_none_time","pvals_pct_feel_depressed_all_time","pvals_pct_feel_depressed_little_time","pvals_pct_worried_ill_covid19_very","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_worried_ill_covid19_notTooWorried","pvals_pct_enough_toEat_very_worried","pvals_pct_chills","aic","deviance","null_deviance"
"1",2020-07-10,1,0.883932802648428,1.26274870506332,0.618759058286837,51119.04,793410.1,1205557.36,538879.88,384457.78,1590015.14,7484679.44,2237522.98,0,55378.96,1305665.48,728446.32,2707179.16,3594307.5,125667.64,207671.1,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"2",2020-07-11,0,1.22155216590851,1.8697407255594,0.798073055604719,78808.52,794475.08,1251351.5,558049.52,415342.2,1519726.46,7880852,2029851.88,0,88393.34,1444112.88,705016.76,2904200.46,3782808.96,134187.48,133122.5,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"3",2020-07-12,0,1.28012641064876,1.77514135266283,0.923151063312387,72418.64,889258.3,1384474,666677.48,309909.18,1752957.08,8081068.24,2439869.18,27689.48,89458.32,1254546.44,725251.38,2876510.98,3707195.38,121407.72,219385.88,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"4",2020-07-13,0,0.578982010814484,0.824870492303671,0.406391272296081,20234.62,774240.46,1338679.86,656027.68,227905.72,1787036.44,7968180.36,3127846.26,34079.36,39404.26,1339744.84,857308.9,2731673.7,3656076.34,150162.18,144837.28,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"5",2020-07-14,1,0.828738239907226,1.14908295029491,0.597700166126613,104368.04,910557.9,1252416.48,677327.28,324818.9,1701838.04,6882965.74,2908460.38,13844.74,53249,1119293.98,663482.54,2771077.96,3768964.22,154422.1,109692.94,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"6",2020-07-15,2,0.980877593542793,1.39358517295682,0.690392573188,83068.44,913752.84,1012795.98,596388.8,359963.24,1773191.7,6912785.18,2554887.02,36209.32,89458.32,1421748.3,841334.2,2599616.18,3591112.56,105433.02,218320.9,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"7",2020-07-16,0,0.725636800919482,1.03860195502622,0.506978409101269,94783.22,795540.06,1109709.16,536749.92,343988.54,1640069.2,7524083.7,2209833.5,20234.62,33014.38,1166153.1,843464.16,2763623.1,3396221.22,109692.94,166136.88,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"8",2020-07-17,0,0.687551734380993,1.03147864215797,0.458300703600912,27689.48,1004276.14,1109709.16,496280.68,283284.68,1596405.02,7862747.34,2042631.64,7454.86,70288.68,1191712.62,861568.82,2688009.52,3646491.52,152292.14,121407.72,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"9",2020-07-18,3,1.42820056933639,2.01302245108493,1.01328073373123,99043.14,758265.76,1260936.32,676262.3,339728.62,1782776.52,7809498.34,2243912.86,6389.88,75613.58,1404708.62,777435.4,2787052.66,3677375.94,189566.44,176786.68,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
"10",2020-07-19,0,0.380681191883743,0.537864895811343,0.269432288633422,85198.4,829619.42,1143788.52,423862.04,330143.8,1680538.44,8217385.68,2978749.06,35144.34,55378.96,1119293.98,910557.9,2754038.28,3647556.5,113952.86,117147.8,-2.37760709098428,1.5622136549417e-06,5.5772054559804e-07,7.53505324425576e-07,1.020929256933e-06,6.73442695830261e-07,4.39303896924711e-07,-1.34126861650024e-07,-4.05322868688559e-07,1.37807041946102e-07,3.88323259207446e-06,7.24579373262277e-07,-5.39822619117714e-07,6.52418897177037e-07,-5.06005767518951e-07,2.12298253418288e-06,1.17775579889499e-06,0.04296626637416,0.0866214149190452,0.0342213398052495,0.0116282080252847,0.000489810818861336,0.134351103024972,0.0298341740457315,0.0533439515439824,0.00230534842810256,5.08952081891172e-06,0.00451440608632583,0.0137845049932233,0.0413080775242259,0.000127266471714986,0.0106580041717066,0.00906142914926205,0.00674312008518624,773.784199830116,156.320122655775,4614.01632732524
