"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_fever","pct_cough","pct_fatigue","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_used_public_transit","pct_wear_mask_all_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_worried_ill_covid19_somewhat","pct_enough_toEat_not_worried","pct_finances_very_worried","pct_finances_somewhat_worried","coef_(Intercept)","coef_pct_fever","coef_pct_cough","coef_pct_fatigue","coef_pct_worked_outside_home","coef_pct_grocery_outside_home","coef_pct_ate_outside_home","coef_pct_used_public_transit","coef_pct_wear_mask_all_time","coef_pct_wear_mask_some_time","coef_pct_wear_mask_none_time","coef_pct_worried_ill_covid19_somewhat","coef_pct_enough_toEat_not_worried","coef_pct_finances_very_worried","coef_pct_finances_somewhat_worried","pvals_(Intercept)","pvals_pct_fever","pvals_pct_cough","pvals_pct_fatigue","pvals_pct_worked_outside_home","pvals_pct_grocery_outside_home","pvals_pct_ate_outside_home","pvals_pct_used_public_transit","pvals_pct_wear_mask_all_time","pvals_pct_wear_mask_some_time","pvals_pct_wear_mask_none_time","pvals_pct_worried_ill_covid19_somewhat","pvals_pct_enough_toEat_not_worried","pvals_pct_finances_very_worried","pvals_pct_finances_somewhat_worried","aic","deviance","null_deviance"
"1",2020-08-05,345,329.193069099408,435.382726444542,248.903022928935,3554486.8069,11623815.9995,10218417.5915,19599451.9649,35550723.8957,21485028.1623,7688700.4571,42847083.9639,234233.068,193242.2811,17198563.0179,22574211.9285,18662519.6929,16571989.561,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"2",2020-08-06,414,323.708634406737,440.562107549079,237.849052821232,3372956.1792,12332371.0302,10200850.1114,20483681.7966,36048469.1652,21713405.4036,6880596.3725,45136712.2036,392340.3889,134684.0141,16244063.2658,23066101.3713,18715222.1332,17093158.1373,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"3",2020-08-07,306,243.753097219711,309.325291497153,192.081197488337,3331965.3923,11243187.264,10423371.526,21754396.1905,35480453.9753,21613856.3497,6605372.5176,44879055.8288,251800.5481,169818.9743,17128293.0975,22872859.0902,19827829.2062,15061186.2724,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"4",2020-08-08,305,355.404680797218,470.00840374824,268.745167374139,3501784.3666,10511208.9265,11278322.2242,22732319.2494,36364683.807,26111131.2553,7700412.1105,44188068.2782,568015.1899,105404.8806,17866127.2617,22738175.0761,20606654.1573,17028744.0436,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"5",2020-08-09,301,244.791779448023,305.315725985154,196.265734730753,3507640.1933,10622469.6338,10774721.128,23394027.6665,36780447.5027,22457095.3945,7741402.8974,45499773.459,234233.068,70269.9204,17192707.1912,24494923.0861,19658010.2319,15500373.2749,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"6",2020-08-10,198,278.306721968085,368.018993285914,210.463679608097,3062597.3641,11354447.9713,10675172.0741,21367911.6283,38654312.0467,25402576.2246,6839605.5856,44709236.8545,327926.2952,105404.8806,17918829.702,25127352.3697,20647644.9442,16525142.9474,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"7",2020-08-11,213,212.727950384368,271.913097855737,166.425160213293,2857643.4296,10821567.7416,9357611.0666,22111601.6192,37325039.3858,24980956.7022,8309418.0873,42776814.0435,456754.4826,134684.0141,15886857.8371,22135024.926,21444037.3754,14756683.284,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"8",2020-08-12,130,323.189842687915,434.459440304042,240.417550470401,2740526.8956,11249043.0907,9398601.8535,17854415.6083,35679552.0831,22445383.7411,7712123.7639,43760592.9291,579726.8433,169818.9743,18334593.3977,25203478.1168,21350344.1482,15558931.5419,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"9",2020-08-13,259,332.451219188344,413.018621004136,267.600073021186,3127011.4578,10358957.4323,9304908.6263,21684126.2701,36276846.4065,23394027.6665,6371139.4496,43549783.1679,409907.869,146395.6675,17737299.0743,23833214.669,20694491.5578,16741808.5353,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
"10",2020-08-14,260,296.43632762005,394.115652137353,222.966268546565,3577910.1137,10136436.0177,9240494.5326,23950331.203,35726398.6967,22808444.9965,7559872.2697,42390329.4813,251800.5481,81981.5738,18334593.3977,24957533.3954,19921522.4334,15482805.7948,-0.425160024282855,1.74806548888094e-07,7.5102371376599e-08,-1.66247895879116e-07,-2.99757828826359e-08,-7.61398690120809e-08,3.29382029016182e-08,8.05876534481564e-08,7.66719001024949e-08,-4.17833387873283e-07,-8.64977949370213e-07,1.5112015187065e-07,-6.88316588539936e-08,6.99046356611724e-08,1.82436918213984e-07,0.855651760452685,0.0201553819210312,0.112548715033128,7.61422946043269e-05,0.122771405584704,0.00284715051617856,0.0922239980065636,0.0113113427690077,0.0240642329033454,0.00907733569204348,0.00993343418074619,0.000793303149914782,0.0298987005274267,0.0240294846244045,3.08989759406874e-05,1074.81165975436,118.073106523217,398.091430012713
