"","date","deaths","fit_resp","fit_resp_upr","fit_resp_lwr","pct_cough","pct_difficulty_breathing","pct_aches_muscle_pain","pct_chest_pain","pct_ever_tested","pct_worked_outside_home","pct_attended_public_event","pct_wear_mask_half_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_enough_toEat_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","coef_(Intercept)","coef_pct_cough","coef_pct_difficulty_breathing","coef_pct_aches_muscle_pain","coef_pct_chest_pain","coef_pct_ever_tested","coef_pct_worked_outside_home","coef_pct_attended_public_event","coef_pct_wear_mask_half_time","coef_pct_feel_nervous_none_time","coef_pct_feel_depressed_all_time","coef_pct_enough_toEat_very_worried","coef_pct_finances_somewhat_worried","coef_pct_finances_notToo_worried","pvals_(Intercept)","pvals_pct_cough","pvals_pct_difficulty_breathing","pvals_pct_aches_muscle_pain","pvals_pct_chest_pain","pvals_pct_ever_tested","pvals_pct_worked_outside_home","pvals_pct_attended_public_event","pvals_pct_wear_mask_half_time","pvals_pct_feel_nervous_none_time","pvals_pct_feel_depressed_all_time","pvals_pct_enough_toEat_very_worried","pvals_pct_finances_somewhat_worried","pvals_pct_finances_notToo_worried","aic","deviance","null_deviance"
"1",2020-08-15,12,14.1506075207866,17.7836124052396,11.2597873055503,57581.7264,12696.8556,50787.4224,28451.148,51084.6732,114696.3444,10148.9916,4925.8704,268247.6148,6794.304,91850.4972,115630.5612,80470.038,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"2",2020-08-16,12,12.567593636513,15.8271915454896,9.97930740640673,57369.4044,25351.2468,55458.5064,22208.8812,54014.7168,126586.3764,22591.0608,2590.3284,270116.0484,3439.6164,96691.4388,130790.352,77200.2792,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"3",2020-08-17,21,17.1134345312915,20.2479499230177,14.4641626717908,50320.314,14140.6452,61530.9156,21019.878,47432.7348,126204.1968,17495.3328,3269.7588,263406.6732,9002.4528,76096.2048,162001.686,74440.0932,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"4",2020-08-18,21,17.176648725613,20.1996510476274,14.6060573396764,46753.3044,14055.7164,47942.3076,14395.4316,42337.0068,128412.3456,10446.2424,2930.0436,243108.69,5223.1212,72741.5172,135843.6156,83400.0816,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"5",2020-08-19,21,18.0404261455437,21.7785334861271,14.9439343893441,50192.9208,11847.5676,57411.8688,16009.0788,50575.1004,143741.994,22208.8812,5392.9788,242301.8664,12144.8184,80554.9668,132403.9992,92529.9276,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"6",2020-08-20,18,21.2321627575579,25.4352042276465,17.7236530648112,49428.5616,13036.5708,49258.704,13079.0352,60809.0208,123571.404,7728.5208,1953.3624,253130.2884,8917.524,94355.8968,141066.7368,58261.1568,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"7",2020-08-21,17,14.1734544172639,17.0414936588245,11.788098751205,59407.6956,16688.5092,55076.3268,17240.5464,51849.0324,118772.9268,19618.5528,1698.576,249011.2416,8959.9884,90449.172,115418.2392,88793.0604,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"8",2020-08-22,15,18.3597037134238,22.7036635616642,14.8468866942635,32867.4456,14140.6452,55331.1132,17240.5464,45097.1928,118687.998,7303.8768,2717.7216,271007.8008,4416.2976,83697.3324,134994.3276,70490.904,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"9",2020-08-23,19,22.9538330469425,27.6021108994529,19.0883390573346,45054.7284,11210.6016,46668.3756,13800.93,39364.4988,137414.7984,13461.2148,1995.8268,251601.57,10021.5984,86245.1964,148285.6848,69471.7584,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
"10",2020-08-24,14,14.6239349325206,17.873054193899,11.9654688331666,51806.568,11932.4964,52188.7476,11295.5304,53632.5372,141151.6656,12951.642,3397.152,243321.012,3439.6164,72529.1952,110364.9756,70278.582,4.69393010530409,-8.64774868912526e-06,-1.14537505439744e-05,-8.22966992083414e-06,-1.35989737319712e-05,-4.61675286370738e-06,-4.78855974731016e-06,6.344901937094e-06,3.9511129572787e-05,-3.15976246097682e-06,1.53023840532204e-05,6.62436858485862e-06,4.5142417456454e-06,-5.67509495194184e-06,2.69680372726799e-07,0.0294552599164591,0.0953060471345533,0.0384849468765898,0.0429396898997374,0.0161399960589224,0.0983721420758921,0.0824567484868941,0.0094540077297643,0.128839516791281,0.0465089285129229,0.0175993011291002,0.0330097809745736,0.00911522044095114,481.65443136543,43.6518250116095,132.698376806331
