"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-13,"BRAM",4144597,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-14,"BRAM",4144597,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-15,"BRAM",4144597,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-16,"BRAM",4144597,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-17,"BRAM",4144597,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-03-18,"BRAM",4144597,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"7",2020-03-19,"BRAM",4144597,1,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-20,"BRAM",4144597,4,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-21,"BRAM",4144597,4,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-22,"BRAM",4144597,15,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-23,"BRAM",4144597,6,0,32,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-03-24,"BRAM",4144597,15,1,47,1,1,882.974980046007,202.635210832295,3847.52882870143,882.974980046007,882.974980046007,882.974980046007,0.000213042421264602,4.88914147340006e-05,0.000928323991138688,0.000213042421264602,0.000213042421264602,0.000213042421264602
"13",2020-03-25,"BRAM",4144597,7,0,54,1,1,641.310251018279,124.997098364604,3290.30708266098,0,882.974980046007,882.974980046007,0.000154734043145396,3.01590476383118e-05,0.000793878652776368,0,0.000213042421264602,0.000213042421264602
"14",2020-03-26,"BRAM",4144597,13,0,67,1,1,532.123575288606,93.015303281636,3044.18186457531,0,882.974980046007,882.974980046007,0.000128389702373622,2.24425446627588e-05,0.000734494056858921,0,0.000213042421264602,0.000213042421264602
"15",2020-03-27,"BRAM",4144597,14,0,81,1,1,456.800099366534,74.6735251120162,2794.38168304308,0,882.974980046007,882.974980046007,0.00011021580611252,1.80170774413088e-05,0.000674222773177484,0,0.000213042421264602,0.000213042421264602
"16",2020-03-28,"BRAM",4144597,30,0,111,1,1,464.112243432667,73.2245722474622,2941.63786681005,0,882.974980046007,882.974980046007,0.000111980065476249,1.76674770182631e-05,0.000709752448020892,0,0.000213042421264602,0.000213042421264602
"17",2020-03-29,"BRAM",4144597,29,0,140,1,1,443.832777302201,67.9502460479788,2898.9966286317,0,882.974980046007,882.974980046007,0.000107087076814031,1.63948982369043e-05,0.000699464056126977,0,0.000213042421264602,0.000213042421264602
