"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-12,"BRPR",11433957,6,0,6,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-13,"BRPR",11433957,0,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-14,"BRPR",11433957,0,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-15,"BRPR",11433957,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-16,"BRPR",11433957,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-17,"BRPR",11433957,6,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-18,"BRPR",11433957,2,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRPR",11433957,9,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRPR",11433957,13,0,36,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRPR",11433957,7,0,43,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRPR",11433957,11,0,54,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRPR",11433957,6,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRPR",11433957,10,0,70,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRPR",11433957,27,0,97,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRPR",11433957,9,0,106,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRPR",11433957,19,2,125,2,2,642.008673330984,257.936213528625,1597.97312286461,642.008673330984,642.008673330984,642.008673330984,5.61492992610506e-05,2.25587881368301e-05,0.000139756789610509,5.61492992610506e-05,5.61492992610506e-05,5.61492992610506e-05
2020-03-28,"BRPR",11433957,12,0,137,2,2,569.870631802057,225.770699408809,1438.41755303436,0,642.008673330984,642.008673330984,4.98401937143945e-05,1.97456313163334e-05,0.000125802253151238,0,5.61492992610506e-05,5.61492992610506e-05
2020-03-29,"BRPR",11433957,15,0,152,2,2,520.580163754166,204.326879583277,1326.32430665522,0,642.008673330984,642.008673330984,4.55293092106404e-05,1.78701808641818e-05,0.000115998713888396,0,5.61492992610506e-05,5.61492992610506e-05
2020-03-30,"BRPR",11433957,8,1,160,3,3,688.899817713874,372.066659777431,1275.53207570413,0,642.008673330984,642.008673330984,6.02503418295061e-05,3.25404984273976e-05,0.000111556487024057,0,5.61492992610506e-05,5.61492992610506e-05
2020-03-31,"BRPR",11433957,25,0,185,3,3,679.510419393002,364.807595705299,1265.69297212949,0,642.008673330984,642.008673330984,5.94291564497751e-05,3.19056294951345e-05,0.000110695970968711,0,5.61492992610506e-05,5.61492992610506e-05
2020-04-01,"BRPR",11433957,44,0,229,3,3,727.913778865376,389.079350293077,1361.82624203251,0,642.008673330984,642.008673330984,6.36624555143399e-05,3.4028407688876e-05,0.000119103670062123,0,5.61492992610506e-05,5.61492992610506e-05
2020-04-02,"BRPR",11433957,29,1,258,4,4,949.59049411862,595.232131198786,1514.90831770858,284.313265661188,926.321938992173,926.321938992173,8.30500319459501e-05,5.20582796663295e-05,0.000132492042580585,2.48656930983026e-05,8.10149923593532e-05,8.10149923593532e-05
2020-04-03,"BRPR",11433957,49,1,307,5,3,1224.11452961838,843.552378510631,1776.36436076263,297.792590626209,1224.11452961838,1224.11452961838,0.000107059570857087,7.37760670702742e-05,0.000155358670735129,2.60445784977335e-05,0.000107059570857087,0.000107059570857087
2020-04-04,"BRPR",11433957,94,2,401,7,5,1937.09005032966,1488.79050113013,2520.38004019895,712.975520711278,1937.09005032966,1937.09005032966,0.000169415544446219,0.000130207810046,0.000220429378927956,6.23559735891327e-05,0.000169415544446219,0.000169415544446219
2020-04-05,"BRPR",11433957,44,3,445,10,8,2636.02501053664,2197.78093396542,3161.65626372842,698.934960206979,2636.02501053664,2636.02501053664,0.000230543547656917,0.000192215252686837,0.000276514619018457,6.11280032106976e-05,0.000230543547656917,0.000230543547656917
2020-04-06,"BRPR",11433957,21,4,466,14,11,3289.78474330487,2893.72254954756,3740.05574894304,653.759732768227,3289.78474330487,3289.78474330487,0.000287720580312211,0.000253081461610146,0.000327100735899483,5.7177032655294e-05,0.000287720580312211,0.000287720580312211
2020-04-07,"BRPR",11433957,45,1,511,15,12,3305.5354143634,2929.14030294772,3730.29737244567,15.750671058534,3305.5354143634,3305.5354143634,0.000289098114883885,0.00025617905533034,0.000326247280136323,1.377534571674e-06,0.000289098114883885,0.000289098114883885
2020-04-08,"BRPR",11433957,39,2,550,17,14,3489.25484211306,3134.932625465,3883.6239268152,183.719427749661,2847.24616878208,3489.25484211306,0.000305165993025255,0.000274177402054687,0.000339657034464551,1.60678781413697e-05,0.000249016693764204,0.000305165993025255
2020-04-09,"BRPR",11433957,71,7,621,24,20,4868.90666529811,4518.32828289095,5246.68652456048,1379.65182318505,4226.89799196713,4868.90666529811,0.000425828666777225,0.000395167507004876,0.000458868834696552,0.00012066267375197,0.000369679367516174,0.000425828666777225
2020-04-10,"BRPR",11433957,34,2,655,26,21,4913.31802078436,4583.59735092283,5266.75711785723,44.4113554862461,4271.30934745338,4913.31802078436,0.000429712830018896,0.00040087586046745,0.0004606241844234,3.88416324167093e-06,0.000373563530757845,0.000429712830018896
2020-04-11,"BRPR",11433957,33,1,688,27,20,4765.54457859097,4454.34527625776,5098.48557353362,0,4271.30934745338,4913.31802078436,0.000416788744140893,0.000389571630911133,0.000445907359414909,0,0.000373563530757845,0.000429712830018896
2020-04-12,"BRPR",11433957,62,4,750,31,21,5348.96847640471,5043.04797607414,5673.44667298695,287.877013426964,4559.18636088034,5201.19503421133,0.000467814290048905,0.00044105885443457,0.00049619275925097,2.51773741520074e-05,0.000398740904909852,0.000454890204170903
2020-04-13,"BRPR",11433957,18,2,768,33,19,5269.50522919432,4984.18094848927,5571.16317555102,68.3101949829997,4627.49655586334,5269.50522919432,0.000460864530905121,0.000435910415658312,0.000487247168723043,5.97432673421806e-06,0.00040471523164407,0.000460864530905121
2020-04-14,"BRPR",11433957,35,6,803,39,24,5925.75349738359,5653.52611256816,6211.08911723108,656.248268189266,4999.43155839142,5283.74482405261,0.000518259207847606,0.00049445053121751,0.000543214314802048,5.73946769424851e-05,0.000437244215488253,0.000462109908586555
2020-04-15,"BRPR",11433957,13,2,816,41,24,5806.395240346,5550.86938494298,6073.68384105096,0,4701.63896776521,5283.74482405261,0.00050782027957128,0.000485472298430279,0.000531197016138066,0,0.000411199636990519,0.000462109908586555
2020-04-16,"BRPR",11433957,29,2,845,43,19,5829.18376660653,5583.08995876926,6086.12500171134,0,3988.66344705393,5283.74482405261,0.000509813336415952,0.000488290270705868,0.000532285104947599,0,0.000348843663401387,0.000462109908586555
2020-04-17,"BRPR",11433957,42,1,887,44,18,5831.68821945543,5589.62847229442,6084.2304023429,0,3289.72848684695,5283.74482405261,0.000510032372822062,0.000488862121161941,0.000532119405586614,0,0.000287715660190689,0.000462109908586555
2020-04-18,"BRPR",11433957,73,5,960,49,22,6585.16761350093,6338.95595485779,6840.94238968006,349.420850374516,2985.38960445324,5633.16567442712,0.000575930766006985,0.000554397393208474,0.00059830051745691,3.05599234258547e-05,0.00026109855096125,0.00049266983201241
2020-04-19,"BRPR",11433957,42,3,1002,52,21,6855.19140365869,6612.63096053563,7106.64929908466,580.017055900588,3549.65598929529,6213.18273032771,0.000599546718923177,0.000578332677001989,0.000621538921222518,5.07275876497164e-05,0.000310448604039292,0.000543397419662127
2020-04-20,"BRPR",11433957,20,1,1022,53,20,6706.5078444072,6472.47245421154,6949.0056211563,0,3365.93656154563,5928.86946466652,0.000586543035312028,0.000566074584171651,0.000607751596508217,0,0.000294380725897923,0.000518531726563824
2020-04-21,"BRPR",11433957,17,2,1039,55,16,6672.8891651259,6447.4407355522,6906.22087683928,0,1986.28473836058,5631.07687404031,0.000583602786430446,0.000563885340442701,0.000604009694704928,0,0.000173718052145953,0.000492487148066091
2020-04-22,"BRPR",11433957,38,5,1077,60,19,7142.23937496949,6920.29230848931,7371.30471017639,0,1941.87338287433,4918.10135332903,0.000624651586058046,0.000605240365036295,0.000644685362222054,0,0.000169833888904282,0.000430131174476958
2020-04-23,"BRPR",11433957,19,2,1096,62,19,7135.95305488917,6920.47216763005,7358.14331278794,236.823824756988,2178.69720763132,4455.99021787904,0.000624101792134532,0.000605256095298421,0.000643534282382551,2.07123242423413e-05,0.000190546213146623,0.000389715495508602
2020-04-24,"BRPR",11433957,37,5,1133,67,23,7599.67524201932,7386.61421665283,7818.88184358604,507.660013603633,2398.48020780799,4309.89049871445,0.000664658371727243,0.00064602431307489,0.000683829915014202,4.43993285617248e-05,0.00020976816755634,0.000376937791415032
2020-04-25,"BRPR",11433957,22,4,1155,71,22,7850.52221960493,7642.11268839485,8064.61532739523,250.84697758561,2581.0169904106,4544.98680524153,0.000686597143893835,0.00066836989927414,0.000705321467222172,2.1938772166592e-05,0.000225732612988714,0.00039749902900995
2020-04-26,"BRPR",11433957,16,4,1171,75,23,8060.48989775783,7857.21738789915,8269.02123033,209.967678152908,2134.73640037424,4571.23505564477,0.000704960662153779,0.000687182695185853,0.000723198559372753,1.83635182599434e-05,0.000186701454306173,0.000399794669128524
2020-04-27,"BRPR",11433957,30,2,1201,77,24,8158.73829994138,7957.64284093325,8364.91558838594,98.2484021835444,2232.98480255779,3289.83163464326,0.000713553348148972,0.000695965783405802,0.000731585363526025,8.59268599519347e-06,0.000195294140301366,0.000287724681371748
