"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-17,"BRAC",881935,3,0,3,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-18,"BRAC",881935,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-19,"BRAC",881935,1,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-20,"BRAC",881935,3,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-21,"BRAC",881935,4,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRAC",881935,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRAC",881935,6,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRAC",881935,4,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRAC",881935,2,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRAC",881935,0,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRAC",881935,2,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRAC",881935,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRAC",881935,9,0,34,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRAC",881935,7,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-31,"BRAC",881935,1,0,42,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-01,"BRAC",881935,1,0,43,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-02,"BRAC",881935,2,0,45,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-03,"BRAC",881935,1,0,46,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-04,"BRAC",881935,0,0,46,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-05,"BRAC",881935,2,0,48,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-06,"BRAC",881935,2,1,50,1,1,137.406379219783,20.8309097372614,906.370066810778,137.406379219783,137.406379219783,137.406379219783,0.000155801027535797,2.36195521634377e-05,0.00102770619922191,0.000155801027535797,0.000155801027535797,0.000155801027535797
2020-04-07,"BRAC",881935,0,1,50,2,2,255.548350951833,102.670223559453,636.065233035995,118.14197173205,255.548350951833,255.548350951833,0.000289758713456018,0.000116414728477102,0.000721215546538005,0.000133957685920221,0.000289758713456018,0.000289758713456018
2020-04-08,"BRAC",881935,8,0,58,2,2,277.698109585002,111.04976417351,694.429570751664,22.1497586331693,277.698109585002,277.698109585002,0.000314873669357722,0.000125916041628363,0.00078739314207018,2.5114955901704e-05,0.000314873669357722,0.000314873669357722
2020-04-09,"BRAC",881935,4,0,62,2,2,279.140673142242,111.171757036518,700.8930818347,1.44256355723905,279.140673142242,279.140673142242,0.000316509349489749,0.000126054365725953,0.000794721926031623,1.6356801320268e-06,0.000316509349489749,0.000316509349489749
2020-04-10,"BRAC",881935,8,0,70,2,2,295.914679400821,117.428393740196,745.692712774598,16.7740062585792,295.914679400821,295.914679400821,0.000335528898842682,0.000133148580950066,0.000845518901931093,1.90195493529332e-05,0.000335528898842682,0.000335528898842682
2020-04-11,"BRAC",881935,2,0,72,2,2,284.865625472849,112.516632931439,721.212699508035,0,295.914679400821,295.914679400821,0.000323000703535804,0.000127579280708259,0.000817761739252932,0,0.000335528898842682,0.000335528898842682
2020-04-12,"BRAC",881935,5,0,77,2,2,284.316075177118,111.994915935484,721.779465870458,0,295.914679400821,295.914679400821,0.000322377584716695,0.000126987721244178,0.000818404378860639,0,0.000335528898842682,0.000335528898842682
2020-04-13,"BRAC",881935,13,1,90,3,2,465.231058511909,253.148942752973,854.990486827026,146.668720959414,442.583400360235,442.583400360235,0.000527511731036765,0.000287038095497937,0.000969448413802634,0.000166303322761217,0.000501832221603899,0.000501832221603899
2020-04-14,"BRAC",881935,9,0,99,3,1,476.570860155923,258.513818871214,878.559551444722,33.9874597956876,476.570860155923,476.570860155923,0.000540369596575624,0.000293121169781462,0.000996172678762859,3.85373749717243e-05,0.000540369596575624,0.000540369596575624
2020-04-15,"BRAC",881935,2,1,101,4,2,600.456999009785,382.145542297038,943.485054130465,123.886138853862,600.456999009785,600.456999009785,0.00068084042362508,0.000433303522705231,0.00106978978510941,0.000140470827049456,0.00068084042362508,0.00068084042362508
2020-04-16,"BRAC",881935,14,1,115,5,3,789.857248350015,552.771032365671,1128.63090907837,189.40024934023,789.857248350015,789.857248350015,0.000895595761989279,0.000626770717077416,0.00127972119155989,0.000214755338364199,0.000895595761989279,0.000895595761989279
2020-04-17,"BRAC",881935,20,0,135,5,3,856.879438662822,598.121375119811,1227.58089402178,67.0221903128073,856.879438662822,856.879438662822,0.000971590240395066,0.000678192128807465,0.0013919176515523,7.59944784057865e-05,0.000971590240395066,0.000971590240395066
2020-04-18,"BRAC",881935,7,1,142,6,4,995.076846220797,739.427848638744,1339.11365619729,138.197407557975,857.670467001014,995.076846220797,0.00112828819155697,0.000838415357865086,0.0015183813503232,0.000156697951161905,0.000972487164021174,0.00112828819155697
