"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-14,"BRMS",2778986,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-15,"BRMS",2778986,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-16,"BRMS",2778986,2,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-17,"BRMS",2778986,2,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-18,"BRMS",2778986,1,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRMS",2778986,2,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRMS",2778986,3,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRMS",2778986,4,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRMS",2778986,5,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRMS",2778986,0,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRMS",2778986,3,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRMS",2778986,0,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRMS",2778986,1,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRMS",2778986,3,0,28,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRMS",2778986,3,0,31,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRMS",2778986,5,0,36,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRMS",2778986,8,0,44,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-31,"BRMS",2778986,4,1,48,1,1,216.362312321738,34.3830902435731,1361.50211809305,216.362312321738,216.362312321738,216.362312321738,7.78565679430331e-05,1.23725309316323e-05,0.000489927663576948,7.78565679430331e-05,7.78565679430331e-05,7.78565679430331e-05
