"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-20,"BRAP",845731,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-21,"BRAP",845731,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-22,"BRAP",845731,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-23,"BRAP",845731,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-24,"BRAP",845731,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-25,"BRAP",845731,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-26,"BRAP",845731,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-27,"BRAP",845731,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-28,"BRAP",845731,1,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRAP",845731,4,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRAP",845731,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-31,"BRAP",845731,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-01,"BRAP",845731,1,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-02,"BRAP",845731,1,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-03,"BRAP",845731,7,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-04,"BRAP",845731,10,1,29,1,1,491.877787864337,112.881748067674,2143.3381599412,491.877787864337,491.877787864337,491.877787864337,0.000581600754689537,0.000133472402061263,0.00253430246726346,0.000581600754689537,0.000581600754689537,0.000581600754689537
2020-04-05,"BRAP",845731,3,0,32,1,1,423.275224010517,88.0701029483725,2034.31027401182,0,491.877787864337,491.877787864337,0.000500484461383722,0.000104134887982553,0.00240538690672545,0,0.000581600754689537,0.000581600754689537
2020-04-06,"BRAP",845731,7,1,39,2,2,791.621932188814,392.365744313304,1597.14575649081,231.141580470657,723.019368334994,723.019368334994,0.00093602094778223,0.00046393681243008,0.0018884796188041,0.000273303899786879,0.000854904654476416,0.000854904654476416
2020-04-07,"BRAP",845731,12,0,51,2,2,804.118635592163,374.516214826475,1726.51210951226,81.0992672571695,804.118635592163,804.118635592163,0.000950797163154908,0.00044283136697895,0.0020414435671771,9.58925086784917e-05,0.000950797163154908,0.000950797163154908
2020-04-08,"BRAP",845731,56,0,107,2,2,1322.9576105712,583.514302537933,2999.44119922318,518.838974979036,1322.9576105712,1322.9576105712,0.00156427706986169,0.000689952600221504,0.00354656646052135,0.000613479906706785,0.00156427706986169,0.00156427706986169
2020-04-09,"BRAP",845731,3,0,110,2,2,1023.80562534259,433.500294289596,2417.94059263752,0,1322.9576105712,1322.9576105712,0.0012105570510512,0.000512574677160464,0.00285899487264569,0,0.00156427706986169,0.00156427706986169
2020-04-10,"BRAP",845731,56,0,166,2,2,1124.32814887051,462.378941730675,2733.9345983427,0,1322.9576105712,1322.9576105712,0.0013294157939942,0.000546721051647244,0.00323262904912165,0,0.00156427706986169,0.00156427706986169
2020-04-11,"BRAP",845731,27,3,193,5,4,2395.66637312153,1728.68005047692,3319.99977076262,574.927315621026,1897.88492619223,1897.88492619223,0.00283265763359925,0.00204400696022366,0.00392559782101238,0.000679799269059578,0.00224407633892127,0.00224407633892127
2020-04-12,"BRAP",845731,44,0,237,5,4,2176.85712410112,1543.80333092365,3069.50169353153,278.97219790889,2176.85712410112,2176.85712410112,0.00257393559429785,0.00182540705132442,0.0036294066240111,0.00032985925537658,0.00257393559429785,0.00257393559429785
2020-04-13,"BRAP",845731,7,1,244,6,4,2036.34579099967,1522.40766257914,2723.78041864101,0,2176.85712410112,2176.85712410112,0.00240779372046156,0.0018001086191462,0.00322062265500615,0,0.00257393559429785,0.00257393559429785
2020-04-14,"BRAP",845731,64,1,308,7,5,2341.99025964836,1819.14269613204,3015.11167208054,24.6218024457962,2201.47892654691,2201.47892654691,0.00276919051051499,0.00215097081238838,0.0035650953696631,2.91130423808471e-05,0.0026030486366787,0.0026030486366787
2020-04-15,"BRAP",845731,34,0,342,7,5,2089.85019829042,1614.16428522077,2705.71830344838,0,2201.47892654691,2201.47892654691,0.00247105781659939,0.00190860248142821,0.00319926584628963,0,0.0026030486366787,0.0026030486366787
2020-04-16,"BRAP",845731,20,3,362,10,8,2583.63464768415,2160.89692484887,3089.07283635515,270.526992880746,1980.12813156332,2472.00591942766,0.00305491302516303,0.00255506411004074,0.00365254772067614,0.00031987356840502,0.00234132145039418,0.00292292220508372
