"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-20,"BRMT",3484466,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-21,"BRMT",3484466,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-22,"BRMT",3484466,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-23,"BRMT",3484466,4,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-24,"BRMT",3484466,1,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-03-25,"BRMT",3484466,2,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"7",2020-03-26,"BRMT",3484466,2,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-27,"BRMT",3484466,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-28,"BRMT",3484466,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-29,"BRMT",3484466,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-30,"BRMT",3484466,7,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-03-31,"BRMT",3484466,7,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-04-01,"BRMT",3484466,3,0,28,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-04-02,"BRMT",3484466,13,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"15",2020-04-03,"BRMT",3484466,3,1,44,1,1,352.076510192958,61.5430416819557,2014.16546277069,352.076510192958,352.076510192958,352.076510192958,0.000101041740741037,1.76621157106873e-05,0.000578041359212771,0.000101041740741037,0.000101041740741037,0.000101041740741037
"16",2020-04-04,"BRMT",3484466,16,0,60,1,1,381.565447842614,64.10835602786,2271.03298240971,29.4889376496559,381.565447842614,381.565447842614,0.000109504712585117,1.83983301968967e-05,0.000651759260216547,8.46297184408053e-06,0.000109504712585117,0.000109504712585117
"17",2020-04-05,"BRMT",3484466,0,0,60,1,1,304.647170845811,49.2675079880174,1883.79527389389,0,381.565447842614,381.565447842614,8.74300885259925e-05,1.41391845947176e-05,0.000540626676768806,0,0.000109504712585117,0.000109504712585117
"18",2020-04-06,"BRMT",3484466,16,0,76,1,1,311.158590707829,48.7791084454729,1984.8593313162,0,381.565447842614,381.565447842614,8.92987880231372e-05,1.39990197767672e-05,0.000569630850556787,0,0.000109504712585117,0.000109504712585117
"19",2020-04-07,"BRMT",3484466,2,0,78,1,1,262.012780512756,40.2695136980221,1704.78088379293,0,381.565447842614,381.565447842614,7.51945292371215e-05,1.15568680245473e-05,0.000489251691304472,0,0.000109504712585117,0.000109504712585117
"20",2020-04-08,"BRMT",3484466,12,0,90,1,1,251.649450114453,38.1502446286052,1659.94861525536,0,381.565447842614,381.565447842614,7.22203775598479e-05,1.09486631893109e-05,0.000476385367300286,0,0.000109504712585117,0.000109504712585117
"21",2020-04-09,"BRMT",3484466,18,1,108,2,2,511.423788802441,204.084656734057,1281.597038889,0,381.565447842614,381.565447842614,0.000146772500808572,5.85698516599263e-05,0.000367802997328427,0,0.000109504712585117,0.000109504712585117
"22",2020-04-10,"BRMT",3484466,4,0,112,2,1,452.972543811674,179.179207621722,1145.13356862476,0,381.565447842614,381.565447842614,0.00012999769371022,5.14222861183672e-05,0.000328639616120449,0,0.000109504712585117,0.000109504712585117
