"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-21,"BRRR",605761,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-22,"BRRR",605761,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-23,"BRRR",605761,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-24,"BRRR",605761,6,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-25,"BRRR",605761,0,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-03-26,"BRRR",605761,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"7",2020-03-27,"BRRR",605761,2,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-28,"BRRR",605761,4,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-29,"BRRR",605761,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-30,"BRRR",605761,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-31,"BRRR",605761,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-04-01,"BRRR",605761,10,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-04-02,"BRRR",605761,4,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-04-03,"BRRR",605761,7,1,37,1,1,311.807720570848,54.50404951279,1783.79506617712,311.807720570848,311.807720570848,311.807720570848,0.000514737199276362,8.99761614114973e-05,0.00294471758032808,0.000514737199276362,0.000514737199276362,0.000514737199276362
