"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-20,"BRRO",1777225,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-21,"BRRO",1777225,2,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-22,"BRRO",1777225,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-23,"BRRO",1777225,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-24,"BRRO",1777225,2,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-25,"BRRO",1777225,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRRO",1777225,1,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRRO",1777225,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRRO",1777225,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRRO",1777225,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRRO",1777225,2,1,8,1,1,231.47127864518,62.5458344607841,856.635030926454,231.47127864518,231.47127864518,231.47127864518,0.000130243091699239,3.51929746997618e-05,0.000482007078972248,0.000130243091699239,0.000130243091699239,0.000130243091699239
2020-03-31,"BRRO",1777225,1,0,9,1,1,226.981413910465,61.3326284937524,840.01882074958,0,231.47127864518,231.47127864518,0.000127716757253845,3.45103340847402e-05,0.00047265755362972,0,0.000130243091699239,0.000130243091699239
2020-04-01,"BRRO",1777225,0,0,9,1,1,198.185912099251,53.5517984052807,733.451665943283,0,231.47127864518,231.47127864518,0.000111514249517788,3.01322558512742e-05,0.000412694884408717,0,0.000130243091699239,0.000130243091699239
2020-04-02,"BRRO",1777225,1,0,10,1,1,193.344094241668,44.3708170505557,842.489304074306,0,231.47127864518,231.47127864518,0.000108789879864209,2.49663475646335e-05,0.000474047632727598,0,0.000130243091699239,0.000130243091699239
2020-04-03,"BRRO",1777225,0,0,10,1,1,171.502251120563,39.3583007439438,747.314329721074,0,231.47127864518,231.47127864518,9.65000217308238e-05,2.21459301686302e-05,0.000420495058150248,0,0.000130243091699239,0.000130243091699239
2020-04-04,"BRRO",1777225,1,0,11,1,1,169.060859383325,35.1761843023909,812.526279988976,0,231.47127864518,231.47127864518,9.5126311740677e-05,1.97927579807795e-05,0.000457188189446455,0,0.000130243091699239,0.000130243091699239
