"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-06,"BRBA",14873064,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-07,"BRBA",14873064,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-08,"BRBA",14873064,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-09,"BRBA",14873064,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-10,"BRBA",14873064,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-03-11,"BRBA",14873064,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"7",2020-03-12,"BRBA",14873064,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-13,"BRBA",14873064,4,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-14,"BRBA",14873064,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-15,"BRBA",14873064,2,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-16,"BRBA",14873064,1,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-03-17,"BRBA",14873064,4,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-03-18,"BRBA",14873064,13,0,27,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-03-19,"BRBA",14873064,4,0,31,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"15",2020-03-20,"BRBA",14873064,3,0,34,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"16",2020-03-21,"BRBA",14873064,7,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"17",2020-03-22,"BRBA",14873064,14,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"18",2020-03-23,"BRBA",14873064,8,0,63,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"19",2020-03-24,"BRBA",14873064,16,0,79,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"20",2020-03-25,"BRBA",14873064,12,0,91,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"21",2020-03-26,"BRBA",14873064,17,0,108,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"22",2020-03-27,"BRBA",14873064,15,0,123,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"23",2020-03-28,"BRBA",14873064,4,0,127,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"24",2020-03-29,"BRBA",14873064,29,1,156,1,1,257.739941022859,37.8869625585052,1753.37036047389,257.739941022859,257.739941022859,257.739941022859,1.73293102902576e-05,2.54735423437331e-06,0.000117888981078404,1.73293102902576e-05,1.73293102902576e-05,1.73293102902576e-05
"25",2020-03-30,"BRBA",14873064,20,1,176,2,2,494.599464346017,192.395103107513,1271.49093807582,236.859523323157,494.599464346017,494.599464346017,3.3254712300439e-05,1.2935808190398e-05,8.54895089590028e-05,1.59254020101815e-05,3.3254712300439e-05,3.3254712300439e-05
"26",2020-03-31,"BRBA",14873064,41,0,217,2,2,521.768863169871,201.946310432585,1348.09467917692,27.1693988238543,521.768863169871,521.768863169871,3.5081464261155e-05,1.35779897425699e-05,9.06400106378164e-05,1.82675196071598e-06,3.5081464261155e-05,3.5081464261155e-05
"27",2020-04-01,"BRBA",14873064,29,0,246,2,2,506.867952001732,195.265667050529,1315.72090806905,0,521.768863169871,521.768863169871,3.40795919389396e-05,1.3128812398745e-05,8.84633393676683e-05,0,3.5081464261155e-05,3.5081464261155e-05
"28",2020-04-02,"BRBA",14873064,21,1,267,3,3,706.244620563362,375.64377136707,1327.80443093595,169.574846225352,691.343709395223,691.343709395223,4.74848101617368e-05,2.52566499658086e-05,8.9275782779927e-05,1.14014735783664e-05,4.64829378395214e-05,4.64829378395214e-05
"29",2020-04-03,"BRBA",14873064,23,3,290,6,6,1318.45240962191,968.815718984015,1794.26976913709,627.108700226691,1318.45240962191,1318.45240962191,8.86469936269967e-05,6.51389464191114e-05,0.000120638879059291,4.21640557874753e-05,8.86469936269967e-05,8.86469936269967e-05
"30",2020-04-04,"BRBA",14873064,46,1,336,7,7,1545.36785602914,1186.7169926749,2012.41056223954,226.915446407226,1545.36785602914,1545.36785602914,0.000103903799246015,7.97896783524159e-05,0.000135305715233898,1.52568056190188e-05,0.000103903799246015,0.000103903799246015
"31",2020-04-05,"BRBA",14873064,65,2,401,9,8,2071.49620840408,1689.03850732873,2540.55577940552,526.128352374939,2071.49620840408,2071.49620840408,0.000139278376560746,0.000113563587659458,0.000170815897746794,3.53745773147308e-05,0.000139278376560746,0.000139278376560746
"32",2020-04-06,"BRBA",14873064,36,1,437,10,8,2193.51481907947,1824.35557507235,2637.37361688958,122.018610675391,2193.51481907947,2193.51481907947,0.000147482376131742,0.000122661717523192,0.000177325507164467,8.20399957099565e-06,0.000147482376131742,0.000147482376131742
"33",2020-04-07,"BRBA",14873064,25,4,462,14,12,2838.6570791223,2492.58512633483,3232.77786091095,645.14226004283,2838.6570791223,2838.6570791223,0.000190858929883062,0.000167590560111543,0.000217357893498673,4.33765537513205e-05,0.000190858929883062,0.000190858929883062
"34",2020-04-08,"BRBA",14873064,53,4,515,18,16,3576.26495359959,3234.79674589601,3953.77886866337,737.607874477291,3576.26495359959,3576.26495359959,0.000240452468543105,0.000217493634525879,0.000265834858820171,4.95935386600428e-05,0.000240452468543105,0.000240452468543105
"35",2020-04-09,"BRBA",14873064,53,1,568,19,16,3686.76957008931,3349.96036407738,4057.44199504283,110.504616489718,3686.76957008931,3686.76957008931,0.000247882317328111,0.000225236734278651,0.000272804715628389,7.42984878500607e-06,0.000247882317328111,0.000247882317328111
"36",2020-04-10,"BRBA",14873064,48,0,616,19,13,3559.122889057,3230.71036700369,3920.91964317981,0,3429.02962906645,3686.76957008931,0.000239299910835924,0.000217218884219398,0.000263625547713626,0,0.000230553007037854,0.000247882317328111
"37",2020-04-11,"BRBA",14873064,24,2,640,21,14,3654.47114628614,3347.10898515885,3990.05811231573,0,3192.17010574329,3686.76957008931,0.000245710712082335,0.000225045019987734,0.000268274117042442,0,0.000214627605027672,0.000247882317328111
"38",2020-04-12,"BRBA",14873064,34,0,674,21,12,3462.31838047319,3168.75007378327,3783.08427254727,0,3165.00070691944,3686.76957008931,0.000232791197595411,0.000213052944153489,0.000254358098139514,0,0.000212800853066956,0.000247882317328111
"39",2020-04-13,"BRBA",14873064,49,1,723,22,12,3527.986484,3240.54261089752,3840.92731551502,0,3165.00070691944,3686.76957008931,0.000237206434666051,0.000217879961445572,0.000258247212243222,0,0.000212800853066956,0.000247882317328111
"40",2020-04-14,"BRBA",14873064,53,4,776,26,12,4085.87723335621,3802.79834282369,4390.0284109366,0,2995.42586069409,3686.76957008931,0.000274716577119295,0.000255683586302304,0.000295166376675082,0,0.00020139937948859,0.000247882317328111
"41",2020-04-15,"BRBA",14873064,108,2,884,28,10,4599.15139875742,4301.68994295292,4917.18228631147,768.310111394105,3136.6272718615,4455.07968148341,0.000309226894926117,0.000289226883105789,0.000330609905686647,5.16578232564659e-05,0.00021089314695758,0.000299540140584577
"42",2020-04-16,"BRBA",14873064,83,6,967,34,15,5613.83749421551,5313.8712585066,5930.73672249954,1158.7578127321,4068.46963818637,5356.09755319265,0.000377449965536053,0.000357281543231885,0.000398756888459536,7.7909824951476e-05,0.000273546166290038,0.000360120655245796
"43",2020-04-17,"BRBA",14873064,97,2,1064,36,17,6001.00597379549,5696.3546825498,6321.95056390159,387.168479579977,3929.50976539141,5506.40650944947,0.000403481486652346,0.00038299806163342,0.000425060402073277,2.6031521116293e-05,0.0002642031100916,0.000370226774351907
