"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-12,"BRGO",7018354,3,0,3,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-13,"BRGO",7018354,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-14,"BRGO",7018354,1,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-15,"BRGO",7018354,0,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-16,"BRGO",7018354,5,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"6",2020-03-17,"BRGO",7018354,1,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"7",2020-03-18,"BRGO",7018354,2,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-19,"BRGO",7018354,3,0,15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-20,"BRGO",7018354,3,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-21,"BRGO",7018354,1,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-22,"BRGO",7018354,2,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-03-23,"BRGO",7018354,2,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-03-24,"BRGO",7018354,6,0,29,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-03-25,"BRGO",7018354,6,0,35,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"15",2020-03-26,"BRGO",7018354,3,1,38,1,1,256.093774906838,43.0273521648064,1524.2402389724,256.093774906838,256.093774906838,256.093774906838,3.64891504342526e-05,6.13068992598641e-06,0.000217179161805233,3.64891504342526e-05,3.64891504342526e-05,3.64891504342526e-05
"16",2020-03-27,"BRGO",7018354,11,0,49,1,1,279.884294578089,45.7529386018496,1712.1352364525,23.7905196712504,279.884294578089,279.884294578089,3.98789081568255e-05,6.51904116005685e-06,0.000243951108258788,3.3897577225729e-06,3.98789081568255e-05,3.98789081568255e-05
"17",2020-03-28,"BRGO",7018354,7,0,56,1,1,271.541945891788,43.5057797661232,1694.83293426945,0,279.884294578089,279.884294578089,3.86902606924342e-05,6.19885798951196e-06,0.000241485814803506,0,3.98789081568255e-05,3.98789081568255e-05
"18",2020-03-29,"BRGO",7018354,0,0,56,1,1,229.843402489981,36.0316462098347,1466.15531692671,0,279.884294578089,279.884294578089,3.27489041575818e-05,5.13391689986494e-06,0.000208903015853391,0,3.98789081568255e-05,3.98789081568255e-05
"19",2020-03-30,"BRGO",7018354,4,0,60,1,1,210.068928688424,32.4233729008431,1361.02295511503,0,279.884294578089,279.884294578089,2.99313669114473e-05,4.61979730587016e-06,0.00019392338361887,0,3.98789081568255e-05,3.98789081568255e-05
"20",2020-03-31,"BRGO",7018354,5,0,65,1,1,197.37455896507,30.1106946081579,1293.78338937759,0,279.884294578089,279.884294578089,2.81226280357289e-05,4.29027869043908e-06,0.000184342851525812,0,3.98789081568255e-05,3.98789081568255e-05
"21",2020-04-01,"BRGO",7018354,8,0,73,1,1,195.057969804914,29.4884863675647,1290.25312151201,0,279.884294578089,279.884294578089,2.77925521860131e-05,4.20162425086632e-06,0.000183839846424391,0,3.98789081568255e-05,3.98789081568255e-05
"22",2020-04-02,"BRGO",7018354,0,0,73,1,0,173.277410153609,25.9515191696463,1156.96736955038,0,279.884294578089,279.884294578089,2.46891807044228e-05,3.6976646047843e-06,0.000164848819188998,0,3.98789081568255e-05,3.98789081568255e-05
"23",2020-04-03,"BRGO",7018354,15,1,88,2,1,374.282972158445,148.527434711476,943.177558542559,0,279.884294578089,279.884294578089,5.33291669469002e-05,2.11627163166002e-05,0.00013438728775188,0,3.98789081568255e-05,3.98789081568255e-05
"24",2020-04-04,"BRGO",7018354,15,0,103,2,1,394.940188863001,155.77673351792,1001.29043186799,0,279.884294578089,279.884294578089,5.6272480536462e-05,2.21956221527042e-05,0.000142667416301313,0,3.98789081568255e-05,3.98789081568255e-05
"25",2020-04-05,"BRGO",7018354,12,1,115,3,2,594.743858470096,323.62151285021,1093.0060059129,122.172584282529,402.056878860618,402.056878860618,8.47412168822057e-05,4.6110742326507e-05,0.000155735376971993,1.74075836417668e-05,5.72864917985923e-05,5.72864917985923e-05
"26",2020-04-06,"BRGO",7018354,4,2,119,5,4,918.04459290061,645.521553260756,1305.62003746697,515.987714039992,918.04459290061,918.04459290061,0.000130806253560395,9.19762031468855e-05,0.000186029379177364,7.35197617618023e-05,0.000130806253560395,0.000130806253560395
"27",2020-04-07,"BRGO",7018354,14,0,133,5,4,918.658612265016,643.368329628361,1311.74260065953,0.614019364406317,662.564837358178,918.658612265016,0.00013089374121981,9.16694041976738e-05,0.000186901743722179,8.74876594150591e-08,9.44045907855571e-05,0.00013089374121981
"28",2020-04-08,"BRGO",7018354,26,2,159,7,6,1382.1548107066,1078.47429049122,1771.34674196941,463.496198441587,1102.27051612851,1382.1548107066,0.00019693432544249,0.000153664846556789,0.000252387773824092,6.60405842226805e-05,0.000157055417285665,0.00019693432544249
"29",2020-04-09,"BRGO",7018354,20,0,179,7,6,1398.03875197274,1086.90555198974,1798.2356870286,15.8839412661328,1118.15445739465,1398.03875197274,0.000199197525797749,0.000154866162634393,0.000256219006198406,2.2632003552589e-06,0.000159318617640924,0.000199197525797749
"30",2020-04-10,"BRGO",7018354,12,1,191,8,6,1525.13655496983,1223.90157940029,1900.51353021784,127.097802997094,1245.25226039174,1525.13655496983,0.000217306872091352,0.000174385843090886,0.000270791916483244,1.8109346293603e-05,0.000177427963934527,0.000217306872091352
"31",2020-04-11,"BRGO",7018354,18,2,209,10,8,1864.07506778907,1566.85907328893,2217.66967916207,338.938512819241,1584.19077321098,1864.07506778907,0.000265600034963906,0.000223251644657555,0.000315981450802007,4.82931628725541e-05,0.000225721126807081,0.000265600034963906
"32",2020-04-12,"BRGO",7018354,20,4,229,14,11,2562.11463120711,2271.59428547888,2889.79041081788,698.03956341804,2282.23033662902,2562.11463120711,0.000365059190688744,0.000323664820195572,0.000411747599339942,9.94591557248381e-05,0.000325180282531919,0.000365059190688744
"33",2020-04-13,"BRGO",7018354,4,1,233,15,10,2510.7454452564,2242.13711365592,2811.53309156772,0,2282.23033662902,2306.02085630027,0.000357739926663203,0.000319467657752219,0.000400597218602499,0,0.000325180282531919,0.000328570040254492
"34",2020-04-14,"BRGO",7018354,51,0,284,15,10,2765.64681027123,2465.0654903255,3102.87994748303,152.162993113403,2434.39332974243,2434.39332974243,0.000394059178301811,0.000351231284475748,0.000442109353202052,2.16807235875254e-05,0.000346861006119444,0.000346861006119444
"35",2020-04-15,"BRGO",7018354,20,0,304,15,8,2683.68447708016,2388.2704775364,3015.63932572256,0,2434.39332974243,2434.39332974243,0.000382380894021612,0.000340289258355507,0.000429678999623354,0,0.000346861006119444,0.000346861006119444
"36",2020-04-16,"BRGO",7018354,14,1,318,16,9,2709.69474310236,2427.4911096786,3024.70545474776,0,2434.39332974243,2434.39332974243,0.000386086929086557,0.00034587755329506,0.000430970773880565,0,0.000346861006119444,0.000346861006119444
"37",2020-04-17,"BRGO",7018354,17,0,335,16,8,2587.90550161655,2315.2693602497,2892.64609996607,0,2312.2207454599,2434.39332974243,0.000368733965487713,0.000329887799938518,0.00041215448807029,0,0.000329453422477677,0.000346861006119444
"38",2020-04-18,"BRGO",7018354,43,2,378,18,8,2993.19170013164,2711.33377526468,3304.35029263868,117.36592464865,1913.59895606856,2551.75925439108,0.000426480582217945,0.000386320464209226,0.000470815563398295,1.67227137087485e-05,0.000272656374424624,0.000363583719828193
"39",2020-04-19,"BRGO",7018354,15,0,393,18,4,2845.71928185002,2575.19784784512,3144.65866685519,14.0757328808518,1927.060669585,2565.83498727193,0.000405468188388619,0.000366923333853653,0.000448062133493863,2.00556040360058e-06,0.000274574447168809,0.000365589280231793
"40",2020-04-20,"BRGO",7018354,10,1,403,19,4,2822.52301373578,2566.47412470765,3104.11707890319,0,1463.56447114341,2565.83498727193,0.000402163101738069,0.000365680346803204,0.000442285624079832,0,0.000208533862946129,0.000365589280231793
"41",2020-04-21,"BRGO",7018354,18,0,421,19,4,2714.6374869644,2466.42544070498,2987.82868681651,0,1447.68052987728,2565.83498727193,0.000386791188783638,0.000351425055034981,0.000425716441036818,0,0.00020627066259087,0.000365589280231793
"42",2020-04-22,"BRGO",7018354,17,2,438,21,6,2891.2670777748,2651.05284982748,3153.24732796951,0,1320.58272688019,2565.83498727193,0.000411958000091589,0.000377731423896184,0.000449285876427651,0,0.000188161316297267,0.000365589280231793
"43",2020-04-23,"BRGO",7018354,15,2,453,23,7,3050.30445753781,2818.02912506963,3301.72502509005,95.8549086127282,1077.49912267367,2539.51731160213,0.000434618210699803,0.000401522796523177,0.000470441505955677,1.36577477586238e-05,0.000153525901183336,0.00036183944434865
"44",2020-04-24,"BRGO",7018354,33,1,486,24,8,3196.40477352343,2962.08896898741,3449.25611052664,254.830583060689,634.290142316323,2278.36018062282,0.000455435102521679,0.000422048954639138,0.000491462258889569,3.63091663744361e-05,9.03759118329344e-05,0.000324628848961284
"45",2020-04-25,"BRGO",7018354,20,1,506,25,7,3256.70044687513,3026.47975003828,3504.43375692255,60.2956733516953,694.585815668018,2338.04183461011,0.000464026244169948,0.000431223581774057,0.000499324165883133,8.591141648269e-06,9.89670534812034e-05,0.000333132502950138
"46",2020-04-26,"BRGO",7018354,67,0,573,25,7,3471.94486343155,3225.15369597682,3737.62067517769,215.24441655642,757.667239111034,2089.79005272495,0.000494695032970914,0.000459531351079872,0.000532549466039714,3.06687888009667e-05,0.000107955118694645,0.000297760707528424
"47",2020-04-27,"BRGO",7018354,43,1,616,26,7,3654.1413110463,3403.31699672686,3923.45136639849,182.196447614754,939.863686725788,2256.10255907357,0.000520655029804182,0.000484916690826205,0.000559027282807121,2.5959996833268e-05,0.000133915115527913,0.000321457504006433
"48",2020-04-28,"BRGO",7018354,45,1,661,27,8,3822.17171252277,3568.4648977812,4093.91629691882,168.030401476463,1107.89408820225,2297.03515755294,0.000544596598080229,0.000508447550206387,0.000583315731426318,2.39415682760463e-05,0.000157856683803959,0.000327289725988877
"49",2020-04-29,"BRGO",7018354,44,0,705,27,6,3817.4865101881,3562.77416498058,4090.40892872522,0,1107.89408820225,1958.09664473369,0.000543929033814495,0.00050763671438924,0.000582815989151477,0,0.000157856683803959,0.000278996563116323
"50",2020-04-30,"BRGO",7018354,76,2,781,29,6,4247.73573987583,3982.8119650076,4530.28138770895,420.878825018394,1411.40698857199,1680.93590633405,0.00060523247186959,0.000567485191685628,0.000645490579088623,5.99683095236282e-05,0.000201102279618839,0.000239505716915113
"51",2020-05-01,"BRGO",7018354,27,0,808,29,5,4103.17664263678,3845.94775846177,4377.60979036643,0,1397.33125569114,1680.93590633405,0.000584635178367575,0.000547984293534035,0.000623737387764486,0,0.000199096719215238,0.000239505716915113
"52",2020-05-02,"BRGO",7018354,17,1,825,30,5,4042.06160014067,3795.99455548707,4304.07940277864,0,1397.33125569114,1528.77291322064,0.000575927290094041,0.000540866783791052,0.000613260517035567,0,0.000199096719215238,0.000217824993327587
"53",2020-05-03,"BRGO",7018354,25,0,850,30,5,3892.19935866893,3654.20249823543,4145.69686680971,0,1397.33125569114,1528.77291322064,0.000554574385770357,0.000520663747972164,0.000590693610896474,0,0.000199096719215238,0.000217824993327587
"54",2020-05-04,"BRGO",7018354,11,0,861,30,4,3699.89853416207,3472.78229582752,3941.86793095034,0,1397.33125569114,1528.77291322064,0.000527174681436996,0.000494814353312403,0.00056165134032144,0,0.000199096719215238,0.000217824993327587
"55",2020-05-05,"BRGO",7018354,61,8,922,38,11,4732.535718741,4502.57487316775,4974.2413974345,0,1301.47634707841,1528.77291322064,0.000674308494376459,0.000641542856511334,0.000708747577770301,0,0.000185438971456614,0.000217824993327587
"56",2020-05-06,"BRGO",7018354,102,7,1024,45,18,5892.83980193194,5650.53235077231,6145.53793794085,904.40843103444,1951.05419505217,2315.81541960643,0.00083963274037359,0.000805107914301888,0.000875638068119796,0.000128863324795877,0.000277993129878055,0.000329965604414715
"57",2020-05-07,"BRGO",7018354,3,-1,1027,44,15,5472.74097760866,5241.5760586674,5714.10077289073,325.28200903306,2216.04053073353,2627.02169575864,0.000779775568118772,0.000746838369604526,0.000814165368815926,4.63473357190389e-05,0.000315749323948825,0.000374307379730154
"58",2020-05-08,"BRGO",7018354,26,5,1053,49,20,5914.49429400611,5689.47382707074,6148.41439069263,441.75331639745,2442.54943057456,3068.77501215609,0.000842718149299125,0.000810656434125543,0.000876047915322116,6.29425811803523e-05,0.00034802311632821,0.000437249960910506
"59",2020-05-09,"BRGO",7018354,16,-2,1069,47,17,5462.29648895446,5244.69040432346,5688.93121101072,0,2260.35298295981,3068.77501215609,0.000778287400287084,0.000747282112632601,0.000810579120262489,0,0.000322063119494942,0.000437249960910506
"60",2020-05-10,"BRGO",7018354,24,0,1093,47,17,5314.04688508275,5101.61958391391,5535.31948675659,0,2092.32258148334,3068.77501215609,0.000757164270295108,0.000726896874098102,0.000788691976317608,0,0.000298121551218896,0.000437249960910506
"61",2020-05-11,"BRGO",7018354,7,2,1100,49,19,5324.38395783918,5119.6077381343,5537.35090275223,0,2092.32258148334,2972.92010354336,0.00075863713312825,0.000729459890187115,0.000788981419682198,0,0.000298121551218896,0.000423592213151882
"62",2020-05-12,"BRGO",7018354,15,3,1115,52,14,5489.31539359964,5289.81798256844,5696.33654498245,0,1671.44375646495,2718.08952048268,0.000782137149764694,0.000753712050228364,0.000811634258543022,0,0.000238153241695268,0.000387283046777446
"63",2020-05-13,"BRGO",7018354,110,9,1225,61,16,6805.90821463338,6594.47884673131,7024.11634074371,0,1671.44375646495,2657.79384713098,0.000969729970108857,0.000939604762987348,0.00100082103877116,0,0.000238153241695268,0.000378691905129177
"64",2020-05-14,"BRGO",7018354,235,6,1460,67,23,8584.44102631089,8340.982692329,8835.00547267445,1493.42620238365,3164.8699588486,3935.97563295821,0.0012231416406626,0.00118845283271961,0.00125884295273143,0.00021278866845184,0.000450941910147108,0.000560811784780051
"65",2020-05-15,"BRGO",7018354,145,0,1605,67,18,9052.3842458426,8794.80647109135,9317.50582616409,1644.46374945284,4809.33370830144,5398.2429347963,0.00128981585224151,0.00125311525623976,0.00132759131644886,0.000234309034490543,0.000685250944637651,0.000769160822437326
"66",2020-05-16,"BRGO",7018354,47,2,1652,69,22,9122.99546291424,8869.94552933479,9383.26463686814,70.6112170716369,4879.94492537308,5300.82375039147,0.00129987678918935,0.00126382133607606,0.00133696086530661,1.00609369478423e-05,0.000695311881585494,0.000755280191109122
"67",2020-05-17,"BRGO",7018354,40,1,1692,70,23,8955.6639685084,8709.7458670825,9208.52552311099,0,4879.94492537308,5300.82375039147,0.00127603480367454,0.00124099551933153,0.00131206341588227,0,0.000695311881585494,0.000755280191109122
"68",2020-05-18,"BRGO",7018354,89,3,1781,73,24,9275.61935123134,9030.24688851399,9527.6591449977,0,3975.53649433864,4879.94492537308,0.00132162318276213,0.00128666164295987,0.00135753470756786,0,0.000566448556789617,0.000695311881585494
