"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-20,"BRMA",7075181,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-21,"BRMA",7075181,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-22,"BRMA",7075181,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-23,"BRMA",7075181,6,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-24,"BRMA",7075181,0,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-25,"BRMA",7075181,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRMA",7075181,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRMA",7075181,3,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRMA",7075181,2,0,15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRMA",7075181,6,1,21,1,1,429.586634078503,98.5864606975587,1871.90690154746,429.586634078503,429.586634078503,429.586634078503,6.07174055446077e-05,1.39341256001166e-05,0.000264573712184531,6.07174055446077e-05,6.07174055446077e-05,6.07174055446077e-05
2020-03-30,"BRMA",7075181,9,0,30,1,1,476.599926693097,99.1652764632521,2290.59503714529,47.0132926145938,476.599926693097,476.599926693097,6.7362223905381e-05,1.40159349228312e-05,0.00032375073332333,6.64481836077322e-06,6.7362223905381e-05,6.7362223905381e-05
2020-03-31,"BRMA",7075181,21,0,51,1,1,623.892408521546,121.602205224496,3200.94308069675,147.292481828449,623.892408521546,623.892408521546,8.81804166595238e-05,1.71871511448959e-05,0.000452418543171794,2.08181927541428e-05,8.81804166595238e-05,8.81804166595238e-05
2020-04-01,"BRMA",7075181,19,0,70,1,1,636.169469061306,114.271305654683,3541.67296021579,12.2770605397596,636.169469061306,636.169469061306,8.99156458416125e-05,1.61510081020801e-05,0.000500577011417204,1.73522918208872e-06,8.99156458416125e-05,8.99156458416125e-05
2020-04-02,"BRMA",7075181,10,0,80,1,1,520.580871137764,87.4649002337314,3098.43654620712,0,636.169469061306,636.169469061306,7.35784527827294e-05,1.23622138053756e-05,0.000437930357711996,0,8.99156458416125e-05,8.99156458416125e-05
2020-04-03,"BRMA",7075181,7,0,87,1,1,408.070763730859,65.3800896858247,2546.97950113077,0,636.169469061306,636.169469061306,5.76763709268864e-05,9.24076566886765e-06,0.000359987893049064,0,8.99156458416125e-05,8.99156458416125e-05
2020-04-04,"BRMA",7075181,8,1,95,2,2,668.210021392341,274.800771336739,1624.83034715361,0,636.169469061306,636.169469061306,9.44442299627869e-05,3.88401047742437e-05,0.000229652124398458,0,8.99156458416125e-05,8.99156458416125e-05
2020-04-05,"BRMA",7075181,37,0,132,2,1,727.553199381041,293.883151530324,1801.17048280316,0,636.169469061306,636.169469061306,0.000102831743722322,4.15371919856643e-05,0.00025457588757138,0,8.99156458416125e-05,8.99156458416125e-05
