"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-16,"BRCE",9132078,9,0,9,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-17,"BRCE",9132078,1,0,10,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-18,"BRCE",9132078,9,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRCE",9132078,5,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRCE",9132078,44,0,68,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRCE",9132078,16,0,84,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRCE",9132078,41,0,125,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRCE",9132078,39,0,164,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRCE",9132078,21,0,185,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRCE",9132078,26,0,211,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRCE",9132078,26,3,237,3,3,1105.48225867028,598.553704477014,2041.73997269392,1105.48225867028,1105.48225867028,1105.48225867028,0.000121054841917719,6.55440858561451e-05,0.000223578902052076,0.000121054841917719,0.000121054841917719,0.000121054841917719
2020-03-27,"BRCE",9132078,45,0,282,3,3,1010.87965412425,542.11843708618,1884.97126313362,0,1105.48225867028,1105.48225867028,0.000110695468668166,5.93641925842267e-05,0.000206412085303434,0,0.000121054841917719,0.000121054841917719
2020-03-28,"BRCE",9132078,40,1,322,4,4,1224.46350516352,768.282921187795,1951.50879204673,24.3786419472099,1129.86090061749,1129.86090061749,0.000134083776459588,8.41301313006519e-05,0.000213698217650652,2.66956129231593e-06,0.000123724403210035,0.000123724403210035
2020-03-29,"BRCE",9132078,37,1,359,5,5,1388.22061529139,955.982534477514,2015.89088421295,258.359714673905,1388.22061529139,1388.22061529139,0.000152015851736198,0.000104684008883577,0.000220748320832668,2.82914485261629e-05,0.000152015851736198,0.000152015851736198
2020-03-30,"BRCE",9132078,23,0,382,5,5,1223.89929051757,839.874788948039,1783.51522517493,0,1388.22061529139,1388.22061529139,0.000134021992641496,9.19697344840943e-05,0.000195302232983,0,0.000152015851736198,0.000152015851736198
2020-03-31,"BRCE",9132078,19,2,401,7,7,1517.90988551759,1161.91753230985,1982.97241971351,0,1388.22061529139,1388.22061529139,0.000166217358800219,0.0001272347358739,0.000217143613941263,0,0.000152015851736198,0.000152015851736198
2020-04-01,"BRCE",9132078,44,2,445,9,9,1863.29903099296,1514.74244392255,2292.06179098579,440.446361153937,1828.66697644533,1828.66697644533,0.000204038886986397,0.000165870510952989,0.000250990167953645,4.82306832195188e-05,0.000200246534955717,0.000200246534955717
2020-04-02,"BRCE",9132078,118,12,563,21,18,4808.93000597674,4420.54510992354,5231.43803022598,2980.26302953141,4808.93000597674,4808.93000597674,0.000526597561472509,0.00048406782223318,0.000572863923219445,0.000326351026516792,0.000526597561472509,0.000526597561472509
2020-04-03,"BRCE",9132078,95,1,658,22,19,5172.06933656302,4768.0987321406,5610.26579460239,363.139330586274,5172.06933656302,5172.06933656302,0.000566362807738066,0.000522126369501071,0.00061434711733763,3.97652462655569e-05,0.000566362807738066,0.000566362807738066
2020-04-04,"BRCE",9132078,87,1,745,23,19,5350.85232068009,4946.08943667134,5788.73894706528,178.782984117075,5350.85232068009,5350.85232068009,0.000585940277851338,0.000541617081749777,0.000633890659613866,1.95774701132727e-05,0.000585940277851338,0.000585940277851338
2020-04-05,"BRCE",9132078,215,12,960,35,30,9135.11031260931,8684.81932228563,9608.74801498793,3784.25799192921,9135.11031260931,9135.11031260931,0.00100033205066901,0.000951023340173576,0.00105219732190066,0.000414391772817667,0.00100033205066901,0.00100033205066901
2020-04-06,"BRCE",9132078,85,0,1045,35,30,8603.53629333111,8171.45888080288,9058.46040840541,0,9135.11031260931,9135.11031260931,0.000942122515087049,0.000894808266070754,0.000991938571747352,0,0.00100033205066901,0.00100033205066901
