"","date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-03-18,"BRTO",1572866,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-03-19,"BRTO",1572866,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-03-20,"BRTO",1572866,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-03-21,"BRTO",1572866,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-03-22,"BRTO",1572866,3,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-03-23,"BRTO",1572866,2,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"7",2020-03-24,"BRTO",1572866,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-03-25,"BRTO",1572866,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-03-26,"BRTO",1572866,1,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-03-27,"BRTO",1572866,1,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-03-28,"BRTO",1572866,0,0,9,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-03-29,"BRTO",1572866,1,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-03-30,"BRTO",1572866,1,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-03-31,"BRTO",1572866,1,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"15",2020-04-01,"BRTO",1572866,0,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"16",2020-04-02,"BRTO",1572866,0,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"17",2020-04-03,"BRTO",1572866,1,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"18",2020-04-04,"BRTO",1572866,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
