"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-12,"BRSC",7164788,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-13,"BRSC",7164788,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-14,"BRSC",7164788,2,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-15,"BRSC",7164788,1,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-16,"BRSC",7164788,1,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-17,"BRSC",7164788,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-18,"BRSC",7164788,7,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRSC",7164788,7,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRSC",7164788,19,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRSC",7164788,17,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRSC",7164788,11,0,68,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRSC",7164788,18,0,86,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRSC",7164788,23,0,109,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRSC",7164788,13,0,122,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRSC",7164788,27,1,149,1,1,383.027686131204,57.7554536606737,2540.19662290213,383.027686131204,383.027686131204,383.027686131204,5.34597375569526e-05,8.06101362115302e-06,0.000354538979088025,5.34597375569526e-05,5.34597375569526e-05,5.34597375569526e-05
2020-03-27,"BRSC",7164788,14,0,163,1,1,325.464099997347,48.3181426644746,2192.27963960968,0,383.027686131204,383.027686131204,4.54255031687396e-05,6.7438342438708e-06,0.000305979693971361,0,5.34597375569526e-05,5.34597375569526e-05
2020-03-28,"BRSC",7164788,21,0,184,1,1,292.849151033607,42.9646135292933,1996.07579857858,0,383.027686131204,383.027686131204,4.08733867678439e-05,5.99663430785298e-06,0.000278595235278222,0,5.34597375569526e-05,5.34597375569526e-05
2020-03-29,"BRSC",7164788,13,0,197,1,1,256.243061104135,37.3090885555859,1759.90647067649,0,383.027686131204,383.027686131204,3.57642209517065e-05,5.20728436843991e-06,0.000245632734796408,0,5.34597375569526e-05,5.34597375569526e-05
2020-03-30,"BRSC",7164788,22,1,219,2,2,476.008043320817,183.607254452383,1234.06701974771,0,383.027686131204,383.027686131204,6.64371427767041e-05,2.56263345757589e-05,0.000172240549161778,0,5.34597375569526e-05,5.34597375569526e-05
2020-03-31,"BRSC",7164788,16,0,235,2,2,435.043934654595,167.115591362929,1132.52882951372,0,383.027686131204,383.027686131204,6.07197218751755e-05,2.33245689004237e-05,0.000158068714596122,0,5.34597375569526e-05,5.34597375569526e-05
2020-04-01,"BRSC",7164788,12,0,247,2,2,395.451065262887,151.36225732492,1033.16076135055,0,383.027686131204,383.027686131204,5.51936868561759e-05,2.11258528968226e-05,0.00014419976715997,0,5.34597375569526e-05,5.34597375569526e-05
2020-04-02,"BRSC",7164788,34,3,281,5,4,986.713819382783,678.252528932116,1435.45968474878,486.579371837745,869.607057968949,869.607057968949,0.000137717099149728,9.46647031192152e-05,0.000200349219648757,6.79125986474052e-05,0.000121372336204358,0.000121372336204358
2020-04-03,"BRSC",7164788,20,0,301,5,4,937.239604902454,642.872247620694,1366.3960145251,67.632546933505,937.239604902454,937.239604902454,0.000130811910262028,8.97266252149672e-05,0.000190709901608407,9.43957405766995e-06,0.000130811910262028,0.000130811910262028
2020-04-04,"BRSC",7164788,55,5,356,10,9,1978.58048472444,1648.00767769257,2375.46267989092,1041.34087982199,1978.58048472444,1978.58048472444,0.000276153388589368,0.000230014855665314,0.000331546820351268,0.00014534147832734,0.000276153388589368,0.000276153388589368
