"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-05,"BRES",4018650,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-06,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-07,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-08,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-09,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-10,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-11,"BRES",4018650,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-12,"BRES",4018650,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-13,"BRES",4018650,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-14,"BRES",4018650,2,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-15,"BRES",4018650,0,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-16,"BRES",4018650,4,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-17,"BRES",4018650,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-18,"BRES",4018650,3,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRES",4018650,2,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRES",4018650,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRES",4018650,10,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRES",4018650,0,0,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRES",4018650,7,0,33,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRES",4018650,7,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRES",4018650,0,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRES",4018650,8,0,48,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRES",4018650,6,0,54,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRES",4018650,7,0,61,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRES",4018650,11,0,72,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRES",4018650,13,0,85,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-31,"BRES",4018650,12,0,97,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-01,"BRES",4018650,23,0,120,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-04-02,"BRES",4018650,19,2,139,2,2,522.0301232932,205.632832183657,1325.2526200783,522.0301232932,522.0301232932,522.0301232932,0.000129901863385266,5.1169629647682e-05,0.000329775576394635,0.000129901863385266,0.000129901863385266,0.000129901863385266
2020-04-03,"BRES",4018650,14,3,153,5,5,1227.40363131332,864.647933302432,1742.35040198054,705.373508020125,1227.40363131332,1227.40363131332,0.000305426855116351,0.000215158805395452,0.000433566098560597,0.000175524991731085,0.000305426855116351,0.000305426855116351
2020-04-04,"BRES",4018650,13,1,166,6,6,1367.34236451369,1021.52228177436,1830.23432298157,139.938733200368,1367.34236451369,1367.34236451369,0.000340249179329798,0.00025419538446353,0.000455435114523926,3.48223242134467e-05,0.000340249179329798,0.000340249179329798
2020-04-05,"BRES",4018650,28,0,194,6,6,1377.6913927573,1024.27411567896,1853.05236618168,10.3490282436057,1377.6913927573,1377.6913927573,0.00034282442928777,0.000254880150219343,0.000461113151476659,2.57524995797239e-06,0.00034282442928777,0.00034282442928777
2020-04-06,"BRES",4018650,15,0,209,6,6,1288.79512300501,953.855813717024,1741.34585667499,0,1377.6913927573,1377.6913927573,0.000320703500679334,0.000237357275133944,0.000433316127723237,0,0.00034282442928777,0.00034282442928777
2020-04-07,"BRES",4018650,18,0,227,6,6,1222.02148038139,901.358516796315,1656.76195507783,0,1377.6913927573,1377.6913927573,0.000304087561838276,0.000224293859081113,0.00041226828787723,0,0.00034282442928777,0.00034282442928777
2020-04-08,"BRES",4018650,46,0,273,6,6,1292.71182462304,950.744791175554,1757.678692569,0,1377.6913927573,1377.6913927573,0.000321678131865935,0.000236583128955135,0.000437380387087454,0,0.00034282442928777,0.00034282442928777
2020-04-09,"BRES",4018650,27,1,300,7,5,1463.31300585712,1124.86126433848,1903.5991557322,0,1377.6913927573,1377.6913927573,0.000364130493040478,0.000279910234615725,0.000473691203695818,0,0.00034282442928777,0.00034282442928777
2020-04-10,"BRES",4018650,49,1,349,8,3,1717.5088956423,1364.23741271061,2162.26060004423,95.8933657223556,1473.58475847965,1473.58475847965,0.000427384543476615,0.00033947654379222,0.00053805646175811,2.38620844617858e-05,0.000366686513749556,0.000366686513749556
2020-04-11,"BRES",4018650,34,1,383,9,3,1871.88337322564,1525.03086061538,2297.62390614487,398.298614745983,1871.88337322564,1871.88337322564,0.000465799055211485,0.00037948835071862,0.000571740237678043,9.91125414619294e-05,0.000465799055211485,0.000465799055211485
2020-04-12,"BRES",4018650,47,5,430,14,8,2885.91010999723,2536.86978240881,3282.97385255468,1014.02673677159,2885.91010999723,2885.91010999723,0.00071812924987178,0.000631274129971213,0.000816934506004425,0.000252330194660295,0.00071812924987178,0.00071812924987178
2020-04-13,"BRES",4018650,33,3,463,17,11,3337.10507503127,3002.31021599218,3709.23371691597,451.194965034039,3337.10507503127,3337.10507503127,0.000830404507740477,0.000747094227163893,0.00092300491879511,0.000112275257868697,0.000830404507740477,0.000830404507740477
2020-04-14,"BRES",4018650,94,1,557,18,12,3771.72062751534,3410.66864362177,4170.99342635592,434.615552484066,3249.69050422214,3771.72062751534,0.000938554148163024,0.000848710050295938,0.00103790910538512,0.000108149640422546,0.000808652284777758,0.000938554148163024
2020-04-15,"BRES",4018650,177,3,734,21,15,5151.91192965846,4726.46386422199,5615.6562905038,1380.19130214312,3924.50829834513,5151.91192965846,0.00128200065436364,0.00117613224944247,0.00139739870118169,0.00034344650620062,0.000976573799247292,0.00128200065436364
2020-04-16,"BRES",4018650,201,7,935,28,21,7701.62422419367,7224.72543359645,8210.00275178068,2549.71229453521,6334.28185967998,7701.62422419367,0.00191647051228489,0.0017977991200021,0.00204297531553648,0.000634469857921245,0.00157622133295509,0.00191647051228489
2020-04-17,"BRES",4018650,17,0,952,28,20,6774.73915189212,6348.30954419067,7229.81295362012,0,6323.93283143637,7701.62422419367,0.00168582463063271,0.00157971197894583,0.00179906509738846,0,0.00157364608299712,0.00191647051228489
