"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-03-08,"BRAL",3337357,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-03-09,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-10,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-11,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-12,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-13,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-14,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-15,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-16,"BRAL",3337357,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-17,"BRAL",3337357,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-18,"BRAL",3337357,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-19,"BRAL",3337357,3,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-20,"BRAL",3337357,2,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-21,"BRAL",3337357,1,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-22,"BRAL",3337357,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-23,"BRAL",3337357,1,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-24,"BRAL",3337357,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-25,"BRAL",3337357,1,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-26,"BRAL",3337357,0,0,11,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-27,"BRAL",3337357,1,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-28,"BRAL",3337357,2,0,14,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-29,"BRAL",3337357,3,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-30,"BRAL",3337357,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-31,"BRAL",3337357,1,1,18,1,1,189.505471005489,35.2522163111172,1018.72526890421,189.505471005489,189.505471005489,189.505471005489,5.67830984235397e-05,1.05629143993637e-05,0.000305249114465193,5.67830984235397e-05,5.67830984235397e-05,5.67830984235397e-05
2020-04-01,"BRAL",3337357,0,0,18,1,1,167.695551552223,30.1221460008606,933.592115568414,0,189.505471005489,189.505471005489,5.02480110914782e-05,9.02574881885895e-06,0.000279739960564127,0,5.67830984235397e-05,5.67830984235397e-05
2020-04-02,"BRAL",3337357,0,0,18,1,1,150.361581542408,26.2832333664,860.191167835414,0,189.505471005489,189.505471005489,4.50540896710806e-05,7.87546353788342e-06,0.000257746224882569,0,5.67830984235397e-05,5.67830984235397e-05
2020-04-03,"BRAL",3337357,5,1,23,2,2,349.636779352418,159.334433538692,767.228242891051,99.1774994305815,288.682970436071,288.682970436071,0.000104764572490272,4.77426998486203e-05,0.000229890971475647,2.97173779822121e-05,8.65004764057518e-05,8.65004764057518e-05
2020-04-04,"BRAL",3337357,0,0,23,2,2,320.213925913357,145.926022402747,702.663970829335,31.5309554772862,320.213925913357,320.213925913357,9.59483585104491e-05,4.37250262416479e-05,0.000210545042328206,9.44788210469727e-06,9.59483585104491e-05,9.59483585104491e-05
2020-04-05,"BRAL",3337357,5,0,28,2,2,356.735913805413,159.698569137384,796.879476666476,36.5219878920562,356.735913805413,356.735913805413,0.000106891745116094,4.78518088227851e-05,0.000238775616952719,1.09433866056452e-05,0.000106891745116094,0.000106891745116094
2020-04-06,"BRAL",3337357,3,0,31,2,2,361.039635870484,159.243039709001,818.557714721417,4.30372206507121,361.039635870484,361.039635870484,0.00010818130510775,4.77153147562581e-05,0.000245271247493575,1.28955999165544e-06,0.00010818130510775,0.00010818130510775
2020-04-07,"BRAL",3337357,3,0,34,2,1,360.026831436484,155.133970118138,835.531503870404,0,361.039635870484,361.039635870484,0.000107877830102229,4.64840801023499e-05,0.000250357244930765,0,0.00010818130510775,0.00010818130510775
2020-04-08,"BRAL",3337357,3,1,37,3,2,532.513694922638,315.151178442788,899.793034826425,170.461254618153,531.500890488637,531.500890488637,0.000159561501787983,9.44313654316238e-05,0.000269612461245958,5.10767216747123e-05,0.000159258026782462,0.000159258026782462
2020-04-09,"BRAL",3337357,0,0,37,3,2,482.136482773004,280.98422362415,827.290532623144,0,531.500890488637,531.500890488637,0.000144466559248233,8.41936369480848e-05,0.000247887934261496,0,0.000159258026782462,0.000159258026782462
2020-04-10,"BRAL",3337357,8,0,45,3,1,532.883026778109,308.575948733896,920.241261165428,0,531.500890488637,531.500890488637,0.00015967216775973,9.24611747361447e-05,0.000275739533159152,0,0.000159258026782462,0.000159258026782462
2020-04-11,"BRAL",3337357,3,0,48,3,1,518.056860431746,296.741734171876,904.432642039313,0,531.500890488637,531.500890488637,0.000155229680382334,8.89151907248387e-05,0.000271002665294517,0,0.000159258026782462,0.000159258026782462
2020-04-12,"BRAL",3337357,0,0,48,3,1,471.291412682405,267.560228841115,830.151762951569,0,341.995419483148,531.500890488637,0.000141216960811326,8.01712938834877e-05,0.000248745268471898,0,0.000102474928358922,0.000159258026782462
2020-04-13,"BRAL",3337357,10,1,58,4,2,692.748392009144,459.640212057755,1044.07822040373,39.6117222312218,381.60714171437,571.112612719859,0.000207573955081564,0.000137725814786298,0.000312845829919824,1.1869189370877e-05,0.000114344117729799,0.000171127216153339
