"","date","regioncode","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","population"
"165",2020-08-19,"BRMG",3371,130,181158,4436,11422.8487036093,118879.812933708,0.0192059681783494,0.0191615032305404,0.0192505363086468,0.00121102500970214,0.00561580550035701,21168791
"166",2020-08-20,"BRMG",3904,107,185062,4543,10657.6234307616,128410.651980297,0.0197094274184525,0.0196639964499401,0.0197549633489906,0.00113505557846448,0.00606603617468268,21168791
"167",2020-08-21,"BRMG",3561,120,188623,4663,11090.9886421323,139501.640622429,0.0202333585509453,0.0201869390322411,0.0202798848105335,0.00118971678894262,0.00658996730717542,21168791
"168",2020-08-22,"BRMG",2884,74,191507,4737,5226.09056584176,144727.731188271,0.0204802356903077,0.0204333790176594,0.0205271998120359,0.000558891145113928,0.00683684444653788,21168791
"169",2020-08-23,"BRMG",3107,53,194614,4790,3704.42704830109,127593.96436898,0.0206552304289445,0.0206080628669735,0.0207025059476369,0.000393166957618022,0.00602745637995952,21168791
"170",2020-08-24,"BRMG",1306,15,195920,4805,0,117534.773509216,0.0204758392436879,0.0204291027360441,0.0205226826723833,0,0.00555226670758929,21168791
"171",2020-08-25,"BRMG",2816,42,198736,4847,0,107831.650199911,0.0205748303155525,0.0205279358849438,0.0206218318727439,0,0.00509389743608463,21168791
"172",2020-08-26,"BRMG",3237,101,201973,4948,1255.20117612462,102867.395112129,0.0209743166195935,0.0209266800191296,0.0210220616579798,0.00013034904115562,0.00485938923541402,21168791
"173",2020-08-27,"BRMG",3969,101,205942,5049,15643.4049106541,111028.114023686,0.0214535096545639,0.0214049500369628,0.0215021794353028,0.00162961386351968,0.00524489632042216,21168791
"174",2020-08-28,"BRMG",3523,118,209465,5167,10665.1866414709,121679.22728786,0.0219573261758509,0.021907816134324,0.0220069481064038,0.00111798621160148,0.00574804802446488,21168791
"175",2020-08-29,"BRMG",3100,103,212565,5270,8254.54270476318,129933.769992623,0.0223472654361876,0.0222970371957003,0.0223976068251673,0.000867811995755128,0.00613798728480163,21168791
"176",2020-08-30,"BRMG",2485,56,215050,5326,2554.41997284867,122547.660274144,0.0224679345841257,0.0224175185827878,0.0225184639688062,0.000266879985353862,0.0057890722372451,21168791
"177",2020-08-31,"BRMG",1507,9,216557,5335,0,111292.175523419,0.022289246701626,0.0222392413998304,0.0223393644411691,0,0.00525737041493863,21168791
"178",2020-09-01,"BRMG",2224,29,218781,5364,0,102279.763524192,0.0222754568823192,0.0222255227609049,0.0223255031908127,0,0.00483162989913747,21168791
"179",2020-09-02,"BRMG",3267,141,222048,5505,56.3085319341044,94080.1934533218,0.0228417601470736,0.0227907660669541,0.022892868325868,5.79237813748671e-06,0.00444428751048285,21168791
"180",2020-09-03,"BRMG",2939,86,224987,5591,14426.5434208438,102095.1067466,0.0231520951463787,0.0231005310922621,0.0232037742996533,0.00148455113367768,0.00482290683235522,21168791
"181",2020-09-04,"BRMG",3026,117,228013,5708,9518.69148183765,108532.681097685,0.0236017519775996,0.0235493520704361,0.0236542684803393,0.000985285029825592,0.00512701368243871,21168791
"182",2020-09-05,"BRMG",3865,0,231878,5708,1099.02445012762,105575.301681251,0.0236536691820412,0.0236011505070791,0.0237063047246627,0.000112110509691706,0.00498730899092209,21168791
"183",2020-09-06,"BRMG",2926,129,234804,5837,10308.2219168527,104460.674894494,0.0241406229205354,0.0240872023457508,0.0241941619714207,0.00105980689543594,0.00493465474218599,21168791
"184",2020-09-07,"BRMG",1208,14,236012,5851,0,93803.0514637324,0.0239729978504633,0.0239199640095662,0.0240261492746593,0,0.00443119550208288,21168791
"185",2020-09-08,"BRMG",651,26,236663,5877,0,82712.0628216002,0.0238034128308299,0.0237507860481932,0.0238561562234284,0,0.00390726436959013,21168791
"186",2020-09-09,"BRMG",1852,58,238515,5935,0,77485.9722557584,0.0238963016307589,0.0238435440533807,0.0239491759425438,0,0.00366038723022767,21168791
"187",2020-09-10,"BRMG",4018,74,242533,6009,0,73781.5452074573,0.0242844312121713,0.0242309123007405,0.0243380683310325,0,0.00348539249159091,21168791
"188",2020-09-11,"BRMG",3616,105,246149,6114,423.535486038483,74205.0806934958,0.0247659786209742,0.0247115340004054,0.024820543194303,4.26135015476519e-05,0.00350540003411134,21168791
"189",2020-09-12,"BRMG",4041,86,250190,6200,22269.8475791584,96474.9282726542,0.0252126436639589,0.0251573261041613,0.0252680828595938,0.00224422131765458,0.00455741323501442,21168791
"190",2020-09-13,"BRMG",2073,76,252263,6276,4253.63119627861,99473.3582928082,0.0254135824514541,0.0253579182109563,0.0254693688828843,0.000428521055900801,0.00469905713050916,21168791
"191",2020-09-14,"BRMG",1734,10,253997,6286,0,83829.9533821541,0.0253076946882924,0.0252522720549283,0.0253632389609404,0,0.0039600727968902,21168791
"192",2020-09-15,"BRMG",1609,42,255606,6328,0,73164.7667406832,0.0253199973239155,0.0252645972286576,0.0253755189002534,0,0.00345625627560323,21168791
"193",2020-09-16,"BRMG",2989,91,258595,6419,1222.15341616306,66132.377452083,0.0256707890793414,0.0256147311956324,0.0257269696458263,0.000121323469397778,0.0031240507524536,21168791
"194",2020-09-17,"BRMG",3406,81,262001,6500,11799.3643273617,75377.3218065961,0.0260287105304986,0.0259719672162901,0.0260855778169761,0.00117221781031671,0.00356077594637294,21168791
"195",2020-09-18,"BRMG",3184,74,265185,6574,6545.92354701238,81923.2453536085,0.0263379357265437,0.0262806048843209,0.0263953916353501,0.000650135240123238,0.00387000114241803,21168791
"196",2020-09-19,"BRMG",2824,82,268009,6656,6412.78498930566,88336.0303429141,0.0266408715432044,0.0265829763253907,0.0266988928513478,0.000637449418244468,0.00417293695907877,21168791
"197",2020-09-20,"BRMG",2044,58,270053,6714,2669.08918725397,90948.810998234,0.0267669575906907,0.0267088537242546,0.0268251878593802,0.000264553243552185,0.00429636302792323,21168791
"198",2020-09-21,"BRMG",1141,13,271194,6727,0,76522.2675773902,0.0266249492037203,0.0265671660635346,0.0266828580212658,0,0.00361486244431202,21168791
"199",2020-09-22,"BRMG",2039,37,273233,6764,0,67003.5760955525,0.0266722846544569,0.0266144387603867,0.0267302562752987,0,0.00316520561309111,21168791
"200",2020-09-23,"BRMG",3081,133,276314,6897,4328.64348053851,70233.1951259634,0.0272081212331989,0.0271492625676333,0.027267107502323,0.000426233403279558,0.0033177707279534,21168791
"201",2020-09-24,"BRMG",2587,86,278901,6983,11516.6957144149,71441.6689235257,0.0275154811693379,0.0274560513861823,0.0275750395907698,0.00113620038674289,0.00337485824880248,21168791
"202",2020-09-25,"BRMG",4578,73,283479,7056,9615.36762568611,81057.0365492118,0.0279697049190875,0.0279093728369027,0.0280301674219794,0.000948708705685386,0.0038290819985521,21168791
"203",2020-09-26,"BRMG",2871,125,286350,7181,10346.3682167755,91403.4047659872,0.0284584606641263,0.0283972093203932,0.0285198441239088,0.00102825812087889,0.0043178377435909,21168791
"204",2020-09-27,"BRMG",2269,47,288619,7228,2375.28884832247,93778.6936143097,0.0285706677735603,0.0285092232029499,0.0286322447727266,0.00023513208954249,0.00443004485302489,21168791
"205",2020-09-28,"BRMG",1518,12,290137,7240,0,93778.6936143097,0.0284666848487156,0.0284054743676923,0.0285280272311794,0,0.00443004485302489,21168791
"206",2020-09-29,"BRMG",2154,19,292291,7259,0,93355.1581282712,0.0284549745582025,0.0283938071241942,0.0285162737623171,0,0.00441003731050447,21168791
"207",2020-09-30,"BRMG",2878,101,295169,7360,1057.39908863092,72142.7096377438,0.0288402947630405,0.0287784034661977,0.0289023191643007,0.000103316071126325,0.00340797495887903,21168791
"208",2020-10-01,"BRMG",3438,76,298607,7436,11974.2462895593,79863.3247310244,0.0291862742755183,0.0291237176188952,0.0292489653015012,0.00117037991892248,0.00377269182406423,21168791
"209",2020-10-02,"BRMG",3475,66,302082,7502,6573.05137375509,86436.3761047795,0.029496780972559,0.0294336249090048,0.0295600725507967,0.000641825255040129,0.00408319852110494,21168791
"210",2020-10-03,"BRMG",3445,67,305527,7569,6511.93980039156,92948.3159051711,0.0298044007983862,0.0297406527223425,0.0298682855162594,0.000635244884366465,0.0043908183469321,21168791
