"date","regioncode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
2020-02-25,"BRSP",45919049,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
2020-02-26,"BRSP",45919049,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-27,"BRSP",45919049,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-28,"BRSP",45919049,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-02-29,"BRSP",45919049,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-01,"BRSP",45919049,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-02,"BRSP",45919049,0,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
2020-03-03,"BRSP",45919049,0,0,2,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-04,"BRSP",45919049,1,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-05,"BRSP",45919049,3,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-06,"BRSP",45919049,4,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-07,"BRSP",45919049,3,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-08,"BRSP",45919049,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-09,"BRSP",45919049,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-10,"BRSP",45919049,3,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-11,"BRSP",45919049,11,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-12,"BRSP",45919049,16,0,46,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-13,"BRSP",45919049,0,0,46,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-14,"BRSP",45919049,19,0,65,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-15,"BRSP",45919049,0,0,65,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-16,"BRSP",45919049,87,0,152,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
2020-03-17,"BRSP",45919049,12,1,164,1,1,511.598493295248,78.3250928615337,3341.62410512133,511.598493295248,511.598493295248,511.598493295248,1.11413129068777e-05,1.70572114552141e-06,7.27720668849507e-05,1.11413129068777e-05,1.11413129068777e-05,1.11413129068777e-05
2020-03-18,"BRSP",45919049,76,2,240,3,3,1656.54892811557,916.438294770665,2994.36892467219,1144.95043482033,1656.54892811557,1656.54892811557,3.60754188989317e-05,1.99576932608222e-05,6.52097329949536e-05,2.49341059920541e-05,3.60754188989317e-05,3.60754188989317e-05
2020-03-19,"BRSP",45919049,46,2,286,5,5,2423.68519920563,1710.8342094066,3433.55885248863,767.136271090053,2423.68519920563,2423.68519920563,5.27816941332044e-05,3.72576141419348e-05,7.47741716621489e-05,1.67062752342727e-05,5.27816941332044e-05,5.27816941332044e-05
2020-03-20,"BRSP",45919049,110,4,396,9,9,4476.99081894473,3717.59502560019,5391.50893383807,2053.30561973911,4476.99081894473,4476.99081894473,9.74974638291122e-05,8.09597564967034e-05,0.000117413340460036,4.47157696959078e-05,9.74974638291122e-05,9.74974638291122e-05
2020-03-21,"BRSP",45919049,0,6,396,15,15,5590.28732859359,5022.5062977161,6222.25450079478,1113.29650964886,5590.28732859359,5590.28732859359,0.000121742227906192,0.000109377402343766,0.000135504864240433,2.42447640770797e-05,0.000121742227906192,0.000121742227906192
2020-03-22,"BRSP",45919049,235,7,631,22,22,10001.1399421922,9310.3307663376,10743.2058702956,4410.85261359859,10001.1399421922,10001.1399421922,0.000217799369978071,0.000202755304586939,0.000233959676958807,9.60571420718794e-05,0.000217799369978071,0.000217799369978071
2020-03-23,"BRSP",45919049,114,8,745,30,30,12513.2292300395,11878.8248975127,13181.51476383,2512.08928784734,12513.2292300395,12513.2292300395,0.000272506280128744,0.000258690568646418,0.000287059837929788,5.47069101506729e-05,0.000272506280128744,0.000272506280128744
2020-03-24,"BRSP",45919049,65,10,810,40,39,14046.2520610401,13506.926614626,14607.1125276294,1533.02283100062,14046.2520610401,14046.2520610401,0.000305891615068948,0.000294146479702269,0.000318105728357515,3.33853349402035e-05,0.000305891615068948,0.000305891615068948
