"","data.cli_se","data.cli_se_unw","data.country","data.gid_0","data.gid_1","data.iso_code","data.percent_cli","data.percent_cli_unw","data.region","data.sample_size","data.survey_date","status"
"945",0.004775,0.004018,"Spain","ESP","ESP.10_1","ESP",0.005256,0.005698,"Comunidad Valenciana",351,"20200711","success"
"946",0.004614,0.003702,"Spain","ESP","ESP.10_1","ESP",0.005372,0.005249,"Comunidad Valenciana",381,"20200712","success"
"947",0.005613,0.004461,"Spain","ESP","ESP.10_1","ESP",0.00624,0.006329,"Comunidad Valenciana",316,"20200713","success"
"948",0.003677,0.003833,"Spain","ESP","ESP.10_1","ESP",0.002212,0.005435,"Comunidad Valenciana",368,"20200714","success"
"949",0.007367,0.003896,"Spain","ESP","ESP.10_1","ESP",0.008848,0.005525,"Comunidad Valenciana",362,"20200715","success"
"950",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",352,"20200716","success"
"951",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",335,"20200717","success"
"952",0.004221,0.002594,"Spain","ESP","ESP.10_1","ESP",0.004196,0.002597,"Comunidad Valenciana",385,"20200718","success"
"953",0.002448,0.002255,"Spain","ESP","ESP.10_1","ESP",0.001675,0.002257,"Comunidad Valenciana",443,"20200719","success"
"954",0.005532,0.00475,"Spain","ESP","ESP.10_1","ESP",0.007218,0.009547,"Comunidad Valenciana",419,"20200720","success"
"955",0.002688,0.002312,"Spain","ESP","ESP.10_1","ESP",0.001858,0.002315,"Comunidad Valenciana",432,"20200721","success"
"956",0.003054,0.002516,"Spain","ESP","ESP.10_1","ESP",0.002247,0.002519,"Comunidad Valenciana",397,"20200722","success"
"957",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",395,"20200723","success"
"958",0.005809,0.00495,"Spain","ESP","ESP.10_1","ESP",0.007771,0.00995,"Comunidad Valenciana",402,"20200724","success"
"959",0.004684,0.004061,"Spain","ESP","ESP.10_1","ESP",0.005501,0.007059,"Comunidad Valenciana",425,"20200725","success"
"960",0.003275,0.003458,"Spain","ESP","ESP.10_1","ESP",0.002703,0.004902,"Comunidad Valenciana",408,"20200726","success"
"961",0.007532,0.004819,"Spain","ESP","ESP.10_1","ESP",0.01454,0.009685,"Comunidad Valenciana",413,"20200727","success"
"962",0.003898,0.002649,"Spain","ESP","ESP.10_1","ESP",0.002709,0.002653,"Comunidad Valenciana",377,"20200728","success"
"963",0.003558,0.003608,"Spain","ESP","ESP.10_1","ESP",0.002534,0.005115,"Comunidad Valenciana",391,"20200729","success"
"964",0.002667,0.002663,"Spain","ESP","ESP.10_1","ESP",0.001588,0.002667,"Comunidad Valenciana",375,"20200730","success"
"965",0.006946,0.005087,"Spain","ESP","ESP.10_1","ESP",0.007668,0.00885,"Comunidad Valenciana",339,"20200731","success"
"966",0.00266,0.003082,"Spain","ESP","ESP.10_1","ESP",0.001335,0.003086,"Comunidad Valenciana",324,"20200801","success"
"967",0.004017,0.004189,"Spain","ESP","ESP.10_1","ESP",0.003695,0.007282,"Comunidad Valenciana",412,"20200802","success"
"968",0.004479,0.003995,"Spain","ESP","ESP.10_1","ESP",0.00432,0.005666,"Comunidad Valenciana",353,"20200803","success"
"969",0.004288,0.003741,"Spain","ESP","ESP.10_1","ESP",0.003862,0.005305,"Comunidad Valenciana",377,"20200804","success"
"970",0.003678,0.003544,"Spain","ESP","ESP.10_1","ESP",0.003857,0.005025,"Comunidad Valenciana",398,"20200805","success"
"971",0.00229,0.002436,"Spain","ESP","ESP.10_1","ESP",0.001211,0.002439,"Comunidad Valenciana",410,"20200806","success"
"972",0.005507,0.00554,"Spain","ESP","ESP.10_1","ESP",0.006915,0.011142,"Comunidad Valenciana",359,"20200807","success"
"973",0.005708,0.003939,"Spain","ESP","ESP.10_1","ESP",0.004124,0.005587,"Comunidad Valenciana",358,"20200808","success"
"974",0.002999,0.003383,"Spain","ESP","ESP.10_1","ESP",0.002198,0.004796,"Comunidad Valenciana",417,"20200809","success"
"975",0.004317,0.002367,"Spain","ESP","ESP.10_1","ESP",0.004166,0.00237,"Comunidad Valenciana",422,"20200810","success"
"976",0.00434,0.004762,"Spain","ESP","ESP.10_1","ESP",0.005151,0.009569,"Comunidad Valenciana",418,"20200811","success"
"977",0.004224,0.003424,"Spain","ESP","ESP.10_1","ESP",0.004461,0.004854,"Comunidad Valenciana",412,"20200812","success"
"978",0.003579,0.002587,"Spain","ESP","ESP.10_1","ESP",0.00259,0.002591,"Comunidad Valenciana",386,"20200813","success"
"979",0.002918,0.002751,"Spain","ESP","ESP.10_1","ESP",0.001738,0.002755,"Comunidad Valenciana",363,"20200814","success"
"980",0.003883,0.003875,"Spain","ESP","ESP.10_1","ESP",0.003439,0.005495,"Comunidad Valenciana",364,"20200815","success"
"981",0.002929,0.003518,"Spain","ESP","ESP.10_1","ESP",0.001959,0.004988,"Comunidad Valenciana",401,"20200816","success"
"982",0.005407,0.004493,"Spain","ESP","ESP.10_1","ESP",0.006442,0.007813,"Comunidad Valenciana",384,"20200817","success"
"983",0.00424,0.003864,"Spain","ESP","ESP.10_1","ESP",0.003838,0.005479,"Comunidad Valenciana",365,"20200818","success"
"984",0.004968,0.004831,"Spain","ESP","ESP.10_1","ESP",0.005756,0.009709,"Comunidad Valenciana",412,"20200819","success"
"985",0.005892,0.004576,"Spain","ESP","ESP.10_1","ESP",0.007086,0.007958,"Comunidad Valenciana",377,"20200820","success"
"986",0.004409,0.00409,"Spain","ESP","ESP.10_1","ESP",0.004542,0.007109,"Comunidad Valenciana",422,"20200821","success"
"987",0.002761,0.002312,"Spain","ESP","ESP.10_1","ESP",0.002122,0.002315,"Comunidad Valenciana",432,"20200822","success"
"988",0.003417,0.00294,"Spain","ESP","ESP.10_1","ESP",0.002777,0.004167,"Comunidad Valenciana",480,"20200823","success"
"989",0.003728,0.003544,"Spain","ESP","ESP.10_1","ESP",0.003272,0.005025,"Comunidad Valenciana",398,"20200824","success"
"990",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",426,"20200825","success"
"991",0.004431,0.00332,"Spain","ESP","ESP.10_1","ESP",0.004388,0.004706,"Comunidad Valenciana",425,"20200826","success"
"992",0.004409,0.004184,"Spain","ESP","ESP.10_1","ESP",0.005259,0.008403,"Comunidad Valenciana",476,"20200827","success"
"993",0.0059,0.00464,"Spain","ESP","ESP.10_1","ESP",0.010328,0.009324,"Comunidad Valenciana",429,"20200828","success"
"994",0.003168,0.003466,"Spain","ESP","ESP.10_1","ESP",0.00248,0.004914,"Comunidad Valenciana",407,"20200829","success"
"995",0.0042,0.003441,"Spain","ESP","ESP.10_1","ESP",0.004519,0.004878,"Comunidad Valenciana",410,"20200830","success"
"996",0.002243,0.002554,"Spain","ESP","ESP.10_1","ESP",0.001154,0.002558,"Comunidad Valenciana",391,"20200831","success"
"997",0.00782,0.00578,"Spain","ESP","ESP.10_1","ESP",0.012232,0.011628,"Comunidad Valenciana",344,"20200901","success"
"998",0.007551,0.00447,"Spain","ESP","ESP.10_1","ESP",0.014071,0.007772,"Comunidad Valenciana",386,"20200902","success"
"999",0.005106,0.004111,"Spain","ESP","ESP.10_1","ESP",0.005638,0.005831,"Comunidad Valenciana",343,"20200903","success"
"1000",0.006185,0.005726,"Spain","ESP","ESP.10_1","ESP",0.007707,0.009967,"Comunidad Valenciana",301,"20200904","success"
"1001",0.004378,0.004006,"Spain","ESP","ESP.10_1","ESP",0.004264,0.005682,"Comunidad Valenciana",352,"20200905","success"
"1002",0.00764,0.006584,"Spain","ESP","ESP.10_1","ESP",0.015391,0.01626,"Comunidad Valenciana",369,"20200906","success"
"1003",0.006754,0.003017,"Spain","ESP","ESP.10_1","ESP",0.008917,0.003021,"Comunidad Valenciana",331,"20200907","success"
"1004",0.004905,0.005305,"Spain","ESP","ESP.10_1","ESP",0.005413,0.009231,"Comunidad Valenciana",325,"20200908","success"
"1005",0.003745,0.002797,"Spain","ESP","ESP.10_1","ESP",0.003383,0.002801,"Comunidad Valenciana",357,"20200909","success"
"1006",0.003369,0.003072,"Spain","ESP","ESP.10_1","ESP",0.002375,0.003077,"Comunidad Valenciana",325,"20200910","success"
"1007",0.003498,0.002845,"Spain","ESP","ESP.10_1","ESP",0.00287,0.002849,"Comunidad Valenciana",351,"20200911","success"
"1008",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",328,"20200912","success"
"1009",0.00583,0.005305,"Spain","ESP","ESP.10_1","ESP",0.008146,0.011933,"Comunidad Valenciana",419,"20200913","success"
"1010",0.005031,0.004999,"Spain","ESP","ESP.10_1","ESP",0.00607,0.008696,"Comunidad Valenciana",345,"20200914","success"
"1011",0,0,"Spain","ESP","ESP.10_1","ESP",0,0,"Comunidad Valenciana",320,"20200915","success"
"1012",0.002852,0.002635,"Spain","ESP","ESP.10_1","ESP",0.002148,0.002639,"Comunidad Valenciana",379,"20200916","success"
"1013",0.005903,0.004406,"Spain","ESP","ESP.10_1","ESP",0.00718,0.00625,"Comunidad Valenciana",320,"20200917","success"
"1014",0.003846,0.004365,"Spain","ESP","ESP.10_1","ESP",0.003115,0.006192,"Comunidad Valenciana",323,"20200918","success"
"1015",0.007809,0.004075,"Spain","ESP","ESP.10_1","ESP",0.01255,0.00578,"Comunidad Valenciana",346,"20200919","success"
"1016",0.007182,0.0046,"Spain","ESP","ESP.10_1","ESP",0.012123,0.008,"Comunidad Valenciana",375,"20200920","success"
"1017",0.004465,0.004804,"Spain","ESP","ESP.10_1","ESP",0.004641,0.008357,"Comunidad Valenciana",359,"20200921","success"
"1018",0.005573,0.005193,"Spain","ESP","ESP.10_1","ESP",0.00669,0.009036,"Comunidad Valenciana",332,"20200922","success"
"1019",0.003636,0.002911,"Spain","ESP","ESP.10_1","ESP",0.002692,0.002915,"Comunidad Valenciana",343,"20200923","success"
"1020",0.006159,0.004221,"Spain","ESP","ESP.10_1","ESP",0.00772,0.005988,"Comunidad Valenciana",334,"20200924","success"
"1021",0.012994,0.00881,"Spain","ESP","ESP.11_1","ESP",0.007308,0.00885,"Extremadura",113,"20200503","success"
"1022",0.007683,0.00749,"Spain","ESP","ESP.11_1","ESP",0.005155,0.007519,"Extremadura",133,"20200504","success"
"1023",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",142,"20200505","success"
"1024",0.010635,0.006969,"Spain","ESP","ESP.11_1","ESP",0.007169,0.006993,"Extremadura",143,"20200506","success"
"1025",0.008744,0.007604,"Spain","ESP","ESP.11_1","ESP",0.00683,0.007634,"Extremadura",131,"20200507","success"
"1026",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",140,"20200508","success"
"1027",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",121,"20200509","success"
"1028",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",132,"20200510","success"
"1029",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",120,"20200511","success"
"1030",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",120,"20200512","success"
"1031",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",109,"20200513","success"
"1032",0.011948,0.007017,"Spain","ESP","ESP.11_1","ESP",0.013611,0.007042,"Extremadura",142,"20200514","success"
"1033",0.015962,0.010398,"Spain","ESP","ESP.11_1","ESP",0.019893,0.014815,"Extremadura",135,"20200515","success"
"1034",0.006886,0.007663,"Spain","ESP","ESP.11_1","ESP",0.004584,0.007692,"Extremadura",130,"20200516","success"
"1035",0.008061,0.008163,"Spain","ESP","ESP.11_1","ESP",0.005155,0.008197,"Extremadura",122,"20200517","success"
"1036",0.010391,0.00851,"Spain","ESP","ESP.11_1","ESP",0.007013,0.008547,"Extremadura",117,"20200518","success"
"1037",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",136,"20200519","success"
"1038",0.011651,0.007326,"Spain","ESP","ESP.11_1","ESP",0.011426,0.007353,"Extremadura",136,"20200520","success"
"1039",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",103,"20200521","success"
"1040",0.008967,0.008889,"Spain","ESP","ESP.11_1","ESP",0.00526,0.008929,"Extremadura",112,"20200522","success"
"1041",0.008995,0.006969,"Spain","ESP","ESP.11_1","ESP",0.007287,0.006993,"Extremadura",143,"20200523","success"
"1042",0.010714,0.007117,"Spain","ESP","ESP.11_1","ESP",0.009916,0.007143,"Extremadura",140,"20200524","success"
"1043",0.015801,0.010398,"Spain","ESP","ESP.11_1","ESP",0.023638,0.014815,"Extremadura",135,"20200525","success"
"1044",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",146,"20200526","success"
"1045",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",117,"20200527","success"
"1046",0.008473,0.007663,"Spain","ESP","ESP.11_1","ESP",0.005069,0.007692,"Extremadura",130,"20200528","success"
"1047",0.005991,0.007843,"Spain","ESP","ESP.11_1","ESP",0.003183,0.007874,"Extremadura",127,"20200529","success"
"1048",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",116,"20200530","success"
"1049",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",121,"20200531","success"
"1050",0.022053,0.008889,"Spain","ESP","ESP.11_1","ESP",0.031549,0.008929,"Extremadura",112,"20200601","success"
"1051",0.009045,0.009216,"Spain","ESP","ESP.11_1","ESP",0.006,0.009259,"Extremadura",108,"20200602","success"
"1052",0.011167,0.008583,"Spain","ESP","ESP.11_1","ESP",0.009054,0.008621,"Extremadura",116,"20200604","success"
"1053",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",106,"20200605","success"
"1054",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",111,"20200607","success"
"1055",0.019166,0.009852,"Spain","ESP","ESP.11_1","ESP",0.026265,0.009901,"Extremadura",101,"20200615","success"
"1056",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",121,"20200621","success"
"1057",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",102,"20200622","success"
"1058",0.010736,0.008368,"Spain","ESP","ESP.11_1","ESP",0.009693,0.008403,"Extremadura",119,"20200624","success"
"1059",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",102,"20200710","success"
"1060",0.008722,0.009756,"Spain","ESP","ESP.11_1","ESP",0.005436,0.009804,"Extremadura",102,"20200715","success"
"1061",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",102,"20200720","success"
"1062",0.007776,0.00851,"Spain","ESP","ESP.11_1","ESP",0.004531,0.008547,"Extremadura",117,"20200721","success"
"1063",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",101,"20200727","success"
"1064",0.009644,0.009661,"Spain","ESP","ESP.11_1","ESP",0.006122,0.009709,"Extremadura",103,"20200808","success"
"1065",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",108,"20200809","success"
"1066",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",105,"20200810","success"
"1067",0.008996,0.009478,"Spain","ESP","ESP.11_1","ESP",0.005757,0.009524,"Extremadura",105,"20200811","success"
"1068",0.014603,0.013596,"Spain","ESP","ESP.11_1","ESP",0.016678,0.019417,"Extremadura",103,"20200812","success"
"1069",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",106,"20200816","success"
"1070",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",108,"20200819","success"
"1071",0.012335,0.008968,"Spain","ESP","ESP.11_1","ESP",0.012021,0.009009,"Extremadura",111,"20200820","success"
"1072",0.016135,0.009216,"Spain","ESP","ESP.11_1","ESP",0.016351,0.009259,"Extremadura",108,"20200823","success"
"1073",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",105,"20200824","success"
"1074",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",102,"20200825","success"
"1075",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",110,"20200826","success"
"1076",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",106,"20200827","success"
"1077",0.011387,0.009478,"Spain","ESP","ESP.11_1","ESP",0.009453,0.009524,"Extremadura",105,"20200831","success"
"1078",0,0,"Spain","ESP","ESP.11_1","ESP",0,0,"Extremadura",106,"20200913","success"
"1079",0.010846,0.008032,"Spain","ESP","ESP.12_1","ESP",0.007578,0.008065,"Galicia",124,"20200501","success"
"1080",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",145,"20200502","success"
"1081",0.003379,0.002945,"Spain","ESP","ESP.12_1","ESP",0.001609,0.00295,"Galicia",339,"20200503","success"
"1082",0.006479,0.005042,"Spain","ESP","ESP.12_1","ESP",0.008256,0.008772,"Galicia",342,"20200504","success"
"1083",0.002928,0.002614,"Spain","ESP","ESP.12_1","ESP",0.001319,0.002618,"Galicia",382,"20200505","success"
"1084",0.00421,0.004111,"Spain","ESP","ESP.12_1","ESP",0.004068,0.005831,"Galicia",343,"20200506","success"
"1085",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",375,"20200507","success"
"1086",0.004694,0.003802,"Spain","ESP","ESP.12_1","ESP",0.004971,0.005391,"Galicia",371,"20200508","success"
"1087",0.002581,0.002663,"Spain","ESP","ESP.12_1","ESP",0.001532,0.002667,"Galicia",375,"20200509","success"
"1088",0.00631,0.004564,"Spain","ESP","ESP.12_1","ESP",0.008518,0.007937,"Galicia",378,"20200510","success"
"1089",0.005608,0.002998,"Spain","ESP","ESP.12_1","ESP",0.007554,0.003003,"Galicia",333,"20200511","success"
"1090",0.009207,0.00606,"Spain","ESP","ESP.12_1","ESP",0.015651,0.012195,"Galicia",328,"20200512","success"
"1091",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",332,"20200513","success"
"1092",0.003975,0.003383,"Spain","ESP","ESP.12_1","ESP",0.003791,0.004796,"Galicia",417,"20200514","success"
"1093",0.006463,0.004662,"Spain","ESP","ESP.12_1","ESP",0.010489,0.009368,"Galicia",427,"20200515","success"
"1094",0.003359,0.002401,"Spain","ESP","ESP.12_1","ESP",0.00291,0.002404,"Galicia",416,"20200516","success"
"1095",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",343,"20200517","success"
"1096",0.004463,0.003812,"Spain","ESP","ESP.12_1","ESP",0.005293,0.005405,"Galicia",370,"20200518","success"
"1097",0.003094,0.002472,"Spain","ESP","ESP.12_1","ESP",0.002145,0.002475,"Galicia",404,"20200519","success"
"1098",0.003883,0.003905,"Spain","ESP","ESP.12_1","ESP",0.004189,0.006787,"Galicia",442,"20200520","success"
"1099",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",306,"20200521","success"
"1100",0.003766,0.003896,"Spain","ESP","ESP.12_1","ESP",0.003404,0.005525,"Galicia",362,"20200522","success"
"1101",0.004286,0.004149,"Spain","ESP","ESP.12_1","ESP",0.003794,0.007212,"Galicia",416,"20200523","success"
"1102",0.006801,0.002509,"Spain","ESP","ESP.12_1","ESP",0.009109,0.002513,"Galicia",398,"20200524","success"
"1103",0.003253,0.002685,"Spain","ESP","ESP.12_1","ESP",0.00248,0.002688,"Galicia",372,"20200525","success"
"1104",0.002582,0.00299,"Spain","ESP","ESP.12_1","ESP",0.001263,0.002994,"Galicia",334,"20200526","success"
"1105",0.006186,0.004351,"Spain","ESP","ESP.12_1","ESP",0.007751,0.006173,"Galicia",324,"20200527","success"
"1106",0.002608,0.002998,"Spain","ESP","ESP.12_1","ESP",0.001482,0.003003,"Galicia",333,"20200528","success"
"1107",0.002594,0.002972,"Spain","ESP","ESP.12_1","ESP",0.001431,0.002976,"Galicia",336,"20200529","success"
"1108",0.00389,0.00349,"Spain","ESP","ESP.12_1","ESP",0.002642,0.003497,"Galicia",286,"20200530","success"
"1109",0.007316,0.004052,"Spain","ESP","ESP.12_1","ESP",0.011485,0.005747,"Galicia",348,"20200531","success"
"1110",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",287,"20200601","success"
"1111",0.003983,0.003373,"Spain","ESP","ESP.12_1","ESP",0.002635,0.003378,"Galicia",296,"20200602","success"
"1112",0.005204,0.003454,"Spain","ESP","ESP.12_1","ESP",0.004394,0.00346,"Galicia",289,"20200603","success"
"1113",0.004393,0.003044,"Spain","ESP","ESP.12_1","ESP",0.00371,0.003049,"Galicia",328,"20200604","success"
"1114",0.004073,0.003478,"Spain","ESP","ESP.12_1","ESP",0.002779,0.003484,"Galicia",287,"20200605","success"
"1115",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",287,"20200606","success"
"1116",0.004304,0.003295,"Spain","ESP","ESP.12_1","ESP",0.00329,0.0033,"Galicia",303,"20200607","success"
"1117",0.006914,0.00498,"Spain","ESP","ESP.12_1","ESP",0.00671,0.007067,"Galicia",283,"20200608","success"
"1118",0.005204,0.005033,"Spain","ESP","ESP.12_1","ESP",0.004905,0.007143,"Galicia",280,"20200609","success"
"1119",0.007039,0.004124,"Spain","ESP","ESP.12_1","ESP",0.00788,0.004132,"Galicia",242,"20200610","success"
"1120",0.011902,0.006942,"Spain","ESP","ESP.12_1","ESP",0.022191,0.012097,"Galicia",248,"20200611","success"
"1121",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",313,"20200612","success"
"1122",0.003951,0.003883,"Spain","ESP","ESP.12_1","ESP",0.002681,0.003891,"Galicia",257,"20200613","success"
"1123",0.006663,0.003373,"Spain","ESP","ESP.12_1","ESP",0.003696,0.003378,"Galicia",296,"20200614","success"
"1124",0.00503,0.005033,"Spain","ESP","ESP.12_1","ESP",0.003859,0.007143,"Galicia",280,"20200615","success"
"1125",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",269,"20200616","success"
"1126",0.006205,0.00481,"Spain","ESP","ESP.12_1","ESP",0.006753,0.006826,"Galicia",293,"20200617","success"
"1127",0.00982,0.003945,"Spain","ESP","ESP.12_1","ESP",0.017115,0.003953,"Galicia",253,"20200618","success"
"1128",0.006631,0.007084,"Spain","ESP","ESP.12_1","ESP",0.006223,0.012346,"Galicia",243,"20200619","success"
"1129",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",227,"20200620","success"
"1130",0.007171,0.004997,"Spain","ESP","ESP.12_1","ESP",0.010137,0.007092,"Galicia",282,"20200621","success"
"1131",0.007634,0.003945,"Spain","ESP","ESP.12_1","ESP",0.008732,0.003953,"Galicia",253,"20200622","success"
"1132",0.003924,0.003824,"Spain","ESP","ESP.12_1","ESP",0.002372,0.003831,"Galicia",261,"20200623","success"
"1133",0.005328,0.003431,"Spain","ESP","ESP.12_1","ESP",0.005018,0.003436,"Galicia",291,"20200624","success"
"1134",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",303,"20200625","success"
"1135",0.00288,0.003503,"Spain","ESP","ESP.12_1","ESP",0.001617,0.003509,"Galicia",285,"20200626","success"
"1136",0.007306,0.006427,"Spain","ESP","ESP.12_1","ESP",0.010682,0.011194,"Galicia",268,"20200627","success"
"1137",0.003508,0.003328,"Spain","ESP","ESP.12_1","ESP",0.002296,0.003333,"Galicia",300,"20200628","success"
"1138",0.00525,0.004246,"Spain","ESP","ESP.12_1","ESP",0.00358,0.004255,"Galicia",235,"20200629","success"
"1139",0.006896,0.005749,"Spain","ESP","ESP.12_1","ESP",0.006628,0.008163,"Galicia",245,"20200630","success"
"1140",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",246,"20200701","success"
"1141",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",199,"20200702","success"
"1142",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",171,"20200703","success"
"1143",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",199,"20200704","success"
"1144",0.007114,0.005257,"Spain","ESP","ESP.12_1","ESP",0.006886,0.007463,"Galicia",268,"20200705","success"
"1145",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",252,"20200706","success"
"1146",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",261,"20200707","success"
"1147",0.006819,0.006671,"Spain","ESP","ESP.12_1","ESP",0.00658,0.009479,"Galicia",211,"20200708","success"
"1148",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",236,"20200709","success"
"1149",0.003905,0.003839,"Spain","ESP","ESP.12_1","ESP",0.00247,0.003846,"Galicia",260,"20200710","success"
"1150",0.005508,0.004494,"Spain","ESP","ESP.12_1","ESP",0.004101,0.004505,"Galicia",222,"20200711","success"
"1151",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",274,"20200712","success"
"1152",0.012496,0.004751,"Spain","ESP","ESP.12_1","ESP",0.017449,0.004762,"Galicia",210,"20200713","success"
"1153",0.006613,0.005087,"Spain","ESP","ESP.12_1","ESP",0.006539,0.00722,"Galicia",277,"20200714","success"
"1154",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",225,"20200715","success"
"1155",0.003364,0.003766,"Spain","ESP","ESP.12_1","ESP",0.001916,0.003774,"Galicia",265,"20200716","success"
"1156",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",254,"20200717","success"
"1157",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",260,"20200718","success"
"1158",0.003232,0.003683,"Spain","ESP","ESP.12_1","ESP",0.001625,0.00369,"Galicia",271,"20200719","success"
"1159",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",295,"20200720","success"
"1160",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",287,"20200721","success"
"1161",0.007825,0.006726,"Spain","ESP","ESP.12_1","ESP",0.00805,0.011719,"Galicia",256,"20200722","success"
"1162",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",243,"20200723","success"
"1163",0.006348,0.004141,"Spain","ESP","ESP.12_1","ESP",0.005896,0.004149,"Galicia",241,"20200724","success"
"1164",0.005321,0.004515,"Spain","ESP","ESP.12_1","ESP",0.004143,0.004525,"Galicia",221,"20200725","success"
"1165",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",303,"20200726","success"
"1166",0.009516,0.005069,"Spain","ESP","ESP.12_1","ESP",0.014897,0.007194,"Galicia",278,"20200727","success"
"1167",0.00521,0.003503,"Spain","ESP","ESP.12_1","ESP",0.002981,0.003509,"Galicia",285,"20200728","success"
"1168",0.007754,0.004008,"Spain","ESP","ESP.12_1","ESP",0.007453,0.004016,"Galicia",249,"20200729","success"
"1169",0.007482,0.006066,"Spain","ESP","ESP.12_1","ESP",0.0089,0.010563,"Galicia",284,"20200730","success"
"1170",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",231,"20200731","success"
"1171",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",230,"20200801","success"
"1172",0.009137,0.005992,"Spain","ESP","ESP.12_1","ESP",0.013784,0.008511,"Galicia",235,"20200802","success"
"1173",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",237,"20200803","success"
"1174",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",261,"20200804","success"
"1175",0.002923,0.003914,"Spain","ESP","ESP.12_1","ESP",0.001593,0.003922,"Galicia",255,"20200805","success"
"1176",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",280,"20200806","success"
"1177",0,0,"Spain","ESP","ESP.12_1","ESP",0,0,"Galicia",234,"20200807","success"
