"","data.country","data.gid_0","data.gid_1","data.iso_code","data.region","data.sample_size","data.smoothed_cli","data.smoothed_cli_se","data.survey_date","status"
"1162","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",333,0.008414,0.006044,"20200917","success"
"1163","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",338,0.008302,0.005964,"20200918","success"
"1164","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",343,0.010898,0.006789,"20200919","success"
"1165","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",339,0.011021,0.006865,"20200920","success"
"1166","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",319,0.012612,0.007554,"20200921","success"
"1167","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",301,0.020261,0.009883,"20200922","success"
"1168","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",289,0.01892,0.009671,"20200923","success"
"1169","Spain","ESP","ESP.9_1","ESP","Comunidad Foral de Navarra",285,0.017799,0.009442,"20200924","success"
"1170","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",264,0.0089,0.00759,"20200501","success"
"1171","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",513,0.009237,0.005638,"20200502","success"
"1172","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",905,0.009225,0.004411,"20200503","success"
"1173","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",1319,0.007888,0.00337,"20200504","success"
"1174","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",1731,0.007497,0.002829,"20200505","success"
"1175","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",384,0.017826,0.009372,"20200506","success"
"1176","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",759,0.014981,0.005844,"20200507","success"
"1177","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",1182,0.009974,0.003803,"20200508","success"
"1178","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",1620,0.008779,0.003082,"20200509","success"
"1179","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2090,0.008048,0.002596,"20200510","success"
"1180","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2495,0.007466,0.002263,"20200511","success"
"1181","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2901,0.006385,0.001935,"20200512","success"
"1182","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2949,0.006261,0.001898,"20200513","success"
"1183","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3042,0.004726,0.00163,"20200514","success"
"1184","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3078,0.004897,0.00166,"20200515","success"
"1185","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3095,0.005647,0.001767,"20200516","success"
"1186","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3069,0.005608,0.001777,"20200517","success"
"1187","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3056,0.005478,0.001779,"20200518","success"
"1188","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3118,0.005713,0.001827,"20200519","success"
"1189","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3111,0.0038,0.001488,"20200520","success"
"1190","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2934,0.003934,0.001567,"20200521","success"
"1191","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2845,0.003735,0.001549,"20200522","success"
"1192","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2782,0.003047,0.001412,"20200523","success"
"1193","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2777,0.004444,0.001692,"20200524","success"
"1194","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2820,0.004804,0.001755,"20200525","success"
"1195","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2770,0.005729,0.001932,"20200526","success"
"1196","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2746,0.006147,0.001998,"20200527","success"
"1197","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2834,0.006722,0.002049,"20200528","success"
"1198","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2820,0.007052,0.002094,"20200529","success"
"1199","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2783,0.006769,0.002072,"20200530","success"
"1200","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2747,0.005407,0.001879,"20200531","success"
"1201","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2616,0.005353,0.001907,"20200601","success"
"1202","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2526,0.004419,0.001763,"20200602","success"
"1203","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2506,0.003865,0.001687,"20200603","success"
"1204","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2523,0.004096,0.00172,"20200604","success"
"1205","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2532,0.003162,0.001506,"20200605","success"
"1206","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2533,0.00343,0.001571,"20200606","success"
"1207","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2532,0.002816,0.001429,"20200607","success"
"1208","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2607,0.002004,0.001176,"20200608","success"
"1209","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2623,0.003234,0.001459,"20200609","success"
"1210","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2567,0.003698,0.00156,"20200610","success"
"1211","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2497,0.002448,0.001283,"20200611","success"
"1212","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2482,0.004013,0.001629,"20200612","success"
"1213","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2474,0.0037,0.001562,"20200613","success"
"1214","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2400,0.003933,0.001638,"20200614","success"
"1215","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2331,0.004098,0.001707,"20200615","success"
"1216","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2340,0.003214,0.001508,"20200616","success"
"1217","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2374,0.00283,0.001399,"20200617","success"
"1218","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2367,0.004309,0.001736,"20200618","success"
"1219","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2331,0.002651,0.001372,"20200619","success"
"1220","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2269,0.00317,0.001527,"20200620","success"
"1221","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2296,0.003275,0.001514,"20200621","success"
"1222","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2330,0.003985,0.00165,"20200622","success"
"1223","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2318,0.003488,0.001552,"20200623","success"
"1224","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2334,0.004003,0.001662,"20200624","success"
"1225","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2430,0.002663,0.001338,"20200625","success"
"1226","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2431,0.003106,0.001475,"20200626","success"
"1227","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2495,0.002414,0.001273,"20200627","success"
"1228","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2493,0.002338,0.001266,"20200628","success"
"1229","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2502,0.001902,0.001156,"20200629","success"
"1230","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2517,0.001923,0.001168,"20200630","success"
"1231","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2486,0.001242,0.000951,"20200701","success"
"1232","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2381,0.00112,0.000922,"20200702","success"
"1233","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2355,0.001102,0.000911,"20200703","success"
"1234","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2297,0.002271,0.00134,"20200704","success"
"1235","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2249,0.001873,0.001229,"20200705","success"
"1236","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2194,0.001513,0.001106,"20200706","success"
"1237","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2191,0.001625,0.001141,"20200707","success"
"1238","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2182,0.00158,0.00111,"20200708","success"
"1239","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2215,0.001564,0.001098,"20200709","success"
"1240","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2273,0.001186,0.000948,"20200710","success"
"1241","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2333,0.000982,0.00084,"20200711","success"
"1242","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2409,0.001839,0.001114,"20200712","success"
"1243","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2427,0.002629,0.001321,"20200713","success"
"1244","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2442,0.002847,0.001395,"20200714","success"
"1245","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2469,0.00399,0.001685,"20200715","success"
"1246","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2478,0.003929,0.001659,"20200716","success"
"1247","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2465,0.003967,0.001675,"20200717","success"
"1248","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2499,0.003795,0.001636,"20200718","success"
"1249","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2561,0.003109,0.001466,"20200719","success"
"1250","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2664,0.003343,0.001501,"20200720","success"
"1251","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2728,0.003218,0.001428,"20200721","success"
"1252","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2763,0.002524,0.001235,"20200722","success"
"1253","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2806,0.002554,0.001249,"20200723","success"
"1254","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2873,0.003544,0.001451,"20200724","success"
"1255","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2913,0.003743,0.001484,"20200725","success"
"1256","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2878,0.003933,0.001534,"20200726","success"
"1257","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2872,0.005069,0.001729,"20200727","success"
"1258","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2817,0.005322,0.001815,"20200728","success"
"1259","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2811,0.005439,0.001858,"20200729","success"
"1260","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2791,0.005588,0.001871,"20200730","success"
"1261","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2729,0.006264,0.002023,"20200731","success"
"1262","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2628,0.005755,0.001978,"20200801","success"
"1263","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2632,0.005963,0.00203,"20200802","success"
"1264","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2571,0.003291,0.001536,"20200803","success"
"1265","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2571,0.003448,0.001555,"20200804","success"
"1266","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2578,0.003647,0.001553,"20200805","success"
"1267","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2613,0.003579,0.001535,"20200806","success"
"1268","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2633,0.003649,0.001516,"20200807","success"
"1269","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2667,0.003975,0.001614,"20200808","success"
"1270","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2672,0.003734,0.001556,"20200809","success"
"1271","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2741,0.003715,0.001548,"20200810","success"
"1272","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2782,0.003939,0.001563,"20200811","success"
"1273","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2796,0.004037,0.001599,"20200812","success"
"1274","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2772,0.00427,0.00166,"20200813","success"
"1275","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2776,0.003536,0.001523,"20200814","success"
"1276","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2782,0.003477,0.001462,"20200815","success"
"1277","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2766,0.003456,0.001465,"20200816","success"
"1278","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2728,0.003765,0.00153,"20200817","success"
"1279","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2675,0.003531,0.00151,"20200818","success"
"1280","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2675,0.003718,0.001558,"20200819","success"
"1281","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2666,0.004314,0.001677,"20200820","success"
"1282","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2725,0.004686,0.001732,"20200821","success"
"1283","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2793,0.004419,0.001655,"20200822","success"
"1284","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2872,0.004525,0.00167,"20200823","success"
"1285","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2886,0.004087,0.00158,"20200824","success"
"1286","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2947,0.003508,0.001448,"20200825","success"
"1287","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2960,0.003311,0.001411,"20200826","success"
"1288","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3059,0.003171,0.001354,"20200827","success"
"1289","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3066,0.00417,0.001524,"20200828","success"
"1290","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",3041,0.004257,0.001553,"20200829","success"
"1291","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2971,0.004493,0.001588,"20200830","success"
"1292","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2964,0.004222,0.001541,"20200831","success"
"1293","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2882,0.00576,0.001826,"20200901","success"
"1294","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2843,0.007102,0.002013,"20200902","success"
"1295","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2710,0.00721,0.002061,"20200903","success"
"1296","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2582,0.006695,0.002044,"20200904","success"
"1297","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2527,0.007016,0.002109,"20200905","success"
"1298","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2486,0.008811,0.002358,"20200906","success"
"1299","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2426,0.00997,0.002537,"20200907","success"
"1300","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2407,0.009028,0.002395,"20200908","success"
"1301","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2378,0.007365,0.002167,"20200909","success"
"1302","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2360,0.006932,0.002106,"20200910","success"
"1303","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2410,0.006234,0.001976,"20200911","success"
"1304","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2386,0.005705,0.001901,"20200912","success"
"1305","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2436,0.00445,0.001694,"20200913","success"
"1306","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2450,0.004147,0.001613,"20200914","success"
"1307","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2445,0.003468,0.001493,"20200915","success"
"1308","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2467,0.003259,0.001437,"20200916","success"
"1309","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2462,0.003889,0.001571,"20200917","success"
"1310","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2434,0.003938,0.001593,"20200918","success"
"1311","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2452,0.00559,0.001896,"20200919","success"
"1312","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2408,0.006182,0.001996,"20200920","success"
"1313","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2422,0.005966,0.001965,"20200921","success"
"1314","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2434,0.006774,0.002075,"20200922","success"
"1315","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2398,0.007034,0.002157,"20200923","success"
"1316","Spain","ESP","ESP.10_1","ESP","Comunidad Valenciana",2412,0.007107,0.00217,"20200924","success"
"1317","Spain","ESP","ESP.11_1","ESP","Extremadura",104,0.007876,0.011722,"20200502","success"
"1318","Spain","ESP","ESP.11_1","ESP","Extremadura",217,0.00763,0.008708,"20200503","success"
"1319","Spain","ESP","ESP.11_1","ESP","Extremadura",350,0.006475,0.005867,"20200504","success"
"1320","Spain","ESP","ESP.11_1","ESP","Extremadura",492,0.004348,0.003939,"20200505","success"
"1321","Spain","ESP","ESP.11_1","ESP","Extremadura",143,0.007169,0.010635,"20200506","success"
"1322","Spain","ESP","ESP.11_1","ESP","Extremadura",274,0.00697,0.006756,"20200507","success"
"1323","Spain","ESP","ESP.11_1","ESP","Extremadura",414,0.004295,0.004163,"20200508","success"
"1324","Spain","ESP","ESP.11_1","ESP","Extremadura",535,0.003263,0.003163,"20200509","success"
"1325","Spain","ESP","ESP.11_1","ESP","Extremadura",667,0.002498,0.002421,"20200510","success"
"1326","Spain","ESP","ESP.11_1","ESP","Extremadura",787,0.002062,0.001998,"20200511","success"
"1327","Spain","ESP","ESP.11_1","ESP","Extremadura",907,0.001819,0.001763,"20200512","success"
"1328","Spain","ESP","ESP.11_1","ESP","Extremadura",873,0.001011,0.001294,"20200513","success"
"1329","Spain","ESP","ESP.11_1","ESP","Extremadura",884,0.002116,0.001858,"20200514","success"
"1330","Spain","ESP","ESP.11_1","ESP","Extremadura",879,0.004774,0.002828,"20200515","success"
"1331","Spain","ESP","ESP.11_1","ESP","Extremadura",889,0.006351,0.003214,"20200516","success"
"1332","Spain","ESP","ESP.11_1","ESP","Extremadura",879,0.007267,0.003499,"20200517","success"
"1333","Spain","ESP","ESP.11_1","ESP","Extremadura",875,0.007327,0.003593,"20200518","success"
"1334","Spain","ESP","ESP.11_1","ESP","Extremadura",891,0.007416,0.003637,"20200519","success"
"1335","Spain","ESP","ESP.11_1","ESP","Extremadura",918,0.009102,0.004023,"20200520","success"
"1336","Spain","ESP","ESP.11_1","ESP","Extremadura",879,0.007241,0.003704,"20200521","success"
"1337","Spain","ESP","ESP.11_1","ESP","Extremadura",856,0.005089,0.003148,"20200522","success"
"1338","Spain","ESP","ESP.11_1","ESP","Extremadura",869,0.005576,0.003317,"20200523","success"
"1339","Spain","ESP","ESP.11_1","ESP","Extremadura",887,0.00637,0.00352,"20200524","success"
"1340","Spain","ESP","ESP.11_1","ESP","Extremadura",905,0.009263,0.004119,"20200525","success"
"1341","Spain","ESP","ESP.11_1","ESP","Extremadura",915,0.009235,0.004107,"20200526","success"
"1342","Spain","ESP","ESP.11_1","ESP","Extremadura",896,0.007577,0.003744,"20200527","success"
"1343","Spain","ESP","ESP.11_1","ESP","Extremadura",923,0.00809,0.003834,"20200528","success"
"1344","Spain","ESP","ESP.11_1","ESP","Extremadura",938,0.007648,0.00365,"20200529","success"
"1345","Spain","ESP","ESP.11_1","ESP","Extremadura",911,0.006681,0.003457,"20200530","success"
"1346","Spain","ESP","ESP.11_1","ESP","Extremadura",892,0.005153,0.003037,"20200531","success"
"1347","Spain","ESP","ESP.11_1","ESP","Extremadura",869,0.005055,0.003084,"20200601","success"
"1348","Spain","ESP","ESP.11_1","ESP","Extremadura",831,0.005793,0.003276,"20200602","success"
"1349","Spain","ESP","ESP.11_1","ESP","Extremadura",812,0.006071,0.003433,"20200603","success"
"1350","Spain","ESP","ESP.11_1","ESP","Extremadura",798,0.006635,0.003585,"20200604","success"
"1351","Spain","ESP","ESP.11_1","ESP","Extremadura",777,0.006238,0.003518,"20200605","success"
"1352","Spain","ESP","ESP.11_1","ESP","Extremadura",756,0.007668,0.003991,"20200606","success"
"1353","Spain","ESP","ESP.11_1","ESP","Extremadura",746,0.008072,0.004201,"20200607","success"
"1354","Spain","ESP","ESP.11_1","ESP","Extremadura",732,0.003774,0.002941,"20200608","success"
"1355","Spain","ESP","ESP.11_1","ESP","Extremadura",721,0.00486,0.003364,"20200609","success"
"1356","Spain","ESP","ESP.11_1","ESP","Extremadura",707,0.004943,0.003421,"20200610","success"
"1357","Spain","ESP","ESP.11_1","ESP","Extremadura",685,0.003396,0.00284,"20200611","success"
"1358","Spain","ESP","ESP.11_1","ESP","Extremadura",678,0.003384,0.00283,"20200612","success"
"1359","Spain","ESP","ESP.11_1","ESP","Extremadura",666,0.002807,0.002576,"20200613","success"
"1360","Spain","ESP","ESP.11_1","ESP","Extremadura",638,0.003686,0.003022,"20200614","success"
"1361","Spain","ESP","ESP.11_1","ESP","Extremadura",641,0.007832,0.004269,"20200615","success"
"1362","Spain","ESP","ESP.11_1","ESP","Extremadura",639,0.00582,0.003692,"20200616","success"
"1363","Spain","ESP","ESP.11_1","ESP","Extremadura",643,0.005758,0.003653,"20200617","success"
"1364","Spain","ESP","ESP.11_1","ESP","Extremadura",632,0.005862,0.003719,"20200618","success"
"1365","Spain","ESP","ESP.11_1","ESP","Extremadura",617,0.006147,0.003899,"20200619","success"
"1366","Spain","ESP","ESP.11_1","ESP","Extremadura",618,0.005467,0.003704,"20200620","success"
"1367","Spain","ESP","ESP.11_1","ESP","Extremadura",656,0.004412,0.003219,"20200621","success"
"1368","Spain","ESP","ESP.11_1","ESP","Extremadura",657,0,0,"20200622","success"
"1369","Spain","ESP","ESP.11_1","ESP","Extremadura",661,0,0,"20200623","success"
"1370","Spain","ESP","ESP.11_1","ESP","Extremadura",692,0.001826,0.002023,"20200624","success"
"1371","Spain","ESP","ESP.11_1","ESP","Extremadura",695,0.001825,0.002022,"20200625","success"
"1372","Spain","ESP","ESP.11_1","ESP","Extremadura",703,0.001839,0.002037,"20200626","success"
"1373","Spain","ESP","ESP.11_1","ESP","Extremadura",698,0.001827,0.002024,"20200627","success"
"1374","Spain","ESP","ESP.11_1","ESP","Extremadura",674,0.003922,0.002972,"20200628","success"
"1375","Spain","ESP","ESP.11_1","ESP","Extremadura",660,0.00481,0.003308,"20200629","success"
"1376","Spain","ESP","ESP.11_1","ESP","Extremadura",642,0.004947,0.003403,"20200630","success"
"1377","Spain","ESP","ESP.11_1","ESP","Extremadura",604,0.003228,0.002833,"20200701","success"
"1378","Spain","ESP","ESP.11_1","ESP","Extremadura",580,0.004828,0.003545,"20200702","success"
"1379","Spain","ESP","ESP.11_1","ESP","Extremadura",548,0.005006,0.003675,"20200703","success"
"1380","Spain","ESP","ESP.11_1","ESP","Extremadura",534,0.006608,0.004197,"20200704","success"
"1381","Spain","ESP","ESP.11_1","ESP","Extremadura",523,0.004238,0.0034,"20200705","success"
"1382","Spain","ESP","ESP.11_1","ESP","Extremadura",518,0.003167,0.002915,"20200706","success"
"1383","Spain","ESP","ESP.11_1","ESP","Extremadura",509,0.003199,0.002944,"20200707","success"
"1384","Spain","ESP","ESP.11_1","ESP","Extremadura",522,0.003192,0.002937,"20200708","success"
"1385","Spain","ESP","ESP.11_1","ESP","Extremadura",537,0.00164,0.002076,"20200709","success"
"1386","Spain","ESP","ESP.11_1","ESP","Extremadura",579,0.001515,0.001918,"20200710","success"
"1387","Spain","ESP","ESP.11_1","ESP","Extremadura",605,0.000659,0.001241,"20200711","success"
"1388","Spain","ESP","ESP.11_1","ESP","Extremadura",607,0.000653,0.00123,"20200712","success"
"1389","Spain","ESP","ESP.11_1","ESP","Extremadura",605,0.000659,0.001241,"20200713","success"
"1390","Spain","ESP","ESP.11_1","ESP","Extremadura",621,0.000657,0.001238,"20200714","success"
"1391","Spain","ESP","ESP.11_1","ESP","Extremadura",629,0.001519,0.001855,"20200715","success"
"1392","Spain","ESP","ESP.11_1","ESP","Extremadura",647,0.001528,0.001867,"20200716","success"
"1393","Spain","ESP","ESP.11_1","ESP","Extremadura",638,0.001585,0.001936,"20200717","success"
"1394","Spain","ESP","ESP.11_1","ESP","Extremadura",631,0.002035,0.002228,"20200718","success"
"1395","Spain","ESP","ESP.11_1","ESP","Extremadura",628,0.003606,0.002957,"20200719","success"
"1396","Spain","ESP","ESP.11_1","ESP","Extremadura",649,0.00348,0.002853,"20200720","success"
"1397","Spain","ESP","ESP.11_1","ESP","Extremadura",678,0.004063,0.003006,"20200721","success"
"1398","Spain","ESP","ESP.11_1","ESP","Extremadura",669,0.003459,0.002884,"20200722","success"
"1399","Spain","ESP","ESP.11_1","ESP","Extremadura",665,0.003522,0.002936,"20200723","success"
"1400","Spain","ESP","ESP.11_1","ESP","Extremadura",662,0.003519,0.002934,"20200724","success"
"1401","Spain","ESP","ESP.11_1","ESP","Extremadura",663,0.002508,0.002517,"20200725","success"
"1402","Spain","ESP","ESP.11_1","ESP","Extremadura",667,0.000869,0.001491,"20200726","success"
"1403","Spain","ESP","ESP.11_1","ESP","Extremadura",666,0.00094,0.001614,"20200727","success"
"1404","Spain","ESP","ESP.11_1","ESP","Extremadura",632,0,0,"20200728","success"
"1405","Spain","ESP","ESP.11_1","ESP","Extremadura",624,0.002352,0.002591,"20200729","success"
"1406","Spain","ESP","ESP.11_1","ESP","Extremadura",614,0.002257,0.002486,"20200730","success"
"1407","Spain","ESP","ESP.11_1","ESP","Extremadura",603,0.002228,0.002454,"20200731","success"
"1408","Spain","ESP","ESP.11_1","ESP","Extremadura",603,0.002228,0.002455,"20200801","success"
"1409","Spain","ESP","ESP.11_1","ESP","Extremadura",599,0.002221,0.002446,"20200802","success"
"1410","Spain","ESP","ESP.11_1","ESP","Extremadura",559,0.002261,0.00249,"20200803","success"
"1411","Spain","ESP","ESP.11_1","ESP","Extremadura",551,0.002193,0.002415,"20200804","success"
"1412","Spain","ESP","ESP.11_1","ESP","Extremadura",546,0,0,"20200805","success"
"1413","Spain","ESP","ESP.11_1","ESP","Extremadura",552,0,0,"20200806","success"
"1414","Spain","ESP","ESP.11_1","ESP","Extremadura",556,0,0,"20200807","success"
"1415","Spain","ESP","ESP.11_1","ESP","Extremadura",574,0.001117,0.00176,"20200808","success"
"1416","Spain","ESP","ESP.11_1","ESP","Extremadura",597,0.00105,0.001655,"20200809","success"
"1417","Spain","ESP","ESP.11_1","ESP","Extremadura",641,0.000971,0.00153,"20200810","success"
"1418","Spain","ESP","ESP.11_1","ESP","Extremadura",671,0.001855,0.002058,"20200811","success"
"1419","Spain","ESP","ESP.11_1","ESP","Extremadura",694,0.004579,0.003148,"20200812","success"
"1420","Spain","ESP","ESP.11_1","ESP","Extremadura",697,0.004485,0.003082,"20200813","success"
"1421","Spain","ESP","ESP.11_1","ESP","Extremadura",698,0.004329,0.002975,"20200814","success"
