"","data.country","data.gid_0","data.gid_1","data.ili_se","data.ili_se_unw","data.iso_code","data.percent_ili","data.percent_ili_unw","data.region","data.sample_size","data.survey_date","status"
"447","Spain","ESP","ESP.5_1",0.005751,0.004564,"ESP",0.007344,0.007937,"Castilla y León",378,"20200515","success"
"448","Spain","ESP","ESP.5_1",0.005822,0.003822,"ESP",0.007493,0.00542,"Castilla y León",369,"20200516","success"
"449","Spain","ESP","ESP.5_1",0.003014,0.002535,"ESP",0.002367,0.002538,"Castilla y León",394,"20200517","success"
"450","Spain","ESP","ESP.5_1",0.004012,0.002963,"ESP",0.003483,0.002967,"Castilla y León",337,"20200518","success"
"451","Spain","ESP","ESP.5_1",0.003563,0.003449,"ESP",0.003447,0.00489,"Castilla y León",409,"20200519","success"
"452","Spain","ESP","ESP.5_1",0.004047,0.003544,"ESP",0.004306,0.005025,"Castilla y León",398,"20200520","success"
"453","Spain","ESP","ESP.5_1",0.005653,0.003711,"ESP",0.005089,0.003717,"Castilla y León",269,"20200521","success"
"454","Spain","ESP","ESP.5_1",0.007228,0.005321,"ESP",0.009871,0.009259,"Castilla y León",324,"20200522","success"
"455","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",391,"20200523","success"
"456","Spain","ESP","ESP.5_1",0.003009,0.002454,"ESP",0.002173,0.002457,"Castilla y León",407,"20200524","success"
"457","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",354,"20200525","success"
"458","Spain","ESP","ESP.5_1",0.002281,0.002869,"ESP",0.001034,0.002874,"Castilla y León",348,"20200526","success"
"459","Spain","ESP","ESP.5_1",0.004192,0.004099,"ESP",0.004553,0.005814,"Castilla y León",344,"20200527","success"
"460","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",326,"20200528","success"
"461","Spain","ESP","ESP.5_1",0.002924,0.00314,"ESP",0.001819,0.003145,"Castilla y León",318,"20200529","success"
"462","Spain","ESP","ESP.5_1",0.003003,0.003317,"ESP",0.001622,0.003322,"Castilla y León",301,"20200530","success"
"463","Spain","ESP","ESP.5_1",0.005004,0.004625,"ESP",0.004409,0.008043,"Castilla y León",373,"20200531","success"
"464","Spain","ESP","ESP.5_1",0.003775,0.00381,"ESP",0.002056,0.003817,"Castilla y León",262,"20200601","success"
"465","Spain","ESP","ESP.5_1",0.007434,0.004827,"ESP",0.010116,0.006849,"Castilla y León",292,"20200602","success"
"466","Spain","ESP","ESP.5_1",0.007705,0.007379,"ESP",0.007784,0.01487,"Castilla y León",269,"20200603","success"
"467","Spain","ESP","ESP.5_1",0.003631,0.003263,"ESP",0.002383,0.003268,"Castilla y León",306,"20200604","success"
"468","Spain","ESP","ESP.5_1",0.004651,0.003992,"ESP",0.003442,0.004,"Castilla y León",250,"20200605","success"
"469","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",302,"20200606","success"
"470","Spain","ESP","ESP.5_1",0.002603,0.003252,"ESP",0.001475,0.003257,"Castilla y León",307,"20200607","success"
"471","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",257,"20200608","success"
"472","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",275,"20200609","success"
"473","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",263,"20200610","success"
"474","Spain","ESP","ESP.5_1",0.008113,0.006859,"ESP",0.010314,0.011952,"Castilla y León",251,"20200611","success"
"475","Spain","ESP","ESP.5_1",0.008016,0.00498,"ESP",0.011399,0.007067,"Castilla y León",283,"20200612","success"
"476","Spain","ESP","ESP.5_1",0.008211,0.005679,"ESP",0.011574,0.008065,"Castilla y León",248,"20200613","success"
"477","Spain","ESP","ESP.5_1",0.00775,0.005749,"ESP",0.007813,0.008163,"Castilla y León",245,"20200614","success"
"478","Spain","ESP","ESP.5_1",0.008063,0.004515,"ESP",0.008696,0.004525,"Castilla y León",221,"20200615","success"
"479","Spain","ESP","ESP.5_1",0.003661,0.004357,"ESP",0.002011,0.004367,"Castilla y León",229,"20200616","success"
"480","Spain","ESP","ESP.5_1",0.01216,0.006859,"ESP",0.019152,0.011952,"Castilla y León",251,"20200617","success"
"481","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",228,"20200618","success"
"482","Spain","ESP","ESP.5_1",0.009447,0.00464,"ESP",0.012598,0.004651,"Castilla y León",215,"20200619","success"
"483","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",246,"20200620","success"
"484","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",255,"20200621","success"
"485","Spain","ESP","ESP.5_1",0.006122,0.005942,"ESP",0.005144,0.008439,"Castilla y León",237,"20200622","success"
"486","Spain","ESP","ESP.5_1",0.007987,0.005612,"ESP",0.008513,0.007968,"Castilla y León",251,"20200623","success"
"487","Spain","ESP","ESP.5_1",0.004742,0.003766,"ESP",0.004184,0.003774,"Castilla y León",265,"20200624","success"
"488","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",268,"20200625","success"
"489","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",212,"20200626","success"
"490","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",200,"20200627","success"
"491","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",238,"20200628","success"
"492","Spain","ESP","ESP.5_1",0.004218,0.00409,"ESP",0.001743,0.004098,"Castilla y León",244,"20200629","success"
"493","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",212,"20200630","success"
"494","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",255,"20200701","success"
"495","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",190,"20200702","success"
"496","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",154,"20200703","success"
"497","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",177,"20200704","success"
"498","Spain","ESP","ESP.5_1",0.005131,0.004751,"ESP",0.003088,0.004762,"Castilla y León",210,"20200705","success"
"499","Spain","ESP","ESP.5_1",0.004463,0.004515,"ESP",0.00263,0.004525,"Castilla y León",221,"20200706","success"
"500","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",237,"20200707","success"
"501","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",217,"20200708","success"
"502","Spain","ESP","ESP.5_1",0.017687,0.005168,"ESP",0.034189,0.005181,"Castilla y León",193,"20200709","success"
"503","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",230,"20200710","success"
"504","Spain","ESP","ESP.5_1",0.009343,0.004662,"ESP",0.010123,0.004673,"Castilla y León",214,"20200711","success"
"505","Spain","ESP","ESP.5_1",0.00721,0.00404,"ESP",0.009142,0.004049,"Castilla y León",247,"20200712","success"
"506","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",225,"20200713","success"
"507","Spain","ESP","ESP.5_1",0.005053,0.004228,"ESP",0.002863,0.004237,"Castilla y León",236,"20200714","success"
"508","Spain","ESP","ESP.5_1",0.006214,0.00432,"ESP",0.005396,0.004329,"Castilla y León",231,"20200715","success"
"509","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",238,"20200716","success"
"510","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",210,"20200717","success"
"511","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",201,"20200718","success"
"512","Spain","ESP","ESP.5_1",0.003636,0.004357,"ESP",0.001971,0.004367,"Castilla y León",229,"20200719","success"
"513","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",235,"20200720","success"
"514","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",260,"20200721","success"
"515","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",247,"20200722","success"
"516","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",240,"20200723","success"
"517","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",253,"20200724","success"
"518","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",258,"20200725","success"
"519","Spain","ESP","ESP.5_1",0.004453,0.004376,"ESP",0.00254,0.004386,"Castilla y León",228,"20200726","success"
"520","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",251,"20200727","success"
"521","Spain","ESP","ESP.5_1",0.003755,0.004535,"ESP",0.001487,0.004545,"Castilla y León",220,"20200728","success"
"522","Spain","ESP","ESP.5_1",0.003402,0.00409,"ESP",0.00181,0.004098,"Castilla y León",244,"20200729","success"
"523","Spain","ESP","ESP.5_1",0.005102,0.004073,"ESP",0.003901,0.004082,"Castilla y León",245,"20200730","success"
"524","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",216,"20200731","success"
"525","Spain","ESP","ESP.5_1",0.006815,0.005222,"ESP",0.005596,0.005236,"Castilla y León",191,"20200801","success"
"526","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",239,"20200802","success"
"527","Spain","ESP","ESP.5_1",0.003454,0.00396,"ESP",0.00205,0.003968,"Castilla y León",252,"20200803","success"
"528","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",226,"20200804","success"
"529","Spain","ESP","ESP.5_1",0.003471,0.004057,"ESP",0.001922,0.004065,"Castilla y León",246,"20200805","success"
"530","Spain","ESP","ESP.5_1",0.004518,0.004706,"ESP",0.002757,0.004717,"Castilla y León",212,"20200806","success"
"531","Spain","ESP","ESP.5_1",0.005203,0.006096,"ESP",0.004415,0.008658,"Castilla y León",231,"20200807","success"
"532","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",200,"20200808","success"
"533","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",268,"20200809","success"
"534","Spain","ESP","ESP.5_1",0.003671,0.003454,"ESP",0.002072,0.00346,"Castilla y León",289,"20200810","success"
"535","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",255,"20200811","success"
"536","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",236,"20200812","success"
"537","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",245,"20200813","success"
"538","Spain","ESP","ESP.5_1",0.00949,0.004728,"ESP",0.010599,0.004739,"Castilla y León",211,"20200814","success"
"539","Spain","ESP","ESP.5_1",0.005779,0.004283,"ESP",0.00451,0.004292,"Castilla y León",233,"20200815","success"
"540","Spain","ESP","ESP.5_1",0.004725,0.003565,"ESP",0.0032,0.003571,"Castilla y León",280,"20200816","success"
"541","Spain","ESP","ESP.5_1",0.004451,0.004283,"ESP",0.002866,0.004292,"Castilla y León",233,"20200817","success"
"542","Spain","ESP","ESP.5_1",0.012651,0.007999,"ESP",0.024713,0.016129,"Castilla y León",248,"20200818","success"
"543","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",272,"20200819","success"
"544","Spain","ESP","ESP.5_1",0.003922,0.00367,"ESP",0.002797,0.003676,"Castilla y León",272,"20200820","success"
"545","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",269,"20200821","success"
"546","Spain","ESP","ESP.5_1",0.006474,0.004073,"ESP",0.006301,0.004082,"Castilla y León",245,"20200822","success"
"547","Spain","ESP","ESP.5_1",0.01038,0.008086,"ESP",0.016986,0.018248,"Castilla y León",274,"20200823","success"
"548","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",275,"20200824","success"
"549","Spain","ESP","ESP.5_1",0.005324,0.00354,"ESP",0.005319,0.003546,"Castilla y León",282,"20200825","success"
"550","Spain","ESP","ESP.5_1",0.004971,0.003945,"ESP",0.003932,0.003953,"Castilla y León",253,"20200826","success"
"551","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",246,"20200827","success"
"552","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",254,"20200828","success"
"553","Spain","ESP","ESP.5_1",0.004546,0.003766,"ESP",0.003341,0.003774,"Castilla y León",265,"20200829","success"
"554","Spain","ESP","ESP.5_1",0.005111,0.004024,"ESP",0.003708,0.004032,"Castilla y León",248,"20200830","success"
"555","Spain","ESP","ESP.5_1",0.004195,0.004619,"ESP",0.002334,0.00463,"Castilla y León",216,"20200831","success"
"556","Spain","ESP","ESP.5_1",0.00534,0.004396,"ESP",0.003971,0.004405,"Castilla y León",227,"20200901","success"
"557","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",227,"20200902","success"
"558","Spain","ESP","ESP.5_1",0.011902,0.008037,"ESP",0.01644,0.014019,"Castilla y León",214,"20200903","success"
"559","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",204,"20200904","success"
"560","Spain","ESP","ESP.5_1",0.010841,0.005749,"ESP",0.018074,0.008163,"Castilla y León",245,"20200905","success"
"561","Spain","ESP","ESP.5_1",0.005836,0.004415,"ESP",0.005366,0.004425,"Castilla y León",226,"20200906","success"
"562","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",210,"20200907","success"
"563","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",234,"20200908","success"
"564","Spain","ESP","ESP.5_1",0.006321,0.004435,"ESP",0.006086,0.004444,"Castilla y León",225,"20200909","success"
"565","Spain","ESP","ESP.5_1",0.0079,0.005892,"ESP",0.011136,0.008368,"Castilla y León",239,"20200910","success"
"566","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",195,"20200911","success"
"567","Spain","ESP","ESP.5_1",0.007291,0.007036,"ESP",0.006444,0.01,"Castilla y León",200,"20200912","success"
"568","Spain","ESP","ESP.5_1",0.003185,0.004193,"ESP",0.001592,0.004202,"Castilla y León",238,"20200913","success"
"569","Spain","ESP","ESP.5_1",0.00851,0.006639,"ESP",0.010128,0.009434,"Castilla y León",212,"20200914","success"
"570","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",210,"20200915","success"
"571","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",209,"20200916","success"
"572","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",229,"20200917","success"
"573","Spain","ESP","ESP.5_1",0.004977,0.004494,"ESP",0.003974,0.004505,"Castilla y León",222,"20200918","success"
"574","Spain","ESP","ESP.5_1",0.006629,0.006203,"ESP",0.005857,0.008811,"Castilla y León",227,"20200919","success"
"575","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",244,"20200920","success"
"576","Spain","ESP","ESP.5_1",0,0,"ESP",0,0,"Castilla y León",230,"20200921","success"
"577","Spain","ESP","ESP.5_1",0.003939,0.004264,"ESP",0.002334,0.004274,"Castilla y León",234,"20200922","success"
"578","Spain","ESP","ESP.5_1",0.00507,0.004435,"ESP",0.003723,0.004444,"Castilla y León",225,"20200923","success"
"579","Spain","ESP","ESP.5_1",0.012519,0.008968,"ESP",0.021985,0.0181,"Castilla y León",221,"20200924","success"
"580","Spain","ESP","ESP.6_1",0.004944,0.006515,"ESP",0.002164,0.006536,"Cataluña",153,"20200501","success"
"581","Spain","ESP","ESP.6_1",0.010248,0.009889,"ESP",0.009559,0.014085,"Cataluña",142,"20200502","success"
"582","Spain","ESP","ESP.6_1",0.005915,0.004292,"ESP",0.007747,0.007463,"Cataluña",402,"20200503","success"
"583","Spain","ESP","ESP.6_1",0.003982,0.00299,"ESP",0.004296,0.004237,"Cataluña",472,"20200504","success"
"584","Spain","ESP","ESP.6_1",0.00504,0.002026,"ESP",0.006917,0.002028,"Cataluña",493,"20200505","success"
"585","Spain","ESP","ESP.6_1",0.005011,0.003136,"ESP",0.006693,0.004444,"Cataluña",450,"20200506","success"
"586","Spain","ESP","ESP.6_1",0.007411,0.005966,"ESP",0.014274,0.017021,"Cataluña",470,"20200507","success"
"587","Spain","ESP","ESP.6_1",0.002055,0.002484,"ESP",0.001015,0.002488,"Cataluña",402,"20200508","success"
"588","Spain","ESP","ESP.6_1",0.002752,0.003015,"ESP",0.002054,0.004274,"Cataluña",468,"20200509","success"
"589","Spain","ESP","ESP.6_1",0.00426,0.003845,"ESP",0.005812,0.006682,"Cataluña",449,"20200510","success"
"590","Spain","ESP","ESP.6_1",0.005219,0.003778,"ESP",0.007019,0.006565,"Cataluña",457,"20200511","success"
"591","Spain","ESP","ESP.6_1",0.003718,0.003626,"ESP",0.003241,0.005141,"Cataluña",389,"20200512","success"
"592","Spain","ESP","ESP.6_1",0.003022,0.002628,"ESP",0.002287,0.002632,"Cataluña",380,"20200513","success"
"593","Spain","ESP","ESP.6_1",0.004534,0.003474,"ESP",0.006253,0.006036,"Cataluña",497,"20200514","success"
"594","Spain","ESP","ESP.6_1",0.004863,0.00351,"ESP",0.007283,0.006098,"Cataluña",492,"20200515","success"
"595","Spain","ESP","ESP.6_1",0.006879,0.005146,"ESP",0.012907,0.012685,"Cataluña",473,"20200516","success"
"596","Spain","ESP","ESP.6_1",0.004092,0.003277,"ESP",0.004899,0.005693,"Cataluña",527,"20200517","success"
"597","Spain","ESP","ESP.6_1",0.006332,0.004566,"ESP",0.010886,0.009174,"Cataluña",436,"20200518","success"
"598","Spain","ESP","ESP.6_1",0.004279,0.003048,"ESP",0.004519,0.00432,"Cataluña",463,"20200519","success"
"599","Spain","ESP","ESP.6_1",0.004735,0.004625,"ESP",0.006512,0.010395,"Cataluña",481,"20200520","success"
"600","Spain","ESP","ESP.6_1",0.006057,0.00556,"ESP",0.00652,0.009677,"Cataluña",310,"20200521","success"
"601","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",417,"20200522","success"
"602","Spain","ESP","ESP.6_1",0.00384,0.003879,"ESP",0.003931,0.006742,"Cataluña",445,"20200523","success"
"603","Spain","ESP","ESP.6_1",0.002176,0.002148,"ESP",0.001255,0.002151,"Cataluña",465,"20200524","success"
"604","Spain","ESP","ESP.6_1",0.004736,0.004785,"ESP",0.005805,0.009615,"Cataluña",416,"20200525","success"
"605","Spain","ESP","ESP.6_1",0.004829,0.002466,"ESP",0.005408,0.002469,"Cataluña",405,"20200526","success"
"606","Spain","ESP","ESP.6_1",0.007296,0.006686,"ESP",0.014171,0.019093,"Cataluña",419,"20200527","success"
"607","Spain","ESP","ESP.6_1",0.003652,0.003343,"ESP",0.003313,0.004739,"Cataluña",422,"20200528","success"
"608","Spain","ESP","ESP.6_1",0.00292,0.002886,"ESP",0.001703,0.00289,"Cataluña",346,"20200529","success"
"609","Spain","ESP","ESP.6_1",0.004765,0.005102,"ESP",0.005218,0.010256,"Cataluña",390,"20200530","success"
"610","Spain","ESP","ESP.6_1",0.002925,0.003375,"ESP",0.002229,0.004785,"Cataluña",418,"20200531","success"
"611","Spain","ESP","ESP.6_1",0.005273,0.004613,"ESP",0.006081,0.008021,"Cataluña",374,"20200601","success"
"612","Spain","ESP","ESP.6_1",0.003605,0.002608,"ESP",0.00269,0.002611,"Cataluña",383,"20200602","success"
"613","Spain","ESP","ESP.6_1",0.004483,0.003673,"ESP",0.004181,0.005208,"Cataluña",384,"20200603","success"
"614","Spain","ESP","ESP.6_1",0.006666,0.005234,"ESP",0.012748,0.012903,"Cataluña",465,"20200604","success"
"615","Spain","ESP","ESP.6_1",0.001872,0.002594,"ESP",0.000787,0.002597,"Cataluña",385,"20200605","success"
"616","Spain","ESP","ESP.6_1",0.005076,0.00447,"ESP",0.005635,0.007772,"Cataluña",386,"20200606","success"
"617","Spain","ESP","ESP.6_1",0.004409,0.003995,"ESP",0.004745,0.006944,"Cataluña",432,"20200607","success"
"618","Spain","ESP","ESP.6_1",0.002671,0.002751,"ESP",0.001357,0.002755,"Cataluña",363,"20200608","success"
"619","Spain","ESP","ESP.6_1",0.003574,0.002837,"ESP",0.002746,0.002841,"Cataluña",352,"20200609","success"
"620","Spain","ESP","ESP.6_1",0.00638,0.00542,"ESP",0.008376,0.010899,"Cataluña",367,"20200610","success"
"621","Spain","ESP","ESP.6_1",0.005874,0.005525,"ESP",0.007329,0.011111,"Cataluña",360,"20200611","success"
"622","Spain","ESP","ESP.6_1",0.007049,0.004447,"ESP",0.011613,0.007732,"Cataluña",388,"20200612","success"
"623","Spain","ESP","ESP.6_1",0.00419,0.004552,"ESP",0.004186,0.007916,"Cataluña",379,"20200613","success"
"624","Spain","ESP","ESP.6_1",0.002867,0.002998,"ESP",0.001613,0.003003,"Cataluña",333,"20200614","success"
"625","Spain","ESP","ESP.6_1",0.004038,0.003761,"ESP",0.003501,0.005333,"Cataluña",375,"20200615","success"
"626","Spain","ESP","ESP.6_1",0.003702,0.002972,"ESP",0.00261,0.002976,"Cataluña",336,"20200616","success"
"627","Spain","ESP","ESP.6_1",0.003945,0.002937,"ESP",0.002934,0.002941,"Cataluña",340,"20200617","success"
"628","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",352,"20200618","success"
"629","Spain","ESP","ESP.6_1",0.005321,0.003053,"ESP",0.005483,0.003058,"Cataluña",327,"20200619","success"
"630","Spain","ESP","ESP.6_1",0.005832,0.003939,"ESP",0.00685,0.005587,"Cataluña",358,"20200620","success"
"631","Spain","ESP","ESP.6_1",0.004125,0.003391,"ESP",0.004147,0.004808,"Cataluña",416,"20200621","success"
"632","Spain","ESP","ESP.6_1",0.003575,0.002945,"ESP",0.002676,0.00295,"Cataluña",339,"20200622","success"
"633","Spain","ESP","ESP.6_1",0.002478,0.00319,"ESP",0.001074,0.003195,"Cataluña",313,"20200623","success"
"634","Spain","ESP","ESP.6_1",0.004196,0.003781,"ESP",0.003969,0.005362,"Cataluña",373,"20200624","success"
"635","Spain","ESP","ESP.6_1",0.008578,0.004637,"ESP",0.01293,0.008065,"Cataluña",372,"20200625","success"
"636","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",370,"20200626","success"
"637","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",333,"20200627","success"
"638","Spain","ESP","ESP.6_1",0.003073,0.002797,"ESP",0.002032,0.002801,"Cataluña",357,"20200628","success"
"639","Spain","ESP","ESP.6_1",0.003035,0.003907,"ESP",0.00187,0.00554,"Cataluña",361,"20200629","success"
"640","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",366,"20200630","success"
"641","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",333,"20200701","success"
"642","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",277,"20200702","success"
"643","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",275,"20200703","success"
"644","Spain","ESP","ESP.6_1",0.002796,0.00316,"ESP",0.001496,0.003165,"Cataluña",316,"20200704","success"
"645","Spain","ESP","ESP.6_1",0.006192,0.004221,"ESP",0.008441,0.005988,"Cataluña",334,"20200705","success"
"646","Spain","ESP","ESP.6_1",0.00974,0.004075,"ESP",0.021016,0.00578,"Cataluña",346,"20200706","success"
"647","Spain","ESP","ESP.6_1",0.003591,0.003853,"ESP",0.003061,0.005464,"Cataluña",366,"20200707","success"
"648","Spain","ESP","ESP.6_1",0.004246,0.00299,"ESP",0.003831,0.002994,"Cataluña",334,"20200708","success"
"649","Spain","ESP","ESP.6_1",0.002714,0.002635,"ESP",0.001526,0.002639,"Cataluña",379,"20200709","success"
"650","Spain","ESP","ESP.6_1",0.004495,0.002581,"ESP",0.004915,0.002584,"Cataluña",387,"20200710","success"
"651","Spain","ESP","ESP.6_1",0.004765,0.003928,"ESP",0.004969,0.005571,"Cataluña",359,"20200711","success"
"652","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",440,"20200712","success"
"653","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",429,"20200713","success"
"654","Spain","ESP","ESP.6_1",0.004863,0.004209,"ESP",0.005163,0.007317,"Cataluña",410,"20200714","success"
"655","Spain","ESP","ESP.6_1",0.00901,0.005569,"ESP",0.018552,0.012531,"Cataluña",399,"20200715","success"
"656","Spain","ESP","ESP.6_1",0.004173,0.003458,"ESP",0.004506,0.004902,"Cataluña",408,"20200716","success"
"657","Spain","ESP","ESP.6_1",0.005232,0.003843,"ESP",0.006158,0.00545,"Cataluña",367,"20200717","success"
"658","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",425,"20200718","success"
"659","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",471,"20200719","success"
"660","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",442,"20200720","success"
"661","Spain","ESP","ESP.6_1",0.005285,0.003786,"ESP",0.007333,0.006579,"Cataluña",456,"20200721","success"
"662","Spain","ESP","ESP.6_1",0.002842,0.002922,"ESP",0.002009,0.004141,"Cataluña",483,"20200722","success"
"663","Spain","ESP","ESP.6_1",0.003087,0.002334,"ESP",0.00218,0.002336,"Cataluña",428,"20200723","success"
"664","Spain","ESP","ESP.6_1",0.007409,0.005012,"ESP",0.013454,0.010076,"Cataluña",397,"20200724","success"
"665","Spain","ESP","ESP.6_1",0.005665,0.004139,"ESP",0.008891,0.007194,"Cataluña",417,"20200725","success"
"666","Spain","ESP","ESP.6_1",0.005924,0.003289,"ESP",0.009216,0.004662,"Cataluña",429,"20200726","success"
"667","Spain","ESP","ESP.6_1",0.002646,0.003035,"ESP",0.001845,0.004301,"Cataluña",465,"20200727","success"
"668","Spain","ESP","ESP.6_1",0.004553,0.003761,"ESP",0.004351,0.005333,"Cataluña",375,"20200728","success"
"669","Spain","ESP","ESP.6_1",0.002174,0.002389,"ESP",0.00115,0.002392,"Cataluña",418,"20200729","success"
"670","Spain","ESP","ESP.6_1",0.001916,0.002356,"ESP",0.000947,0.002358,"Cataluña",424,"20200730","success"
"671","Spain","ESP","ESP.6_1",0.006511,0.004713,"ESP",0.008939,0.008197,"Cataluña",366,"20200731","success"
"672","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",383,"20200801","success"
"673","Spain","ESP","ESP.6_1",0.00522,0.003367,"ESP",0.006573,0.004773,"Cataluña",419,"20200802","success"
"674","Spain","ESP","ESP.6_1",0,0,"ESP",0,0,"Cataluña",378,"20200803","success"
"675","Spain","ESP","ESP.6_1",0.003581,0.002981,"ESP",0.002562,0.002985,"Cataluña",335,"20200804","success"
"676","Spain","ESP","ESP.6_1",0.002557,0.002766,"ESP",0.00134,0.00277,"Cataluña",361,"20200805","success"
"677","Spain","ESP","ESP.6_1",0.002774,0.002649,"ESP",0.001621,0.002653,"Cataluña",377,"20200806","success"
"678","Spain","ESP","ESP.6_1",0.003404,0.003635,"ESP",0.002528,0.005155,"Cataluña",388,"20200807","success"
"679","Spain","ESP","ESP.6_1",0.003735,0.003741,"ESP",0.003053,0.005305,"Cataluña",377,"20200808","success"
"680","Spain","ESP","ESP.6_1",0.005733,0.005122,"ESP",0.01003,0.011521,"Cataluña",434,"20200809","success"
"681","Spain","ESP","ESP.6_1",0.008101,0.005249,"ESP",0.014623,0.010554,"Cataluña",379,"20200810","success"
"682","Spain","ESP","ESP.6_1",0.005534,0.004914,"ESP",0.007854,0.009877,"Cataluña",405,"20200811","success"
"683","Spain","ESP","ESP.6_1",0.004931,0.003654,"ESP",0.00582,0.005181,"Cataluña",386,"20200812","success"
"684","Spain","ESP","ESP.6_1",0.009271,0.00649,"ESP",0.017529,0.01462,"Cataluña",342,"20200813","success"
"685","Spain","ESP","ESP.6_1",0.002612,0.002878,"ESP",0.001328,0.002882,"Cataluña",347,"20200814","success"
