"","date","cs_recent","ccfr","fb_umd","population"
"85",2020-08-21,1.23684080880341,1.07942970149269,1.97675786098498,204453710
"86",2020-08-22,1.27063037066402,1.06448925653956,1.96221803921108,204453710
"87",2020-08-23,1.29678321944432,1.01073752305813,1.94728558041336,204453710
"88",2020-08-24,1.30890842177594,0.962096161350846,1.93196941461397,204453710
"89",2020-08-25,1.30287151810374,0.952439015046286,1.91627847183504,204453710
"90",2020-08-26,1.28120373983988,0.945467766953033,1.90022168209871,204453710
"91",2020-08-28,1.24766120036182,0.992388171473347,1.86704628184242,204453710
"92",2020-08-30,1.20600001304705,0.908302836514735,1.83251465402222,204453710
"93",2020-09-01,1.15997629127303,0.856033243218682,1.79669823881523,204453710
"94",2020-09-01,1.15997629127303,0.856033243218682,1.77833056099703,204453710
"95",2020-09-02,1.11334614841726,0.864247619169615,1.75966847639856,204453710
"96",2020-09-03,1.06986569785721,0.889163474921145,1.74072091504194,204453710
"97",2020-09-08,1.03329105292576,0.762177940682534,1.64201350766163,204453710
"98",2020-09-10,1.00450285807153,0.76026604108778,1.60084475817742,204453710
"99",2020-09-11,0.972965822926163,0.790333967828175,1.5799348635527,204453710
