"","date","p_cases","p_cases_recent"
"1",2020-03-22,0.00732594266961441,0
"2",2020-03-23,0.0291537195886402,0
"3",2020-03-24,0.0307997696379902,0
"4",2020-03-25,0.0414394551707602,0
"5",2020-03-26,0.0407700100900589,0
"6",2020-03-27,0.0411174184619157,0
"7",2020-03-28,0.0411174184619157,0
"8",2020-03-29,0.0329759691296403,0
"9",2020-03-30,0.030025340539545,0
"10",2020-03-31,0.0296678439243839,0
"11",2020-04-01,0.0294488363136752,0
"12",2020-04-02,0.0244063672242966,0
"13",2020-04-03,0.0251014274995704,0
"14",2020-04-04,0.0243575644427605,0
"15",2020-04-05,0.0241482199083544,0
"16",2020-04-06,0.0215495175991318,0
"17",2020-04-07,0.0226293811886001,0
"18",2020-04-08,0.0234362196012886,0
"19",2020-04-09,0.0257174578450775,0
"20",2020-04-10,0.0277855520381141,0
"21",2020-04-11,0.0278038402635792,0
"22",2020-04-12,0.0285478522213738,0
"23",2020-04-13,0.0290278113857425,0
"24",2020-04-14,0.0284920636110113,0
"25",2020-04-15,0.0297979503403661,0
"26",2020-04-16,0.0289400188255655,0
"27",2020-04-17,0.0278576445929403,0
"28",2020-04-18,0.0287472030271679,0
"29",2020-04-19,0.03164375482415,0
"30",2020-04-20,0.0320026759518467,0
"31",2020-04-21,0.0321617348826472,0
"32",2020-04-22,0.0318719960910146,0
"33",2020-04-23,0.0309331659053344,0
"34",2020-04-24,0.0309271956791859,0
"35",2020-04-25,0.0309095967218565,0
"36",2020-04-26,0.0310503883804922,0
"37",2020-04-27,0.0310998422153818,0
"38",2020-04-28,0.0309258994871638,0
"39",2020-04-29,0.0313264967866585,0
"40",2020-04-30,0.0313264967866585,0
"41",2020-05-01,0.031385056010067,0
"42",2020-05-02,0.031385056010067,0
"43",2020-05-03,0.0325927514096506,0
"44",2020-05-04,0.0325927514096506,0
"45",2020-05-05,0.0325927514096506,0
"46",2020-05-06,0.0324850159762525,0
"47",2020-05-07,0.0325726606932242,0
"48",2020-05-08,0.0322230428520185,0
"49",2020-05-09,0.0323227511784445,0
"50",2020-05-10,0.0323227511784445,0
"51",2020-05-11,0.0323227511784445,0
"52",2020-05-12,0.0317070349064208,0
"53",2020-05-13,0.0317070349064208,0
"54",2020-05-14,0.0307418329082233,0
"55",2020-05-15,0.0307418329082233,0
"56",2020-05-16,0.0307418329082233,0
"57",2020-05-17,0.0307418329082233,0
"58",2020-05-18,0.030571044947622,0
"59",2020-05-19,0.030571044947622,0
"60",2020-05-20,0.030545990376556,0
"61",2020-05-21,0.0305212111304467,0
"62",2020-05-22,0.0305212111304467,0
"63",2020-05-23,0.0305212111304467,0
"64",2020-05-24,0.0305212111304467,0
"65",2020-05-25,0.0303849285807234,0
"66",2020-05-26,0.0306811856771697,0
"67",2020-05-27,0.0306811856771697,0
"68",2020-05-28,0.0306811856771697,0
"69",2020-05-29,0.0306811856771697,0
"70",2020-05-30,0.0306811856771697,0
"71",2020-05-31,0.0306811856771697,0
"72",2020-06-01,0.0306811856771697,0
"73",2020-06-02,0.030752239631521,0
"74",2020-06-03,0.0308989473210413,0
"75",2020-06-04,0.0308989473210413,0
"76",2020-06-05,0.0287963684129826,0
"77",2020-06-06,0.0276992058614754,0
"78",2020-06-07,0.0281971258095593,0
"79",2020-06-08,0.0283310111608544,0
"80",2020-06-09,0.0302046891660911,0
"81",2020-06-10,0.0299045557118977,0
"82",2020-06-11,0.0298465262067771,0
"83",2020-06-12,0.0298465262067771,0
"84",2020-06-13,0.0297071362268459,0
"85",2020-06-14,0.0296969775905091,0
"86",2020-06-15,0.0296969775905091,0
"87",2020-06-16,0.0296768749369131,0
"88",2020-06-17,0.0298076695774655,0.00105547295002601
"89",2020-06-18,0.0297068922326545,0.00092880126514065
"90",2020-06-19,0.0297068922326545,0.00092880126514065
"91",2020-06-20,0.0297068922326545,0.00092880126514065
"92",2020-06-21,0.0297068922326545,0.00092880126514065
"93",2020-06-22,0.0297068922326545,0.00092880126514065
"94",2020-06-23,0.0297068922326545,0.00092880126514065
"95",2020-06-24,0.0296970234769419,0.00092880126514065
"96",2020-06-25,0.0292874617623536,0.00092880126514065
"97",2020-06-26,0.0292055407283309,0.00092880126514065
"98",2020-06-27,0.0292055407283309,0.00092880126514065
"99",2020-06-28,0.0301717841594519,0.0124181296805567
"100",2020-06-29,0.0301717841594519,0.0124181296805567
"101",2020-06-30,0.0301621385131697,0.0124181296805567
"102",2020-07-01,0.0306340256965582,0.012558868483603
"103",2020-07-02,0.0307903102565539,0.0123126603390103
"104",2020-07-03,0.0307474906601724,0.0123064699617659
"105",2020-07-04,0.0291797200786732,0.00833395984472216
"106",2020-07-05,0.0296055839908481,0.00833395984472216
"107",2020-07-06,0.0286448399922517,0.00833664122055333
"108",2020-07-07,0.0285252366065282,0.00721986811398363
"109",2020-07-08,0.0288271012350862,0.00721757085474167
"110",2020-07-09,0.0292761820037639,0.00721053244344716
"111",2020-07-10,0.0301834375710475,0.00646621522593821
"112",2020-07-11,0.0299727296974364,0.00302985909277218
"113",2020-07-12,0.0303809503714118,0.00289638849289679
"114",2020-07-13,0.0300236405585767,0.00231855473922553
"115",2020-07-14,0.0301318540363705,0.00231786575945041
"116",2020-07-15,0.029742166391401,0.0028363585625552
"117",2020-07-16,0.029742166391401,0.0028363585625552
