"year_week","date","countrycode","countryname","icu_occupancy","hosp_weekly_admission"
"2020-W13",2020-03-26,"RO","Romania",29,7.08750148986905
"2020-W13",2020-03-27,"RO","Romania",NA,7.08750148986905
"2020-W13",2020-03-28,"RO","Romania",34,7.08750148986905
"2020-W13",2020-03-29,"RO","Romania",38,7.08750148986905
"2020-W14",2020-03-30,"RO","Romania",53,10.9918082698987
"2020-W14",2020-03-31,"RO","Romania",62,10.9918082698987
"2020-W14",2020-04-01,"RO","Romania",NA,10.9918082698987
"2020-W14",2020-04-02,"RO","Romania",78,10.9918082698987
"2020-W14",2020-04-03,"RO","Romania",83,10.9918082698987
"2020-W14",2020-04-04,"RO","Romania",NA,10.9918082698987
"2020-W14",2020-04-05,"RO","Romania",141,10.9918082698987
"2020-W15",2020-04-06,"RO","Romania",179,6.3148814146653
"2020-W15",2020-04-07,"RO","Romania",274,6.3148814146653
"2020-W15",2020-04-08,"RO","Romania",162,6.3148814146653
"2020-W15",2020-04-09,"RO","Romania",178,6.3148814146653
"2020-W15",2020-04-10,"RO","Romania",183,6.3148814146653
"2020-W15",2020-04-11,"RO","Romania",208,6.3148814146653
"2020-W15",2020-04-12,"RO","Romania",204,6.3148814146653
"2020-W16",2020-04-13,"RO","Romania",231,5.59892014497649
"2020-W16",2020-04-14,"RO","Romania",241,5.59892014497649
"2020-W16",2020-04-15,"RO","Romania",245,5.59892014497649
"2020-W16",2020-04-16,"RO","Romania",243,5.59892014497649
"2020-W16",2020-04-17,"RO","Romania",258,5.59892014497649
"2020-W16",2020-04-18,"RO","Romania",248,5.59892014497649
"2020-W16",2020-04-19,"RO","Romania",256,5.59892014497649
"2020-W17",2020-04-20,"RO","Romania",261,6.52091343471963
"2020-W17",2020-04-21,"RO","Romania",245,6.52091343471963
"2020-W17",2020-04-22,"RO","Romania",288,6.52091343471963
"2020-W17",2020-04-23,"RO","Romania",236,6.52091343471963
"2020-W17",2020-04-24,"RO","Romania",241,6.52091343471963
"2020-W17",2020-04-25,"RO","Romania",235,6.52091343471963
"2020-W17",2020-04-26,"RO","Romania",236,6.52091343471963
"2020-W18",2020-04-27,"RO","Romania",227,5.27957051389228
"2020-W18",2020-04-28,"RO","Romania",243,5.27957051389228
"2020-W18",2020-04-29,"RO","Romania",247,5.27957051389228
"2020-W18",2020-04-30,"RO","Romania",221,5.27957051389228
"2020-W18",2020-05-01,"RO","Romania",249,5.27957051389228
"2020-W18",2020-05-02,"RO","Romania",265,5.27957051389228
"2020-W18",2020-05-03,"RO","Romania",255,5.27957051389228
"2020-W19",2020-05-04,"RO","Romania",243,3.30681392187204
"2020-W19",2020-05-05,"RO","Romania",244,3.30681392187204
"2020-W19",2020-05-06,"RO","Romania",244,3.30681392187204
"2020-W19",2020-05-07,"RO","Romania",234,3.30681392187204
"2020-W19",2020-05-08,"RO","Romania",232,3.30681392187204
"2020-W19",2020-05-09,"RO","Romania",245,3.30681392187204
"2020-W19",2020-05-10,"RO","Romania",242,3.30681392187204
"2020-W20",2020-05-11,"RO","Romania",255,1.92639938750801
"2020-W20",2020-05-12,"RO","Romania",238,1.92639938750801
"2020-W20",2020-05-13,"RO","Romania",NA,1.92639938750801
"2020-W20",2020-05-14,"RO","Romania",225,1.92639938750801
"2020-W20",2020-05-15,"RO","Romania",219,1.92639938750801
"2020-W20",2020-05-16,"RO","Romania",206,1.92639938750801
"2020-W20",2020-05-17,"RO","Romania",205,1.92639938750801
"2020-W21",2020-05-18,"RO","Romania",193,NA
"2020-W21",2020-05-19,"RO","Romania",195,NA
"2020-W21",2020-05-20,"RO","Romania",198,NA
"2020-W21",2020-05-21,"RO","Romania",NA,NA
"2020-W21",2020-05-22,"RO","Romania",200,NA
"2020-W21",2020-05-23,"RO","Romania",196,NA
"2020-W21",2020-05-24,"RO","Romania",188,NA
"2020-W22",2020-05-25,"RO","Romania",177,NA
"2020-W22",2020-05-26,"RO","Romania",181,NA
"2020-W22",2020-05-27,"RO","Romania",NA,NA
"2020-W22",2020-05-28,"RO","Romania",182,NA
"2020-W22",2020-05-29,"RO","Romania",182,NA
"2020-W22",2020-05-30,"RO","Romania",160,NA
"2020-W22",2020-05-31,"RO","Romania",160,NA
"2020-W23",2020-06-01,"RO","Romania",159,NA
"2020-W23",2020-06-02,"RO","Romania",166,NA
"2020-W23",2020-06-03,"RO","Romania",162,NA
"2020-W23",2020-06-04,"RO","Romania",NA,NA
"2020-W23",2020-06-05,"RO","Romania",152,NA
"2020-W23",2020-06-06,"RO","Romania",153,NA
"2020-W23",2020-06-07,"RO","Romania",144,NA
"2020-W24",2020-06-08,"RO","Romania",146,NA
"2020-W24",2020-06-09,"RO","Romania",NA,NA
"2020-W24",2020-06-10,"RO","Romania",150,NA
"2020-W24",2020-06-11,"RO","Romania",153,NA
"2020-W24",2020-06-12,"RO","Romania",171,NA
"2020-W24",2020-06-13,"RO","Romania",171,NA
"2020-W24",2020-06-14,"RO","Romania",165,NA
"2020-W25",2020-06-15,"RO","Romania",175,NA
"2020-W25",2020-06-16,"RO","Romania",173,NA
"2020-W25",2020-06-17,"RO","Romania",161,NA
"2020-W25",2020-06-18,"RO","Romania",178,NA
"2020-W25",2020-06-19,"RO","Romania",184,NA
"2020-W25",2020-06-20,"RO","Romania",190,NA
"2020-W25",2020-06-21,"RO","Romania",195,NA
"2020-W26",2020-06-22,"RO","Romania",195,NA
"2020-W26",2020-06-23,"RO","Romania",200,NA
"2020-W26",2020-06-24,"RO","Romania",186,NA
"2020-W26",2020-06-25,"RO","Romania",199,NA
"2020-W26",2020-06-26,"RO","Romania",186,NA
"2020-W26",2020-06-27,"RO","Romania",199,NA
"2020-W26",2020-06-28,"RO","Romania",217,NA
"2020-W27",2020-06-29,"RO","Romania",NA,NA
"2020-W27",2020-06-30,"RO","Romania",205,NA
"2020-W27",2020-07-01,"RO","Romania",222,NA
"2020-W27",2020-07-02,"RO","Romania",237,NA
"2020-W27",2020-07-03,"RO","Romania",224,NA
"2020-W27",2020-07-04,"RO","Romania",223,NA
"2020-W27",2020-07-05,"RO","Romania",215,NA
"2020-W28",2020-07-06,"RO","Romania",227,NA
"2020-W28",2020-07-07,"RO","Romania",231,NA
"2020-W28",2020-07-08,"RO","Romania",NA,NA
"2020-W28",2020-07-09,"RO","Romania",240,NA
"2020-W28",2020-07-10,"RO","Romania",236,NA
"2020-W28",2020-07-11,"RO","Romania",239,NA
"2020-W28",2020-07-12,"RO","Romania",243,NA
"2020-W29",2020-07-13,"RO","Romania",235,NA
"2020-W29",2020-07-14,"RO","Romania",234,NA
"2020-W29",2020-07-15,"RO","Romania",248,NA
"2020-W29",2020-07-16,"RO","Romania",261,NA
"2020-W29",2020-07-17,"RO","Romania",NA,NA
"2020-W29",2020-07-18,"RO","Romania",280,NA
"2020-W29",2020-07-19,"RO","Romania",286,NA
"2020-W30",2020-07-20,"RO","Romania",293,38.6670593636969
"2020-W30",2020-07-21,"RO","Romania",297,38.6670593636969
"2020-W30",2020-07-22,"RO","Romania",293,38.6670593636969
"2020-W30",2020-07-23,"RO","Romania",285,38.6670593636969
"2020-W30",2020-07-24,"RO","Romania",301,38.6670593636969
"2020-W30",2020-07-25,"RO","Romania",315,38.6670593636969
"2020-W30",2020-07-26,"RO","Romania",351,38.6670593636969
"2020-W31",2020-07-27,"RO","Romania",353,38.3580113336154
"2020-W31",2020-07-28,"RO","Romania",357,38.3580113336154
"2020-W31",2020-07-29,"RO","Romania",377,38.3580113336154
"2020-W31",2020-07-30,"RO","Romania",402,38.3580113336154
"2020-W31",2020-07-31,"RO","Romania",409,38.3580113336154
"2020-W31",2020-08-01,"RO","Romania",401,38.3580113336154
"2020-W31",2020-08-02,"RO","Romania",412,38.3580113336154
"2020-W32",2020-08-03,"RO","Romania",419,39.7332750674781
"2020-W32",2020-08-04,"RO","Romania",436,39.7332750674781
"2020-W32",2020-08-05,"RO","Romania",464,39.7332750674781
"2020-W32",2020-08-06,"RO","Romania",458,39.7332750674781
"2020-W32",2020-08-07,"RO","Romania",446,39.7332750674781
"2020-W32",2020-08-08,"RO","Romania",448,39.7332750674781
"2020-W32",2020-08-09,"RO","Romania",458,39.7332750674781
"2020-W33",2020-08-10,"RO","Romania",476,22.7768398170065
"2020-W33",2020-08-11,"RO","Romania",485,22.7768398170065
"2020-W33",2020-08-12,"RO","Romania",485,22.7768398170065
"2020-W33",2020-08-13,"RO","Romania",478,22.7768398170065
"2020-W33",2020-08-14,"RO","Romania",473,22.7768398170065
"2020-W33",2020-08-15,"RO","Romania",NA,22.7768398170065
"2020-W33",2020-08-16,"RO","Romania",479,22.7768398170065
"2020-W34",2020-08-17,"RO","Romania",497,39.7435766684808
"2020-W34",2020-08-18,"RO","Romania",479,39.7435766684808
"2020-W34",2020-08-19,"RO","Romania",480,39.7435766684808
"2020-W34",2020-08-20,"RO","Romania",489,39.7435766684808
"2020-W34",2020-08-21,"RO","Romania",497,39.7435766684808
"2020-W34",2020-08-22,"RO","Romania",504,39.7435766684808
"2020-W34",2020-08-23,"RO","Romania",480,39.7435766684808
"2020-W35",2020-08-24,"RO","Romania",494,39.3830206333857
"2020-W35",2020-08-25,"RO","Romania",490,39.3830206333857
"2020-W35",2020-08-26,"RO","Romania",502,39.3830206333857
"2020-W35",2020-08-27,"RO","Romania",492,39.3830206333857
"2020-W35",2020-08-28,"RO","Romania",497,39.3830206333857
"2020-W35",2020-08-29,"RO","Romania",490,39.3830206333857
"2020-W35",2020-08-30,"RO","Romania",492,39.3830206333857
"2020-W36",2020-08-31,"RO","Romania",506,41.3145708213951
"2020-W36",2020-09-01,"RO","Romania",522,41.3145708213951
"2020-W36",2020-09-02,"RO","Romania",519,41.3145708213951
"2020-W36",2020-09-03,"RO","Romania",503,41.3145708213951
"2020-W36",2020-09-04,"RO","Romania",485,41.3145708213951
"2020-W36",2020-09-05,"RO","Romania",476,41.3145708213951
"2020-W36",2020-09-06,"RO","Romania",474,41.3145708213951
"2020-W37",2020-09-07,"RO","Romania",465,40.135037506584
"2020-W37",2020-09-08,"RO","Romania",460,40.135037506584
"2020-W37",2020-09-09,"RO","Romania",459,40.135037506584
"2020-W37",2020-09-10,"RO","Romania",459,40.135037506584
"2020-W37",2020-09-11,"RO","Romania",478,40.135037506584
"2020-W37",2020-09-12,"RO","Romania",467,40.135037506584
"2020-W37",2020-09-13,"RO","Romania",465,40.135037506584
"2020-W38",2020-09-14,"RO","Romania",456,44.9973931798663
"2020-W38",2020-09-15,"RO","Romania",460,44.9973931798663
"2020-W38",2020-09-16,"RO","Romania",471,44.9973931798663
"2020-W38",2020-09-17,"RO","Romania",460,44.9973931798663
"2020-W38",2020-09-18,"RO","Romania",447,44.9973931798663
"2020-W38",2020-09-19,"RO","Romania",461,44.9973931798663
"2020-W38",2020-09-20,"RO","Romania",470,44.9973931798663
"2020-W39",2020-09-21,"RO","Romania",464,48.8141363513728
"2020-W39",2020-09-22,"RO","Romania",496,48.8141363513728
"2020-W39",2020-09-23,"RO","Romania",498,48.8141363513728
"2020-W39",2020-09-24,"RO","Romania",506,48.8141363513728
"2020-W39",2020-09-25,"RO","Romania",508,48.8141363513728
"2020-W39",2020-09-26,"RO","Romania",512,48.8141363513728
"2020-W39",2020-09-27,"RO","Romania",535,48.8141363513728
"2020-W40",2020-09-28,"RO","Romania",557,54.7375569279348
"2020-W40",2020-09-29,"RO","Romania",551,54.7375569279348
"2020-W40",2020-09-30,"RO","Romania",550,54.7375569279348
"2020-W40",2020-10-01,"RO","Romania",557,54.7375569279348
"2020-W40",2020-10-02,"RO","Romania",571,54.7375569279348
"2020-W40",2020-10-03,"RO","Romania",583,54.7375569279348
"2020-W40",2020-10-04,"RO","Romania",598,54.7375569279348
"2020-W41",2020-10-05,"RO","Romania",592,94.357514384383
"2020-W41",2020-10-06,"RO","Romania",608,94.357514384383
"2020-W41",2020-10-07,"RO","Romania",612,94.357514384383
"2020-W41",2020-10-08,"RO","Romania",607,94.357514384383
"2020-W41",2020-10-09,"RO","Romania",613,94.357514384383
"2020-W41",2020-10-10,"RO","Romania",629,94.357514384383
"2020-W41",2020-10-11,"RO","Romania",628,94.357514384383
"2020-W42",2020-10-12,"RO","Romania",628,118.792911962827
"2020-W42",2020-10-13,"RO","Romania",651,118.792911962827
"2020-W42",2020-10-14,"RO","Romania",686,118.792911962827
"2020-W42",2020-10-15,"RO","Romania",721,118.792911962827
"2020-W42",2020-10-16,"RO","Romania",726,118.792911962827
"2020-W42",2020-10-17,"RO","Romania",745,118.792911962827
"2020-W42",2020-10-18,"RO","Romania",749,118.792911962827
"2020-W43",2020-10-19,"RO","Romania",757,136.042942841876
"2020-W43",2020-10-20,"RO","Romania",768,136.042942841876
"2020-W43",2020-10-21,"RO","Romania",766,136.042942841876
"2020-W43",2020-10-22,"RO","Romania",778,136.042942841876
"2020-W43",2020-10-23,"RO","Romania",782,136.042942841876
"2020-W43",2020-10-24,"RO","Romania",787,136.042942841876
"2020-W43",2020-10-25,"RO","Romania",828,136.042942841876
"2020-W44",2020-10-26,"RO","Romania",823,173.175063656168
"2020-W44",2020-10-27,"RO","Romania",824,173.175063656168
"2020-W44",2020-10-28,"RO","Romania",861,173.175063656168
"2020-W44",2020-10-29,"RO","Romania",868,173.175063656168
"2020-W44",2020-10-30,"RO","Romania",917,173.175063656168
"2020-W44",2020-10-31,"RO","Romania",923,173.175063656168
"2020-W44",2020-11-01,"RO","Romania",910,173.175063656168
"2020-W45",2020-11-02,"RO","Romania",916,242.448179598936
"2020-W45",2020-11-03,"RO","Romania",974,242.448179598936
"2020-W45",2020-11-04,"RO","Romania",1001,242.448179598936
"2020-W45",2020-11-05,"RO","Romania",1014,242.448179598936
"2020-W45",2020-11-06,"RO","Romania",1001,242.448179598936
"2020-W45",2020-11-07,"RO","Romania",1048,242.448179598936
"2020-W45",2020-11-08,"RO","Romania",1056,242.448179598936
"2020-W46",2020-11-09,"RO","Romania",1076,264.416343737229
"2020-W46",2020-11-10,"RO","Romania",1093,264.416343737229
"2020-W46",2020-11-11,"RO","Romania",1092,264.416343737229
"2020-W46",2020-11-12,"RO","Romania",1152,264.416343737229
"2020-W46",2020-11-13,"RO","Romania",1149,264.416343737229
"2020-W46",2020-11-14,"RO","Romania",1172,264.416343737229
"2020-W46",2020-11-15,"RO","Romania",1169,264.416343737229
"2020-W47",2020-11-16,"RO","Romania",1187,264.519359747256
"2020-W47",2020-11-17,"RO","Romania",1174,264.519359747256
"2020-W47",2020-11-18,"RO","Romania",1174,264.519359747256
"2020-W47",2020-11-19,"RO","Romania",1131,264.519359747256
"2020-W47",2020-11-20,"RO","Romania",1139,264.519359747256
"2020-W47",2020-11-21,"RO","Romania",1132,264.519359747256
"2020-W47",2020-11-22,"RO","Romania",1174,264.519359747256
"2020-W48",2020-11-23,"RO","Romania",1160,240.362105395886
"2020-W48",2020-11-24,"RO","Romania",1204,240.362105395886
"2020-W48",2020-11-25,"RO","Romania",1205,240.362105395886
"2020-W48",2020-11-26,"RO","Romania",1226,240.362105395886
"2020-W48",2020-11-27,"RO","Romania",1226,240.362105395886
"2020-W48",2020-11-28,"RO","Romania",1249,240.362105395886
"2020-W48",2020-11-29,"RO","Romania",1250,240.362105395886
"2020-W48",2020-11-30,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-01,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-02,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-03,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-04,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-05,"RO","Romania",NA,240.362105395886
"2020-W48",2020-12-06,"RO","Romania",NA,240.362105395886
