"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"2020-W23",2020-06-04,"IS","Iceland",0,0,NA
"2020-W23",2020-06-05,"IS","Iceland",0,0,NA
"2020-W23",2020-06-06,"IS","Iceland",0,0,NA
"2020-W23",2020-06-07,"IS","Iceland",0,0,NA
"2020-W24",2020-06-08,"IS","Iceland",0,0,NA
"2020-W24",2020-06-09,"IS","Iceland",0,0,NA
"2020-W24",2020-06-10,"IS","Iceland",0,0,NA
"2020-W24",2020-06-11,"IS","Iceland",0,0,NA
"2020-W24",2020-06-12,"IS","Iceland",0,0,NA
"2020-W24",2020-06-13,"IS","Iceland",0,0,NA
"2020-W24",2020-06-14,"IS","Iceland",0,0,NA
"2020-W25",2020-06-15,"IS","Iceland",0,0,NA
"2020-W25",2020-06-16,"IS","Iceland",0,0,NA
"2020-W25",2020-06-17,"IS","Iceland",4,0,NA
"2020-W25",2020-06-18,"IS","Iceland",4,0,NA
"2020-W25",2020-06-19,"IS","Iceland",5,0,NA
"2020-W25",2020-06-20,"IS","Iceland",4,0,NA
"2020-W25",2020-06-21,"IS","Iceland",0,0,NA
"2020-W26",2020-06-22,"IS","Iceland",0,0,NA
"2020-W26",2020-06-23,"IS","Iceland",0,0,NA
"2020-W26",2020-06-24,"IS","Iceland",0,0,NA
"2020-W26",2020-06-25,"IS","Iceland",0,0,NA
"2020-W26",2020-06-26,"IS","Iceland",0,0,NA
"2020-W26",2020-06-27,"IS","Iceland",0,0,NA
"2020-W26",2020-06-28,"IS","Iceland",0,0,NA
"2020-W27",2020-06-29,"IS","Iceland",0,0,NA
"2020-W27",2020-06-30,"IS","Iceland",0,0,NA
"2020-W27",2020-07-01,"IS","Iceland",0,0,NA
"2020-W27",2020-07-02,"IS","Iceland",0,0,NA
"2020-W27",2020-07-03,"IS","Iceland",0,0,NA
"2020-W27",2020-07-04,"IS","Iceland",0,0,NA
"2020-W27",2020-07-05,"IS","Iceland",0,0,NA
"2020-W28",2020-07-06,"IS","Iceland",0,0,NA
"2020-W28",2020-07-07,"IS","Iceland",0,0,NA
"2020-W28",2020-07-08,"IS","Iceland",0,0,NA
"2020-W28",2020-07-09,"IS","Iceland",0,0,NA
"2020-W28",2020-07-10,"IS","Iceland",0,0,NA
"2020-W28",2020-07-11,"IS","Iceland",0,0,NA
"2020-W28",2020-07-12,"IS","Iceland",0,0,NA
"2020-W29",2020-07-13,"IS","Iceland",0,0,NA
"2020-W29",2020-07-14,"IS","Iceland",0,0,NA
"2020-W29",2020-07-15,"IS","Iceland",0,0,NA
"2020-W29",2020-07-16,"IS","Iceland",0,0,NA
"2020-W29",2020-07-17,"IS","Iceland",0,0,NA
"2020-W29",2020-07-18,"IS","Iceland",0,0,NA
"2020-W29",2020-07-19,"IS","Iceland",0,0,NA
"2020-W30",2020-07-20,"IS","Iceland",0,0,NA
"2020-W30",2020-07-21,"IS","Iceland",0,0,NA
"2020-W30",2020-07-22,"IS","Iceland",0,0,NA
"2020-W30",2020-07-23,"IS","Iceland",0,0,NA
"2020-W30",2020-07-24,"IS","Iceland",NA,NA,NA
"2020-W30",2020-07-25,"IS","Iceland",NA,NA,NA
"2020-W30",2020-07-26,"IS","Iceland",NA,NA,NA
"2020-W31",2020-07-27,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-07-28,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-07-29,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-07-30,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-07-31,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-08-01,"IS","Iceland",NA,NA,0.280119106644145
"2020-W31",2020-08-02,"IS","Iceland",NA,NA,0.280119106644145
"2020-W32",2020-08-03,"IS","Iceland",NA,NA,NA
"2020-W32",2020-08-04,"IS","Iceland",1,0,NA
"2020-W32",2020-08-05,"IS","Iceland",1,0,NA
"2020-W32",2020-08-06,"IS","Iceland",0,0,NA
"2020-W32",2020-08-07,"IS","Iceland",1,1,NA
"2020-W32",2020-08-08,"IS","Iceland",NA,NA,NA
"2020-W32",2020-08-09,"IS","Iceland",2,1,NA
"2020-W33",2020-08-10,"IS","Iceland",2,1,NA
"2020-W33",2020-08-11,"IS","Iceland",1,1,NA
"2020-W33",2020-08-12,"IS","Iceland",1,1,NA
"2020-W33",2020-08-13,"IS","Iceland",1,0,NA
"2020-W33",2020-08-14,"IS","Iceland",1,0,NA
"2020-W33",2020-08-15,"IS","Iceland",NA,NA,NA
"2020-W33",2020-08-16,"IS","Iceland",NA,NA,NA
"2020-W34",2020-08-17,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-18,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-19,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-20,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-21,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-22,"IS","Iceland",1,0,0.280119106644145
"2020-W34",2020-08-23,"IS","Iceland",1,0,0.280119106644145
"2020-W35",2020-08-24,"IS","Iceland",1,0,NA
"2020-W35",2020-08-25,"IS","Iceland",1,0,NA
"2020-W35",2020-08-26,"IS","Iceland",0,0,NA
"2020-W35",2020-08-27,"IS","Iceland",0,0,NA
"2020-W35",2020-08-28,"IS","Iceland",0,0,NA
"2020-W35",2020-08-29,"IS","Iceland",0,0,NA
"2020-W35",2020-08-30,"IS","Iceland",0,0,NA
"2020-W36",2020-08-31,"IS","Iceland",0,0,NA
"2020-W36",2020-09-01,"IS","Iceland",0,0,NA
"2020-W36",2020-09-02,"IS","Iceland",0,0,NA
"2020-W36",2020-09-03,"IS","Iceland",0,0,NA
"2020-W36",2020-09-04,"IS","Iceland",0,0,NA
"2020-W36",2020-09-05,"IS","Iceland",0,0,NA
"2020-W36",2020-09-06,"IS","Iceland",0,0,NA
"2020-W37",2020-09-07,"IS","Iceland",1,0,0.280119106644145
"2020-W37",2020-09-08,"IS","Iceland",1,1,0.280119106644145
"2020-W37",2020-09-09,"IS","Iceland",1,NA,0.280119106644145
"2020-W37",2020-09-10,"IS","Iceland",1,NA,0.280119106644145
"2020-W37",2020-09-11,"IS","Iceland",1,NA,0.280119106644145
"2020-W37",2020-09-12,"IS","Iceland",0,NA,0.280119106644145
"2020-W37",2020-09-13,"IS","Iceland",0,NA,0.280119106644145
"2020-W38",2020-09-14,"IS","Iceland",NA,NA,NA
"2020-W38",2020-09-15,"IS","Iceland",1,NA,NA
"2020-W38",2020-09-16,"IS","Iceland",1,NA,NA
"2020-W38",2020-09-17,"IS","Iceland",2,NA,NA
"2020-W38",2020-09-18,"IS","Iceland",2,NA,NA
"2020-W38",2020-09-19,"IS","Iceland",2,NA,NA
"2020-W38",2020-09-20,"IS","Iceland",2,NA,NA
"2020-W39",2020-09-21,"IS","Iceland",2,NA,1.68071463986487
"2020-W39",2020-09-22,"IS","Iceland",2,NA,1.68071463986487
"2020-W39",2020-09-23,"IS","Iceland",1,NA,1.68071463986487
"2020-W39",2020-09-24,"IS","Iceland",2,NA,1.68071463986487
"2020-W39",2020-09-25,"IS","Iceland",2,NA,1.68071463986487
"2020-W39",2020-09-26,"IS","Iceland",4,NA,1.68071463986487
"2020-W39",2020-09-27,"IS","Iceland",4,NA,1.68071463986487
"2020-W40",2020-09-28,"IS","Iceland",6,NA,4.48190570630632
"2020-W40",2020-09-29,"IS","Iceland",NA,NA,4.48190570630632
"2020-W40",2020-09-30,"IS","Iceland",NA,NA,4.48190570630632
"2020-W40",2020-10-01,"IS","Iceland",NA,NA,4.48190570630632
"2020-W40",2020-10-02,"IS","Iceland",NA,NA,4.48190570630632
"2020-W40",2020-10-03,"IS","Iceland",NA,NA,4.48190570630632
"2020-W40",2020-10-04,"IS","Iceland",15,NA,4.48190570630632
"2020-W41",2020-10-05,"IS","Iceland",15,NA,6.44273945281534
"2020-W41",2020-10-06,"IS","Iceland",18,NA,6.44273945281534
"2020-W41",2020-10-07,"IS","Iceland",NA,NA,6.44273945281534
"2020-W41",2020-10-08,"IS","Iceland",NA,NA,6.44273945281534
"2020-W41",2020-10-09,"IS","Iceland",NA,NA,6.44273945281534
"2020-W41",2020-10-10,"IS","Iceland",NA,NA,6.44273945281534
"2020-W41",2020-10-11,"IS","Iceland",NA,NA,6.44273945281534
"2020-W42",2020-10-12,"IS","Iceland",NA,NA,4.76202481295047
"2020-W42",2020-10-13,"IS","Iceland",24,NA,4.76202481295047
"2020-W42",2020-10-14,"IS","Iceland",26,NA,4.76202481295047
"2020-W42",2020-10-15,"IS","Iceland",26,NA,4.76202481295047
"2020-W42",2020-10-16,"IS","Iceland",26,NA,4.76202481295047
"2020-W42",2020-10-17,"IS","Iceland",26,NA,4.76202481295047
"2020-W42",2020-10-18,"IS","Iceland",27,NA,4.76202481295047
"2020-W43",2020-10-19,"IS","Iceland",25,NA,14.8463126521397
"2020-W43",2020-10-20,"IS","Iceland",23,NA,14.8463126521397
"2020-W43",2020-10-21,"IS","Iceland",21,NA,14.8463126521397
"2020-W43",2020-10-22,"IS","Iceland",18,NA,14.8463126521397
"2020-W43",2020-10-23,"IS","Iceland",19,NA,14.8463126521397
"2020-W43",2020-10-24,"IS","Iceland",NA,NA,14.8463126521397
"2020-W43",2020-10-25,"IS","Iceland",53,NA,14.8463126521397
"2020-W44",2020-10-26,"IS","Iceland",NA,NA,7.56321587939192
"2020-W44",2020-10-27,"IS","Iceland",58,NA,7.56321587939192
"2020-W44",2020-10-28,"IS","Iceland",62,NA,7.56321587939192
"2020-W44",2020-10-29,"IS","Iceland",64,NA,7.56321587939192
"2020-W44",2020-10-30,"IS","Iceland",NA,NA,7.56321587939192
"2020-W44",2020-10-31,"IS","Iceland",67,NA,7.56321587939192
"2020-W44",2020-11-01,"IS","Iceland",72,NA,7.56321587939192
"2020-W45",2020-11-02,"IS","Iceland",74,NA,6.16262034617119
"2020-W45",2020-11-03,"IS","Iceland",71,NA,6.16262034617119
"2020-W45",2020-11-04,"IS","Iceland",71,NA,6.16262034617119
"2020-W45",2020-11-05,"IS","Iceland",78,4,6.16262034617119
"2020-W45",2020-11-06,"IS","Iceland",78,4,6.16262034617119
"2020-W45",2020-11-07,"IS","Iceland",80,4,6.16262034617119
"2020-W45",2020-11-08,"IS","Iceland",75,3,6.16262034617119
"2020-W46",2020-11-09,"IS","Iceland",70,3,2.80119106644145
"2020-W46",2020-11-10,"IS","Iceland",68,3,2.80119106644145
"2020-W46",2020-11-11,"IS","Iceland",63,3,2.80119106644145
"2020-W46",2020-11-12,"IS","Iceland",61,2,2.80119106644145
"2020-W46",2020-11-13,"IS","Iceland",62,3,2.80119106644145
"2020-W46",2020-11-14,"IS","Iceland",62,3,2.80119106644145
"2020-W46",2020-11-15,"IS","Iceland",59,3,2.80119106644145
"2020-W47",2020-11-16,"IS","Iceland",57,4,1.12047642657658
"2020-W47",2020-11-17,"IS","Iceland",55,4,1.12047642657658
"2020-W47",2020-11-18,"IS","Iceland",52,4,1.12047642657658
"2020-W47",2020-11-19,"IS","Iceland",NA,NA,1.12047642657658
"2020-W47",2020-11-20,"IS","Iceland",NA,NA,1.12047642657658
"2020-W47",2020-11-21,"IS","Iceland",NA,NA,1.12047642657658
"2020-W47",2020-11-22,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-11-23,"IS","Iceland",43,2,1.12047642657658
"2020-W48",2020-11-24,"IS","Iceland",45,2,1.12047642657658
"2020-W48",2020-11-25,"IS","Iceland",45,2,1.12047642657658
"2020-W48",2020-11-26,"IS","Iceland",42,2,1.12047642657658
"2020-W48",2020-11-27,"IS","Iceland",42,2,1.12047642657658
"2020-W48",2020-11-28,"IS","Iceland",42,2,1.12047642657658
"2020-W48",2020-11-29,"IS","Iceland",41,2,1.12047642657658
"2020-W48",2020-11-30,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-01,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-02,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-03,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-04,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-05,"IS","Iceland",NA,NA,1.12047642657658
"2020-W48",2020-12-06,"IS","Iceland",NA,NA,1.12047642657658
