"year_week","date","countrycode","countryname","hosp_occupancy","icu_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W12",2020-03-16,"FR","France",0,NA,9.78767023051374,1.92052623672377
"2020-W12",2020-03-17,"FR","France",2579,699,9.78767023051374,1.92052623672377
"2020-W12",2020-03-18,"FR","France",2972,771,9.78767023051374,1.92052623672377
"2020-W12",2020-03-19,"FR","France",4073,1002,9.78767023051374,1.92052623672377
"2020-W12",2020-03-20,"FR","France",5226,1297,9.78767023051374,1.92052623672377
"2020-W12",2020-03-21,"FR","France",5900,1453,9.78767023051374,1.92052623672377
"2020-W12",2020-03-22,"FR","France",6954,1674,9.78767023051374,1.92052623672377
"2020-W13",2020-03-23,"FR","France",8673,2080,28.7302965311909,6.0943505445065
"2020-W13",2020-03-24,"FR","France",10163,2503,28.7302965311909,6.0943505445065
"2020-W13",2020-03-25,"FR","France",12072,2935,28.7302965311909,6.0943505445065
"2020-W13",2020-03-26,"FR","France",13879,3351,28.7302965311909,6.0943505445065
"2020-W13",2020-03-27,"FR","France",15701,3758,28.7302965311909,6.0943505445065
"2020-W13",2020-03-28,"FR","France",17580,4236,28.7302965311909,6.0943505445065
"2020-W13",2020-03-29,"FR","France",19311,4592,28.7302965311909,6.0943505445065
"2020-W14",2020-03-30,"FR","France",20946,5056,32.7220662928351,6.70318869880587
"2020-W14",2020-03-31,"FR","France",22672,5496,32.7220662928351,6.70318869880587
"2020-W14",2020-04-01,"FR","France",24543,5940,32.7220662928351,6.70318869880587
"2020-W14",2020-04-02,"FR","France",26131,6305,32.7220662928351,6.70318869880587
"2020-W14",2020-04-03,"FR","France",27302,6556,32.7220662928351,6.70318869880587
"2020-W14",2020-04-04,"FR","France",28003,6723,32.7220662928351,6.70318869880587
"2020-W14",2020-04-05,"FR","France",28747,6859,32.7220662928351,6.70318869880587
"2020-W15",2020-04-06,"FR","France",29569,6948,25.9174045683126,4.1081652911426
"2020-W15",2020-04-07,"FR","France",29871,7004,25.9174045683126,4.1081652911426
"2020-W15",2020-04-08,"FR","France",30217,7019,25.9174045683126,4.1081652911426
