"","cutoff","date","lag","predType","fore","fore_low","fore_high","y","strawman","scaled_abs_err"
"1",2020-09-11,2020-09-12,1,"nearFuture",12.4444444444444,NA,NA,10,13,0.814814543209965
"2",2020-09-11,2020-09-13,2,"nearFuture",12.4444444444444,NA,NA,6,13,0.920634789115665
"3",2020-09-11,2020-09-14,3,"nearFuture",12.4444444444444,NA,NA,7,13,0.907407256172865
"4",2020-09-11,2020-09-15,4,"nearFuture",12.4444444444444,NA,NA,14,13,1.55555400000156
"5",2020-09-11,2020-09-16,5,"nearFuture",12.4444444444444,NA,NA,9,13,0.861110895833387
"6",2020-09-11,2020-09-17,6,"nearFuture",12.4444444444444,NA,NA,12,13,0.444444000000443
"7",2020-09-11,2020-09-18,7,"nearFuture",12.4444444444444,NA,NA,13,13,555555.555555552
"8",2020-09-11,2020-09-19,8,"nearFuture",12.4444444444444,NA,NA,10,13,0.814814543209966
"9",2020-09-11,2020-09-20,9,"nearFuture",12.4444444444444,NA,NA,24,13,1.0505049550046
"10",2020-09-11,2020-09-21,10,"nearFuture",12.4444444444444,NA,NA,15,13,1.27777713888921
"11",2020-09-11,2020-09-22,11,"nearFuture",12.4444444444444,NA,NA,17,13,1.13888860416674
"12",2020-09-11,2020-09-23,12,"nearFuture",12.4444444444444,NA,NA,14,13,1.55555400000156
"13",2020-09-11,2020-09-24,13,"nearFuture",12.4444444444444,NA,NA,20,13,1.07936492517009
"14",2020-09-11,2020-09-25,14,"nearFuture",12.4444444444444,NA,NA,23,13,1.05555545000001
"15",2020-09-11,2020-09-26,15,"nearFuture",12.4444444444444,NA,NA,20,13,1.07936492517009
"16",2020-09-11,2020-09-27,16,"nearFuture",12.4444444444444,NA,NA,17,13,1.13888860416674
"17",2020-09-11,2020-09-28,17,"nearFuture",12.4444444444444,NA,NA,17,13,1.13888860416674
"18",2020-09-11,2020-09-29,18,"nearFuture",12.4444444444444,NA,NA,16,13,1.18518479012359
"19",2020-09-11,2020-09-30,19,"nearFuture",12.4444444444444,NA,NA,24,13,1.0505049550046
"20",2020-09-11,2020-10-01,20,"nearFuture",12.4444444444444,NA,NA,19,13,1.09259241049386
"21",2020-09-11,2020-10-02,21,"nearFuture",12.4444444444444,NA,NA,24,13,1.0505049550046
"22",2020-09-11,2020-10-03,22,"nearFuture",12.4444444444444,NA,NA,23,13,1.05555545000001
"23",2020-09-11,2020-10-04,23,"nearFuture",12.4444444444444,NA,NA,27,13,1.03968246541951
"24",2020-09-11,2020-10-05,24,"nearFuture",12.4444444444444,NA,NA,18,13,1.11111088888893
"25",2020-09-11,2020-10-06,25,"nearFuture",12.4444444444444,NA,NA,16,13,1.18518479012359
"26",2020-09-11,2020-10-07,26,"nearFuture",12.4444444444444,NA,NA,28,13,1.03703696790124
"27",2020-09-11,2020-10-08,27,"farFuture",12.4444444444444,NA,NA,31,NA,NA
"28",2020-09-11,2020-10-09,28,"farFuture",12.4444444444445,NA,NA,22,NA,NA
"29",2020-09-11,2020-10-10,29,"farFuture",12.4444444444444,NA,NA,28,NA,NA
"30",2020-09-11,2020-10-11,30,"farFuture",12.4444444444444,NA,NA,29,NA,NA
"31",2020-09-11,2020-10-12,31,"farFuture",12.4444444444444,NA,NA,26,NA,NA
"32",2020-09-11,2020-10-13,32,"farFuture",12.4444444444444,NA,NA,39,NA,NA
"33",2020-09-11,2020-10-14,33,"farFuture",12.4444444444444,NA,NA,41,NA,NA
"34",2020-09-11,2020-10-15,34,"farFuture",12.4444444444445,NA,NA,43,NA,NA
"35",2020-09-11,2020-10-16,35,"farFuture",12.4444444444444,NA,NA,83,NA,NA
"36",2020-09-11,2020-10-17,36,"farFuture",12.4444444444444,NA,NA,55,NA,NA
"37",2020-09-11,2020-10-18,37,"farFuture",12.4444444444444,NA,NA,47,NA,NA
"38",2020-09-11,2020-10-19,38,"farFuture",12.4444444444444,NA,NA,69,NA,NA
"39",2020-09-11,2020-10-20,39,"farFuture",12.4444444444444,NA,NA,73,NA,NA
"40",2020-09-11,2020-10-21,40,"farFuture",12.4444444444444,NA,NA,89,NA,NA
"41",2020-09-11,2020-10-22,41,"farFuture",12.4444444444444,NA,NA,127,NA,NA
"42",2020-09-11,2020-10-23,42,"farFuture",12.4444444444444,NA,NA,136,NA,NA
"43",2020-09-11,2020-10-24,43,"farFuture",12.4444444444444,NA,NA,91,NA,NA
"44",2020-09-11,2020-10-25,44,"farFuture",12.4444444444444,NA,NA,151,NA,NA
"45",2020-09-11,2020-10-26,45,"farFuture",12.4444444444444,NA,NA,128,NA,NA
"46",2020-09-11,2020-10-27,46,"farFuture",12.4444444444444,NA,NA,141,NA,NA
"47",2020-09-11,2020-10-28,47,"farFuture",12.4444444444444,NA,NA,221,NA,NA
"48",2020-09-11,2020-10-29,48,"farFuture",12.4444444444444,NA,NA,205,NA,NA
"49",2020-09-11,2020-10-30,49,"farFuture",12.4444444444444,NA,NA,217,NA,NA
"50",2020-09-11,2020-10-31,50,"farFuture",12.4444444444444,NA,NA,199,NA,NA
"51",2020-09-11,2020-11-01,51,"farFuture",12.4444444444444,NA,NA,297,NA,NA
"52",2020-09-11,2020-11-02,52,"farFuture",12.4444444444444,NA,NA,208,NA,NA
"53",2020-09-11,2020-11-03,53,"farFuture",12.4444444444444,NA,NA,233,NA,NA
"54",2020-09-11,2020-11-04,54,"farFuture",12.4444444444444,NA,NA,353,NA,NA
"55",2020-09-11,2020-11-05,55,"farFuture",12.4444444444444,NA,NA,352,NA,NA
"56",2020-09-11,2020-11-06,56,"farFuture",12.4444444444444,NA,NA,428,NA,NA
"57",2020-09-11,2020-11-07,57,"farFuture",12.4444444444444,NA,NA,446,NA,NA
"58",2020-09-11,2020-11-08,58,"farFuture",12.4444444444444,NA,NA,425,NA,NA
"59",2020-09-11,2020-11-09,59,"farFuture",12.4444444444445,NA,NA,331,NA,NA
"60",2020-09-11,2020-11-10,60,"farFuture",12.4444444444445,NA,NA,356,NA,NA
"61",2020-09-11,2020-11-11,61,"farFuture",12.4444444444444,NA,NA,580,NA,NA
"62",2020-09-11,2020-11-12,62,"farFuture",12.4444444444445,NA,NA,623,NA,NA
"63",2020-09-11,2020-11-13,63,"farFuture",12.4444444444445,NA,NA,636,NA,NA
"64",2020-09-11,2020-11-14,64,"farFuture",12.4444444444445,NA,NA,550,NA,NA
"65",2020-09-11,2020-11-15,65,"farFuture",12.4444444444445,NA,NA,544,NA,NA
"66",2020-09-11,2020-11-16,66,"farFuture",12.4444444444445,NA,NA,546,NA,NA
"67",2020-09-11,2020-11-17,67,"farFuture",12.4444444444445,NA,NA,504,NA,NA
"68",2020-09-11,2020-11-18,68,"farFuture",12.4444444444445,NA,NA,731,NA,NA
"69",2020-09-11,2020-11-19,69,"farFuture",12.4444444444445,NA,NA,753,NA,NA
"70",2020-09-11,2020-11-20,70,"farFuture",12.4444444444445,NA,NA,653,NA,NA
"71",2020-09-11,2020-11-21,71,"farFuture",12.4444444444445,NA,NA,699,NA,NA
"72",2020-09-11,2020-11-22,72,"farFuture",12.4444444444445,NA,NA,692,NA,NA
"73",2020-09-11,2020-11-23,73,"farFuture",12.4444444444445,NA,NA,562,NA,NA
"74",2020-09-11,2020-11-24,74,"farFuture",12.4444444444445,NA,NA,630,NA,NA
"75",2020-09-11,2020-11-25,75,"farFuture",12.4444444444445,NA,NA,853,NA,NA
"76",2020-09-11,2020-09-12,1,"nearFar",12.4444444444444,NA,NA,10,NA,NA
"77",2020-09-11,2020-09-13,2,"nearFar",12.4444444444444,NA,NA,6,NA,NA
"78",2020-09-11,2020-09-14,3,"nearFar",12.4444444444444,NA,NA,7,NA,NA
"79",2020-09-11,2020-09-15,4,"nearFar",12.4444444444444,NA,NA,14,NA,NA
"80",2020-09-11,2020-09-16,5,"nearFar",12.4444444444444,NA,NA,9,NA,NA
"81",2020-09-11,2020-09-17,6,"nearFar",12.4444444444444,NA,NA,12,NA,NA
"82",2020-09-11,2020-09-18,7,"nearFar",12.4444444444444,NA,NA,13,NA,NA
"83",2020-09-11,2020-09-19,8,"nearFar",12.4444444444444,NA,NA,10,NA,NA
"84",2020-09-11,2020-09-20,9,"nearFar",12.4444444444444,NA,NA,24,NA,NA
"85",2020-09-11,2020-09-21,10,"nearFar",12.4444444444444,NA,NA,15,NA,NA
"86",2020-09-11,2020-09-22,11,"nearFar",12.4444444444444,NA,NA,17,NA,NA
"87",2020-09-11,2020-09-23,12,"nearFar",12.4444444444444,NA,NA,14,NA,NA
"88",2020-09-11,2020-09-24,13,"nearFar",12.4444444444444,NA,NA,20,NA,NA
"89",2020-09-11,2020-09-25,14,"nearFar",12.4444444444444,NA,NA,23,NA,NA
"90",2020-09-11,2020-09-26,15,"nearFar",12.4444444444444,NA,NA,20,NA,NA
"91",2020-09-11,2020-09-27,16,"nearFar",12.4444444444444,NA,NA,17,NA,NA
"92",2020-09-11,2020-09-28,17,"nearFar",12.4444444444444,NA,NA,17,NA,NA
"93",2020-09-11,2020-09-29,18,"nearFar",12.4444444444444,NA,NA,16,NA,NA
"94",2020-09-11,2020-09-30,19,"nearFar",12.4444444444444,NA,NA,24,NA,NA
"95",2020-09-11,2020-10-01,20,"nearFar",12.4444444444444,NA,NA,19,NA,NA
"96",2020-09-11,2020-10-02,21,"nearFar",12.4444444444444,NA,NA,24,NA,NA
"97",2020-09-11,2020-10-03,22,"nearFar",12.4444444444444,NA,NA,23,NA,NA
"98",2020-09-11,2020-10-04,23,"nearFar",12.4444444444444,NA,NA,27,NA,NA
"99",2020-09-11,2020-10-05,24,"nearFar",12.4444444444444,NA,NA,18,NA,NA
"100",2020-09-11,2020-10-06,25,"nearFar",12.4444444444444,NA,NA,16,NA,NA
"101",2020-09-11,2020-10-07,26,"nearFar",12.4444444444444,NA,NA,28,NA,NA
"102",2020-09-11,2020-10-08,27,"nearFar",12.4444444444444,NA,NA,31,NA,NA
"103",2020-09-11,2020-10-09,28,"nearFar",12.4444444444445,NA,NA,22,NA,NA
"104",2020-09-11,2020-10-10,29,"nearFar",12.4444444444444,NA,NA,28,NA,NA
"105",2020-09-11,2020-10-11,30,"nearFar",12.4444444444444,NA,NA,29,NA,NA
"106",2020-09-11,2020-10-12,31,"nearFar",12.4444444444444,NA,NA,26,NA,NA
"107",2020-09-11,2020-10-13,32,"nearFar",12.4444444444444,NA,NA,39,NA,NA
"108",2020-09-11,2020-10-14,33,"nearFar",12.4444444444444,NA,NA,41,NA,NA
"109",2020-09-11,2020-10-15,34,"nearFar",12.4444444444445,NA,NA,43,NA,NA
"110",2020-09-11,2020-10-16,35,"nearFar",12.4444444444444,NA,NA,83,NA,NA
"111",2020-09-11,2020-10-17,36,"nearFar",12.4444444444444,NA,NA,55,NA,NA
"112",2020-09-11,2020-10-18,37,"nearFar",12.4444444444444,NA,NA,47,NA,NA
"113",2020-09-11,2020-10-19,38,"nearFar",12.4444444444444,NA,NA,69,NA,NA
"114",2020-09-11,2020-10-20,39,"nearFar",12.4444444444444,NA,NA,73,NA,NA
"115",2020-09-11,2020-10-21,40,"nearFar",12.4444444444444,NA,NA,89,NA,NA
"116",2020-09-11,2020-10-22,41,"nearFar",12.4444444444444,NA,NA,127,NA,NA
"117",2020-09-11,2020-10-23,42,"nearFar",12.4444444444444,NA,NA,136,NA,NA
"118",2020-09-11,2020-10-24,43,"nearFar",12.4444444444444,NA,NA,91,NA,NA
"119",2020-09-11,2020-10-25,44,"nearFar",12.4444444444444,NA,NA,151,NA,NA
"120",2020-09-11,2020-10-26,45,"nearFar",12.4444444444444,NA,NA,128,NA,NA
"121",2020-09-11,2020-10-27,46,"nearFar",12.4444444444444,NA,NA,141,NA,NA
"122",2020-09-11,2020-10-28,47,"nearFar",12.4444444444444,NA,NA,221,NA,NA
"123",2020-09-11,2020-10-29,48,"nearFar",12.4444444444444,NA,NA,205,NA,NA
"124",2020-09-11,2020-10-30,49,"nearFar",12.4444444444444,NA,NA,217,NA,NA
"125",2020-09-11,2020-10-31,50,"nearFar",12.4444444444444,NA,NA,199,NA,NA
"126",2020-09-11,2020-11-01,51,"nearFar",12.4444444444444,NA,NA,297,NA,NA
"127",2020-09-11,2020-11-02,52,"nearFar",12.4444444444444,NA,NA,208,NA,NA
"128",2020-09-11,2020-11-03,53,"nearFar",12.4444444444444,NA,NA,233,NA,NA
"129",2020-09-11,2020-11-04,54,"nearFar",12.4444444444444,NA,NA,353,NA,NA
"130",2020-09-11,2020-11-05,55,"nearFar",12.4444444444444,NA,NA,352,NA,NA
"131",2020-09-11,2020-11-06,56,"nearFar",12.4444444444444,NA,NA,428,NA,NA
"132",2020-09-11,2020-11-07,57,"nearFar",12.4444444444444,NA,NA,446,NA,NA
"133",2020-09-11,2020-11-08,58,"nearFar",12.4444444444444,NA,NA,425,NA,NA
"134",2020-09-11,2020-11-09,59,"nearFar",12.4444444444445,NA,NA,331,NA,NA
"135",2020-09-11,2020-11-10,60,"nearFar",12.4444444444445,NA,NA,356,NA,NA
"136",2020-09-11,2020-11-11,61,"nearFar",12.4444444444444,NA,NA,580,NA,NA
"137",2020-09-11,2020-11-12,62,"nearFar",12.4444444444445,NA,NA,623,NA,NA
"138",2020-09-11,2020-11-13,63,"nearFar",12.4444444444445,NA,NA,636,NA,NA
"139",2020-09-11,2020-11-14,64,"nearFar",12.4444444444445,NA,NA,550,NA,NA
"140",2020-09-11,2020-11-15,65,"nearFar",12.4444444444445,NA,NA,544,NA,NA
"141",2020-09-11,2020-11-16,66,"nearFar",12.4444444444445,NA,NA,546,NA,NA
"142",2020-09-11,2020-11-17,67,"nearFar",12.4444444444445,NA,NA,504,NA,NA
"143",2020-09-11,2020-11-18,68,"nearFar",12.4444444444445,NA,NA,731,NA,NA
"144",2020-09-11,2020-11-19,69,"nearFar",12.4444444444445,NA,NA,753,NA,NA
"145",2020-09-11,2020-11-20,70,"nearFar",12.4444444444445,NA,NA,653,NA,NA
"146",2020-09-11,2020-11-21,71,"nearFar",12.4444444444445,NA,NA,699,NA,NA
"147",2020-09-11,2020-11-22,72,"nearFar",12.4444444444445,NA,NA,692,NA,NA
"148",2020-09-11,2020-11-23,73,"nearFar",12.4444444444445,NA,NA,562,NA,NA
"149",2020-09-11,2020-11-24,74,"nearFar",12.4444444444445,NA,NA,630,NA,NA
"150",2020-09-11,2020-11-25,75,"nearFar",12.4444444444445,NA,NA,853,NA,NA
"151",2020-09-26,2020-09-27,1,"nearFuture",12.7291666666667,NA,NA,17,13,1.06770806640632
"152",2020-09-26,2020-09-28,2,"nearFuture",12.7291666666667,NA,NA,17,13,1.06770806640632
"153",2020-09-26,2020-09-29,3,"nearFuture",12.7291666666667,NA,NA,16,13,1.09027741435197
"154",2020-09-26,2020-09-30,4,"nearFuture",12.7291666666667,NA,NA,24,13,1.02462111897384
"155",2020-09-26,2020-10-01,5,"nearFuture",12.7291666666667,NA,NA,19,13,1.0451387146991
"156",2020-09-26,2020-10-02,6,"nearFuture",12.7291666666667,NA,NA,24,13,1.02462111897384
"157",2020-09-26,2020-10-03,7,"nearFuture",12.7291666666667,NA,NA,23,13,1.02708323062501
"158",2020-09-26,2020-10-04,8,"nearFuture",12.7291666666667,NA,NA,27,13,1.01934516528487
"159",2020-09-26,2020-10-05,9,"farFuture",12.7291666666667,NA,NA,18,NA,NA
"160",2020-09-26,2020-10-06,10,"farFuture",12.7291666666667,NA,NA,16,NA,NA
"161",2020-09-26,2020-10-07,11,"farFuture",12.7291666666667,NA,NA,28,NA,NA
"162",2020-09-26,2020-10-08,12,"farFuture",12.7291666666667,NA,NA,31,NA,NA
"163",2020-09-26,2020-10-09,13,"farFuture",12.7291666666667,NA,NA,22,NA,NA
"164",2020-09-26,2020-10-10,14,"farFuture",12.7291666666667,NA,NA,28,NA,NA
"165",2020-09-26,2020-10-11,15,"farFuture",12.7291666666667,NA,NA,29,NA,NA
"166",2020-09-26,2020-10-12,16,"farFuture",12.7291666666667,NA,NA,26,NA,NA
"167",2020-09-26,2020-10-13,17,"farFuture",12.7291666666667,NA,NA,39,NA,NA
"168",2020-09-26,2020-10-14,18,"farFuture",12.7291666666667,NA,NA,41,NA,NA
"169",2020-09-26,2020-10-15,19,"farFuture",12.7291666666667,NA,NA,43,NA,NA
"170",2020-09-26,2020-10-16,20,"farFuture",12.7291666666667,NA,NA,83,NA,NA
"171",2020-09-26,2020-10-17,21,"farFuture",12.7291666666667,NA,NA,55,NA,NA
"172",2020-09-26,2020-10-18,22,"farFuture",12.7291666666667,NA,NA,47,NA,NA
"173",2020-09-26,2020-10-19,23,"farFuture",12.7291666666667,NA,NA,69,NA,NA
"174",2020-09-26,2020-10-20,24,"farFuture",12.7291666666667,NA,NA,73,NA,NA
