"date","region","population","total_responses","pct_cli","pct_cli_smooth","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom"
2020-07-13,"BRAC",803513,94,3.26,4.46987101338753,3.0644,NA,3.51200392551089,28219.4081019903,2748113.37133586,35915.9946758005,2702968.01232966,2000
2020-07-14,"BRAC",803513,79,1.27,4.3809615264001,1.0033,NA,3.36289864264556,27021.3277704806,2775134.69910634,35201.5953896232,2738169.60771929,2000
2020-07-15,"BRAC",803513,53,3.85,4.30716119825836,2.0405,NA,3.30406639509805,26548.6030132442,2801683.30211958,34608.6001589617,2772778.20787825,2000
2020-07-16,"BRAC",803513,53,5.77,4.25071427630932,3.0581,NA,3.33200109023702,26773.0619201962,2828456.36403978,34155.0418030013,2806933.24968125,2000
2020-07-17,"BRAC",803513,61,3.28,4.21380993561193,2.0008,NA,3.42961809966136,27557.427281132,2856013.79132091,33858.5106279335,2840791.76030918,2000
2020-07-18,"BRAC",803513,65,0,4.1973125870017,0,NA,3.57956020724588,28762.2316080476,2884776.02292896,33725.952287195,2874517.71259638,2000
2020-07-19,"BRAC",803513,75,2.67,4.2007287711568,2.0025,3.93336188436831,3.76447019686534,30248.0074129386,2915024.0303419,33753.4017709851,2908271.11436736,2000
2020-07-20,"BRAC",803513,59,5.45,4.22350333401586,3.2155,NA,3.96699085239453,31875.2872078008,2946899.3175497,33936.3983442509,2942207.51271161,2000
2020-07-21,"BRAC",803513,73,9.72,4.26508112151757,7.0956,NA,4.17115174379339,33515.7465111066,2980415.06406081,34270.4812719395,2976477.99398355,2000
2020-07-22,"BRAC",803513,81,1.23,4.32490697960057,0.9963,NA,4.37185087452848,35128.39011745,3015543.45417826,34751.1898189979,3011229.18380255,2000
2020-07-23,"BRAC",803513,64,8.06,4.40242575420354,5.1584,NA,4.56911082450402,36713.399459297,3052256.85363755,35374.0632503735,3046603.24705293,2000
2020-07-25,"BRAC",803513,55,5.56,4.49712213371335,3.058,NA,4.76298429911884,38271.1980313788,3090528.05166893,36134.9609702642,3082738.20802319,2000
2020-07-26,"BRAC",803513,66,3.08,4.60901010405623,2.0328,NA,4.95352400377177,39802.2093284267,3130330.26099736,37033.9953574054,3119772.2033806,2000
2020-07-27,"BRAC",803513,59,5.26,4.73847940591044,3.1034,5.12354545454545,5.14078264386162,41306.8568451718,3171637.11784253,38074.2980288132,3157846.50140941,2000
2020-07-28,"BRAC",803513,64,4.76,4.88592777937379,3.0464,NA,5.32618243284205,42796.5682516022,3214433.68609413,39259.0648778797,3197105.56628729,2000
2020-07-30,"BRAC",803513,66,4.62,5.05175296454411,3.0492,NA,5.51157290603336,44286.2048044558,3258719.89089859,40591.4917979973,3237697.05808529,2000
2020-07-31,"BRAC",803513,66,4.69,5.2363527015192,3.0954,NA,5.69696337922466,45775.8413573094,3304495.7322559,42074.7746825579,3279771.83276784,2000
2020-08-01,"BRAC",803513,53,1.92,5.44012473039688,1.0176,NA,5.88235385241596,47265.477910163,3351761.21016606,43712.1094249539,3323483.9421928,2000
2020-08-03,"BRAC",803513,57,5.26,5.66326845755174,2.9982,NA,6.06774432560726,48755.1144630166,3400516.32462908,45505.0982813277,3368989.04047413,2000
2020-08-04,"BRAC",803513,73,5.48,5.9043720625094,4.0004,NA,6.25313479879856,50244.7510158703,3450761.07564495,47442.3970906312,3416431.43756476,2000
2020-08-05,"BRAC",803513,50,6,6.16124046267869,3,NA,6.43852527198986,51734.3875687239,3502495.46321367,49506.3680788834,3465937.80564364,2000
2020-08-06,"BRAC",803513,50,4.17,6.43167336502258,2.085,NA,6.62391574518116,53224.0241215775,3555719.48733525,51679.3316054939,3517617.13724913,2000
2020-08-07,"BRAC",803513,53,7.69,6.71347047650404,4.0757,NA,6.80930621837246,54713.6606744311,3610433.14800968,53943.6080298719,3571560.74527901,2000
2020-08-08,"BRAC",803513,57,7.14,7.00443150408603,4.0698,NA,6.99469669156376,56203.2972272848,3666636.44523697,56281.5177114268,3627842.26299043,2000
2020-08-11,"BRAC",803513,51,12,7.30235615473152,6.12,NA,7.18008716475507,57692.9337801384,3724329.3790171,58675.3810095679,3686517.644,2000
