"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-05-31,"ESAS",1022800,207,0,0,0.188769953051643,0.225711298325616,2308.5751592744,133681.253404596
2020-06-01,"ESAS",1022800,149,0.67,0.9983,NA,0.222080307397005,2271.43738405657,135952.690788652
2020-06-02,"ESAS",1022800,132,0,0,NA,0.222215703832029,2272.82221879399,138225.513007446
2020-06-03,"ESAS",1022800,138,0,0,NA,0.225723212334996,2308.69701576234,140534.210023208
2020-06-04,"ESAS",1022800,183,0,0,NA,0.232208557610219,2375.02912723732,142909.239150446
2020-06-05,"ESAS",1022800,142,0,0,NA,0.241277464362008,2467.78590549462,145377.02505594
2020-06-06,"ESAS",1022800,147,0.68,0.9996,NA,0.252535657294673,2582.93470280992,147959.95975875
2020-06-07,"ESAS",1022800,155,0,0,0.191003824091778,0.265588861112527,2716.44287145892,150676.402630209
2020-06-08,"ESAS",1022800,149,0,0,NA,0.280042800519878,2864.27776371731,153540.680393926
2020-06-09,"ESAS",1022800,154,1.3,2.002,NA,0.295503031942419,3022.40501070706,156563.085404634
2020-06-10,"ESAS",1022800,136,0,0,NA,0.311561349534069,3186.64948303446,159749.734887668
2020-06-11,"ESAS",1022800,154,1.3,2.002,NA,0.327785789011568,3352.59305001031,163102.327937678
2020-06-12,"ESAS",1022800,114,0,0,NA,0.343742029777323,3515.79348056246,166618.121418241
2020-06-13,"ESAS",1022800,128,0.79,1.0112,NA,0.358995751233744,3671.80854361874,170289.92996186
2020-06-14,"ESAS",1022800,153,0.65,0.9945,NA,0.373112632783242,3816.196008107,174106.125969967
2020-06-15,"ESAS",1022800,140,0,0,0.532774822695036,0.385658353828223,3944.51364295507,178050.639612922
2020-06-16,"ESAS",1022800,123,0,0,NA,0.396198593771098,4052.31921709079,182102.958830012
2020-06-17,"ESAS",1022800,143,0.7,1.001,NA,0.404299032014276,4135.17049944201,186238.129329454
2020-06-18,"ESAS",1022800,137,0,0,NA,0.409531465144993,4188.68782550299,190426.817154957
2020-06-19,"ESAS",1022800,126,0,0,NA,0.411789169773275,4211.77962844105,194638.596783398
2020-06-20,"ESAS",1022800,119,1.69,2.0111,NA,0.411439153072166,4208.19965762211,198846.796441021
2020-06-21,"ESAS",1022800,120,0,0,NA,0.408886431652268,4182.0904229394,203028.88686396
2020-06-22,"ESAS",1022800,127,0,0,NA,0.404536022124185,4137.59443428616,207166.481298246
2020-06-23,"ESAS",1022800,142,0.7,0.994,0.386316297010607,0.398792941098518,4078.85420155564,211245.335499802
2020-06-24,"ESAS",1022800,130,0.77,1.001,NA,0.392062205185869,4010.01223464107,215255.347734443
2020-06-25,"ESAS",1022800,152,0.66,1.0032,NA,0.38474883099684,3935.21104343568,219190.558777878
2020-06-26,"ESAS",1022800,125,0,0,NA,0.377257835142034,3858.59313783273,223049.151915711
2020-06-27,"ESAS",1022800,132,0,0,NA,0.36999023546851,3784.26012837192,226833.412044083
2020-06-28,"ESAS",1022800,142,0,0,NA,0.363201565256079,3714.82560943917,230548.237653522
2020-06-29,"ESAS",1022800,138,0,0,NA,0.356963940402846,3651.0271824403,234199.264835963
2020-06-30,"ESAS",1022800,136,0,0,NA,0.351337763583899,3593.48264593612,237792.747481899
2020-07-01,"ESAS",1022800,120,0.83,0.996,0.279088372093023,0.346383437474329,3542.80979848744,241335.557280386
2020-07-02,"ESAS",1022800,104,0.97,1.0088,NA,0.342161364749224,3499.62643865506,244835.183719041
2020-07-03,"ESAS",1022800,96,0,0,NA,0.338731948083672,3464.5503649998,248299.734084041
2020-07-04,"ESAS",1022800,90,0,0,NA,0.336155590152762,3438.19937608245,251737.933460123
2020-07-05,"ESAS",1022800,101,0,0,NA,0.334492693631583,3421.19127046383,255159.124730587
2020-07-06,"ESAS",1022800,138,0.72,0.9936,NA,0.333800226165517,3414.1087132209,258573.233443808
2020-07-07,"ESAS",1022800,123,0,0,NA,0.334044009130096,3416.60212538263,261989.835569191
2020-07-08,"ESAS",1022800,140,0,0,NA,0.335091414585466,3427.31498838014,265417.150557571
2020-07-09,"ESAS",1022800,110,0.91,1.001,NA,0.33680491623231,3444.84068322406,268861.991240795
2020-07-10,"ESAS",1022800,96,0,0,NA,0.339046987771314,3467.772590925,272329.76383172
2020-07-11,"ESAS",1022800,59,1.69,0.9971,0.378476821192053,0.341680102903163,3494.70409249355,275824.467924214
2020-07-12,"ESAS",1022800,93,0,0,NA,0.344566735328542,3524.22856894033,279348.696493154
2020-07-13,"ESAS",1022800,129,0.78,1.0062,NA,0.347569358748137,3554.93940127594,282903.63589443
2020-07-14,"ESAS",1022800,205,0,0,NA,0.350550446862633,3585.42997051101,286489.065864941
2020-07-15,"ESAS",1022800,157,0.64,1.0048,NA,0.353377581038511,3614.34589886189,290103.411763803
2020-07-16,"ESAS",1022800,120,0,0,NA,0.356020998685616,3641.38277455648,293744.794538359
2020-07-17,"ESAS",1022800,129,0.78,1.0062,NA,0.358545978153312,3667.20826455207,297412.002802911
2020-07-18,"ESAS",1022800,136,0,0,NA,0.361021379599096,3692.52667053955,301104.529473451
2020-07-19,"ESAS",1022800,131,0.76,0.9956,0.3648,0.363516063180465,3718.0422942098,304822.571767661
2020-07-20,"ESAS",1022800,157,0,0,NA,0.366098889054918,3744.4594372537,308567.031204914
2020-07-21,"ESAS",1022800,153,1.31,2.0043,NA,0.36883871737995,3772.48240136213,312339.513606276
2020-07-22,"ESAS",1022800,128,0,0,NA,0.371804408313059,3802.81548822597,316142.329094502
2020-07-23,"ESAS",1022800,131,0,0,NA,0.375064822011743,3836.16299953611,319978.492094039
2020-07-24,"ESAS",1022800,134,0,0,NA,0.37868530718426,3873.19332188061,323851.685415919
2020-07-25,"ESAS",1022800,130,0.78,1.014,NA,0.382676226748511,3914.01244718377,327765.697863103
2020-07-26,"ESAS",1022800,152,0.66,1.0032,NA,0.387004329523008,3958.28028236132,331723.978145464
2020-07-27,"ESAS",1022800,135,0,0,0.3590625,0.391635165556703,4005.64447331396,335729.622618778
2020-07-28,"ESAS",1022800,156,0,0,NA,0.39653428489855,4055.75266594237,339785.375284721
2020-07-29,"ESAS",1022800,134,0.75,1.005,NA,0.401667237597502,4108.25250614725,343893.627790868
2020-07-30,"ESAS",1022800,132,0,0,NA,0.406999573702509,4162.79163982926,348056.419430697
2020-07-31,"ESAS",1022800,123,1.63,2.0049,NA,0.412496843262527,4219.01771288913,352275.437143586
2020-08-01,"ESAS",1022800,130,0,0,NA,0.418124596326507,4276.57837122751,356552.015514814
2020-08-02,"ESAS",1022800,162,0.62,1.0044,NA,0.423863442105036,4335.2752858503,360887.290800664
2020-08-03,"ESAS",1022800,139,1.45,2.0155,NA,0.429881679645169,4396.82981941079,365284.120620075
2020-08-04,"ESAS",1022800,127,0,0,0.546672710788757,0.436474976877492,4464.26606350299,369748.386683578
2020-08-05,"ESAS",1022800,144,0,0,NA,0.443941425332647,4540.63289830231,374289.01958188
2020-08-06,"ESAS",1022800,100,0,0,NA,0.452579116541276,4628.97920398417,378917.998785864
2020-08-07,"ESAS",1022800,122,0,0,NA,0.462686142034022,4732.35386072398,383650.352646588
2020-08-08,"ESAS",1022800,127,0,0,NA,0.474560593341527,4853.80574869714,388504.158395285
2020-08-09,"ESAS",1022800,135,0,0,NA,0.488500561994434,4996.38374807907,393500.542143364
2020-08-10,"ESAS",1022800,139,0,0,NA,0.504804139523385,5163.13673904518,398663.67888241
2020-08-11,"ESAS",1022800,137,0.73,1.0001,NA,0.523703786641599,5356.44232977028,404020.12121218
2020-08-12,"ESAS",1022800,130,1.54,2.002,0.290338491295938,0.544770216334911,5571.90977267347,409592.030984853
2020-08-13,"ESAS",1022800,122,0.82,1.0004,NA,0.567190818730025,5801.22769397069,415393.258678824
2020-08-14,"ESAS",1022800,149,1.34,1.9966,NA,0.590148296861089,6036.03678029522,421429.295459119
2020-08-15,"ESAS",1022800,126,0,0,NA,0.612825353762253,6267.97771828032,427697.2731774
2020-08-16,"ESAS",1022800,147,0.68,0.9996,NA,0.634404692467665,6488.69119455928,434185.964371959
2020-08-17,"ESAS",1022800,155,1.95,3.0225,NA,0.654069016011474,6689.81789576536,440875.782267724
2020-08-18,"ESAS",1022800,139,0,0,NA,0.671001027427829,6862.99850853184,447738.780776256
2020-08-19,"ESAS",1022800,150,0.67,1.005,NA,0.684383429750878,6999.87371949198,454738.654495748
2020-08-20,"ESAS",1022800,135,1.48,1.998,0.892439893143367,0.693454725466594,7092.65493207232,461831.30942782
2020-08-21,"ESAS",1022800,140,1.44,2.016,NA,0.697914231562333,7138.26676041955,468969.57618824
2020-08-22,"ESAS",1022800,138,0.72,0.9936,NA,0.69768839994578,7135.95695464544,476105.533142885
2020-08-23,"ESAS",1022800,133,0,0,NA,0.692705277335582,7084.98957658834,483190.522719474
2020-08-24,"ESAS",1022800,146,1.37,2.0002,NA,0.682892910450387,6984.62868808656,490175.15140756
2020-08-25,"ESAS",1022800,142,0,0,NA,0.668179346008844,6834.13835097845,497009.289758539
2020-08-26,"ESAS",1022800,145,0.69,1.0005,NA,0.648492630729599,6632.78262710234,503642.072385641
2020-08-27,"ESAS",1022800,136,0.74,1.0064,NA,0.623760811331301,6379.82557829655,510021.897963938
2020-08-28,"ESAS",1022800,155,0,0,0.618211453744493,0.593911934532599,6074.53126639942,516096.429230337
2020-08-29,"ESAS",1022800,143,0,0,NA,0.558925709337407,5716.692155103,521813.12138544
2020-08-30,"ESAS",1022800,141,0,0,NA,0.519134524101355,5309.70791250866,527122.829297949
2020-08-31,"ESAS",1022800,128,0,0,NA,0.475018116537102,4858.48529594148,531981.31459389
2020-09-01,"ESAS",1022800,132,0,0,NA,0.427056718235632,4367.93611411405,536349.250708004
2020-09-02,"ESAS",1022800,120,0.83,0.996,NA,0.375730560787935,3842.972175739,540192.222883743
2020-09-03,"ESAS",1022800,96,0,0,NA,0.321519875784995,3288.50528952892,543480.728173272
2020-09-04,"ESAS",1022800,107,0,0,NA,0.264904894817799,2709.44726419645,546190.175437469
2020-09-05,"ESAS",1022800,120,0,0,NA,0.206365849477335,2110.70990845418,548300.885345923
2020-09-06,"ESAS",1022800,112,0,0,0.0906278434940851,0.146382971354588,1497.20503101473,549798.090376938
2020-09-07,"ESAS",1022800,122,0.82,1.0004,NA,0.0857359405426089,876.907199869804,550674.997576807
2020-09-08,"ESAS",1022800,111,0,0,NA,0.0250826764856709,256.545615095442,550931.543191903
2020-09-09,"ESAS",1022800,104,0.96,0.9984,NA,-0.035570587571267,-363.815969678919,550567.727222224
2020-09-10,"ESAS",1022800,108,0.93,1.0044,NA,-0.096223851628205,-984.177554453281,549583.549667771
2020-09-11,"ESAS",1022800,111,0.91,1.0101,NA,-0.156877115685143,-1604.53913922764,547979.010528543
