"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-06-18,"ESCB",581078,50,0,0,NA,0.574905124927959,3340.64720182888,108078.688486566
2020-06-19,"ESCB",581078,68,0,0,NA,0.575888673947474,3346.3623888005,111425.050875367
2020-06-20,"ESCB",581078,60,1.67,1.002,NA,0.574938057948591,3340.83856836651,114765.889443733
2020-06-21,"ESCB",581078,60,0,0,NA,0.572010666122533,3323.82813849149,118089.717582225
2020-06-22,"ESCB",581078,70,0,0,NA,0.567063887660522,3295.08349714001,121384.801079365
2020-06-23,"ESCB",581078,61,1.64,1.0004,NA,0.560055111753783,3254.35704227665,124639.158121641
2020-06-25,"ESCB",581078,75,0,0,0.631500789889416,0.550941727593538,3201.40117186598,127840.559293507
2020-06-26,"ESCB",581078,62,0,0,NA,0.539681124371011,3135.96828387258,130976.52757738
2020-06-27,"ESCB",581078,54,0,0,NA,0.526231307338228,3057.81435605483,134034.341933435
2020-06-28,"ESCB",581078,52,0,0,NA,0.510651251779035,2967.28208081258,137001.624014247
2020-06-29,"ESCB",581078,50,2,1,NA,0.493212151018073,2865.9473028928,139867.57131714
2020-06-30,"ESCB",581078,58,0,0,NA,0.474211992156213,2755.54155978148,142623.112876922
2020-07-01,"ESCB",581078,57,0,0,NA,0.453948762294325,2637.79638896462,145260.909265886
2020-07-03,"ESCB",581078,52,0,0,NA,0.432720448533281,2514.44332792822,147775.352593814
2020-07-06,"ESCB",581078,58,1.75,1.015,NA,0.410825037973952,2387.21391415828,150162.566507973
2020-07-07,"ESCB",581078,66,0,0,NA,0.388560517717207,2257.83968514079,152420.406193113
2020-07-08,"ESCB",581078,67,0,0,NA,0.366224874863917,2128.05217836175,154548.458371475
2020-07-12,"ESCB",581078,60,0,0,0.316823899371069,0.344116096514955,1999.58293130717,156548.041302782
2020-07-13,"ESCB",581078,66,1.52,1.0032,NA,0.322532169771189,1874.16348146303,158422.204784245
2020-07-14,"ESCB",581078,105,0,0,NA,0.301767504342953,1753.50457888594,160175.709363131
2020-07-15,"ESCB",581078,68,0,0,NA,0.282034229958192,1638.83886275647,161814.548225888
2020-07-16,"ESCB",581078,64,0,0,NA,0.263462196362466,1530.92086137909,163345.469087267
2020-07-17,"ESCB",581078,53,0,0,NA,0.246177675910797,1430.48431562894,164775.953402896
2020-07-18,"ESCB",581078,58,0,0,NA,0.230306940958204,1338.26296638111,166114.216369277
2020-07-19,"ESCB",581078,69,0,0,NA,0.215976263859709,1254.99055451072,167369.206923788
2020-07-20,"ESCB",581078,65,0,0,NA,0.203311916970334,1181.40082089288,168550.607744681
2020-07-21,"ESCB",581078,60,0,0,0.165000000000001,0.192440172645099,1118.22750640269,169668.835251083
2020-07-22,"ESCB",581078,60,0,0,NA,0.183487303239025,1066.20435191526,170735.039602998
2020-07-24,"ESCB",581078,70,0,0,NA,0.176579581107134,1026.06509830571,171761.104701304
2020-07-25,"ESCB",581078,59,0,0,NA,0.171843278604446,998.543486449143,172759.648187753
2020-07-26,"ESCB",581078,71,0,0,NA,0.169386156344379,984.265689562792,173743.913877316
2020-07-27,"ESCB",581078,64,0,0,NA,0.169169354116875,983.005899515254,174726.919776831
2020-07-28,"ESCB",581078,63,0,0,NA,0.171084251812309,994.13294874593,175721.052725577
2020-07-29,"ESCB",581078,71,0,0,NA,0.175021803686452,1017.01319642516,176738.065922003
2020-07-30,"ESCB",581078,72,1.41,1.0152,NA,0.180872963995074,1051.01300172329,177789.078923726
2020-07-31,"ESCB",581078,67,0,0,0.170050251256281,0.188528686993944,1095.49872381067,178884.577647536
2020-08-01,"ESCB",581078,58,0,0,NA,0.197879926938833,1149.83672185763,180034.414369394
2020-08-02,"ESCB",581078,82,0,0,NA,0.20881763808551,1213.39335503452,181247.807724429
2020-08-03,"ESCB",581078,55,0,0,NA,0.221232774689746,1285.53498251168,182533.34270694
2020-08-05,"ESCB",581078,59,0,0,NA,0.235016291007311,1365.62796345946,183898.9706704
2020-08-06,"ESCB",581078,60,1.67,1.002,NA,0.250059139459382,1453.03864638779,185352.009316788
2020-08-07,"ESCB",581078,60,0,0,NA,0.266240696751394,1547.06611586907,186899.075432657
2020-08-08,"ESCB",581078,74,1.35,0.999,NA,0.283401315191222,1646.78269428685,188545.858126943
2020-08-09,"ESCB",581078,84,0,0,NA,0.301373132034231,1751.21296816187,190297.071095105
2020-08-10,"ESCB",581078,75,0,0,0.329654036243822,0.319988284535792,1859.38152401489,192156.45261912
2020-08-11,"ESCB",581078,61,0,0,NA,0.339078909951273,1970.31294836666,194126.765567487
2020-08-12,"ESCB",581078,66,0,0,NA,0.358477145536043,2083.03182773793,196209.797395225
2020-08-13,"ESCB",581078,67,1.49,0.9983,NA,0.378015128545469,2196.56274864944,198406.360143874
2020-08-14,"ESCB",581078,71,0,0,NA,0.397524996234921,2309.93029762195,200716.290441496
2020-08-15,"ESCB",581078,70,1.45,1.015,NA,0.416838885859767,2422.15906117622,203138.449502672
2020-08-16,"ESCB",581078,71,0,0,NA,0.435788934675375,2532.27362583298,205670.723128505
2020-08-17,"ESCB",581078,80,0,0,NA,0.454207447806908,2639.29955356743,208310.022682073
2020-08-18,"ESCB",581078,75,0,0,NA,0.471936625975545,2742.31990748618,211052.342589559
2020-08-19,"ESCB",581078,75,1.33,0.9975,0.473396226415095,0.488833907388743,2840.50629237636,213892.848881935
2020-08-20,"ESCB",581078,67,1.49,0.9983,NA,0.504758029307631,2933.03786154019,216825.886743476
2020-08-21,"ESCB",581078,68,0,0,NA,0.519567728993336,3019.09376827989,219844.980511755
2020-08-22,"ESCB",581078,73,0,0,NA,0.533121743706986,3097.85316589768,222942.833677653
2020-08-23,"ESCB",581078,77,1.3,1.001,NA,0.545278810709709,3168.49520769576,226111.328885349
2020-08-24,"ESCB",581078,76,1.32,1.0032,NA,0.555897667262633,3230.19904697636,229341.527932325
2020-08-25,"ESCB",581078,66,0,0,NA,0.564837050626886,3282.1438370417,232623.671769367
2020-08-26,"ESCB",581078,67,0,0,NA,0.571955698063596,3323.50873119398,235947.180500561
2020-08-27,"ESCB",581078,72,0,0,NA,0.57711234683389,3353.47288273543,239300.653383296
2020-08-28,"ESCB",581078,53,1.89,1.0017,0.646882067851372,0.580176984997979,3371.28082088656,242671.934204183
2020-08-29,"ESCB",581078,64,0,0,NA,0.5811787069084,3377.10160652919,246049.035810712
2020-08-30,"ESCB",581078,67,0,0,NA,0.58026452754807,3371.78951138577,249420.825322098
2020-08-31,"ESCB",581078,72,1.39,1.0008,NA,0.577584243155,3356.21496844021,252777.040290538
2020-09-01,"ESCB",581078,58,1.72,0.9976,NA,0.573287649967203,3331.24841067642,256108.288701215
2020-09-02,"ESCB",581078,51,0,0,NA,0.56752454422269,3297.76027107832,259406.048972293
2020-09-05,"ESCB",581078,58,0,0,NA,0.560444722159473,3256.62098262982,262662.669954923
2020-09-06,"ESCB",581078,72,1.39,1.0008,NA,0.552197980015563,3208.70097831483,265871.370933237
2020-09-07,"ESCB",581078,50,0,0,NA,0.542934114028971,3154.87069111726,269026.241624355
2020-09-08,"ESCB",581078,67,0,0,NA,0.53280292043771,3096.00055402104,272122.242178376
2020-09-09,"ESCB",581078,59,0,0,0.485307443365696,0.521954195479791,3032.96100001006,275155.203178386
2020-09-10,"ESCB",581078,63,0,0,NA,0.510739935598479,2967.79740297693,278123.000581363
2020-09-11,"ESCB",581078,53,0,0,NA,0.499522486886367,2902.61527634956,281025.615857712
