"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-05-08,"ESNC",654214,66,0,0,NA,0.0693229257927414,453.520285745725,453.520285745725
2020-05-09,"ESNC",654214,67,1.52,1.0184,NA,0.0937265229289471,613.172034714382,1066.69232046011
2020-05-10,"ESNC",654214,70,0,0,NA,0.118130120065153,772.82378368304,1839.51610414315
2020-05-11,"ESNC",654214,62,1.64,1.0168,NA,0.142533717201359,932.475532651697,2771.99163679484
2020-05-12,"ESNC",654214,63,0,0,NA,0.166937314337565,1092.12728162035,3864.1189184152
2020-05-13,"ESNC",654214,71,0,0,NA,0.191340911473771,1251.77903058901,5115.89794900421
2020-05-14,"ESNC",654214,83,0,0,NA,0.215744508609976,1411.43077955767,6527.32872856188
2020-05-15,"ESNC",654214,65,0,0,NA,0.240148105746182,1571.08252852633,8098.41125708821
2020-05-16,"ESNC",654214,76,0,0,NA,0.264551702882388,1730.73427749498,9829.14553458319
2020-05-17,"ESNC",654214,68,0,0,0.294529667149059,0.288954752992839,1890.38244774457,11719.5279823278
2020-05-18,"ESNC",654214,67,4.55,3.0485,NA,0.312846115459824,2046.68308579433,13766.2110681221
2020-05-19,"ESNC",654214,66,0,0,NA,0.335751747890005,2196.53493994112,15962.7460080632
2020-05-20,"ESNC",654214,82,0,0,NA,0.357633203056701,2339.68648304536,18302.4324911086
2020-05-22,"ESNC",654214,53,0,0,NA,0.378452033733226,2475.88618796749,20778.3186790761
2020-05-23,"ESNC",654214,81,0,0,NA,0.398169792692898,2604.88252756791,23383.201206644
2020-05-24,"ESNC",654214,70,0,0,NA,0.416748032709034,2726.42397470708,26109.6251813511
2020-05-25,"ESNC",654214,70,0,0,NA,0.434148306554951,2840.2590022454,28949.8841835965
2020-05-26,"ESNC",654214,67,0,0,NA,0.450332167003965,2946.13608304332,31896.0202666398
2020-05-27,"ESNC",654214,60,0,0,NA,0.465261166829393,3043.80368996125,34939.823956601
2020-05-28,"ESNC",654214,77,0,0,0.43989898989899,0.478896858804552,3133.01029585961,38072.8342524606
2020-05-29,"ESNC",654214,54,0,0,NA,0.49120079570276,3213.50437359885,41286.3386260595
2020-05-30,"ESNC",654214,56,0,0,NA,0.502134530297331,3285.03439603938,44571.3730220989
2020-05-31,"ESNC",654214,65,0,0,NA,0.511659615361585,3347.34883604164,47918.7218581405
2020-06-02,"ESNC",654214,59,0,0,NA,0.519737603668836,3400.19616646604,51318.9180246066
2020-06-03,"ESNC",654214,50,4,2,NA,0.526330047992402,3443.32486017301,54762.2428847796
2020-06-04,"ESNC",654214,62,1.61,0.9982,NA,0.5313985011056,3476.48339002299,58238.7262748026
2020-06-05,"ESNC",654214,62,0,0,NA,0.534904515781746,3499.42022887639,61738.146503679
2020-06-06,"ESNC",654214,55,1.82,1.001,NA,0.536809644794158,3511.88384959366,65250.0303532726
2020-06-08,"ESNC",654214,54,0,0,NA,0.537075440916152,3513.6227250352,68763.6530783078
2020-06-13,"ESNC",654214,61,0,0,NA,0.535663456921045,3504.38532806145,72268.0384063692
2020-06-15,"ESNC",654214,50,0,0,NA,0.532535245582154,3483.92013153283,75751.9585379021
2020-06-18,"ESNC",654214,50,0,0,0.589852507374631,0.527652359672795,3451.97560830978,79203.9341462119
2020-06-21,"ESNC",654214,56,0,0,NA,0.520976351966285,3408.30023125271,82612.2343774646
2020-06-23,"ESNC",654214,53,0,0,NA,0.512468775235942,3352.64247322206,85964.8768506866
2020-06-24,"ESNC",654214,54,0,0,NA,0.502091182255081,3284.75080707826,89249.6276577649
2020-06-25,"ESNC",654214,52,0,0,NA,0.48980512579702,3204.37370568172,92454.0013634466
2020-07-13,"ESNC",654214,56,1.79,1.0024,NA,0.475572158635076,3111.25964189287,95565.2610053395
2020-07-14,"ESNC",654214,88,0,0,NA,0.459353833542564,3005.15708857215,98570.4180939116
2020-07-15,"ESNC",654214,57,0,0,NA,0.441111703292803,2885.81451857998,101456.232612492
2020-07-19,"ESNC",654214,52,0,0,NA,0.420807320659109,2752.98040477678,104209.213017268
2020-07-20,"ESNC",654214,54,0,0,NA,0.398402238414798,2606.40322002299,106815.616237291
2020-07-21,"ESNC",654214,52,0,0,NA,0.373858009333188,2445.83143717902,109261.44767447
2020-07-22,"ESNC",654214,60,0,0,NA,0.347136186187594,2271.01352910531,111532.461203576
2020-07-24,"ESNC",654214,57,1.75,0.9975,0.289421128798842,0.318198321751335,2081.69796866228,113614.159172238
2020-07-26,"ESNC",654214,55,0,0,NA,0.288064249693501,1884.55665048984,115498.715822728
2020-07-27,"ESNC",654214,51,0,0,NA,0.257928874037595,1687.40680399631,117186.122626724
2020-07-29,"ESNC",654214,50,0,0,NA,0.227793498381688,1490.25695750278,118676.379584227
2020-08-03,"ESNC",654214,53,0,0,NA,0.197658122725781,1293.10711100924,119969.486695236
2020-08-12,"ESNC",654214,58,0,0,NA,0.167522747069874,1095.95726451571,121065.443959752
2020-08-16,"ESNC",654214,51,0,0,NA,0.137387371413968,898.807418022174,121964.251377774
2020-08-17,"ESNC",654214,66,1.52,1.0032,NA,0.107251995758061,701.65757152864,122665.908949303
2020-08-18,"ESNC",654214,51,0,0,NA,0.0771166201021539,504.507725035105,123170.416674338
2020-08-21,"ESNC",654214,50,2,1,NA,0.0469812444462471,307.357878541571,123477.774552879
2020-08-26,"ESNC",654214,51,0,0,NA,0.0168458687903402,110.208032048036,123587.982584927
2020-09-02,"ESNC",654214,54,1.85,0.999,NA,-0.0132895068655665,-86.9418144454973,123501.040770482
