,date,population,total_responses,pct_cli,pct_cli_smooth,number_cli,batched_pct_cli,batched_pct_cli_smooth,estimate_cli,cum_estimate_cli,number_cli_smooth,cum_number_cli_smooth,pct_cli_smooth_new,batched_pct_cli_smooth_new,pct_cli_smooth_cumul,batched_pct_cli_smooth_cumul,cumulCases_smooth,batched_cumulCases_smooth
0,2020-04-23,47026208,1897,1.01,1.01512046494092,19.1597,,1.07989138247141,507831.96769508,507831.96769508,477372.661293683,477372.661293683,0.07500645437477917,0.08179223178033308,0.5582950328594811,0.6012411311186606,262545,282741
1,2020-04-24,47026208,1366,0.88,0.995472511665343,12.0208,,1.06349394895351,500120.87650229,1007952.84419737,468132.973918569,945505.635212252,0.07348062309090918,0.08042577898717458,0.6317756559503903,0.6816669101058352,297100,320562
2,2020-04-25,47026208,2405,1.09,0.975976092206582,26.2145,,1.04709651543561,492409.7853095,1500362.62950687,458964.547151339,1404470.18236359,0.07198171212404868,0.07905932619401608,0.703757368074439,0.7607262362998514,330950,357741
3,2020-04-26,47026208,2686,1.05,0.95665979156252,28.203000000000003,,1.0306990819177,484698.69411671,1985061.32362358,449880.82343255705,1854351.00579615,0.07051210355735459,0.0776928734008575,0.7742694716317936,0.8384191097007089,364110,394277
4,2020-04-27,47026208,2656,1.03,0.9375521947310379,27.3568,,1.0143016483998,476987.602923919,2462048.9265475,440895.245202783,2295246.25099893,0.06907417947398392,0.076326420607699,0.8433436511057775,0.9147455303084079,396593,430170
5,2020-04-28,47026208,2612,0.93,0.91868188671002,24.2916,,0.9979042148818991,469276.51173112897,2931325.43827863,432021.25490257796,2727267.50590151,0.06767032195709351,0.0749599678145405,0.911013973062871,0.9897054981229484,428415,465421
6,2020-04-29,47026208,2472,0.81,0.9000774524973499,20.0232,,0.981506781363997,461565.42053833796,3392890.85881697,423272.294972505,3150539.80087401,0.06630291308984033,0.07359351502138202,0.9773168861527114,1.0632990131443305,459595,500029
7,2020-04-30,47026208,2401,0.72,0.8817674770909101,17.2872,,0.9651093478460949,453854.32934554794,3846745.18816251,414661.807853124,3565201.60872714,0.06497433495538124,0.07222706222822349,1.0422912211080926,1.135526075372554,490150,533995
8,2020-05-01,47026208,1888,1.23,0.8637805454885841,23.2224,,0.9487119143281929,446143.238152758,4292888.42631527,406203.235984996,3971404.84471213,0.06368696963687333,0.070860609435065,1.105978190744966,1.206386684807619,520100,567318
9,2020-05-02,47026208,1795,0.9,0.846145242688255,16.155,,0.93231448081029,438432.14695996704,4731320.57327524,397910.021808684,4369314.86652082,0.06244319921747351,0.06949426931279942,1.1684213899624394,1.2758809541204184,549464,599998
10,2020-05-03,47026208,4033,0.85,0.828890153687807,34.2805,,0.915917047292388,430721.055767177,5162041.62904242,389795.607764748,4759110.47428557,0.06124540578033858,0.06813826448139441,1.229666795742778,1.3440192186018127,578266,632041
11,2020-05-04,47026208,4387,0.73,0.812043863485122,32.0251,,0.8995196137744861,423009.964574386,5585051.5936168,381873.43629374896,5140983.91057932,0.06009597140862549,0.06680126480664633,1.2897627671514036,1.410820483408459,606527,663455
12,2020-05-05,47026208,4520,0.56,0.7956349570780841,25.311999999999998,,0.8831221802565842,415298.873381596,6000350.4669984,374156.94983625,5515140.86041557,0.05899727818549134,0.06548613530941759,1.3487600453368949,1.4763066187178766,634271,694251
13,2020-05-06,47026208,4428,0.71,0.7796920194645749,31.4388,,0.8667247467386819,407587.78218880604,6407938.2491872,366659.590832812,5881800.45124838,0.05795170819409292,0.06419574101057092,1.4067117535309879,1.5405023597284475,661523,724440
14,2020-05-07,47026208,4495,0.89,0.76424363564248,40.0055,,0.85032731322078,399876.690996016,6807814.94018322,359394.801723995,6241195.25297237,0.05696164351758725,0.06293294693096875,1.4636733970485751,1.6034353066594162,688310,754035
15,2020-05-08,47026208,4390,0.67,0.7493183906096821,29.413,0.8391507505523321,0.8339312317535931,392166.23562140705,7199981.17580463,352376.024950361,6593571.27792273,0.056028986647433165,0.061700618091473675,1.5197023836960084,1.66513592475089,714658,783050
16,2020-05-09,47026208,4550,0.65,0.734944869364063,29.575,,0.817659173776733,384514.103791328,7584495.27959595,345616.70295247197,6939187.98087521,0.05515226912016108,0.06050161951294833,1.5748546528161695,1.7256375442638383,740594,811502
17,2020-05-10,47026208,4708,0.69,0.7211516569035059,32.4852,,0.801615177679756,376969.22081525205,7961464.50041121,339130.278170889,7278318.25904609,0.054328576927722166,0.05933881621625525,1.6291832297438917,1.7849763604800937,766143,839407
18,2020-05-11,47026208,4289,0.81,0.7079673382258961,34.7409,,0.785833623713011,369547.75442121795,8331012.25483242,332930.193046173,7611248.45209227,0.05355499053197416,0.05821507322225709,1.6827382202758658,1.8431914337023507,791328,866783
19,2020-05-12,47026208,4162,0.64,0.695420498329115,26.6368,,0.770348892126851,362265.87233726797,8693278.12716969,327029.890018886,7938278.34211115,0.05282859039477475,0.05713325555181616,1.7355668106706406,1.900324689254167,816171,893651
20,2020-05-13,47026208,4180,0.66,0.683539722211047,27.588,,0.755195363171625,355139.742291444,9048417.86946114,321442.811529589,8259721.15364074,0.052146456977981835,0.056096228225795325,1.7877132676486225,1.9564209174799623,840694,920031
21,2020-05-14,47026208,4889,0.78,0.672347839769198,38.1342,,0.7404074170976841,348185.532011785,9396603.40147292,316179.69361337,8575900.84725411,0.05150567074345309,0.05510685626505699,1.8392189383920756,2.0115277737450192,864915,945945
22,2020-05-15,47026208,4897,0.6,0.661827229441933,29.381999999999998,,0.72601943415538,341419.409226332,9738022.81069925,311232.24951800104,8887133.09677211,0.050903312153046165,0.05416800469046384,1.8901222505451218,2.065695778435483,888853,971418
23,2020-05-16,47026208,4863,0.58,0.651942923132666,28.2054,,0.712065794595063,334857.541663127,10072880.3523624,306584.03507364803,9193717.13184576,0.050336461668619,0.05328253852287825,1.9404587122137409,2.118978316958361,912524,996475
24,2020-05-17,47026208,4892,0.62,0.64265988638369,30.3304,,0.6985808786670851,328516.09705021104,10401396.4494126,302218.574903358,9495935.70674912,0.04980219975202934,0.052453322783163,1.9902609119657702,2.1714316397415243,935944,1021142
25,2020-05-18,47026208,4374,0.64,0.633943084737297,27.9936,,0.6855990666217939,322411.243115624,10723807.6925282,298119.393630178,9794055.100379301,0.049297606865134756,0.05168322249218058,2.039558518830905,2.2231148622337047,959127,1045447
26,2020-05-19,47026208,4843,0.71,0.625757483735782,34.3853,0.6702406855292521,0.6731547387095439,316559.147587407,11040366.8401156,294270.015877155,10088325.1162565,0.048819763469793165,0.050975101936264,2.088378282300698,2.274089964169969,982085,1069418
27,2020-05-20,47026208,4794,0.74,0.6180680489214371,35.4756,,0.6612822751806839,310975.978193601,11351342.818309199,290653.966267337,10378979.0825238,0.04836575002786225,0.050330300627171004,2.1367440323285605,2.3244202647971397,1004830,1093087
28,2020-05-21,47026208,3411,0.59,0.610839745836554,20.1249,,0.650016056285566,305677.902662247,11657020.7209715,287254.769423769,10666233.8519476,0.047932647001199834,0.04974542348765384,2.1846766793297605,2.3741656882847937,1027371,1116480
29,2020-05-22,47026208,4046,0.67,0.604037540023428,27.1082,,0.639390462274539,300681.08872138604,11957701.8096929,284055.949969501,10950289.801917098,0.04751753485166358,0.04921615918673658,2.232194214181424,2.4233818474715303,1049716,1139625
30,2020-05-23,47026208,4747,0.59,0.597626397024352,28.0073,,0.629439873397956,296001.70409906,12253703.5137919,281041.032527577,11231330.8344446,0.04711749404111134,0.04873819639344342,2.279311708222535,2.4721200438649737,1071874,1162544
31,2020-05-24,47026208,4965,0.51,0.591571282381617,25.3215,,0.620198669906167,291655.916523307,12545359.430315198,278193.541721047,11509524.3761657,0.046729605031400834,0.04830722377679833,2.326041313253936,2.520427267641772,1093849,1185261
