"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-06-10,"ESAN",8414240,345,1.16,4.002,NA,0.542302191968631,45630.6079575013,1505609.18095794
2020-06-11,"ESAN",8414240,351,0.57,2.0007,NA,0.542742018701496,45667.6160343888,1551276.79699233
2020-06-12,"ESAN",8414240,403,0.75,3.0225,NA,0.543058977802151,45694.2857338197,1596971.08272615
2020-06-13,"ESAN",8414240,325,0.31,1.0075,NA,0.543242951296845,45709.7657051997,1642680.84843135
2020-06-14,"ESAN",8414240,360,0.84,3.024,NA,0.543283821211827,45713.2045979341,1688394.05302928
2020-06-15,"ESAN",8414240,358,1.13,4.0454,NA,0.543171469573346,45703.7510614283,1734097.80409071
2020-06-16,"ESAN",8414240,366,0.55,2.013,NA,0.542895778407651,45680.5537450879,1779778.3578358
2020-06-17,"ESAN",8414240,371,0.27,1.0017,NA,0.54244662974099,45642.7612983183,1825421.11913412
2020-06-18,"ESAN",8414240,360,0.56,2.016,0.517699885452463,0.541813905599613,45589.5223705249,1871010.64150464
2020-06-19,"ESAN",8414240,360,1.11,3.996,NA,0.540987488009769,45519.9856111132,1916530.62711576
2020-06-20,"ESAN",8414240,342,0,0,NA,0.539957258997706,45433.2996694886,1961963.92678525
2020-06-21,"ESAN",8414240,375,1.35,5.0625,NA,0.538713100589674,45328.6131950566,2007292.5399803
2020-06-22,"ESAN",8414240,358,0.56,2.0048,NA,0.537244894811921,45205.0748372226,2052497.61481753
2020-06-23,"ESAN",8414240,398,0,0,NA,0.535542523690697,45061.8332453921,2097559.44806292
2020-06-24,"ESAN",8414240,417,0.72,3.0024,NA,0.533595869252251,44898.0370689706,2142457.48513189
2020-06-25,"ESAN",8414240,405,0.99,4.0095,NA,0.53139481352283,44712.8349573634,2187170.32008925
2020-06-26,"ESAN",8414240,385,1.04,4.004,NA,0.528929238528686,44505.3755599761,2231675.69564923
2020-06-27,"ESAN",8414240,371,0,0,NA,0.526189026296066,44274.8075262141,2275950.50317544
2020-06-28,"ESAN",8414240,422,0.24,1.0128,NA,0.523164058851218,44020.2795054828,2319970.78268092
2020-06-29,"ESAN",8414240,412,0.24,0.9888,NA,0.519844496749068,43740.9635832588,2363711.74626418
2020-06-30,"ESAN",8414240,382,0.26,0.9932,NA,0.516233780289478,43437.1492346294,2407148.89549881
2020-07-01,"ESAN",8414240,350,0.86,3.01,NA,0.512354170603833,43110.709564616,2450259.60506343
2020-07-02,"ESAN",8414240,382,0.26,0.9932,NA,0.50822935799009,42763.6379317453,2493023.24299517
2020-07-03,"ESAN",8414240,336,0.9,3.024,NA,0.503883032746204,42397.9276945442,2535421.17068972
2020-07-04,"ESAN",8414240,352,0.57,2.0064,NA,0.499338885170134,42015.5722115395,2577436.74290126
2020-07-05,"ESAN",8414240,383,0.78,2.9874,NA,0.494620605559836,41618.5648412579,2619055.30774252
2020-07-06,"ESAN",8414240,406,0,0,NA,0.489751884213266,41208.8989422263,2660264.20668474
2020-07-07,"ESAN",8414240,370,0.54,1.998,NA,0.484756411428381,40788.5678729714,2701052.77455771
2020-07-08,"ESAN",8414240,413,0.73,3.0149,NA,0.479657877503139,40359.5649920201,2741412.33954973
2020-07-09,"ESAN",8414240,356,0.85,3.026,NA,0.474479972735495,39923.8836578991,2781336.22320763
2020-07-10,"ESAN",8414240,361,0,0,NA,0.469246387423407,39483.5172291353,2820819.74043677
2020-07-11,"ESAN",8414240,234,0,0,0.526649941656943,0.463980811864831,39040.4590642554,2859860.19950102
2020-07-12,"ESAN",8414240,428,0,0,NA,0.458706936357725,38596.7025217862,2898456.90202281
2020-07-13,"ESAN",8414240,463,0.22,1.0186,NA,0.453448451200044,38154.2409602546,2936611.14298306
2020-07-14,"ESAN",8414240,747,0.13,0.9711,NA,0.448229046689746,37715.0677381873,2974326.21072125
2020-07-15,"ESAN",8414240,529,0.38,2.0102,NA,0.443072413124788,37281.1762141111,3011607.38693536
2020-07-16,"ESAN",8414240,392,0.51,1.9992,NA,0.438002240803125,36854.5597465529,3048461.94668191
2020-07-17,"ESAN",8414240,419,0.72,3.0168,NA,0.433042220022716,36437.2116940393,3084899.15837595
2020-07-18,"ESAN",8414240,459,0.87,3.9933,NA,0.428216041081516,36031.1254150973,3120930.28379105
2020-07-19,"ESAN",8414240,495,0,0,NA,0.423547394277482,35638.2942682536,3156568.57805931
2020-07-20,"ESAN",8414240,448,0.22,0.9856,NA,0.419059969908572,35260.711612035,3191829.28967134
2020-07-21,"ESAN",8414240,467,0,0,NA,0.414777458272742,34900.3708049684,3226729.66047631
2020-07-22,"ESAN",8414240,478,0.63,3.0114,NA,0.410723549667948,34559.2652055804,3261288.92568189
2020-07-23,"ESAN",8414240,461,0,0,NA,0.406921934392148,34239.3881723979,3295528.31385429
2020-07-24,"ESAN",8414240,469,0.43,2.0167,NA,0.403396302743299,33942.7330639477,3329471.04691823
2020-07-25,"ESAN",8414240,414,0.72,2.9808,NA,0.400170345019356,33671.2932387566,3363142.34015699
2020-07-26,"ESAN",8414240,495,0.41,2.0295,NA,0.397267751518277,33427.0620553515,3396569.40221234
2020-07-27,"ESAN",8414240,510,0.59,3.009,NA,0.394712212538018,33212.0328722589,3429781.4350846
2020-07-28,"ESAN",8414240,458,0.44,2.0152,NA,0.392527418376537,33028.1990480059,3462809.63413261
2020-07-29,"ESAN",8414240,503,0.2,1.006,0.348157498552403,0.39073705933179,32877.5539411192,3495687.18807373
2020-07-30,"ESAN",8414240,478,0.42,2.0076,NA,0.389364825701734,32762.0909101255,3528449.27898385
2020-07-31,"ESAN",8414240,494,0.61,3.0134,NA,0.388434407784325,32683.8033135518,3561133.0822974
2020-08-01,"ESAN",8414240,402,0.25,1.005,NA,0.38796949587752,32644.6845099247,3593777.76680733
2020-08-02,"ESAN",8414240,489,0.82,4.0098,NA,0.387992493909509,32646.6196195315,3626424.38642686
2020-08-03,"ESAN",8414240,469,0.21,0.9849,NA,0.38850886548176,32690.0683629125,3659114.45478977
2020-08-04,"ESAN",8414240,385,1.04,4.004,NA,0.389512121311632,32774.4847162519,3691888.93950602
2020-08-05,"ESAN",8414240,424,0.24,1.0176,NA,0.390995521417319,32899.3015613046,3724788.24106733
2020-08-06,"ESAN",8414240,439,0.23,1.0097,NA,0.392952325817012,33063.9517798254,3757852.19284715
2020-08-07,"ESAN",8414240,404,0.25,1.01,NA,0.395375794528906,33267.868253569,3791120.06110072
2020-08-08,"ESAN",8414240,453,0.44,1.9932,NA,0.398259187571194,33510.4838642904,3824630.54496501
2020-08-09,"ESAN",8414240,482,0.62,2.9884,NA,0.401595764962069,33791.2314937444,3858421.77645876
2020-08-10,"ESAN",8414240,487,0.62,3.0194,NA,0.405378786719724,34109.5440236857,3892531.32048244
2020-08-11,"ESAN",8414240,462,0.22,1.0164,NA,0.409601512862353,34464.8543358692,3926996.17481831
2020-08-12,"ESAN",8414240,469,0,0,NA,0.414257203408149,34856.5953120498,3961852.77013036
2020-08-13,"ESAN",8414240,456,0.44,2.0064,NA,0.419339118375304,35284.1998339822,3997136.96996435
2020-08-14,"ESAN",8414240,458,0.44,2.0152,NA,0.424840517782014,35747.1007834213,4032884.07074777
2020-08-15,"ESAN",8414240,461,0.22,1.0142,NA,0.430754661646469,36244.7310421219,4069128.80178989
2020-08-16,"ESAN",8414240,494,0.2,0.988,NA,0.437074809986865,36776.5234918388,4105905.32528173
2020-08-17,"ESAN",8414240,503,0.8,4.024,0.426308416580549,0.443794222821393,37341.9110143268,4143247.23629605
2020-08-18,"ESAN",8414240,449,0.89,3.9961,NA,0.450906160168248,37940.3264913408,4181187.56278739
2020-08-19,"ESAN",8414240,515,0.78,4.017,NA,0.458403882045623,38571.2028046356,4219758.76559203
2020-08-20,"ESAN",8414240,496,1.01,5.0096,NA,0.46628064847171,39233.972835966,4258992.738428
2020-08-21,"ESAN",8414240,517,0,0,NA,0.474529719464704,39928.0694670869,4298920.80789508
2020-08-22,"ESAN",8414240,472,0.43,2.0296,NA,0.483144355042797,40652.925579753,4339573.73347484
2020-08-23,"ESAN",8414240,562,0.71,3.9902,NA,0.492117815224182,41407.9740557192,4380981.70753056
2020-08-24,"ESAN",8414240,530,0.57,3.021,NA,0.501443360027053,42192.6477767403,4423174.3553073
2020-08-25,"ESAN",8414240,511,0.79,4.0369,NA,0.511114249469604,43006.3796245712,4466180.73493187
2020-08-26,"ESAN",8414240,516,0.59,3.0444,NA,0.521123743570027,43848.6024809666,4510029.33741283
2020-08-27,"ESAN",8414240,531,0.76,4.0356,NA,0.531465102346515,44718.7492276814,4554748.08664052
2020-08-28,"ESAN",8414240,499,0.8,3.992,NA,0.542131585817263,45616.2527464705,4600364.33938699
2020-08-29,"ESAN",8414240,449,0.45,2.0205,NA,0.553116454000462,46540.5459190885,4646904.88530607
2020-08-30,"ESAN",8414240,515,0.39,2.0085,NA,0.564412966914307,47491.0616272904,4694395.94693336
2020-08-31,"ESAN",8414240,450,1.34,6.03,NA,0.576014384576991,48467.232752831,4742863.1796862
2020-09-01,"ESAN",8414240,413,1.23,5.0799,NA,0.587913967006707,49468.4921774651,4792331.67186366
2020-09-02,"ESAN",8414240,471,0.21,0.9891,NA,0.600104974221647,50494.2727829475,4842825.94464661
2020-09-03,"ESAN",8414240,432,0.23,0.9936,NA,0.612580666240006,51544.0074510331,4894369.95209764
2020-09-04,"ESAN",8414240,423,0.48,2.0304,0.64363387041481,0.625334303079977,52617.1290634766,4946987.08116112
2020-09-05,"ESAN",8414240,423,0.24,1.0152,NA,0.638250642016145,53703.9408207793,5000691.0219819
2020-09-06,"ESAN",8414240,457,0.67,3.0619,NA,0.651168361917863,54790.8687758376,5055481.89075773
2020-09-07,"ESAN",8414240,475,0.85,4.0375,NA,0.66408608181958,55877.7967308958,5111359.68748863
2020-09-08,"ESAN",8414240,461,0.87,4.0107,NA,0.677003801721298,56964.7246859541,5168324.41217459
2020-09-09,"ESAN",8414240,424,0.71,3.0104,NA,0.689921521623015,58051.6526410124,5226376.0648156
2020-09-10,"ESAN",8414240,437,0.92,4.0204,NA,0.702839241524733,59138.5805960707,5285514.64541167
2020-09-11,"ESAN",8414240,422,0.95,4.009,NA,0.71575696142645,60225.5085511289,5345740.1539628
2020-05-08,"ESAR",1319291,190,1.06,2.014,NA,0.481389485105853,6350.92815194786,6350.92815194786
2020-05-09,"ESAR",1319291,190,0.53,1.007,NA,0.491357094066344,6482.42991987881,12833.3580718267
2020-05-10,"ESAR",1319291,185,0.55,1.0175,NA,0.501324703026835,6613.93168780976,19447.2897596364
2020-05-11,"ESAR",1319291,149,1.34,1.9966,NA,0.511292311987326,6745.43345574071,26192.7232153771
2020-05-12,"ESAR",1319291,185,0.55,1.0175,NA,0.521259920947817,6876.93522367167,33069.6584390488
2020-05-13,"ESAR",1319291,189,0,0,NA,0.531227529908308,7008.43699160262,40078.0954306514
2020-05-14,"ESAR",1319291,212,0,0,NA,0.541195138868799,7139.93875953357,47218.034190185
2020-05-15,"ESAR",1319291,218,0.46,1.0028,0.530658761528327,0.551154933132903,7271.33742887841,54489.3716190634
2020-05-16,"ESAR",1319291,224,0.45,1.008,NA,0.560264863325973,7391.52391802186,61880.8955370853
2020-05-17,"ESAR",1319291,194,1.04,2.0176,NA,0.567857314618861,7491.69044460832,69372.5859816936
2020-05-18,"ESAR",1319291,183,0.55,1.0065,NA,0.57379008364633,7569.96093243851,76942.5469141321
2020-05-19,"ESAR",1319291,208,0.97,2.0176,NA,0.577920967043147,7624.4593053132,84567.0062194453
2020-05-20,"ESAR",1319291,215,0,0,NA,0.580107761444074,7653.30948703314,92220.3157064784
2020-05-21,"ESAR",1319291,152,0.66,1.0032,NA,0.580208263483877,7654.63540139907,99874.9511078775
2020-05-22,"ESAR",1319291,176,0.57,1.0032,0.595865384615385,0.57808026979732,7626.56097221176,107501.512080089
2020-05-23,"ESAR",1319291,205,1.49,3.0545,NA,0.573581577019167,7567.21012327194,115068.722203361
2020-05-24,"ESAR",1319291,201,0,0,NA,0.566569981784183,7474.70677838037,122543.428981742
2020-05-25,"ESAR",1319291,210,0.48,1.008,NA,0.556903280727133,7347.1748613378,129890.603843079
2020-05-26,"ESAR",1319291,179,0,0,NA,0.544439270482781,7182.73829594498,137073.342139024
2020-05-27,"ESAR",1319291,161,0,0,NA,0.529037060972941,6979.53833208052,144052.880471105
2020-05-28,"ESAR",1319291,175,1.75,3.0625,NA,0.510855364743071,6739.6688500725,150792.549321177
2020-05-29,"ESAR",1319291,163,0.61,0.9943,NA,0.490732063766447,6474.18395138499,157266.733272562
2020-05-30,"ESAR",1319291,173,0,0,0.55346284935242,0.469598620211956,6195.37233258052,163462.105605143
2020-05-31,"ESAR",1319291,216,0.47,1.0152,NA,0.448386496248486,5915.52269022161,169377.628295364
2020-06-01,"ESAR",1319291,151,0,0,NA,0.428027154044925,5646.92372087083,175024.552016235
2020-06-02,"ESAR",1319291,167,0,0,NA,0.409452055770159,5401.86412109069,180426.416137326
2020-06-03,"ESAR",1319291,156,0,0,NA,0.393592663593078,5192.63258744375,185619.04872477
2020-06-04,"ESAR",1319291,171,0,0,NA,0.381380439682567,5031.51781649253,190650.566541262
2020-06-05,"ESAR",1319291,144,0,0,NA,0.373746846207515,4930.80850479959,195581.375046062
2020-06-06,"ESAR",1319291,138,0,0,NA,0.371623345336809,4902.79334892744,200484.168394989
2020-06-07,"ESAR",1319291,165,0.61,1.0065,NA,0.375941399239337,4959.76104543865,205443.929440428
2020-06-08,"ESAR",1319291,127,0.8,1.016,0.211686411149825,0.387624067440547,5113.88943557707,210557.818876005
2020-06-09,"ESAR",1319291,115,1.77,2.0355,NA,0.406836367078537,5367.3555755941,215925.174451599
2020-06-10,"ESAR",1319291,143,0.7,1.001,NA,0.432393023336636,5704.52224150814,221629.696693107
2020-06-11,"ESAR",1319291,121,0,0,NA,0.462969385515239,6107.91343585785,227737.610128965
2020-06-12,"ESAR",1319291,125,0,0,NA,0.497240802914737,6560.05316118187,234297.663290147
2020-06-13,"ESAR",1319291,138,1.45,2.001,NA,0.533882624835526,7043.46542001885,241341.128710166
2020-06-14,"ESAR",1319291,137,0.74,1.0138,NA,0.571570200577997,7540.67421490746,248881.802925073
2020-06-15,"ESAR",1319291,129,1.55,1.9995,NA,0.608978879442544,8034.20354838634,256916.00647346
2020-06-16,"ESAR",1319291,131,0.77,1.0087,NA,0.644784010729561,8506.57742299413,265422.583896454
2020-06-17,"ESAR",1319291,120,1.69,2.028,NA,0.67766094373944,8940.3198412695,274362.903737723
2020-06-18,"ESAR",1319291,114,0.88,1.0032,NA,0.706285027772576,9317.95480575109,283680.858543474
2020-06-19,"ESAR",1319291,117,0,0,0.869834532374101,0.72933161212936,9622.00631897756,293302.864862452
2020-06-20,"ESAR",1319291,130,0.78,1.014,NA,0.745492597759139,9835.21674790253,303138.081610354
2020-06-21,"ESAR",1319291,143,0.7,1.001,NA,0.754238904362887,9950.60598375817,313088.687594113
2020-06-22,"ESAR",1319291,135,0,0,NA,0.756139691117597,9975.68289234226,323064.370486455
2020-06-23,"ESAR",1319291,132,2.27,2.9964,NA,0.75184688287234,9919.04825951532,332983.41874597
2020-06-24,"ESAR",1319291,157,1.29,2.0253,NA,0.742012404476181,9789.30287113785,342772.721617108
2020-06-25,"ESAR",1319291,142,0,0,NA,0.727288180778188,9595.04751307037,352367.769130178
2020-06-26,"ESAR",1319291,132,0,0,NA,0.708326136627429,9344.88297117338,361712.652101352
2020-06-27,"ESAR",1319291,130,0,0,NA,0.685778196872971,9047.41003130739,370760.062132659
2020-06-28,"ESAR",1319291,118,0,0,NA,0.660296286363881,8711.22947933291,379471.291611992
2020-06-29,"ESAR",1319291,109,0.92,1.0028,0.605384036144578,0.632532329949227,8344.94210111046,387816.233713103
2020-06-30,"ESAR",1319291,150,0,0,NA,0.603138252478076,7957.14868250054,395773.382395603
2020-07-01,"ESAR",1319291,115,0,0,NA,0.572765978799496,7556.45000936366,403329.832404967
2020-07-02,"ESAR",1319291,89,1.12,0.9968,NA,0.542067645015886,7151.44965460653,410481.282059573
2020-07-03,"ESAR",1319291,103,0.97,0.9991,NA,0.511701408778504,6750.83063288801,417232.112692461
2020-07-04,"ESAR",1319291,102,0,0,NA,0.482332176238745,6363.36499122191,423595.477683683
2020-07-05,"ESAR",1319291,106,0.94,0.9964,NA,0.454625210783912,5997.82948960318,429593.307173286
2020-07-06,"ESAR",1319291,88,0,0,NA,0.429245775801306,5663.00088802681,435256.308061313
2020-07-07,"ESAR",1319291,131,0.76,0.9956,NA,0.406859134678232,5367.65594648779,440623.964007801
2020-07-08,"ESAR",1319291,125,0,0,NA,0.38813055080199,5120.57142498108,445744.535432782
2020-07-09,"ESAR",1319291,104,0,0,NA,0.373725287559885,4930.52408350168,450675.059516284
2020-07-10,"ESAR",1319291,111,0,0,NA,0.364308608339218,4806.29068204456,455481.350198328
2020-07-11,"ESAR",1319291,60,1.67,1.002,NA,0.360545776527293,4756.64798060469,460237.998178933
2020-07-12,"ESAR",1319291,106,0,0,0.358985611510792,0.363102055511412,4790.37273917706,465028.37091811
2020-07-13,"ESAR",1319291,144,0,0,NA,0.372642708678877,4916.24171775664,469944.612635867
2020-07-14,"ESAR",1319291,235,0.43,1.0105,NA,0.389791310550638,5142.48167887661,475087.094314743
2020-07-15,"ESAR",1319291,147,0.68,0.9996,NA,0.414383896339359,5466.92944985449,480554.023764598
2020-07-16,"ESAR",1319291,159,0,0,NA,0.4455537960154,5878.15113098953,486432.174895587
2020-07-17,"ESAR",1319291,163,0.62,1.0106,NA,0.482409686618881,6364.3875786911,492796.562474278
2020-07-18,"ESAR",1319291,161,0,0,NA,0.524060245189921,6913.87964936856,499710.442123647
2020-07-19,"ESAR",1319291,169,0.6,1.014,NA,0.569614148768642,7514.86819943131,507225.310323078
2020-07-20,"ESAR",1319291,188,1.6,3.008,0.515571010248902,0.618180074395162,8155.59408528868,515380.904408367
2020-07-21,"ESAR",1319291,180,0,0,NA,0.668866699109601,8824.29816335005,524205.202571717
2020-07-22,"ESAR",1319291,172,0.59,1.0148,NA,0.72078269995208,9509.22129002479,533714.423861742
2020-07-23,"ESAR",1319291,155,3.23,5.0065,NA,0.773036753962718,10198.6043217223,543913.028183464
2020-07-24,"ESAR",1319291,169,0.59,0.9971,NA,0.824737538181634,10880.6881148519,554793.716298316
2020-07-25,"ESAR",1319291,141,0,0,NA,0.87499372964895,11543.7135258229,566337.429824139
2020-07-26,"ESAR",1319291,172,0.58,0.9976,NA,0.922950668932585,12176.4051096674,578513.834933806
2020-07-27,"ESAR",1319291,136,1.47,1.9992,NA,0.968240194595996,12773.9057456875,591287.740679494
2020-07-28,"ESAR",1319291,164,3.07,5.0348,NA,1.01083923483875,13335.9110496966,604623.65172919
2020-07-29,"ESAR",1319291,136,1.47,1.9992,1.1964350877193,1.05073204990796,13862.2133685513,618485.865097742
2020-07-30,"ESAR",1319291,173,1.16,2.0068,NA,1.08790290005073,14352.6050491082,632838.47014685
2020-07-31,"ESAR",1319291,125,0,0,NA,1.12233604551415,14806.878438224,647645.348585074
2020-08-01,"ESAR",1319291,133,1.5,1.995,NA,1.15401574654533,15224.8258827553,662870.174467829
2020-08-02,"ESAR",1319291,152,0.66,1.0032,NA,1.18292626339137,15606.2397295586,678476.414197388
2020-08-03,"ESAR",1319291,145,1.38,2.001,NA,1.20905185629938,15950.9123254906,694427.326522878
2020-08-04,"ESAR",1319291,142,1.41,2.0022,NA,1.23237678551646,16258.6360174079,710685.962540286
2020-08-05,"ESAR",1319291,143,2.8,4.004,NA,1.25288531128971,16529.2031521671,727215.165692454
2020-08-06,"ESAR",1319291,129,0,0,NA,1.27056169386623,16762.4060766247,743977.571769078
2020-08-07,"ESAR",1319291,131,1.53,2.0043,NA,1.28538815952587,16958.0103036905,760935.582072769
2020-08-08,"ESAR",1319291,133,1.52,2.0216,1.21181365576102,1.29732722920511,17115.5213754523,778051.103448221
2020-08-09,"ESAR",1319291,144,1.39,2.0016,NA,1.3063303614287,17234.2988885963,795285.402336817
2020-08-10,"ESAR",1319291,142,0.7,0.994,NA,1.31234889209834,17313.7008220531,812599.10315887
2020-08-11,"ESAR",1319291,145,0.69,1.0005,NA,1.3153341571157,17353.0851547533,829952.188313624
2020-08-12,"ESAR",1319291,114,0.88,1.0032,NA,1.31523749238246,17351.8098656275,847303.998179251
2020-08-13,"ESAR",1319291,138,2.17,2.9946,NA,1.3120102338003,17309.2329336063,864613.231112858
2020-08-14,"ESAR",1319291,115,0.88,1.012,NA,1.30560371727089,17224.7123376203,881837.943450478
2020-08-15,"ESAR",1319291,113,4.42,4.9946,NA,1.29596927869592,17097.6060566002,898935.549507078
2020-08-16,"ESAR",1319291,128,2.34,2.9952,NA,1.28305825397707,16927.2720694766,915862.821576555
2020-08-17,"ESAR",1319291,140,0,0,NA,1.26682197901601,16713.0683551801,932575.889931735
2020-08-18,"ESAR",1319291,112,0,0,NA,1.24721178971442,16454.3528926413,949030.242824376
2020-08-19,"ESAR",1319291,127,0.79,1.0033,1.26932299012694,1.22419953365499,16150.7542695523,965180.997093928
2020-08-20,"ESAR",1319291,126,2.4,3.024,NA,1.1979059243911,15803.8650489586,980984.862142887
2020-08-21,"ESAR",1319291,130,1.56,2.028,NA,1.16851734485633,15416.1441641285,996401.006307016
2020-08-22,"ESAR",1319291,116,0,0,NA,1.13622046584138,14990.0543460033,1011391.06065302
2020-08-23,"ESAR",1319291,142,0.71,1.0082,NA,1.10120195813694,14528.0583255245,1025919.11897854
2020-08-24,"ESAR",1319291,147,0.68,0.9996,NA,1.06364849253374,14032.6188336332,1039951.73781218
2020-08-25,"ESAR",1319291,129,0,0,NA,1.02374673982245,13506.198601271,1053457.93641345
2020-08-26,"ESAR",1319291,159,0.63,1.0017,NA,0.98168337079379,12951.2603593791,1066409.19677283
2020-08-27,"ESAR",1319291,107,0,0,NA,0.937645056238454,12370.2668388989,1078779.46361173
2020-08-28,"ESAR",1319291,120,0.84,1.008,NA,0.891818466947145,11765.6807707717,1090545.1443825
2020-08-29,"ESAR",1319291,119,1.68,1.9992,NA,0.844390273710562,11139.9648859388,1101685.10926844
2020-08-30,"ESAR",1319291,127,0,0,0.778389592123768,0.795547147319408,10495.5819153417,1112180.69118378
2020-08-31,"ESAR",1319291,97,0,0,NA,0.745935377433196,9841.05830029218,1122021.74948407
2020-09-01,"ESAR",1319291,105,0,0,NA,0.696316652585663,9186.44292906392,1131208.19241313
2020-09-02,"ESAR",1319291,114,0,0,NA,0.64669792773813,8531.82755783566,1139740.01997097
2020-09-03,"ESAR",1319291,95,2.13,2.0235,NA,0.597079202890598,7877.2121866074,1147617.23215758
2020-09-04,"ESAR",1319291,96,0,0,NA,0.547460478043065,7222.59681537913,1154839.82897296
2020-09-05,"ESAR",1319291,100,2.11,2.11,NA,0.497841753195532,6567.98144415087,1161407.81041711
2020-09-06,"ESAR",1319291,104,0.97,1.0088,NA,0.448223028348,5913.36607292261,1167321.17649003
2020-09-07,"ESAR",1319291,111,0,0,NA,0.398604303500467,5258.75070169435,1172579.92719172
2020-09-08,"ESAR",1319291,102,0,0,NA,0.348985578652934,4604.13533046609,1177184.06252219
2020-09-09,"ESAR",1319291,102,1.96,1.9992,NA,0.299366853805402,3949.51995923782,1181133.58248143
2020-09-10,"ESAR",1319291,106,0.94,0.9964,NA,0.249748128957869,3294.90458800956,1184428.48706944
2020-09-11,"ESAR",1319291,89,3.37,2.9993,NA,0.200129404110336,2640.28921678129,1187068.77628622
2020-05-08,"ESCB",581078,80,0,0,NA,0.782572194657863,4547.35485727402,4547.35485727402
2020-05-09,"ESCB",581078,69,0,0,NA,0.739412066220201,4296.56084615102,8843.91570342504
2020-05-10,"ESCB",581078,102,0,0,NA,0.696251937782539,4045.76683502802,12889.6825384531
2020-05-11,"ESCB",581078,96,1.06,1.0176,NA,0.653091809344878,3794.97282390503,16684.6553623581
2020-05-12,"ESCB",581078,73,1.43,1.0439,NA,0.609931680907216,3544.17881278203,20228.8341751401
2020-05-13,"ESCB",581078,82,1.3,1.066,NA,0.566771552469554,3293.38480165904,23522.2189767992
