"date","population","total_responses","pct_cli","pct_cli_smooth","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom"
2020-05-30,47026208,3994,0.55,0.56075526037681,21.967,NA,0.563071810408067,264791.320751863,12851218.6284114,263701.93511574,13126188.3136407,1000
2020-05-31,47026208,4481,0.61,0.556211379412677,27.3341,NA,0.559541519372891,263131.158746656,13114349.787158,261565.120202275,13387753.433843,1000
2020-06-01,47026208,3527,0.6,0.551743251143231,21.162,NA,0.556135935624037,261529.641849306,13375879.4290074,259463.928908578,13647217.3627516,1000
2020-06-02,47026208,3704,0.41,0.547315841110765,15.1864,NA,0.552816132976001,259968.464550851,13635847.8935582,257381.885857698,13904599.2486093,1000
2020-06-03,47026208,3667,0.44,0.542894714818242,16.1348,NA,0.549543185243282,258429.321342331,13894277.2149005,255302.797811433,14159902.0464207,1000
2020-06-04,47026208,4193,0.58,0.538459946767987,24.3194,NA,0.546278166240378,256893.906714786,14151171.1216153,253217.294563803,14413119.3409845,1000
2020-06-05,47026208,3673,0.36,0.534006526167233,13.2228,NA,0.542983892045173,255344.734479658,14406515.856095,251123.019728978,14664242.3607135,1000
2020-06-06,47026208,3657,0.55,0.529530123344335,20.1135,0.546494560738421,0.539637573302443,253771.087667359,14660286.9437623,249017.937226564,14913260.2979401,1000
2020-06-07,47026208,4056,0.5,0.525026408627648,20.28,NA,0.536223518308035,252165.587064454,14912452.5308268,246900.010976168,15160160.3089162,1000
2020-06-08,47026208,3669,0.27,0.520491052345528,9.9063,NA,0.532726085263589,250520.876926313,15162973.4077531,244767.204897397,15404927.5138136,1000
2020-06-09,47026208,3451,0.58,0.515919724826331,20.0158,NA,0.529129632370748,248829.601508303,15411803.0092614,242617.482909858,15647544.9967235,1000
2020-06-10,47026208,3475,0.67,0.511308096398412,23.2825,NA,0.525418517831152,247084.405065795,15658887.4143272,240448.808933158,15887993.8056566,1000
2020-06-11,47026208,3380,0.86,0.506651837390126,29.068,NA,0.521577099846444,245277.931854156,15904165.3461814,238259.146886902,16126252.9525435,1000
2020-06-12,47026208,3603,0.7,0.50194661812983,25.221,NA,0.517589736618265,243402.826128757,16147568.1723101,236046.4606907,16362299.4132342,1000
2020-06-13,47026208,3354,0.48,0.497188108945879,16.0992,NA,0.513440786348255,241451.732144966,16389019.9044551,233808.714264155,16596108.1274984,1000
2020-06-14,47026208,3435,0.5,0.492371980166628,17.175,NA,0.509114607238058,239417.294158152,16628437.1986132,231543.871526877,16827651.9990253,1000
2020-06-15,47026208,3414,0.74,0.487493902120433,25.2636,NA,0.504595557489314,237292.156423684,16865729.3550369,229249.896398471,17056901.8954237,1000
2020-06-16,47026208,3298,0.46,0.48254954513565,15.1708,NA,0.499867995303664,235068.963196931,17100798.3182339,226924.752798545,17283826.6482223,1000
2020-06-17,47026208,3387,0.8,0.477534579540635,27.096,NA,0.494916278882751,232740.358733262,17333538.6769671,224566.404646704,17508393.052869,1000
2020-06-18,47026208,3216,0.44,0.472444675663742,14.1504,NA,0.489724766428215,230298.987288047,17563837.6642552,222172.815862557,17730565.8687315,1000
2020-06-19,47026208,3117,0.48,0.467275503833328,14.9616,0.498424602672737,0.484277816141699,227737.493116653,17791575.1573718,219741.950365709,17950307.8190973,1000
2020-06-20,47026208,3219,0.44,0.462022734377747,14.1636,NA,0.478559786224843,225048.52047445,18016623.6778463,217271.772075767,18167579.591173,1000
2020-06-21,47026208,3626,0.44,0.456682037625357,15.9544,NA,0.472555034879289,222224.713616807,18238848.3914631,214760.244912339,18382339.8360854,1000
2020-06-22,47026208,3336,0.42,0.451249083904511,14.0112,NA,0.466250544985981,219259.951086241,18458108.3425493,212205.33279503,18594545.1688804,1000
2020-06-23,47026208,3429,0.35,0.445719574861988,12.0015,NA,0.459674406561548,216167.442552399,18674275.7851017,209605.014371314,18804150.1832517,1000
2020-06-24,47026208,3672,0.6,0.440100436844237,22.032,NA,0.452887319096443,212975.732683917,18887251.5177856,206962.54683928,19011112.730091,1000
2020-06-25,47026208,3636,0.39,0.434426388990931,14.1804,NA,0.445950878605411,209713.787750808,19096965.3055364,204294.257293765,19215406.9873848,1000
2020-06-26,47026208,3303,0.43,0.428736377611123,14.2029,NA,0.438926681103196,206410.574023085,19303375.8795595,201618.460707072,19417025.4480918,1000
2020-06-27,47026208,3329,0.27,0.423069349013866,8.9883,NA,0.431876322604543,203095.057770763,19506470.9373303,198953.472051506,19615978.9201433,1000
2020-06-28,47026208,3576,0.36,0.41746424950821,12.8736,NA,0.424861399124198,199796.205263855,19706267.1425941,196317.60629937,19812296.5264427,1000
2020-06-29,47026208,3413,0.47,0.41196002540321,16.0411,NA,0.417943506676904,196542.982772375,19902810.1253665,193729.178422966,20006025.7048657,1000
2020-06-30,47026208,3371,0.24,0.406595623007916,8.0904,NA,0.411184241277407,193364.356566335,20096174.4819328,191206.503394599,20197232.2082603,1000
2020-07-01,47026208,55,0,0.401409988631383,0,NA,0.404645198940451,190289.29291575,20286463.7748486,188767.89618657,20386000.1044468,1000
2020-07-01,47026208,3291,0.4,0.396442068582661,13.164,NA,0.398387975680782,187346.758090634,20473810.5329392,186431.671771185,20572431.776218,1000
2020-07-02,47026208,2834,0.32,0.391730809170804,9.0688,NA,0.392474167513144,184565.718360999,20658376.2513002,184216.145120745,20756647.9213388,1000
2020-07-03,47026208,2642,0.57,0.387315156704863,15.0594,NA,0.386965370452282,181975.13999686,20840351.3912971,182139.631207555,20938787.5525463,1000
2020-07-04,47026208,2714,0.44,0.383234057493892,11.9416,0.365366692600631,0.38192318051294,179603.989268231,21019955.3805653,180220.445003917,21119007.9975502,1000
2020-07-05,47026208,3040,0.4,0.379526457846942,12.16,NA,0.377409193709864,177481.232445123,21197436.6130104,178476.901482135,21297484.8990324,1000
2020-07-06,47026208,3175,0.41,0.376231304073066,13.0175,NA,0.373485006057798,175635.835797553,21373072.448808,176927.315614513,21474412.2146469,1000
2020-07-07,47026208,3237,0.25,0.373387542481316,8.0925,NA,0.370212213571487,174096.765595532,21547169.2144035,175590.002373352,21650002.2170202,1000
2020-07-08,47026208,3273,0.31,0.371034119380745,10.1463,NA,0.367651506785786,172892.562296218,21720061.7766998,174483.276730958,21824485.4937512,1000
2020-07-09,47026208,2984,0.3,0.369209981080405,8.952,NA,0.365830641017817,172036.278172772,21892098.0548725,173625.453659632,21998110.9474108,1000
2020-07-10,47026208,2897,0.41,0.367954073889349,11.8777,NA,0.364735853819905,171521.441267925,22063619.4961404,173034.848131679,22171145.7955425,1000
2020-07-11,47026208,1850,0.65,0.367305344116628,12.025,NA,0.364350731846521,171340.333007667,22234959.8291481,172729.775119401,22343875.5706619,1000
2020-07-12,47026208,3161,0.22,0.367302738071295,6.9542,NA,0.364658861752134,171485.234817991,22406445.0639661,172728.549595102,22516604.120257,1000
2020-07-13,47026208,3375,0.42,0.367978971989569,14.175,NA,0.365643830191213,171948.428124887,22578393.492091,173046.556764077,22689650.6770211,1000
2020-07-14,47026208,5783,0.4,0.369325800624817,23.132,NA,0.367289223818228,172722.194354345,22751115.6864453,173679.919199492,22863330.5962206,1000
2020-07-15,47026208,4019,0.55,0.371318435580549,22.1045,NA,0.369578629287648,173798.814932358,22924914.5013777,174616.979858455,23037947.576079,1000
2020-07-16,47026208,3477,0.23,0.373932042302666,7.9971,NA,0.372495633253943,175170.571284916,23100085.0726626,175846.0599919,23213793.6360709,1000
2020-07-17,47026208,3413,0.32,0.377141786237067,10.9216,NA,0.376023822371582,176829.744838011,23276914.8175006,177355.480850758,23391149.1169217,1000
2020-07-18,47026208,3514,0.4,0.38092283282965,14.056,NA,0.380146783295034,178768.617017632,23455683.4345183,179133.563685964,23570282.6806077,1000
2020-07-19,47026208,3849,0.34,0.385250347526317,13.0866,0.394174424399482,0.38484810267877,180979.469249772,23636662.903768,181168.629748449,23751451.3103561,1000
2020-07-20,47026208,3845,0.39,0.390099495772965,14.9955,NA,0.390111367177258,183454.582960421,23820117.4867284,183449.000289146,23934900.3106452,1000
2020-07-21,47026208,3962,0.38,0.395445443015494,15.0556,NA,0.395920163444968,186186.239575571,24006303.726304,185962.996558988,24120863.3072042,1000
2020-07-22,47026208,3815,0.37,0.401263354699804,14.1155,NA,0.40225807813637,189166.720521212,24195470.4468252,188698.939808908,24309562.2470131,1000
2020-07-23,47026208,3738,0.32,0.407528396271794,11.9616,NA,0.409108697905932,192388.307223335,24387858.7540486,191645.151289838,24501207.398303,1000
2020-07-24,47026208,3689,0.46,0.414215733177363,16.9694,NA,0.416455609408125,195843.281107932,24583702.0351565,194789.952252712,24695997.3505557,1000
2020-07-25,47026208,3686,0.52,0.42130053086241,19.1672,NA,0.42428233882821,199523.895164619,24783225.9303211,198121.663948461,24894119.0145042,1000
2020-07-26,47026208,3967,0.33,0.428757954772836,13.0911,NA,0.43256381236164,203418.358133914,24986644.288455,201628.60762802,25095747.6221322,1000
2020-07-27,47026208,3905,0.51,0.436563170354539,19.9155,NA,0.441257514781717,207506.676716881,25194150.9651719,205299.10454232,25301046.7266745,1000
2020-07-28,47026208,3712,0.49,0.444691343053419,18.1888,NA,0.450318819818635,211767.864871057,25405918.830043,209121.475942294,25510168.2026168,1000
2020-07-29,47026208,3796,0.5,0.453117638315374,18.98,NA,0.459703101202589,216180.93655398,25622099.766597,213084.043078875,25723252.2456957,1000
2020-07-30,47026208,3699,0.46,0.461817221586305,17.0154,NA,0.469365732663771,220724.905723189,25842824.6723201,217175.127202997,25940427.3728987,1000
2020-07-31,47026208,3362,0.45,0.470765258312111,15.129,NA,0.479262087932377,225378.786336223,26068203.4586564,221383.049565591,26161810.4224642,1000
2020-08-01,47026208,3156,0.51,0.47993691393869,16.0956,0.475417951042611,0.489347540738601,230121.592350619,26298325.051007,225696.13141759,26387506.5538818,1000
2020-08-02,47026208,3787,0.45,0.489307211797685,17.0415,NA,0.499577464812635,234932.337723916,26533257.3887309,230102.62717898,26617609.1810608,1000
2020-08-03,47026208,3419,0.5,0.498848063304006,17.095,NA,0.509907233884674,239790.036413653,26773047.4251445,234589.327853314,26852198.5089141,1000
2020-08-04,47026208,3288,0.61,0.508528352605302,20.0568,NA,0.520292221684913,244673.702377368,27017721.1275219,239141.600835143,27091340.1097493,1000
2020-08-05,47026208,3465,0.46,0.518316838668894,15.939,NA,0.530687801943544,249562.349572599,27267283.4770945,243744.754651458,27335084.8644007,1000
2020-08-06,47026208,3366,0.3,0.528182280462104,10.098,NA,0.541049348390763,254434.991956885,27521718.4690514,248384.097829252,27583468.96223,1000
2020-08-07,47026208,3302,0.49,0.538093436952253,16.1798,NA,0.551332234756762,259270.643487763,27780989.1125392,253044.938895516,27836513.9011255,1000
2020-08-08,47026208,3411,0.62,0.548019067106665,21.1482,NA,0.561491834771737,264048.318122773,28045037.4306619,257712.58637724,28094226.4875027,1000
2020-08-09,47026208,3812,0.53,0.557927929892659,20.2036,NA,0.57148352216588,268747.029819453,28313784.4604814,262372.348801416,28356598.8363042,1000
2020-08-10,47026208,3768,0.45,0.567788784277558,16.956,NA,0.581262670669387,273345.792535341,28587130.2530167,267009.534695036,28623608.3709992,1000
2020-08-11,47026208,3709,0.54,0.577570389228683,20.0286,NA,0.590784655529409,277823.620941343,28864953.8739581,271609.45258509,28895217.8235843,1000
2020-08-12,47026208,3733,0.51,0.587241503713356,19.0383,NA,0.600014450735793,282164.043633072,29147117.9175911,276157.41099857,29171375.2345829,1000
2020-08-13,47026208,3594,0.7,0.596770886698898,25.158,NA,0.608949395340281,286365.809267463,29433483.7268586,280638.718462468,29452013.9530453,1000
2020-08-14,47026208,3581,0.59,0.606127297152632,21.1279,NA,0.617593642760514,290430.871039336,29723914.5978979,285038.683503775,29737052.6365491,1000
2020-08-15,47026208,3582,0.73,0.615279494041879,26.1486,0.642578105781058,0.625951346414134,294361.182143511,30018275.7800415,289342.614649481,30026395.2511986,1000
2020-08-16,47026208,3895,0.59,0.624196236333959,22.9805,NA,0.634026659718783,298158.695774807,30316434.4758163,293535.820426579,30319931.0716252,1000
2020-08-17,47026208,3825,0.84,0.632846282996196,32.13,NA,0.641823736092101,301825.365128042,30618259.8409443,297603.60936206,30617534.6809872,1000
2020-08-18,47026208,3780,0.77,0.641198392995911,29.106,NA,0.64934672895173,305363.143398037,30923622.9843423,301531.289982914,30919065.9709701,1000
2020-08-19,47026208,3903,0.52,0.649221325300425,20.2956,NA,0.656599791715313,308773.98377961,31232396.968122,305304.170816134,31224370.1417863,1000
2020-08-20,47026208,3755,0.94,0.65688383887706,35.297,NA,0.663587077800489,312059.83946758,31544456.8075895,308907.560388711,31533277.702175,1000
2020-08-21,47026208,3843,0.65,0.664154692693137,24.9795,NA,0.670312740624902,315222.663656767,31859679.4712463,312326.767227635,31845604.4694026,1000
2020-08-22,47026208,3803,0.55,0.671002701846301,20.9165,NA,0.676780933606192,318264.40954199,32177943.8807883,315547.126255861,32161151.5956585,1000
2020-08-23,47026208,4231,0.74,0.677411353679038,31.3094,NA,0.682995810162001,321187.030318067,32499130.9111064,318560.87219672,32479712.4678552,1000
2020-08-24,47026208,4180,0.82,0.683398350650243,34.276,NA,0.68896152370997,323992.47917982,32823123.3902862,321376.329845353,32801088.7977005,1000
2020-08-25,47026208,4061,0.57,0.688986263063719,23.1477,NA,0.694682227667741,326682.709322065,33149806.0996082,324004.113159772,33125092.9108603,1000
2020-08-26,47026208,4211,0.72,0.694197661223269,30.3192,NA,0.700162075452955,329259.673939624,33479065.7735479,326454.83609799,33451547.7469583,1000
2020-08-27,47026208,4029,0.65,0.699055115432695,26.1885,NA,0.705405220483255,331725.326227314,33810791.0997752,328739.112618019,33780286.8595763,1000
2020-08-28,47026208,3761,0.67,0.7035811959958,25.1987,0.704071361200859,0.71041581617628,334081.619379955,34144872.7191551,330867.556677873,34111154.4162542,1000
2020-08-29,47026208,3683,0.65,0.707798473216387,23.9395,NA,0.715285786125721,336371.781577917,34481244.5007331,332850.782235563,34444005.1984898,1000
2020-08-30,47026208,3908,0.57,0.711729517398258,22.2756,NA,0.720154114016909,338661.171578149,34819905.6723112,334699.403249101,34778704.6017389,1000
2020-08-31,47026208,3526,1.02,0.715396898845216,35.9652,NA,0.725022441908096,340950.56157838,35160856.2338896,336424.033676501,35115128.6354154,1000
2020-09-01,47026208,3497,0.81,0.718823187861063,28.3257,NA,0.729890769799284,343239.951578612,35504096.1854682,338035.287475774,35453163.9228911,1000
2020-09-02,47026208,3602,0.47,0.722030954749602,16.9294,NA,0.734759097690471,345529.341578844,35849625.527047,339543.778604934,35792707.7014961,1000
2020-09-03,47026208,3339,0.96,0.725042769814635,32.0544,NA,0.739627425581658,347818.731579076,36197444.2586261,340960.121021992,36133667.8225181,1000
2020-09-04,47026208,3111,0.48,0.727881203359966,14.9328,NA,0.744495753472846,350108.121579308,36547552.3802054,342294.928684961,36475962.751203,1000
2020-09-05,47026208,3283,0.73,0.730568825689397,23.9659,NA,0.749364081364034,352397.51157954,36899949.891785,343558.815551853,36819521.5667549,1000
2020-09-06,47026208,3479,0.78,0.73312820710673,27.1362,NA,0.754232409255221,354686.901579772,37254636.7933647,344762.395580681,37164283.9623356,1000
2020-09-07,47026208,3327,0.54,0.735581917915768,17.9658,NA,0.759100737146409,356976.291580003,37611613.0849447,345916.282729458,37510200.245065,1000
2020-09-08,47026208,3376,0.59,0.737952528420313,19.9184,NA,0.763969065037596,359265.681580235,37970878.766525,347031.090956196,37857231.3360212,1000
2020-09-09,47026208,3263,0.74,0.740262608924169,24.1462,NA,0.768837392928784,361555.071580467,38332433.8381054,348117.434218906,38205348.7702401,1000
2020-09-10,47026208,3286,0.95,0.742534729731138,31.217,NA,0.773705720819971,363844.461580699,38696278.2996861,349185.926475603,38554534.6967157,1000
2020-09-11,47026208,3198,0.78,0.744791461145022,24.9444,NA,0.778574048711159,366133.851580931,39062412.1512671,350247.181684297,38904781.8784,1000
