"date","region","population","total_responses","pct_cli","number_cli","batched_pct_cli","batched_pct_cli_smooth","estimate_cli","cum_estimate_cli"
2020-05-08,"ESPV",2207776,195,2.59,5.0505,NA,0.953086254722238,21042.0095910564,21042.0095910564
2020-05-09,"ESPV",2207776,219,0.46,1.0074,NA,0.936746344227704,20681.2609687366,41723.2705597931
2020-05-10,"ESPV",2207776,226,2.25,5.085,NA,0.92040643373317,20320.5123464168,62043.7829062099
2020-05-11,"ESPV",2207776,205,0,0,NA,0.904066523238636,19959.763724097,82003.5466303069
2020-05-12,"ESPV",2207776,216,1.42,3.0672,NA,0.887726612744102,19599.0151017772,101602.561732084
2020-05-13,"ESPV",2207776,166,0,0,NA,0.871386702249568,19238.2664794574,120840.828211542
2020-05-14,"ESPV",2207776,221,1.83,4.0443,NA,0.855046791755034,18877.5178571376,139718.346068679
2020-05-15,"ESPV",2207776,252,0,0,NA,0.838706881260501,18516.7692348178,158235.115303497
2020-05-16,"ESPV",2207776,223,0.45,1.0035,NA,0.822366970765967,18156.020612498,176391.135915995
2020-05-17,"ESPV",2207776,244,0.83,2.0252,NA,0.806027060271433,17795.2719901782,194186.407906173
2020-05-18,"ESPV",2207776,222,0,0,0.890879028882378,0.789687657615117,17434.5345797887,211620.942485962
2020-05-19,"ESPV",2207776,236,1.69,3.9884,NA,0.773403134347874,17075.0087833801,228695.951269342
2020-05-20,"ESPV",2207776,204,0,0,NA,0.757215393584192,16717.6197278573,245413.570997199
2020-05-21,"ESPV",2207776,150,0,0,NA,0.741131967424438,16362.5337051246,261776.104702324
2020-05-22,"ESPV",2207776,183,1.1,2.013,NA,0.725160387968981,16009.9170070861,277786.02170941
2020-05-23,"ESPV",2207776,253,0.79,1.9987,NA,0.709308187318189,15659.935925646,293445.957635056
2020-05-24,"ESPV",2207776,228,0.88,2.0064,NA,0.693582897572428,15312.7567527086,308758.714387765
2020-05-25,"ESPV",2207776,226,0.45,1.017,NA,0.677992050832066,14968.5457801782,323727.260167943
2020-05-26,"ESPV",2207776,209,0,0,NA,0.662543179197473,14627.4692999588,338354.729467902
2020-05-27,"ESPV",2207776,224,0,0,NA,0.647243814769014,14289.6936039547,352644.423071856
2020-05-28,"ESPV",2207776,199,0,0,NA,0.632101489647058,13955.3849840702,366599.808055927
