"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USAK",731545,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USAL",4903185,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USAR",3017825,0,0,NA,NA,10,1,0,0,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USAZ",7278717,0,0,NA,NA,25,1,0,0,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USCA",39512223,0.0598086124401914,0.0477358490566038,NA,NA,418,5,0.0598086124401914,0.0477358490566038,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USCO",5758736,0.0333333333333333,0.0333333333333333,NA,NA,30,1,0.0333333333333333,0.0333333333333333,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USCT",3565287,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USDC",705749,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USDE",973764,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USFL",21477737,0.0428571428571429,0.0466666666666667,NA,NA,70,3,0.0428571428571429,0.0466666666666667,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USGA",10617423,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USHI",1415872,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USIA",3155070,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USID",1787065,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USIL",12671821,0,0,0,0,0,0,0,0,0,0
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USIN",6732219,0,0,NA,NA,21,1,0,0,NA,NA
"US",2020-03-24,328300544,0.00454545454545455,NA,220,3,0.021949970093647,2755,0,0,0.0206629134816798,0,"USKS",2913314,0,0,0,0,0,0,0,0,0,0
