"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-04-16",0,0,0,0,0,0,0,0
2,"2020-04-17",0,0,0,0,0,0,0,0
3,"2020-04-18",0,0,0,0,0,0,0,0
4,"2020-04-19",0,0,0,0,0,0,0,0
5,"2020-04-20",0,0,0,0,0,0,0,0
6,"2020-04-21",0,0,0,0,0,0,0,0
7,"2020-04-22",0,0,0,0,0,0,0,0
8,"2020-04-23",0,0,0,0,0,0,0,0
9,"2020-04-24",0,0,0,0,0,0,0,0
10,"2020-04-25",0,0,0,0,0,0,0,0
11,"2020-04-26",0,0,0,0,0,0,0,0
12,"2020-04-27",0,0,0,0,0,0,0,0
13,"2020-04-28",0,0,0,0,0,0,0,0
14,"2020-04-29",0,0,0,0,0,0,0,0
15,"2020-04-30",0,0,0,0,0,0,0,0
16,"2020-05-01",0,0,0,0,0,0,0,0
17,"2020-05-02",0,0,0,0,0,0,0,0
18,"2020-05-03",0,0,0,0,0,0,0,0
19,"2020-05-04",0,0,0,0,0,0,0,0
20,"2020-05-05",0,0,0,0,0,0,0,0
21,"2020-05-06",0,0,0,0,0,0,0,0
22,"2020-05-07",0,0,0,0,0,0,0,0
23,"2020-05-08",0,0,0,0,0,0,0,0
24,"2020-05-09",0,0,0,0,0,0,0,0
25,"2020-05-10",0,0,0,0,0,0,0,0
26,"2020-05-11",0,0,0,0,0,0,0,0
27,"2020-05-12",0,0,0,0,0,0,0,0
28,"2020-05-13",0,0,0,0,0,0,0,0
29,"2020-05-14",0,0,0,0,0,0,0,0
30,"2020-05-15",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
31,"2020-05-16",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
32,"2020-05-17",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
33,"2020-05-18",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
34,"2020-05-19",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
35,"2020-05-20",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
36,"2020-05-21",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
37,"2020-05-22",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
38,"2020-05-23",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
39,"2020-05-24",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
40,"2020-05-25",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
41,"2020-05-26",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
42,"2020-05-27",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
43,"2020-05-28",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
44,"2020-05-29",0.0045045045045045,0,0,0,0.0045045045045045,0,0,0
45,"2020-05-30",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
46,"2020-05-31",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
47,"2020-06-01",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
48,"2020-06-02",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
49,"2020-06-03",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
50,"2020-06-04",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
51,"2020-06-05",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
52,"2020-06-06",0.0045045045045045,0,0,0,0.0045045056801428,0,0,0
53,"2020-06-07",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
54,"2020-06-08",0.0045045045045045,0,0,0,0.00450450450450472,0,0,0
55,"2020-06-09",0.0138176973823047,0.00189790231509596,0.00123723068488461,0.00115188224668473,0.00610434612041537,0.00123723068488461,0.00189790231509596,0.00115188224668473
56,"2020-06-10",0.039063464128786,0.00567401225317123,0.0104316760485902,0.00702896577083694,0.0384552493107725,0.0104316760485902,0.00567401225317123,0.00702896577083694
57,"2020-06-11",0.0516367448883995,0.00611142216283303,0.0118763927674959,0.00891553626261595,0.0537517382920119,0.0118763927674959,0.00611142216283303,0.00891553626261595
58,"2020-06-12",0.0554349534286084,0.00816488765944365,0.00363482828951924,0.0100719933333674,0.0614965559727434,0.00363482828951924,0.00816488765944365,0.0100719933333674
59,"2020-06-13",0.0497841158673522,0.00702108090417119,0.00322393845856978,0.00831824331003405,0.0613229376686048,0.00322393845856978,0.00702108090417119,0.00831824331003405
60,"2020-06-14",0.0510245090533614,0.00699142276046589,0.00435075978824982,0.00832334009784029,0.0623191975180072,0.00435075978824982,0.00699142276046589,0.00832334009784029
61,"2020-06-15",0.049748420740383,0.00706031706607104,0.00515861535754979,0.00829167575255883,0.052422158875234,0.00515861535754979,0.00706031706607104,0.00829167575255883
62,"2020-06-16",0.0506894582410544,0.00684431049433455,0.00477004347654628,0.00819047692492851,0.0532690314684775,0.00477004347654628,0.00684431049433455,0.00819047692492851
63,"2020-06-17",0.050867390327265,0.00687489417306482,0.0048175617598352,0.0083096834357378,0.0611862848050937,0.0048175617598352,0.00687489417306482,0.0083096834357378
64,"2020-06-18",0.050867390327265,0.0068788614871602,0.0048175617598352,0.0083096834357378,0.0517219892338518,0.0048175617598352,0.0068788614871602,0.0083096834357378
65,"2020-06-19",0.0509884050580176,0.00692703703360262,0.00485250902861596,0.00834965382337675,0.0601178176416619,0.00485250902861596,0.00692703703360262,0.00834965382337675
66,"2020-06-20",0.0509884050580176,0.00692703703360262,0.00485250902861596,0.00834965382337675,0.0588450753941102,0.00485250902861596,0.00692703703360262,0.00834965382337675
67,"2020-06-21",0.0520157625822225,0.00677008684419773,0.00509553298381845,0.00811882505908539,0.0577820925781886,0.00509553298381845,0.00677008684419773,0.00811882505908539
68,"2020-06-22",0.0524890960244398,0.00669822203543209,0.00511047857933657,0.0146856398776867,0.0520683224328467,0.00511047857933657,0.00669822203543209,0.0146856398776867
69,"2020-06-23",0.0522662737858906,0.00657829766506329,0.00489712332989303,0.0145797166523807,0.0521701444906941,0.00489712332989303,0.00657829766506329,0.0145797166523807
70,"2020-06-24",0.0522662737858906,0.00657829766506329,0.00489712332989303,0.0145797166523807,0.0526094389816388,0.00525163997035989,0.00655763783254822,0.0146560357042538
71,"2020-06-25",0.0519514895563242,0.00645404852136061,0.00489870294244982,0.0135409909397534,0.0590958718651883,0.0052308495818582,0.00646614103620985,0.0135602740507944
72,"2020-06-26",0.0520222923856218,0.00645404852136061,0.00499696119201658,0.0135409909397534,0.0578361679700406,0.00521783481747053,0.00644195708029355,0.0134603450647146
73,"2020-06-27",0.0530594229042904,0.00704809366175035,0.00514853806053086,0.0138444214022801,0.0563343286189241,0.00521427509285236,0.00694523012039662,0.0138281078496738
74,"2020-06-28",0.0530595586512,0.00707198037618159,0.00518723396901487,0.0138569065002097,0.0526585528665853,0.00521288724939884,0.00712522432226088,0.013902379239686
75,"2020-06-29",0.0530595586512,0.00707198037618159,0.00518723396901487,0.0138569065002097,0.0526410529798407,0.00521164106953681,0.00711757211770544,0.0138489331289392
76,"2020-06-30",0.0541881652738434,0.00707817386616524,0.00518271156437019,0.0134488662233734,0.053009497867164,0.00521042779132615,0.0070833782139225,0.0134770030998314
77,"2020-07-01",0.0541881652738434,0.00707817386616524,0.00518271156437019,0.0134488662233734,0.0533481607243264,0.00520919312096766,0.00707004511522029,0.0134159053292253
