"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-19",0.0205116386264116,0,0,0,0,0,0
2,"2020-03-20",0.0257131378063479,0,0,0,0,0,0
3,"2020-03-21",0.0300429184549356,0,0,0,0,0,0
4,"2020-03-22",0.0302114803625378,0,0,0,0,0,0
5,"2020-03-23",0.0302114803625378,0,0,0,0,0,0
6,"2020-03-24",0.0396106075864384,0,0,0,0,0,0
7,"2020-03-25",0.0382344672476806,0,0,0,0,0,0
8,"2020-03-26",0.0383236834849738,0,0,0,0,0,0
9,"2020-03-27",0.0401419989077007,0,0,0,0,0,0
10,"2020-03-28",0.0403587443946188,0,0,0,0,0,0
11,"2020-03-29",0.0415541242468315,0,0,0,0,0,0
12,"2020-03-30",0.0472621278367687,0,0,0,0,0,0
13,"2020-03-31",0.0588354635828768,0,0,0,0,0,0
14,"2020-04-01",0.0644829007004532,0,0,0,0,0,0
15,"2020-04-02",0.0690647482014388,0,0,0,0,0,0
16,"2020-04-03",0.068159688412853,0,0,0,0,0,0
17,"2020-04-04",0.0739255014326648,0,0,0,0,0,0
18,"2020-04-05",0.0695207425648797,0,0,0,0,0,0
19,"2020-04-06",0.0699752804715725,0,0,0,0,0,0
20,"2020-04-07",0.0666293393057111,0,0,0,0,0,0
21,"2020-04-08",0.069163730762099,0,0,0,0,0,0
22,"2020-04-09",0.058729842723472,0,0,0,0,0,0
23,"2020-04-10",0.0514617541049259,0,0,0,0,0,0
24,"2020-04-11",0.0566368236667964,0,0,0,0,0,0
25,"2020-04-12",0.0608068602611577,0,0,0,0,0,0
26,"2020-04-13",0.0644236283693366,0,0,0,0,0,0
27,"2020-04-14",0.0676281426622491,0,0,0,0,0,0
28,"2020-04-15",0.0684077177938024,0,0,0,0,0,0
29,"2020-04-16",0.0716988647679745,0,0,0,0,0,0
30,"2020-04-17",0.0737767584097859,0,0,0,0,0,0
31,"2020-04-18",0.0826477903194949,0,0,0,0,0,0
32,"2020-04-19",0.0836568322981366,0,0,0,0,0,0
33,"2020-04-20",0.0860624523990861,0,0,0,0,0,0
34,"2020-04-21",0.0798166889440519,0,0,0,0,0,0
35,"2020-04-22",0.0796708434636245,0,0,0,0,0,0
36,"2020-04-23",0.080533133095551,0,0,0,0,0,0
37,"2020-04-24",0.0853333333333333,0,0,0,0,0,0
38,"2020-04-25",0.0821145374449339,0,0,0,0,0,0
39,"2020-04-26",0.0847282139775669,0,0,0,0,0,0
40,"2020-04-27",0.0851569126378287,0,0,0,0,0,0
41,"2020-04-28",0.0845166809238665,0,0,0,0,0,0
42,"2020-04-29",0.0839032527105922,0,0,0,0,0,0
43,"2020-04-30",0.0813781788351107,0,0,0,0,0,0
44,"2020-05-01",0.0845360824742268,0,0,0,0,0,0
45,"2020-05-02",0.0862807295796987,0,0,0,0,0,0
46,"2020-05-03",0.0860662047729022,0,0,0,0,0,0
47,"2020-05-04",0.0832696715049656,0,0,0,0,0,0
48,"2020-05-05",0.0832696715049656,0,0,0,0,0,0
49,"2020-05-06",0.0832696715049656,0,0,0,0,0,0
50,"2020-05-07",0.0850712678169542,0.025,0,0.004,0,0.025,0.004
51,"2020-05-08",0.0850712678169542,0.025,0,0.004,0,0.025,0.004
52,"2020-05-09",0.0850712678169542,0.025,0,0.004,0,0.025,0.004
53,"2020-05-10",0.0850712678169542,0.025,0,0.004,0,0.025,0.004
54,"2020-05-11",0.0877245508982036,0.018018018018018,0,0.00305343511450382,0,0.018018018018018,0.00305343511450382
55,"2020-05-12",0.0888888888888889,0.016260162601626,0,0.0027972027972028,0,0.016260162601626,0.0027972027972028
56,"2020-05-13",0.0888888888888889,0.016260162601626,0,0.0027972027972028,0,0.016260162601626,0.0027972027972028
57,"2020-05-14",0.0841353616889165,0.0130378096479791,0,0.00230680507497117,0,0.0130378096479791,0.00230680507497117
58,"2020-05-15",0.0861681643132221,0.0116686114352392,0,0.00731452455590387,0,0.0116686114352392,0.00731452455590387
59,"2020-05-16",0.0861681643132221,0.0116686114352392,0,0.00731452455590387,0,0.0116686114352392,0.00731452455590387
60,"2020-05-17",0.0861681643132221,0.0116686114352392,0,0.00731452455590387,0,0.0116686114352392,0.00731452455590387
61,"2020-05-18",0.0861681643132221,0.0116686114352392,0,0.00731452455590387,0,0.0116686114352392,0.00731452455590387
62,"2020-05-19",0.0861681643132221,0.0116686114352392,0,0.00731452455590387,0,0.0116686114352392,0.00731452455590387
63,"2020-05-20",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116144018583043,0.0072840790842872
64,"2020-05-21",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116144018583043,0.0072840790842872
65,"2020-05-22",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116361735649169,0.00728567029032196
66,"2020-05-23",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116151310665793,0.00728503877712891
67,"2020-05-24",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116141149906171,0.00728387335090916
68,"2020-05-25",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116153702645754,0.00728381204105196
69,"2020-05-26",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116122664166906,0.00728446683670284
70,"2020-05-27",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116123853672137,0.00728413538781487
71,"2020-05-28",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116128185352797,0.00728404898241864
72,"2020-05-29",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116136078695851,0.00728406052593357
73,"2020-05-30",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116143649892552,0.00728397536362817
74,"2020-05-31",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116146671329617,0.00728411103815699
75,"2020-06-01",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.011614568802445,0.00728439954613568
76,"2020-06-02",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116144107747062,0.00728413646132044
77,"2020-06-03",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116143504185126,0.00728407012979024
78,"2020-06-04",0.0847810979847116,0.0116144018583043,0,0.0072840790842872,0,0.0116143550987659,0.00728407194098194
79,"2020-06-05",0.0847280334728033,0.0104058272632674,0,0.00659754948162111,0,0.0108038622857691,0.00673131458204833
80,"2020-06-06",0.0847280334728033,0.0104058272632674,0,0.00659754948162111,0,0.0103844734759555,0.00652265086541046
81,"2020-06-07",0.0847280334728033,0.0104058272632674,0,0.00659754948162111,0,0.0102386910321443,0.00657568390901992
82,"2020-06-08",0.0847280334728033,0.0104058272632674,0,0.00659754948162111,0,0.0102520534202016,0.00660457518146441
83,"2020-06-09",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00968512602880491,0.00687950282760538
84,"2020-06-10",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00939756456293594,0.00693103670478306
85,"2020-06-11",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00929459881169311,0.0069170263206708
86,"2020-06-12",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00930430882324151,0.00689007794674656
87,"2020-06-13",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00935632243326816,0.00686891011007369
88,"2020-06-14",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00940723889600677,0.00686331362610878
89,"2020-06-15",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00943723102018643,0.00687084345887745
90,"2020-06-16",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00944540287167484,0.006880600509109
91,"2020-06-17",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.0094403921903732,0.00688704845070945
92,"2020-06-18",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00943052459365481,0.00689075593081663
93,"2020-06-19",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00942209736137238,0.00688427524485208
94,"2020-06-20",0.0819556806190644,0.00942507068803016,0,0.00689061154177433,0,0.00941856299503244,0.0068874476884016
95,"2020-06-21",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00888885049169733,0.00638602950073979
96,"2020-06-22",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00859940200541299,0.00628795325757731
97,"2020-06-23",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00848857885090624,0.00633699809806158
98,"2020-06-24",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00849766601012506,0.00638399053344217
99,"2020-06-25",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.0085539590703543,0.00638512074496241
100,"2020-06-26",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00860986517660792,0.00636111479118341
101,"2020-06-27",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00864365085712383,0.0063343234137907
102,"2020-06-28",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00865143739188664,0.00631730169414302
103,"2020-06-29",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.0086422772553001,0.00631453644172998
104,"2020-06-30",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00862694810973326,0.00632282623190975
105,"2020-07-01",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00861357176720228,0.00633481959119476
106,"2020-07-02",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00860586496942087,0.00634542745285691
107,"2020-07-03",0.0812521983819909,0.00861326442721792,0,0.0063441712926249,0,0.00860379602013361,0.00635186340904381
108,"2020-07-04",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00810067264792655,0.0059618601356813
109,"2020-07-05",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00788581879678995,0.00583633263339275
110,"2020-07-06",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00783767472979013,0.00581044137086248
111,"2020-07-07",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00786830810566696,0.00580722090825617
112,"2020-07-08",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00791209451633515,0.00582228632783469
113,"2020-07-09",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00793780862942496,0.00584484818495547
114,"2020-07-10",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794714801085225,0.00586929067511974
115,"2020-07-11",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794483624018035,0.00589042217672987
116,"2020-07-12",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00793554898265833,0.00590471745971281
117,"2020-07-13",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00792574604358029,0.00591092917709973
118,"2020-07-14",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.0079200169616689,0.0059096288782406
119,"2020-07-15",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00791934853267876,0.00590260637941437
120,"2020-07-16",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.0079225674342624,0.00589254766487162
121,"2020-07-17",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00792825857407213,0.00588207523881147
122,"2020-07-18",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00793505785535232,0.00587320089096289
123,"2020-07-19",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794137472505988,0.00586847183574325
124,"2020-07-20",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794579873437551,0.00588363026909203
125,"2020-07-21",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794756512502073,0.00589057695474972
126,"2020-07-22",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00794667626518071,0.00589201050085352
127,"2020-07-23",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.0079436384870227,0.00588969470977101
128,"2020-07-24",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00793921191804176,0.00588512592452959
129,"2020-07-25",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00793405349080725,0.0058795616823631
130,"2020-07-26",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00792876207447729,0.00587396087786514
131,"2020-07-27",0.0789704079845911,0.00793021411578113,0,0.00587803085966201,0,0.00792391515249025,0.00586901442299497
