"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-22",0.00833333333333333,0,0,0,0.00833333333333333,0,0,0
2,"2020-03-23",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
3,"2020-03-24",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
4,"2020-03-25",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
5,"2020-03-26",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
6,"2020-03-27",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
7,"2020-03-28",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
8,"2020-03-29",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
9,"2020-03-30",0.00454545454545455,0,0,0,0.00454545454545455,0,0,0
10,"2020-03-31",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
11,"2020-04-01",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
12,"2020-04-02",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
13,"2020-04-03",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
14,"2020-04-04",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
15,"2020-04-05",0.00452488687782805,0,0,0,0.00452488687782805,0,0,0
16,"2020-04-06",0.00452488687782805,0,0,0,0.00477319861511096,0,0,0
17,"2020-04-07",0.00452488687782805,0,0,0,0.0047585920423297,0,0,0
18,"2020-04-08",0.0186915887850467,0,0,0,0.00802763004292492,0,0,0
19,"2020-04-09",0.0142517814726841,0,0,0,0.015830697850499,0,0,0
20,"2020-04-10",0.0250521920668058,0,0,0,0.0196048084632589,0,0,0
21,"2020-04-11",0.0250521920668058,0,0,0,0.0245504918845416,0,0,0
22,"2020-04-12",0.0281124497991968,0,0,0,0.0286957849351294,0,0,0
23,"2020-04-13",0.0281124497991968,0,0,0,0.030937084246239,0,0,0
24,"2020-04-14",0.0281124497991968,0,0,0,0.0323346961298627,0,0,0
25,"2020-04-15",0.0281124497991968,0,0,0,0.0283219977679373,0,0,0
26,"2020-04-16",0.0281124497991968,0,0,0,0.028327260199363,0,0,0
27,"2020-04-17",0.0281124497991968,0,0,0,0.0283559327353827,0,0,0
28,"2020-04-18",0.0281124497991968,0,0,0,0.0290797017325513,0,0,0
29,"2020-04-19",0.0609756097560976,0,0,0,0.0461560134974394,0,0,0
30,"2020-04-20",0.0609756097560976,0,0,0,0.0552551236473392,0,0,0
31,"2020-04-21",0.0609756097560976,0,0,0,0.0618857991171275,0,0,0
32,"2020-04-22",0.0609756097560976,0,0,0,0.0663540976795311,0,0,0
33,"2020-04-23",0.0609756097560976,0,0,0,0.0694289302954377,0,0,0
34,"2020-04-24",0.0519287833827893,0,0,0,0.0603219651491818,0,0,0
35,"2020-04-25",0.0519287833827893,0,0,0,0.0589467457233194,0,0,0
36,"2020-04-26",0.0519287833827893,0,0,0,0.0585955413601301,0,0,0
37,"2020-04-27",0.0519287833827893,0,0,0,0.0570534068342909,0,0,0
38,"2020-04-28",0.0519287833827893,0,0,0,0.0558818626357159,0,0,0
39,"2020-04-29",0.0519287833827893,0,0,0,0.0562506977829464,0,0,0
40,"2020-04-30",0.0519287833827893,0,0,0,0.056146338308162,0,0,0
41,"2020-05-01",0.0519287833827893,0,0,0,0.0553451476839613,0,0,0
42,"2020-05-02",0.0519287833827893,0,0,0,0.0544292274641633,0,0,0
43,"2020-05-03",0.061711079943899,0,0,0,0.0553996131577318,0,0,0
44,"2020-05-04",0.061711079943899,0,0,0,0.0624041496093965,0,0,0
45,"2020-05-05",0.061711079943899,0,0,0,0.0618482922545124,0,0,0
46,"2020-05-06",0.061711079943899,0,0,0,0.0631187618516111,0,0,0
47,"2020-05-07",0.061711079943899,0,0,0,0.0636829661358382,0,0,0
48,"2020-05-08",0.061711079943899,0,0,0,0.0625448974938098,0,0,0
49,"2020-05-09",0.061711079943899,0,0,0,0.0622640248783819,0,0,0
50,"2020-05-10",0.061711079943899,0,0,0,0.0626151777605016,0,0,0
51,"2020-05-11",0.061711079943899,0,0,0,0.0627439849986416,0,0,0
52,"2020-05-12",0.061711079943899,0,0,0,0.0626079272198197,0,0,0
53,"2020-05-13",0.061711079943899,0,0,0,0.0621423777639022,0,0,0
54,"2020-05-14",0.061711079943899,0,0,0,0.0619810473930501,0,0,0
55,"2020-05-15",0.061711079943899,0,0,0,0.0622789465940662,0,0,0
56,"2020-05-16",0.061711079943899,0,0,0,0.062369530793601,0,0,0
57,"2020-05-17",0.061711079943899,0,0,0,0.0624100563243182,0,0,0
58,"2020-05-18",0.061624649859944,0,0,0,0.0621522050896461,0,0,0
59,"2020-05-19",0.061624649859944,0,0,0,0.0619954382009751,0,0,0
60,"2020-05-20",0.061624649859944,0,0,0,0.0619392488269265,0,0,0
61,"2020-05-21",0.061624649859944,0,0,0,0.0622168131215385,0,0,0
62,"2020-05-22",0.061624649859944,0,0,0,0.0627567959058854,0,0,0
63,"2020-05-23",0.061624649859944,0,0,0,0.0629523067742166,0,0,0
64,"2020-05-24",0.061624649859944,0,0,0,0.0621080203524635,0,0,0
65,"2020-05-25",0.061624649859944,0,0,0,0.0619677875432218,0,0,0
66,"2020-05-26",0.061624649859944,0,0,0,0.0619321412818812,0,0,0
67,"2020-05-27",0.061624649859944,0,0,0,0.0618575789495139,0,0,0
68,"2020-05-28",0.061624649859944,0,0,0,0.0618592553486252,0,0,0
69,"2020-05-29",0.061624649859944,0,0,0,0.0618438954119852,0,0,0
70,"2020-05-30",0.061624649859944,0,0,0,0.0619656901195659,0,0,0
