"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-20",0.00801083154688029,0,0,0,0.00801083154688029,0,0
2,"2020-03-21",0.00672268907563025,0,0,0,0.00672268907563025,0,0
3,"2020-03-22",0.00875912408759124,0,0,0,0.00875912408759124,0,0
4,"2020-03-23",0.00482218203737191,0,0,0,0.00482218203737191,0,0
5,"2020-03-24",0.00628053035589672,0,0,0,0.00628053035589672,0,0
6,"2020-03-25",0.00692307692307692,0,0,0,0.00692307692307692,0,0
7,"2020-03-26",0.00692307692307692,0,0,0,0.00692307692307692,0,0
8,"2020-03-27",0.0123743232791957,0,0,0,0.0123743232791957,0,0
9,"2020-03-28",0.00988593155893536,0,0,0,0.00988593155893536,0,0
10,"2020-03-29",0.00675219446320054,0,0,0,0.00675219446320054,0,0
11,"2020-03-30",0.00341763499658236,0,0,0,0.00341763499658236,0,0
12,"2020-03-31",0.00409836065573771,0,0,0,0.00409836065573771,0,0
13,"2020-04-01",0.0054858934169279,0,0,0,0.0054858934169279,0,0
14,"2020-04-02",0.00561347233360064,0,0,0,0.00561347233360064,0,0
15,"2020-04-03",0.00926585887384177,0,0,0,0.00926585887384177,0,0
16,"2020-04-04",0.0114242193450114,0,0,0,0.00753377952789468,0,0
17,"2020-04-05",0.0138036809815951,0,0,0,0.00916474653626131,0,0
18,"2020-04-06",0.0137090632140137,0,0,0,0.0107944487346495,0,0
19,"2020-04-07",0.0139211136890951,0,0,0,0.0120788276423685,0,0
20,"2020-04-08",0.0128690386071158,0,0,0,0.0128095832949064,0,0
21,"2020-04-09",0.012372634643377,0,0,0,0.0135243689576423,0,0
22,"2020-04-10",0.012372634643377,0,0,0,0.0132936001889316,0,0
23,"2020-04-11",0.014626635873749,0,0,0,0.0144596946583057,0,0
24,"2020-04-12",0.0155096011816839,0,0,0,0.0150344448536723,0,0
25,"2020-04-13",0.0155096011816839,0,0,0,0.0154675673354392,0,0
26,"2020-04-14",0.0113722517058378,0,0,0,0.0150521395486985,0,0
27,"2020-04-15",0.0112359550561798,0,0,0,0.0147172701051433,0,0
28,"2020-04-16",0.0112359550561798,0,0,0,0.0144336163015263,0,0
29,"2020-04-17",0.0109970674486804,0,0,0,0.0141860277334636,0,0
30,"2020-04-18",0.0106837606837607,0,0,0,0.0139194373286699,0,0
31,"2020-04-19",0.0106837606837607,0,0,0,0.0136823421091967,0,0
32,"2020-04-20",0.0108381502890173,0,0,0,0.0135238527975992,0,0
33,"2020-04-21",0.0108381502890173,0,0,0,0.013351725076015,0,0
34,"2020-04-22",0.00979020979020979,0,0,0,0.0131092216460841,0,0
35,"2020-04-23",0.0096551724137931,0,0,0,0.0128576899388674,0,0
