"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEBB",2485000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEBE",3520000,0.0188087774294671,0.0377777777777778,NA,NA,319,7,0.0188087774294671,0.0377777777777778,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEBW",10880000,0.0230769230769231,0.0383333333333333,NA,NA,130,2,0.0230769230769231,0.0383333333333333,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEBY",12844000,0.0268041237113402,0.0657142857142857,NA,NA,485,7,0.0268041237113402,0.0657142857142857,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEHB",671000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEHE",6176000,0.020997375328084,0.031224358974359,NA,NA,1143,20,0.020997375328084,0.031224358974359,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEHH",1787000,0,0,NA,NA,25,1,0,0,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEMV",1612000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DENI",7927000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DENW",17865000,0.0161507402422611,0.012,NA,NA,743,10,0.0161507402422611,0.012,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DERP",4053000,0,0,NA,NA,45,2,0,0,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DESH",2859000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DESL",996000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DESN",4085000,0,0,NA,NA,20,1,0,0,NA,NA
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DEST",2245000,0,0,0,0,0,0,0,0,0,0
"DE",2020-04-09,82176000,0.0111111111111111,NA,450,9,0.013139709270728,2910,0,0,0.0128680220172079,0,"DETH",2171000,0,0,0,0,0,0,0,0,0,0
