"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/03/19","PF",279285,3,0,3,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/20","PF",279285,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/21","PF",279285,12,0,15,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/22","PF",279285,2,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/23","PF",279285,1,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/24","PF",279285,5,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/25","PF",279285,2,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/26","PF",279285,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/27","PF",279285,5,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/28","PF",279285,0,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/29","PF",279285,4,0,34,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/30","PF",279285,1,0,35,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/31","PF",279285,1,0,36,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/01","PF",279285,1,0,37,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/02","PF",279285,0,0,37,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/03","PF",279285,0,0,37,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/04","PF",279285,2,0,39,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/05","PF",279285,1,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/06","PF",279285,1,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/07","PF",279285,0,0,41,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/08","PF",279285,6,0,47,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/09","PF",279285,4,0,51,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/10","PF",279285,0,0,51,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/11","PF",279285,0,0,51,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/12","PF",279285,0,0,51,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/13","PF",279285,2,0,53,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/14","PF",279285,2,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/15","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/16","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/17","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/18","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/19","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/20","PF",279285,0,0,55,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/21","PF",279285,1,0,56,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/22","PF",279285,1,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/23","PF",279285,0,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/24","PF",279285,0,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/25","PF",279285,0,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/26","PF",279285,0,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/27","PF",279285,0,0,57,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/28","PF",279285,1,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/29","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/04/30","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/01","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/02","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/03","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/04","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/05","PF",279285,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/06","PF",279285,2,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/07","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/08","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/09","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/10","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/11","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/12","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/13","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/14","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/15","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/16","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/17","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/18","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/19","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/20","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/21","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/22","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/23","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/05/24","PF",279285,0,0,60,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
