"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2019/12/31","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/01","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/02","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/03","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/04","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/05","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/06","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/07","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/08","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/09","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/10","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/11","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/12","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/13","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/14","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/15","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/16","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/17","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/18","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/19","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/20","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/21","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/22","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/23","SG",5804343,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/24","SG",5804343,3,0,3,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/25","SG",5804343,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/01/26","SG",5804343,1,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/01/27","SG",5804343,0,0,4,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/01/28","SG",5804343,1,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/01/29","SG",5804343,2,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/01/30","SG",5804343,3,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/01/31","SG",5804343,3,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/01","SG",5804343,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/02","SG",5804343,2,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/03","SG",5804343,0,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/04","SG",5804343,0,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/05","SG",5804343,6,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/06","SG",5804343,4,0,28,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/07","SG",5804343,2,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/08","SG",5804343,3,0,33,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/09","SG",5804343,7,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/10","SG",5804343,3,0,43,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/11","SG",5804343,2,0,45,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/12","SG",5804343,2,0,47,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/13","SG",5804343,3,0,50,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/14","SG",5804343,8,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/15","SG",5804343,9,0,67,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/16","SG",5804343,5,0,72,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/17","SG",5804343,3,0,75,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/18","SG",5804343,2,0,77,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/19","SG",5804343,4,0,81,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/20","SG",5804343,3,0,84,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/21","SG",5804343,1,0,85,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/22","SG",5804343,1,0,86,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/23","SG",5804343,3,0,89,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/24","SG",5804343,0,0,89,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/25","SG",5804343,1,0,90,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/26","SG",5804343,1,0,91,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/27","SG",5804343,2,0,93,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/28","SG",5804343,3,0,96,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/02/29","SG",5804343,2,0,98,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/01","SG",5804343,4,0,102,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/02","SG",5804343,4,0,106,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/03","SG",5804343,2,0,108,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/04","SG",5804343,2,0,110,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/05","SG",5804343,2,0,112,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/06","SG",5804343,5,0,117,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/07","SG",5804343,13,0,130,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/08","SG",5804343,8,0,138,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/09","SG",5804343,12,0,150,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/10","SG",5804343,10,0,160,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/11","SG",5804343,6,0,166,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/12","SG",5804343,12,0,178,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/13","SG",5804343,9,0,187,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/14","SG",5804343,13,0,200,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/15","SG",5804343,14,0,214,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/16","SG",5804343,12,0,226,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/17","SG",5804343,17,0,243,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/18","SG",5804343,23,0,266,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/19","SG",5804343,47,0,313,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/20","SG",5804343,32,0,345,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/21","SG",5804343,40,0,385,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/22","SG",5804343,47,2,432,2,2,333.678798424055,126.306928751251,881.515698453864,333.678798424055,333.678798424055,333.678798424055,5.74877808606513e-05,2.17607623724599e-05,0.0001518717447356,5.74877808606513e-05,5.74877808606513e-05,5.74877808606513e-05
"2020/03/23","SG",5804343,23,0,455,2,2,323.29841302307,122.277631295582,854.791369081845,0,333.678798424055,333.678798424055,5.56993983682684e-05,2.10665757167662e-05,0.00014726754933019,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/24","SG",5804343,54,0,509,2,2,331.651648026931,125.339305076304,877.560439416974,0,333.678798424055,333.678798424055,5.71385336853681e-05,2.1594055533297e-05,0.000151190313773148,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/25","SG",5804343,49,0,558,2,2,333.148023076849,125.80879508881,882.192737015445,0,333.678798424055,333.678798424055,5.7396336342778e-05,2.16749415203082e-05,0.000151988388180272,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/26","SG",5804343,10,0,568,2,2,310.339638567782,117.117070717,822.345458922083,0,333.678798424055,333.678798424055,5.34667986657201e-05,2.01774896343997e-05,0.000141677612594928,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/27","SG",5804343,26,0,594,2,2,297.421814684048,112.173176523626,788.599722245727,0,333.678798424055,333.678798424055,5.12412541236877e-05,1.93257318741545e-05,0.000135863735524542,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/28","SG",5804343,138,0,732,2,2,337.586428099795,127.252602299591,895.577727902733,0,333.678798424055,333.678798424055,5.81610060087412e-05,2.19236875387259e-05,0.000154294418490212,0,5.74877808606513e-05,5.74877808606513e-05
"2020/03/29","SG",5804343,71,1,803,3,1,511.884203353087,267.367310537607,980.020471147199,109.578579863176,443.257378287231,443.257378287231,8.81898611700045e-05,4.60633202651199e-05,0.00016884261856117,1.88787223400092e-05,7.63665032006604e-05,7.63665032006604e-05
"2020/03/30","SG",5804343,41,0,844,3,1,493.035551074425,257.398964835413,944.386294555209,49.7781727871944,493.035551074425,493.035551074425,8.49425251185923e-05,4.43459259446613e-05,0.000162703392021321,8.57602191793187e-06,8.49425251185923e-05,8.49425251185923e-05
"2020/03/31","SG",5804343,0,0,844,3,1,450.709783781279,235.195371167504,863.704537158994,0,493.035551074425,493.035551074425,7.76504392971399e-05,4.05205845291197e-05,0.000148803152597804,0,8.49425251185923e-05,8.49425251185923e-05
"2020/04/01","SG",5804343,35,0,879,3,1,430.603833200871,224.613259017979,825.50630349227,0,493.035551074425,493.035551074425,7.41864898750593e-05,3.8697447586743e-05,0.000142222178029843,0,8.49425251185923e-05,8.49425251185923e-05
