"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/10/16","SB",669821,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/10/17","SB",669821,1,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/10/18","SB",669821,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/10/19","SB",669821,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/10/20","SB",669821,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/21","SB",669821,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/22","SB",669821,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/23","SB",669821,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/24","SB",669821,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/25","SB",669821,1,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/26","SB",669821,0,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/27","SB",669821,0,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/28","SB",669821,4,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/29","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/30","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/10/31","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/01","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/02","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/03","SB",669821,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/04","SB",669821,5,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/05","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/06","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/07","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/08","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/09","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/10","SB",669821,0,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/11","SB",669821,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/12","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/13","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/14","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/15","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/16","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/17","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/18","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/19","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/20","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/21","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/22","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/23","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/24","SB",669821,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/25","SB",669821,1,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/26","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/27","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/28","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/29","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/11/30","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/12/01","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/12/02","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/12/03","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/12/04","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/12/05","SB",669821,0,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
