"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/03/03","SA",34268529,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/06","SA",34268529,4,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/08","SA",34268529,2,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/09","SA",34268529,4,0,11,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/10","SA",34268529,4,0,15,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/11","SA",34268529,5,0,20,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/12","SA",34268529,25,0,45,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/13","SA",34268529,17,0,62,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/14","SA",34268529,24,0,86,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/15","SA",34268529,0,0,86,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/16","SA",34268529,32,0,118,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/17","SA",34268529,15,0,133,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/18","SA",34268529,0,0,133,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/19","SA",34268529,38,0,171,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/20","SA",34268529,67,0,238,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/21","SA",34268529,36,0,274,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/22","SA",34268529,118,0,392,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/23","SA",34268529,119,0,511,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/24","SA",34268529,51,0,562,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/25","SA",34268529,205,1,767,1,1,386.230664991161,55.0452946996841,2710.02503290023,386.230664991161,386.230664991161,386.230664991161,1.12707103649287e-05,1.60629289630974e-06,7.90820356747799e-05,1.12707103649287e-05,1.12707103649287e-05,1.12707103649287e-05
"2020/03/26","SA",34268529,133,1,900,2,2,721.630122853211,273.267712951048,1905.64054781849,335.39945786205,721.630122853211,721.630122853211,2.10581003594643e-05,7.97430531526604e-06,5.56090559889071e-05,9.78738999453552e-06,2.10581003594643e-05,2.10581003594643e-05
"2020/03/27","SA",34268529,112,1,1012,3,3,970.301642248448,508.272910620358,1852.32235926351,248.671519395237,970.301642248448,970.301642248448,2.83146569334344e-05,1.48320609449083e-05,5.40531622837827e-05,7.25655657397015e-06,2.83146569334344e-05,2.83146569334344e-05
"2020/03/28","SA",34268529,92,0,1104,3,3,853.401127555261,446.295796994885,1631.86274532838,0,970.301642248448,970.301642248448,2.49033487126121e-05,1.30234886065546e-05,4.76198656011287e-05,0,2.83146569334344e-05,2.83146569334344e-05
"2020/03/29","SA",34268529,99,1,1203,4,4,1018.43238853021,626.319954997281,1656.0298322474,0,970.301642248448,970.301642248448,2.97191743634578e-05,1.82768263848524e-05,4.83250924557457e-05,0,2.83146569334344e-05,2.83146569334344e-05
"2020/03/30","SA",34268529,26,4,1229,8,8,1744.55503950972,1369.45651880517,2222.39424478708,705.483628849845,1675.78527109829,1675.78527109829,5.09083725043967e-05,3.99625125083475e-05,6.4852338563674e-05,2.05869247801633e-05,4.89015817135977e-05,4.89015817135977e-05
"2020/03/31","SA",34268529,224,0,1453,8,8,1765.8270791871,1385.19192205021,2251.05649546044,90.0418080888078,1765.8270791871,1765.8270791871,5.15291181359755e-05,4.04216919276052e-05,6.56887401108008e-05,2.62753642237774e-06,5.15291181359755e-05,5.15291181359755e-05
"2020/04/01","SA",34268529,110,2,1563,10,9,2065.79255578382,1700.97413217732,2508.85583901812,299.965476596721,2065.79255578382,2065.79255578382,6.02824987259833e-05,4.96366252597922e-05,7.32116583999891e-05,8.75338059000786e-06,6.02824987259833e-05,6.02824987259833e-05
"2020/04/02","SA",34268529,157,6,1720,16,14,3191.76893645713,2827.29887616494,3603.22321407747,1125.97638067331,3191.76893645713,3191.76893645713,9.31399458802894e-05,8.25042381061919e-05,0.000105146713886595,3.28574471543061e-05,9.31399458802894e-05,9.31399458802894e-05
"2020/04/03","SA",34268529,165,5,1885,21,18,4059.48701924821,3701.01114998713,4452.68446691981,867.718082791083,4059.48701924821,4059.48701924821,0.000118461081864594,0.000108000292337822,0.00012993509195915,2.53211359843045e-05,0.000118461081864594,0.000118461081864594
"2020/04/04","SA",34268529,0,0,1885,21,18,3611.40406447353,3291.49648915368,3962.40414044901,0,4059.48701924821,4059.48701924821,0.00010538544168247,9.60501248581077e-05,0.000115628077891789,0,0.000118461081864594,0.000118461081864594
"2020/04/05","SA",34268529,294,8,2179,29,25,5170.3305644826,4833.99435580152,5530.06813380744,662.760590459714,4722.24760970793,4722.24760970793,0.000150876933307601,0.000141062207712549,0.000161374540874149,1.93402112608835e-05,0.000137801293125477,0.000137801293125477
"2020/04/06","SA",34268529,206,5,2385,34,26,5996.26655429149,5660.9995880789,6351.3893669645,1274.01894458356,5610.03588930033,5996.26655429149,0.000174978813776672,0.000165195290059836,0.000185341756775276,3.71775206511946e-05,0.000163708103411743,0.000174978813776672
"2020/04/07","SA",34268529,138,4,2523,38,30,6422.42623169267,6099.08636308009,6762.90779406241,426.159677401181,5700.79610883946,6422.42623169267,0.000187414704368917,0.000177979228786858,0.000197350396746309,1.24358905922452e-05,0.000166356604009453,0.000187414704368917
"2020/04/08","SA",34268529,272,3,2795,41,31,6971.3447357986,6644.3006527224,7314.48649985968,548.918504105935,6001.04309355016,6971.3447357986,0.000203432856303771,0.000193889286952539,0.000213446176807288,1.60181519348536e-05,0.000175118199370336,0.000203432856303771
"2020/04/09","SA",34268529,137,0,2932,41,25,6659.4502206042,6346.10368137129,6988.26862392554,0,6001.04309355016,6971.3447357986,0.000194331370938163,0.000185187513633027,0.000203926717249099,0,0.000175118199370336,0.000203432856303771
"2020/04/10","SA",34268529,355,3,3287,44,23,7314.43094686617,6992.10776408163,7651.61262978626,31.1916958731645,6032.23478942332,7002.53643167177,0.000213444555699084,0.000204038748324494,0.000223283953325988,9.10214029705345e-07,0.000176028413400042,0.000204343070333476
"2020/04/11","SA",34268529,364,3,3651,47,26,7940.65349612795,7611.46414936121,8284.08000198764,938.117064456185,6264.86822502966,7940.65349612795,0.000231718539658587,0.000222112368738127,0.00024174016929608,2.73754693251112e-05,0.00018281695794499,0.000231718539658587
"2020/04/12","SA",34268529,382,5,4033,52,23,8875.86480677585,8541.17710200708,9223.66731508816,935.211310647896,7110.03772758875,8489.63414178469,0.000259009215329197,0.000249242595210523,0.00026915854237829,2.72906756706101e-05,0.000207480097193222,0.000247738504964269
"2020/04/13","SA",34268529,429,7,4462,59,25,10175.2230668991,9834.44633599937,10527.8081677217,1299.3582601232,8109.43051111523,9453.59294404584,0.000296926169982349,0.000286981864205475,0.000307215059266818,3.79169546531514e-05,0.000236643671256366,0.000275868069622885
"2020/04/14","SA",34268529,472,6,4934,65,27,11302.3237234582,10956.3403004941,11659.2327407068,1127.10065655914,8110.55478700107,10332.0220812097,0.000329816424961171,0.000319720181175389,0.000340231491719613,3.28902549788216e-05,0.000236676479080881,0.000301501768027736
"2020/04/15","SA",34268529,435,8,5369,73,32,12575.4080943479,12229.7607203378,12930.8244335808,1273.08437088971,8515.9210750997,11605.1064520995,0.000366966673543177,0.000356880236100529,0.000377338182026453,3.71502485820069e-05,0.000248505591678584,0.000338652016609743
"2020/04/16","SA",34268529,493,6,5862,79,38,13518.0112992833,13172.259065454,13872.8390156554,942.603204935353,9458.52428003505,12547.7096570348,0.000394473054249958,0.000384383556862157,0.000404827385956817,2.75063807067806e-05,0.000276011972385364,0.000366158397316524
"2020/04/17","SA",34268529,518,4,6380,83,39,14067.5227552317,13723.1380041508,14420.5499069603,549.511455948395,9345.27514552373,12391.7374841334,0.000410508509286513,0.000400458916814048,0.000420810298188181,1.60354550365554e-05,0.000272707216161036,0.000361606927572916
"2020/04/18","SA",34268529,762,4,7142,87,40,15035.0229560519,14681.9454492534,15396.5914170115,967.500200820223,9038.75640176039,13269.1958768648,0.000438741416535617,0.000428438158207884,0.000449292451888189,2.82329072491038e-05,0.000263762602758945,0.000387212298399642
