"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/03/09","BD",163046173,3,0,3,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/15","BD",163046173,0,0,3,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/17","BD",163046173,2,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/18","BD",163046173,3,0,8,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/19","BD",163046173,2,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/20","BD",163046173,0,0,10,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/21","BD",163046173,7,0,17,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/22","BD",163046173,7,2,24,2,2,1261.3053889054,908.092573344669,1751.90430004538,1261.3053889054,1261.3053889054,1261.3053889054,7.73587852874903e-06,5.56954239793576e-06,1.07448354525033e-05,7.73587852874903e-06,7.73587852874903e-06,7.73587852874903e-06
"2020/03/23","BD",163046173,3,1,27,3,3,1513.23507990136,1282.77662816243,1785.09676335803,251.929690995961,1513.23507990136,1513.23507990136,9.2810217624756e-06,7.86756661968647e-06,1.09484125294866e-05,1.54514323372657e-06,9.2810217624756e-06,9.2810217624756e-06
"2020/03/24","BD",163046173,6,0,33,3,3,1337.64266116098,1028.07284953221,1740.42908512952,0,1513.23507990136,1513.23507990136,8.20407272706109e-06,6.30540926300801e-06,1.06744552975771e-05,0,9.2810217624756e-06,9.2810217624756e-06
"2020/03/25","BD",163046173,6,1,39,4,4,1577.20004429091,1276.04015978397,1949.43706170845,0,1513.23507990136,1513.23507990136,9.67333372670394e-06,7.82625029649709e-06,1.19563497004523e-05,0,9.2810217624756e-06,9.2810217624756e-06
"2020/03/26","BD",163046173,0,1,39,5,5,1518.36049940418,1273.18217758869,1810.75312451924,0,1513.23507990136,1513.23507990136,9.31245714920388e-06,7.80872162874185e-06,1.11057689438638e-05,0,9.2810217624756e-06,9.2810217624756e-06
