"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/03/03","TN",11694721,1,0,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/10","TN",11694721,1,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/11","TN",11694721,3,0,5,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/12","TN",11694721,2,0,7,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/03/13","TN",11694721,6,0,13,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/14","TN",11694721,3,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/15","TN",11694721,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/16","TN",11694721,2,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/17","TN",11694721,2,0,20,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/18","TN",11694721,4,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/19","TN",11694721,5,0,29,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/20","TN",11694721,10,0,39,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"2020/03/21","TN",11694721,15,1,54,1,1,391.792452517973,67.0100593869485,2290.72063589226,391.792452517973,391.792452517973,391.792452517973,3.35016502332953e-05,5.72994083287224e-06,0.000195876467330196,3.35016502332953e-05,3.35016502332953e-05,3.35016502332953e-05
"2020/03/22","TN",11694721,6,0,60,1,1,351.057645939398,58.1132843062471,2120.71081928618,0,391.792452517973,391.792452517973,3.00184712349613e-05,4.96918945789703e-06,0.000181339154588312,0,3.35016502332953e-05,3.35016502332953e-05
"2020/03/23","TN",11694721,15,2,75,3,3,1053.38441646964,623.411835918895,1779.91283599153,620.857157373094,1012.64960989107,1012.64960989107,9.00734969624023e-05,5.33071148870413e-05,0.000152197973426774,5.30886677307731e-05,8.65903179640684e-05,8.65903179640684e-05
"2020/03/24","TN",11694721,14,0,89,3,3,1005.63066009694,579.001584439861,1746.61529727136,0,1012.64960989107,1012.64960989107,8.59901369256217e-05,4.95096534957833e-05,0.000149350745286814,0,8.65903179640684e-05,8.65903179640684e-05
"2020/03/25","TN",11694721,25,0,114,3,3,1042.00037484472,587.185874833743,1849.09894415283,22.3318151595254,1034.98142505059,1034.98142505059,8.91000627415325e-05,5.02094812551529e-05,0.000158113985288989,1.90956373901741e-06,8.84998817030858e-05,8.84998817030858e-05
"2020/03/26","TN",11694721,59,2,173,5,5,2138.0154643494,1542.76268277547,2962.93796630707,1103.0340392988,2138.0154643494,2138.0154643494,0.00018281885171518,0.000131919580020375,0.000253356874978639,9.43189700120938e-05,0.00018281885171518,0.00018281885171518
"2020/03/27","TN",11694721,0,0,173,5,5,1708.15195025126,1214.69805892856,2402.06449965094,0,2138.0154643494,2138.0154643494,0.000146061795766762,0.000103867211447674,0.000205397332664109,0,0.00018281885171518,0.00018281885171518
"2020/03/28","TN",11694721,54,1,227,6,5,2134.22036510143,1603.44421001491,2840.69538457552,0,2138.0154643494,2138.0154643494,0.000182494337838537,0.000137108376507221,0.000242904074802257,0,0.00018281885171518,0.00018281885171518
"2020/03/29","TN",11694721,0,0,227,6,5,1713.65411941001,1276.17196645619,2301.10872057909,0,2138.0154643494,2138.0154643494,0.000146532278915419,0.000109123763316473,0.00019676473860121,0,0.00018281885171518,0.00018281885171518
"2020/03/30","TN",11694721,51,2,278,8,5,2280.50953674206,1831.46288704395,2839.65554746547,0,2138.0154643494,2138.0154643494,0.000195003329856442,0.000156605949559973,0.000242815159717403,0,0.00018281885171518,0.00018281885171518
"2020/03/31","TN",11694721,34,0,312,8,5,2126.6216484919,1700.12872720745,2660.10424002593,0,2138.0154643494,2138.0154643494,0.000181844581712715,0.000145375740661744,0.000227461966816133,0,0.00018281885171518,0.00018281885171518
"2020/04/01","TN",11694721,50,1,362,9,6,2332.77598272569,1909.41638282122,2850.00371555488,0,2138.0154643494,2138.0154643494,0.000199472563965031,0.000163271649047567,0.000243700017773394,0,0.00018281885171518,0.00018281885171518
"2020/04/02","TN",11694721,32,1,394,10,5,2392.24287264496,1995.33600768546,2868.10138226241,0,1746.22301183142,2138.0154643494,0.000204557498434119,0.000170618521612055,0.000245247525123721,0,0.000149317201481884,0.00018281885171518
"2020/04/03","TN",11694721,61,3,455,13,8,3071.44850068882,2673.77291140533,3528.27117521555,655.501261260963,2401.72427309239,2793.51672561036,0.000262635466095242,0.000228630756681184,0.000301697763906941,5.60510388628307e-05,0.000205368240344715,0.00023886989057801
"2020/04/04","TN",11694721,0,0,455,13,7,2648.55566202788,2301.25470795539,3048.27061107567,0,1780.86711571929,2793.51672561036,0.000226474463309376,0.000196777221787112,0.000260653555657777,0,0.000152279572613942,0.00023886989057801
"2020/04/05","TN",11694721,40,5,495,18,12,3475.26748466844,3143.79510440414,3841.6893241784,536.789695475608,2317.6568111949,3330.30642108597,0.000297165488998707,0.000268821727718356,0.000328497731940625,4.59001711520615e-05,0.000198179743766004,0.000284770061730072
"2020/04/06","TN",11694721,58,1,553,19,11,3619.10929954827,3288.77084234475,3982.62838913352,288.802878462301,2584.12787449768,3619.10929954827,0.000309465210803085,0.000281218409771789,0.000340549243469213,2.46951490730134e-05,0.0002209653291,0.000309465210803085
"2020/04/07","TN",11694721,21,3,574,22,14,3877.20030744385,3569.54453027233,4211.37265456549,258.091007895584,1739.18484309446,3877.20030744385,0.00033153422877244,0.000305226993467594,0.000360108860618863,2.20690179693542e-05,0.00014871537705726,0.00033153422877244
"2020/04/08","TN",11694721,22,0,596,22,13,3614.12582489923,3324.50927393838,3928.97248944346,0,1739.18484309446,3485.40785492588,0.000309039080530372,0.000284274355406887,0.000335961199026763,0,0.00014871537705726,0.000298032578539144
"2020/04/09","TN",11694721,27,1,623,23,13,3576.76392195009,3300.61955601416,3876.01174150861,0,1739.18484309446,3485.40785492588,0.000305844314024259,0.00028223157747963,0.000331432596084046,0,0.00014871537705726,0.000298032578539144
"2020/04/10","TN",11694721,20,2,643,25,12,3665.99289658275,3404.07498950987,3948.06341200205,0,1739.18484309446,2864.55069755279,0.000313474164675049,0.000291077913659494,0.000337593638360594,0,0.00014871537705726,0.000244943910808371
"2020/04/11","TN",11694721,28,0,671,25,12,3523.50109884642,3270.1857630778,3796.43876312619,0,1739.18484309446,2864.55069755279,0.000301289881036617,0.000279629224423379,0.000324628416798159,0,0.00014871537705726,0.000244943910808371
"2020/04/12","TN",11694721,14,3,685,28,10,3737.12970249955,3496.27173182519,3994.5803657582,0,1739.18484309446,2842.21888239326,0.000319556978101448,0.000298961534167869,0.000341571241054678,0,0.00014871537705726,0.000243034347069354
"2020/04/13","TN",11694721,22,3,707,31,12,3986.57062614418,3753.69501543379,4233.8936146625,0,1739.18484309446,1739.18484309446,0.000340886338899763,0.000320973455923727,0.000362034597889296,0,0.00014871537705726,0.00014871537705726
"2020/04/14","TN",11694721,19,3,726,34,12,4216.38041085472,3991.08501150194,4454.39365931952,0,1739.18484309446,1739.18484309446,0.000360537067182254,0.000341272357972622,0.000380889262712597,0,0.00014871537705726,0.00014871537705726
