"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRAC",803513,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRAL",3340932,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRAM",3938336,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRAP",766679,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRBA",15203934,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRCE",8904459,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRDF",2914830,0.2,0.2,0,0,10,1,0.2,0.2,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRES",3929911,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRFN",3061,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRGO",6610681,0.333333333333333,0.333333333333333,0.2,0.2,15,1,0.333333333333333,0.333333333333333,0.2,0.2
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRMA",6904241,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRMG",20869101,0,0,0,0,0,0,0,0,0,0
"BR",2020-11-10,204453710,0.163636363636364,0,110,2,0.0504747997255405,3758,0.0118099097422474,3758,0.0536929414086301,0.0114740539843241,"BRMS",2651235,0,0,0,0,4,1,0,0,0,0
